[01:32:09	]Tuki has connected.
[02:21:49	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 1.01).
[02:21:49	]Tukiiiiii has taken 4 damage from Kranky.
[02:21:49	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 1.01).
[02:21:49	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[02:21:49	]Tukiiiiii has taken 4 damage from Kranky.
[02:21:49	]Kranky has critically hit Tukiiiiii in the stomach dealing 0 damage (CritChance was 1.01).
[02:21:49	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[02:21:49	]Tukiiiiii has taken 4 damage from Kranky.
[02:21:49	]Kranky has critically hit Tukiiiiii in the chest dealing 0 damage (CritChance was 1.01).
[02:21:49	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[02:21:49	]Tukiiiiii has taken 16 damage from Kranky.
[02:21:49	]Kranky has critically hit Tukiiiiii in the chest dealing 0 damage (CritChance was 1.01).
[02:21:49	]Kranky has critically hit Tukiiiiii in the chest dealing 0 damage (CritChance was 1.01).
[02:21:49	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[02:21:49	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056058.
[02:21:49	]Tukiiiiii was knocked unconscious and is bleeding out.
[02:21:50	]Kranky has gained a '60rnd OTAR-magazine' #2056091.
[02:21:50	]Kranky has lost a '60rnd OTAR-magazine' #2056089.
[02:21:56	]Kranky used command '/CharStopBleedout tuki'.
[02:22:02	]Kranky ran SAM command 'sethp' with arguments: 'tuki' '100'
[02:22:03	]Tukiiiiii is no longer unconscious from critical wounds.
[02:22:03	]Tukiiiiii is fully healed.
[02:22:07	]Kranky ran SAM command 'sethp' with arguments: '^' '100'
[02:22:09	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056056.
[02:22:11	]Kranky is fully healed.
[02:22:14	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056059)
[02:22:18	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[02:22:20	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056057)
[02:22:25	]Kranky has gained a '60rnd OTAR-magazine' #2056089.
[02:22:25	]Kranky has lost a '60rnd OTAR-magazine' #2056088.
[02:22:31	]Tukiiiiii ran 'Repair' on item 'Medium Kevlar Uniform' (#2056023)
[02:22:35	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056090)
[02:22:36	]Kranky has spawned a bullets_assaultrifle.
[02:22:37	]Kranky has spawned a bullets_assaultrifle.
[02:22:37	]Kranky has spawned a bullets_assaultrifle.
[02:22:37	]Kranky has spawned a bullets_assaultrifle.
[02:22:38	]Kranky has spawned a bullets_assaultrifle.
[02:22:38	]Kranky has spawned a bullets_assaultrifle.
[02:22:39	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056113)
[02:22:39	]Kranky has gained a 'Assault Rifle Bullets' #2056113.
[02:22:40	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056112)
[02:22:40	]Kranky has gained a 'Assault Rifle Bullets' #2056112.
[02:22:42	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056110)
[02:22:42	]Kranky has gained a 'Assault Rifle Bullets' #2056110.
[02:22:42	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056109)
[02:22:42	]Kranky has gained a 'Assault Rifle Bullets' #2056109.
[02:22:44	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056090)
[02:22:47	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056111)
[02:22:47	]Kranky has gained a 'Assault Rifle Bullets' #2056111.
[02:22:48	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056108)
[02:22:48	]Kranky has gained a 'Assault Rifle Bullets' #2056108.
[02:22:49	]Kranky entered observer.
[02:23:00	]Kranky exited observer at their location.
[02:23:16	][IC] Kranky: <:: Boomer. ::>
[02:23:21	]Kranky ran 'EquipUn' on item 'Flash Grenade' (#2056022)
[02:23:22	]Kranky ran 'Equip' on item 'Smoke Grenade' (#2056021)
[02:23:25	]Kranky used command '/ToggleRaise'.
[02:23:31	]Kranky used command '/ToggleRaise'.
[02:23:46	]Kranky used command '/ToggleRaise'.
[02:23:55	]Kranky used command '/ToggleRaise'.
[02:23:56	]Kranky ran 'Equip' on item 'Flash Grenade' (#2056022)
[02:23:59	]Kranky used command '/ToggleRaise'.
[02:24:31	]Tukiiiiii used command '/ToggleRaise'.
[02:24:35	]Tukiiiiii has hit Kranky in the head dealing 11 damage (CritChance was 0.25).
[02:24:35	]Kranky has taken 11 damage from Tukiiiiii.
[02:24:35	]Tukiiiiii has hit Kranky in the right arm dealing 6 damage (CritChance was 0.25).
[02:24:35	]Kranky has taken 5 damage from Tukiiiiii.
[02:24:36	]Kranky is fully healed.
[02:24:38	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 0.25).
[02:24:38	]Tukiiiiii has taken 16 damage from Kranky.
[02:24:38	]Tukiiiiii is fully healed.
[02:24:42	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056056.
[02:24:42	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056059.
[02:24:58	]Tukiiiiii ran 'Repair' on item 'Medium Kevlar Uniform' (#2056023)
[02:25:00	]Tukiiiiii used command '/ToggleRaise'.
[02:26:05	]Kranky entered observer.
[02:26:05	]Kranky exited observer at their location.
[02:26:15	]Kranky used command '/ToggleRaise'.
[02:26:23	]Kranky used command '/ToggleRaise'.
[02:26:25	]Tukiiiiii used command '/ToggleRaise'.
[02:26:32	]Tukiiiiii has hit Kranky in the left arm dealing 6 damage (CritChance was 0.25).
[02:26:32	]Kranky has taken 5 damage from Tukiiiiii.
[02:26:32	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 0.25).
[02:26:32	]Kranky has taken 21 damage from Tukiiiiii.
[02:26:32	]Tukiiiiii has hit Kranky in the stomach dealing 13 damage (CritChance was 0.25).
[02:26:32	]Kranky has taken 13 damage from Tukiiiiii.
[02:26:32	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 0.25).
[02:26:32	]Tukiiiiii has hit Kranky in the left arm dealing 6 damage (CritChance was 0.25).
[02:26:32	]Kranky has taken 5 damage from Tukiiiiii.
[02:26:33	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:26:33	]Kranky has taken 13 damage from Tukiiiiii.
[02:26:33	]Tukiiiiii has hit Kranky in the head dealing 11 damage (CritChance was 0.25).
[02:26:33	]Kranky has taken 11 damage from Tukiiiiii.
[02:26:33	]Tukiiiiii has hit Kranky in the head dealing 11 damage (CritChance was 0.25).
[02:26:33	]Kranky has taken 11 damage from Tukiiiiii.
[02:26:34	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:26:34	]Kranky has taken 13 damage from Tukiiiiii.
[02:26:34	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:26:34	]Kranky has taken 13 damage from Tukiiiiii.
[02:26:34	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 0.25).
[02:26:34	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:34	]Tukiiiiii has hit Kranky in the right leg dealing 6 damage (CritChance was 0.25).
[02:26:34	]Kranky has taken 5 damage from Tukiiiiii.
[02:26:34	]Tukiiiiii has critically hit Kranky in the right leg dealing 6 damage (CritChance was 1.01).
[02:26:34	]Kranky has taken 5 damage from Tukiiiiii.
[02:26:35	]Tukiiiiii has critically hit Kranky in the right leg dealing 6 damage (CritChance was 1.01).
[02:26:35	]Kranky has taken 5 damage from Tukiiiiii.
[02:26:35	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 0.25).
[02:26:35	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:35	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:26:35	]Kranky has taken 21 damage from Tukiiiiii.
[02:26:35	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:26:35	]Kranky has taken 21 damage from Tukiiiiii.
[02:26:35	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:26:35	]Kranky has taken 21 damage from Tukiiiiii.
[02:26:35	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 0.24).
[02:26:35	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.24).
[02:26:35	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:35	]Kranky has hit Tukiiiiii in the head dealing 0 damage (CritChance was 0.24).
[02:26:35	]Kranky has hit Tukiiiiii in the head dealing 8 damage (CritChance was 0.24).
[02:26:35	]Tukiiiiii has taken 8 damage from Kranky.
[02:26:35	]Kranky has hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 0.24).
[02:26:35	]Kranky has hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 0.24).
[02:26:35	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.24).
[02:26:35	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:36	]Kranky has critically hit Tukiiiiii in the head dealing 0 damage (CritChance was 0.24).
[02:26:36	]Kranky has hit Tukiiiiii in the head dealing 8 damage (CritChance was 0.24).
[02:26:36	]Tukiiiiii has taken 8 damage from Kranky.
[02:26:36	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056059.
[02:26:36	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056057.
[02:26:36	]Kranky has hit Tukiiiiii in the right leg dealing 4 damage (CritChance was 0.24).
[02:26:36	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:36	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 0.24).
[02:26:36	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:36	]Kranky has hit Tukiiiiii in the stomach dealing 10 damage (CritChance was 0.24).
[02:26:36	]Tukiiiiii has taken 10 damage from Kranky.
[02:26:39	]Kranky ran 'Equip' on item 'Frag Grenade' (#2056019)
[02:26:41	]Kranky used command '/ToggleRaise'.
[02:26:42	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056057.
[02:26:42	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056055.
[02:26:45	]Kranky used command '/ToggleRaise'.
[02:26:47	]Kranky has gained a '60rnd OTAR-magazine' #2056088.
[02:26:47	]Kranky has lost a '60rnd OTAR-magazine' #2056090.
[02:26:52	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 0.97).
[02:26:52	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:52	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 0.97).
[02:26:52	]Tukiiiiii has taken 16 damage from Kranky.
[02:26:52	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 0.97).
[02:26:52	]Tukiiiiii has taken 16 damage from Kranky.
[02:26:53	]Kranky has critically hit Tukiiiiii in the right leg dealing 4 damage (CritChance was 0.97).
[02:26:53	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:53	]Kranky has critically hit Tukiiiiii in the right leg dealing 4 damage (CritChance was 0.97).
[02:26:53	]Tukiiiiii has taken 4 damage from Kranky.
[02:26:53	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 0.97).
[02:26:53	]Tukiiiiii has taken 16 damage from Kranky.
[02:26:54	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056055.
[02:26:54	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056035.
[02:26:57	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:26:57	]Kranky has gained a '60rnd OTAR-magazine' #2056090.
[02:26:57	]Kranky was knocked unconscious and is bleeding out.
[02:27:05	]Tukiiiiii ran 'Repair' on item 'Medium Kevlar Uniform' (#2056023)
[02:27:10	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056035.
[02:27:10	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056055.
[02:27:12	]Kranky used command '/CharStopBleedout krank 100'.
[02:27:13	]Tukiiiiii has critically hit Kranky in the right leg dealing 0 damage (CritChance was 1.01).
[02:27:13	]Tukiiiiii has critically hit Kranky in the right leg dealing 20 damage (CritChance was 1.01).
[02:27:13	]Kranky was knocked unconscious and is bleeding out.
[02:27:14	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056055.
[02:27:14	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056034.
[02:27:17	]Kranky used command '/CharStopBleedout krank 100'.
[02:27:19	]Kranky ran SAM command 'sethp' with arguments: '^' '100'
[02:27:20	]Kranky used command '/CharGetUp'.
[02:27:21	]Kranky is no longer unconscious from critical wounds.
[02:27:21	]Kranky is fully healed.
[02:27:28	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[02:27:30	]Kranky ran SAM command 'sethp' with arguments: 'tuki' '100'
[02:27:33	]Tukiiiiii is fully healed.
[02:27:36	]Tukiiiiii ran 'EquipUn' on item 'SG556' (#2056026)
[02:27:36	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056034.
[02:27:37	]Tukiiiiii ran 'drop' on item 'SG556' (#2056026)
[02:27:37	]Tukiiiiii has lost a 'SG556' #2056026.
[02:27:44	]Tukiiiiii ran 'drop' on item 'Magazine Pouch' (#2056036)
[02:27:44	]Tukiiiiii has lost a 'Magazine Pouch' #2056036.
[02:27:44	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056058.
[02:27:44	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056056.
[02:27:44	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056057.
[02:27:44	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056055.
[02:27:45	]Tukiiiiii ran 'drop' on item 'Ammunition Pouch' (#2056037)
[02:27:45	]Tukiiiiii has lost a 'Ammunition Pouch' #2056037.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056081.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056084.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056082.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056085.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056079.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056078.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056080.
[02:27:45	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056077.
[02:27:45	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056035)
[02:27:45	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056035.
[02:27:46	]Kranky has used a context menu option with the name: remove
[02:27:46	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056059)
[02:27:46	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056059.
[02:27:47	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056032)
[02:27:47	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056032.
[02:27:49	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056033)
[02:27:49	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056033.
[02:27:50	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056034)
[02:27:50	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056034.
[02:27:56	]Kranky used command '/ToggleRaise'.
[02:27:58	]Kranky has lost a '60rnd OTAR-magazine' #2056089.
[02:28:01	]Kranky has hit Tukiiiiii in the chest dealing 10 damage (CritChance was 0.25).
[02:28:01	]Tukiiiiii has taken 10 damage from Kranky.
[02:28:01	]Kranky has hit Tukiiiiii in the stomach dealing 0 damage (CritChance was 0.25).
[02:28:01	]Kranky has hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:28:01	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:01	]Kranky has hit Tukiiiiii in the head dealing 8 damage (CritChance was 0.25).
[02:28:01	]Tukiiiiii has taken 8 damage from Kranky.
[02:28:02	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:28:02	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:02	]Kranky has hit Tukiiiiii in the chest dealing 10 damage (CritChance was 0.25).
[02:28:02	]Tukiiiiii has taken 10 damage from Kranky.
[02:28:02	]Kranky has hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:28:02	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:02	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:28:02	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:02	]Kranky has hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 0.25).
[02:28:02	]Kranky has hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:28:02	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:02	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 1.01).
[02:28:02	]Tukiiiiii has taken 16 damage from Kranky.
[02:28:03	]Kranky has critically hit Tukiiiiii in the left leg dealing 4 damage (CritChance was 1.01).
[02:28:03	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:03	]Kranky has critically hit Tukiiiiii in the right leg dealing 4 damage (CritChance was 1.01).
[02:28:03	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:05	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[02:28:05	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:05	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 1.01).
[02:28:05	]Tukiiiiii has taken 16 damage from Kranky.
[02:28:05	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 1.01).
[02:28:05	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:05	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 1.01).
[02:28:05	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 1.01).
[02:28:05	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 1.01).
[02:28:05	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[02:28:05	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:06	]Kranky has taken 5 damage from Tukiiiiii.
[02:28:06	]Tukiiiiii has damaged Kranky, dealing 5 with ix_hands
[02:28:06	]Kranky has gained a '60rnd OTAR-magazine' #2056089.
[02:28:06	]Kranky has lost a '60rnd OTAR-magazine' #2056087.
[02:28:10	]Kranky has taken 5 damage from Tukiiiiii.
[02:28:10	]Tukiiiiii has damaged Kranky, dealing 5.0003 with ix_hands
[02:28:11	]Kranky has taken 5 damage from Tukiiiiii.
[02:28:11	]Tukiiiiii has damaged Kranky, dealing 5.0006 with ix_hands
[02:28:24	]Tukiiiiii ran 'take' on item 'Ammunition Pouch' (#2056037)
[02:28:24	]Tukiiiiii has gained a 'Ammunition Pouch' #2056037.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056081.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056084.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056082.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056085.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056079.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056078.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056080.
[02:28:24	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056077.
[02:28:26	]Tukiiiiii ran 'take' on item '30rnd SG556-magazine' (#2056032)
[02:28:26	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056032.
[02:28:28	]Tukiiiiii ran 'take' on item '30rnd SG556-magazine' (#2056035)
[02:28:28	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056035.
[02:28:29	]Tukiiiiii ran 'take' on item '30rnd SG556-magazine' (#2056033)
[02:28:29	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056033.
[02:28:30	]Tukiiiiii ran 'take' on item '30rnd SG556-magazine' (#2056059)
[02:28:30	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056059.
[02:28:30	]Tukiiiiii ran 'take' on item '30rnd SG556-magazine' (#2056034)
[02:28:30	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056034.
[02:28:33	]Tukiiiiii ran 'take' on item 'Magazine Pouch' (#2056036)
[02:28:33	]Tukiiiiii has gained a 'Magazine Pouch' #2056036.
[02:28:33	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056058.
[02:28:33	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056056.
[02:28:33	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056057.
[02:28:33	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056055.
[02:28:50	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 1.01).
[02:28:50	]Tukiiiiii has taken 16 damage from Kranky.
[02:28:50	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[02:28:50	]Tukiiiiii has taken 16 damage from Kranky.
[02:28:51	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[02:28:51	]Tukiiiiii has taken 4 damage from Kranky.
[02:28:51	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 1.01).
[02:28:51	]Tukiiiiii was knocked unconscious and is bleeding out.
[02:28:54	][IC] Kranky: <:: Boomer. ::>
[02:28:58	]Kranky ran SAM command 'sethp' with arguments: 'tuki' '100'
[02:29:03	]Tukiiiiii is no longer unconscious from critical wounds.
[02:29:03	]Tukiiiiii is fully healed.
[02:29:05	]Kranky used command '/CharStopBleedout tuki'.
[02:29:11	]Kranky ran SAM command 'slay' with arguments: 'krank'
[02:29:13	]Tuki (STEAM_0:0:147382627) has disconnected.
[02:29:22	]Kranky (STEAM_0:1:110380124) has disconnected.
[03:16:14	]Kranky has connected.
[03:18:50	]Kranky loaded the character 'Kranky'
[03:19:01	]Kranky entered observer.
[03:19:10	]Kranky exited observer at their location.
[03:19:13	]Kranky has unloaded their "Kranky" character.
[03:20:29	]Kranky created the character 'Krankyer'
[03:20:29	]Krankyer has gained a 'Suitcase' #2056114.
[03:20:29	]Krankyer has gained a 'Flashlight' #2056115.
[03:20:29	]Krankyer has gained a 'Light Grey Armband' #2056116.
[03:20:29	]Krankyer has gained a '#26897's Identity Card' #2056117.
[03:20:30	]Kranky loaded the character 'Krankyer'
[03:21:15	]Kranky has unloaded their "Krankyer" character.
[03:21:20	]Kranky loaded the character 'Kranky'
[03:21:41	]Kranky entered observer.
[03:21:48	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056089)
[03:21:49	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056089)
[03:21:50	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056091)
[03:21:58	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056088)
[03:22:00	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056088)
[03:22:01	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056088)
[03:22:20	]Kranky exited observer at their location.
[03:22:40	]Kranky ran 'Equip' on item 'Frag Grenade' (#2056018)
[03:24:20	]Kranky entered observer.
[03:24:34	]Kranky exited observer at their location.
[03:24:39	]Kranky entered observer.
[03:25:23	]Kranky exited observer at their location.
[03:26:14	]Kranky entered observer.
[03:26:15	]Kranky exited observer at their location.
[03:26:15	]Kranky entered observer.
[03:26:15	]Kranky exited observer at their location.
[03:26:16	]Kranky entered observer.
[03:26:16	]Kranky exited observer at their location.
[03:26:16	]Kranky entered observer.
[03:26:17	]Kranky exited observer at their location.
[03:26:18	]Kranky entered observer.
[03:26:28	]Kranky exited observer at their location.
[03:27:01	]Kranky has spawned a 'Entity [5282][ix_scanner]'.
[03:27:25	]Kranky entered observer.
[03:27:32	]Kranky exited observer at their location.
[03:27:33	]Tuki has connected.
[03:28:11	]Kranky entered observer.
[03:28:15	]Kranky exited observer at their location.
[03:28:20	]Kranky entered observer.
[03:29:16	]Tuki loaded the character 'Tukiiiiii'
[03:29:27	]Kranky exited observer at their location.
[03:29:31	]Kranky has spawned a 'Entity [5302][ix_breachingcharge]'.
[03:29:31	][OOC] Tukiiiiii: So stinky bro
[03:29:32	]Kranky entered observer.
[03:29:34	]Kranky exited observer at their location.
[03:29:35	]Kranky has spawned a 'Entity [5480][ix_breachingcharge]'.
[03:29:37	][OOC] Kranky: fr
[03:29:41	]Kranky has spawned a 'Entity [5364][ix_combinelock_cmru]'.
[03:29:42	]Kranky entered observer.
[03:29:43	]Kranky exited observer at their location.
[03:30:24	]Kranky ran SAM command 'goto' with arguments: 'tuki'
[03:30:33	]Console ran SAM command 'setrank' with arguments: 'tuki' 'gamemaster'
[03:30:33	]Kranky entered observer.
[03:30:36	]Kranky exited observer at their location.
[03:30:44	][IC] Kranky: <:: Go sharp, go sharp! ::>
[03:30:47	]Tukiiiiii entered observer.
[03:30:50	][OOC] Tukiiiiii: Got it!
[03:30:57	][OOC] Tukiiiiii: Thx rabit :)
[03:31:00	][OOC] Kranky: give me OTA WL :troll:
[03:31:03	]Tukiiiiii has used a context menu option with the name: remove
[03:31:07	][OOC] Tukiiiiii: Dont, he is stinky
[03:31:13	][OOC] Kranky: we're 1v1ing
[03:31:15	]Tukiiiiii exited observer at their location.
[03:31:17	]Kranky used command '/ToggleRaise'.
[03:31:19	]Tukiiiiii ran 'drop' on item 'Magazine Pouch' (#2056036)
[03:31:19	]Tukiiiiii has lost a 'Magazine Pouch' #2056036.
[03:31:19	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056058.
[03:31:19	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056056.
[03:31:19	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056057.
[03:31:19	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056055.
[03:31:20	]Tukiiiiii ran 'drop' on item 'Ammunition Pouch' (#2056037)
[03:31:20	]Tukiiiiii has lost a 'Ammunition Pouch' #2056037.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056081.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056084.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056082.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056085.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056079.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056078.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056080.
[03:31:20	]Tukiiiiii has lost a 'Assault Rifle Bullets' #2056077.
[03:31:21	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056035)
[03:31:21	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056035.
[03:31:22	]Tukiiiiii ran 'drop' on item '30rnd SG556-magazine' (#2056034)
[03:31:22	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056034.
[03:31:23	]Tukiiiiii has taken 27 damage from Kranky.
[03:31:23	]Kranky destroyed a '30rnd SG556-magazine' #2056034.
