[00:07:02	]reece has connected.
[23:22:17	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:17	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:17	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:17	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:18	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:21	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:21	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:22	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: vjstool_npcmover
[23:22:22	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:22	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:23	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:24	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:24	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:24	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:24	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:24	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:24	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:25	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:25	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:25	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:25	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:26	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:27	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:28	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:28	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:28	]C24:RCT.YELLO-11 has critically hit npc_vj_combineguard_z dealing 12 damage (CritChance was 0.41).
[23:22:28	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:28	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:28	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:28	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:29	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:29	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:29	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:29	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:29	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has critically hit npc_vj_crabsynth2_z dealing 16 damage (CritChance was 0.70).
[23:22:30	]Pavel Artyomov has hit npc_vj_crabsynth2_z dealing 8 damage (CritChance was 0.70).
[23:22:37	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:37	]C24:RCT.YELLO-11 has hit npc_vj_combineguard_z dealing 6 damage (CritChance was 0.41).
[23:22:43	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:22:44	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6558][npc_vj_assassin_synth_z]'.
[23:22:44	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:22:45	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: vjstool_npcmover
[23:22:46	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:22:48	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:22:48	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:22:54	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6259][npc_vj_assassin_synth_z]'.
[23:22:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:22:55	]Pavel Artyomov has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.70).
[23:22:55	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: vjstool_npcmover
[23:22:56	]Pavel Artyomov has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.70).
[23:22:59	][OOC] C24:RCT.YELLO-11: I MADE IT!!!!
[23:23:00	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:01	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:02	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: vjstool_npcmover
[23:23:02	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:04	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688779)
[23:23:05	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688779)
[23:23:06	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688779)
[23:23:07	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688779)
[23:23:08	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688779)
[23:23:09	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688779)
[23:23:10	]Pavel Artyomov used command '/ToggleRaise'.
[23:23:10	]C24:RCT.YELLO-11 has taken 5 damage from Assassin Synth.
[23:23:11	]C24:RCT.YELLO-11 has taken 15 damage from Assassin Synth.
[23:23:14	]C24:RCT.YELLO-11 has taken 5 damage from Assassin Synth.
[23:23:15	]C24:RCT.YELLO-11 was knocked unconscious and is bleeding out.
[23:23:20	][OOC] C24:RCT.YELLO-11: :(
[23:23:32	]Pavel Artyomov has critically hit npc_vj_combine_turret_z dealing 16 damage (CritChance was 0.70).
[23:23:33	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:33	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:33	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:33	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:33	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:34	]Pavel Artyomov has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.70).
[23:23:34	]Pavel Artyomov has critically hit npc_vj_combine_turret_z dealing 16 damage (CritChance was 0.70).
[23:23:35	]Pavel Artyomov has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.70).
[23:23:35	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:35	]Pavel Artyomov has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.70).
[23:23:35	]C24:RCT.YELLO-11 was just killed due to: accepting their death
[23:23:35	]Pavel Artyomov has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.70).
[23:23:35	]Pavel Artyomov has critically hit npc_vj_combine_turret_z dealing 16 damage (CritChance was 0.70).
[23:23:35	]Pavel Artyomov has critically hit npc_vj_combine_turret_z dealing 16 damage (CritChance was 0.70).
[23:23:35	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:38	]C24:RCT.YELLO-11 ran 'Equip' on item 'Suppressor Light Machinegun' (#2688775)
[23:23:41	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:41	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:41	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:42	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:42	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:42	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:42	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:42	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:43	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:43	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:43	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:43	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:43	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:43	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:44	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:44	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:44	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:44	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:44	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:45	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:45	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:45	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:45	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:45	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:46	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:47	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:48	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:49	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:50	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:51	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:52	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:53	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:54	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]C24:i69.AMPUTADO-420 has spawned a 'NPC [6626][npc_vj_hunterchopper_z]'.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:55	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:56	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:57	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 1 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 8 damage from Combine Turret.
[23:23:58	]Pavel Artyomov has taken 4 damage from Combine Turret.
