[01:37:58	]Robert has connected.
[22:03:45	]Old Man Lev used command '/SpawnAdd transhuman'.
[22:03:53	]Old Man Lev used command '/SpawnAdd transhuman'.
[22:03:58	]Old Man Lev used command '/SpawnAdd transhuman'.
[22:04:05	]Old Man Lev used command '/SpawnAdd transhuman'.
[22:04:06	]Old Man Lev entered observer.
[22:04:20	]Old Man Lev exited observer at their location.
[22:05:00	]Old Man Lev has spawned a 'Entity [882][ix_vendor]'.
[22:05:09	]Old Man Lev has used a context menu option with the name: vendor_edit
[22:10:10	]Old Man Lev has gone afk.
[22:14:50	]Old Man Lev is no longer afk. Total time spent AFK: 575
[22:14:58	]Old Man Lev has used a context menu option with the name: vendor_edit
[22:17:51	]Old Man Lev entered observer.
[22:18:29	]Old Man Lev exited observer at their location.
[22:18:42	]Old Man Lev used command '/SpawnAdd medical'.
[22:18:46	]Old Man Lev used command '/SpawnAdd medical'.
[22:18:47	]Old Man Lev used command '/SpawnAdd medical'.
[22:18:49	]Old Man Lev entered observer.
[22:18:51	]Old Man Lev exited observer at their location.
[22:18:56	]Old Man Lev used command '/SpawnRemove'.
[22:18:58	]Old Man Lev entered observer.
[22:18:59	]Old Man Lev exited observer at their location.
[22:19:03	]Old Man Lev used command '/SpawnAdd medical'.
[22:19:03	]Old Man Lev entered observer.
[22:19:09	]Old Man Lev exited observer at their location.
[22:19:14	]Old Man Lev used command '/SpawnAdd medical'.
[22:19:36	]Old Man Lev has spawned 'models/props_plants/plantairport01.mdl'.
[22:19:37	]Old Man Lev has spawned 'models/props_plants/plantairport01_dead.mdl'.
[22:19:39	]Old Man Lev has spawned 'models/props_plants/hr_dead_plant.mdl'.
[22:19:42	]Old Man Lev has spawned 'models/props_foliage/urban_pot_bigplant01.mdl'.
[22:19:51	]Old Man Lev has enabled persistence for 'models/props_foliage/urban_pot_bigplant01.mdl'.
[22:19:51	]Old Man Lev has used a context menu option with the name: persist
[22:20:06	]Old Man Lev entered observer.
[22:20:41	]Old Man Lev exited observer at their location.
[22:21:00	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:21:02	]Old Man Lev entered observer.
[22:21:02	]Old Man Lev exited observer at their location.
[22:21:03	]Old Man Lev entered observer.
[22:21:04	]Old Man Lev exited observer at their location.
[22:21:04	]Old Man Lev entered observer.
[22:21:05	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:21:11	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:21:17	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[22:21:21	]Old Man Lev exited observer at their location.
[22:21:30	]Old Man Lev has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[22:21:35	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:21:38	]Old Man Lev has spawned a usable entity class 'ix_lamp' with model 'models/props_interiors/furniture_lamp01a.mdl'.
[22:21:38	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:21:39	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch001a.mdl'.
[22:21:39	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:21:41	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch002a.mdl'.
[22:21:41	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:21:49	]Old Man Lev entered observer.
[22:21:53	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[22:22:01	]Old Man Lev has enabled persistence for 'models/props_c17/furniturecouch001a.mdl'.
[22:22:01	]Old Man Lev has used a context menu option with the name: persist
[22:22:02	]Old Man Lev has enabled persistence for 'models/props_c17/furniturecouch002a.mdl'.
[22:22:02	]Old Man Lev has used a context menu option with the name: persist
[22:22:07	]Old Man Lev has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[22:22:09	]Old Man Lev has spawned a usable entity class 'ix_lamp' with model 'models/props_interiors/furniture_lamp01a.mdl'.
[22:22:09	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:16	]Old Man Lev has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[22:22:18	]Old Man Lev has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[22:22:21	]Old Man Lev has spawned a usable entity class 'ix_lamp' with model 'models/props_interiors/furniture_lamp01a.mdl'.
[22:22:21	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:23	]Old Man Lev has spawned a usable entity class 'ix_lamp' with model 'models/props_interiors/furniture_lamp01a.mdl'.
[22:22:23	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:27	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:22:32	]Old Man Lev has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:22:35	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch001a.mdl'.
[22:22:35	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:37	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch001a.mdl'.
[22:22:37	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:40	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch001a.mdl'.
[22:22:40	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:41	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch001a.mdl'.
[22:22:41	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:43	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch001a.mdl'.
[22:22:43	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:22:44	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props_c17/furniturecouch002a.mdl'.
[22:22:44	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:23:02	]Old Man Lev exited observer at their location.
[22:23:05	]Old Man Lev entered observer.
[22:23:14	]Old Man Lev used command '/ShowEdicts'.
[22:23:18	]Old Man Lev exited observer at their location.
[22:23:21	]Old Man Lev entered observer.
[22:23:24	]Old Man Lev exited observer at their location.
[22:23:32	]Old Man Lev has spawned 'models/props_interiors/couch.mdl'.
[22:23:37	]Old Man Lev has spawned 'models/props/cs_militia/couch.mdl'.
[22:23:54	]Old Man Lev has spawned a usable entity class 'ix_couch' with model 'models/props/cs_militia/couch.mdl'.
[22:23:54	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:24:03	]Old Man Lev has spawned 'models/props_interiors/coffee_table_rectangular.mdl'.
[22:24:20	]Old Man Lev used command '/ActSit 4'.
[22:24:23	]Old Man Lev used command '/ExitAct'.
[22:24:24	]Old Man Lev used command '/ActSit 5'.
[22:24:28	]Old Man Lev used command '/ExitAct'.
[22:24:51	]Old Man Lev has given himself a tool_toolkit.
[22:24:51	]Old Man Lev has gained a 'Toolkit' #2046491.
[22:24:59	]Old Man Lev has spawned a tool_oven.
[22:25:11	]Old Man Lev has given himself a tool_cookingpot.
[22:25:11	]Old Man Lev has gained a 'Cooking pot' #2046493.
[22:25:16	]Old Man Lev ran 'Place' on item 'Cooking pot' (#2046493)
[22:25:16	]Old Man Lev has lost a 'Cooking pot' #2046493.
[22:25:32	]Old Man Lev ran 'take' on item 'Cooking pot' (#2046493)
[22:25:32	]Old Man Lev has gained a 'Cooking pot' #2046493.
[22:25:38	]Old Man Lev has fired a toolgun with the name: nocollideworld
[22:25:52	]Old Man Lev entered observer.
[22:25:59	]Old Man Lev exited observer at their location.
[22:26:04	]Old Man Lev ran 'Place' on item 'Cooking pot' (#2046493)
[22:26:04	]Old Man Lev has lost a 'Cooking pot' #2046493.
[22:27:00	]Old Man Lev ran 'Bolt' on item 'Oven' (#2046492)
[22:27:15	]Old Man Lev ran 'take' on item 'Cooking pot' (#2046493)
[22:27:15	]Old Man Lev has gained a 'Cooking pot' #2046493.
[22:27:17	]Old Man Lev ran 'drop' on item 'Cooking pot' (#2046493)
[22:27:17	]Old Man Lev has lost a 'Cooking pot' #2046493.
[22:27:20	]Old Man Lev ran 'take' on item 'Cooking pot' (#2046493)
[22:27:20	]Old Man Lev has gained a 'Cooking pot' #2046493.
[22:27:21	]Old Man Lev ran 'drop' on item 'Cooking pot' (#2046493)
[22:27:21	]Old Man Lev has lost a 'Cooking pot' #2046493.
[22:27:23	]Old Man Lev ran 'take' on item 'Cooking pot' (#2046493)
[22:27:23	]Old Man Lev has gained a 'Cooking pot' #2046493.
[22:27:25	]Old Man Lev entered observer.
[22:27:29	]Old Man Lev exited observer at their location.
[22:27:35	]Old Man Lev entered observer.
[22:27:35	]Old Man Lev exited observer at their location.
[22:27:37	]Old Man Lev entered observer.
[22:27:49	]Old Man Lev exited observer at their location.
[22:28:06	]Old Man Lev used command '/SpawnAdd civil Admin'.
[22:28:11	]Old Man Lev used command '/SpawnAdd civil Admin'.
[22:28:13	]Old Man Lev used command '/SpawnAdd civil Admin'.
[22:28:15	]Old Man Lev entered observer.
[22:28:39	]Old Man Lev exited observer at their location.
[22:28:42	]Old Man Lev entered observer.
[22:28:48	]Old Man Lev exited observer at their location.
[22:28:55	]Old Man Lev used command '/SpawnAdd worker'.
[22:28:58	]Old Man Lev used command '/SpawnAdd worker'.
[22:29:00	]Old Man Lev used command '/SpawnAdd worker'.
[22:29:01	]Old Man Lev entered observer.
[22:29:15	]Old Man Lev exited observer at their location.
[22:29:22	]Old Man Lev used command '/SpawnAdd ministry'.
[22:29:40	]Old Man Lev used command '/SpawnAdd ministry of civil'.
[22:29:46	]Old Man Lev used command '/SpawnAdd ministry of civil'.
[22:29:47	]Old Man Lev entered observer.
[22:30:29	]Old Man Lev exited observer at their location.
[22:30:37	]Old Man Lev used command '/SpawnAdd headcrab'.
[22:30:41	]Old Man Lev used command '/SpawnAdd headcrab'.
[22:30:41	]Old Man Lev entered observer.
[22:30:55	]Old Man Lev exited observer at their location.
[22:30:58	]Old Man Lev used command '/SpawnAdd headcrab'.
[22:30:58	]Old Man Lev entered observer.
[22:31:09	]Old Man Lev exited observer at their location.
[22:31:10	]Old Man Lev used command '/SpawnAdd headcrab'.
[22:31:10	]Old Man Lev entered observer.
[22:31:33	]Old Man Lev exited observer at their location.
[22:31:34	]Old Man Lev entered observer.
[22:31:34	]Old Man Lev exited observer at their location.
[22:31:35	]Old Man Lev entered observer.
[22:31:35	]Old Man Lev exited observer at their location.
[22:31:36	]Old Man Lev entered observer.
[22:31:37	]Old Man Lev exited observer at their location.
[22:31:38	]Old Man Lev entered observer.
[22:31:41	]Old Man Lev exited observer at their location.
[22:31:54	]Old Man Lev used command '/SpawnAdd event'.
[22:31:58	]Old Man Lev entered observer.
[22:32:13	]Old Man Lev exited observer at their location.
[22:32:18	]Old Man Lev used command '/SpawnAdd server'.
[22:32:19	]Old Man Lev entered observer.
[22:32:45	]Old Man Lev exited observer at their location.
[22:33:04	]Old Man Lev has spawned 'models/props_lab/workspace003.mdl'.
[22:33:32	]Old Man Lev has enabled persistence for 'models/props_lab/workspace003.mdl'.
[22:33:32	]Old Man Lev has used a context menu option with the name: persist
[22:33:37	]Old Man Lev has spawned 'models/props_lab/workspace002.mdl'.
[22:33:51	]Old Man Lev entered observer.
[22:34:49	]Old Man Lev exited observer at their location.
[22:34:54	]Old Man Lev has enabled persistence for 'models/props_lab/workspace002.mdl'.
[22:34:54	]Old Man Lev has used a context menu option with the name: persist
[22:35:01	]Old Man Lev has spawned 'models/props_lab/workspace001.mdl'.
[22:35:08	]Old Man Lev has spawned 'models/props_silo/silo_workspace1.mdl'.
[22:35:09	]Old Man Lev entered observer.
[22:35:10	]Old Man Lev exited observer at their location.
[22:35:10	]Old Man Lev entered observer.
[22:35:19	]Old Man Lev exited observer at their location.
[22:35:34	]Old Man Lev has enabled persistence for 'models/props_silo/silo_workspace1.mdl'.
[22:35:34	]Old Man Lev has used a context menu option with the name: persist
[22:35:55	]Old Man Lev has spawned 'models/props/de_dust/dust_aid_crate_74.mdl'.
[22:36:11	]Old Man Lev has spawned 'models/props/de_dust/dust_aid_crate_56.mdl'.
[22:36:23	]Old Man Lev has spawned 'models/props/cs_office/crate_office_indoor_64.mdl'.
[22:36:30	]Old Man Lev has enabled persistence for 'models/props/cs_office/crate_office_indoor_64.mdl'.
[22:36:30	]Old Man Lev has used a context menu option with the name: persist
[22:36:35	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/metal_crate_001/metal_crate_001_76_e.mdl'.
[22:36:47	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/metal_crate_001/metal_crate_001_76_low.mdl'.
[22:36:56	]Old Man Lev has spawned 'models/props/de_inferno/hr_i/wine_crate_a/wine_crate_b.mdl'.
[22:37:04	]Old Man Lev has enabled persistence for 'models/props/de_inferno/hr_i/wine_crate_a/wine_crate_b.mdl'.
[22:37:04	]Old Man Lev has used a context menu option with the name: persist
[22:37:16	]Old Man Lev has spawned 'models/props_office/desk_01.mdl'.
[22:37:35	]Old Man Lev has spawned 'models/props/cs_office/security_desk.mdl'.
[22:37:42	]Old Man Lev entered observer.
[22:37:51	]Old Man Lev exited observer at their location.
[22:37:56	]Old Man Lev has enabled persistence for 'models/props/cs_office/security_desk.mdl'.
[22:37:56	]Old Man Lev has used a context menu option with the name: persist
[22:38:02	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_whiteboard.mdl'.
[22:38:21	]Old Man Lev has disabled persistence for 'models/props/de_inferno/hr_i/wine_crate_a/wine_crate_b.mdl'.
[22:38:21	]Old Man Lev has used a context menu option with the name: persist_end
[22:38:29	]Old Man Lev has enabled persistence for 'models/props/de_inferno/hr_i/wine_crate_a/wine_crate_b.mdl'.
[22:38:29	]Old Man Lev has used a context menu option with the name: persist
[22:38:35	]Old Man Lev has enabled persistence for 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_whiteboard.mdl'.
[22:38:35	]Old Man Lev has used a context menu option with the name: persist
[22:38:37	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_conference_table.mdl'.
[22:38:44	]Old Man Lev has enabled persistence for 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_conference_table.mdl'.
[22:38:44	]Old Man Lev has used a context menu option with the name: persist
[22:38:48	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_office_desk_notepad.mdl'.
[22:38:51	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_office_wall_monitor.mdl'.
[22:38:52	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_clipboard.mdl'.
[22:38:58	]Old Man Lev has spawned 'models/props_silo/desk_console3.mdl'.
[22:39:06	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_office_cupboard_001b.mdl'.
[22:39:11	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_control_room_desk_288.mdl'.
[22:39:13	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_conference_table.mdl'.
[22:39:17	]Old Man Lev has enabled persistence for 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_conference_table.mdl'.
[22:39:17	]Old Man Lev has used a context menu option with the name: persist
[22:39:21	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_control_room_desk_384.mdl'.
[22:39:23	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_control_room_desk_flat.mdl'.
[22:39:25	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_control_room_flat_monitor.mdl'.
[22:39:27	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_control_room_desk_288.mdl'.
[22:39:29	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_office_desk/nuke_control_room_desk_384.mdl'.
[22:39:54	]Old Man Lev has spawned 'models/props/coop_cementplant/coop_shelf/coop_shelf.mdl'.
[22:39:56	]Old Man Lev has spawned 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:04	]Old Man Lev has spawned 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:26	]Old Man Lev has fired a toolgun with the name: stacker_improved
[22:40:26	]Old Man Lev has spawned 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:30	]Old Man Lev has fired a toolgun with the name: stacker_improved
[22:40:30	]Old Man Lev has spawned 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:33	]Old Man Lev has enabled persistence for 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:33	]Old Man Lev has used a context menu option with the name: persist
[22:40:34	]Old Man Lev has enabled persistence for 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:34	]Old Man Lev has used a context menu option with the name: persist
[22:40:35	]Old Man Lev has enabled persistence for 'models/props/hr_massive/survival_shelves/survival_shelf_01.mdl'.
[22:40:35	]Old Man Lev has used a context menu option with the name: persist
[22:40:50	]Old Man Lev has spawned 'models/props_interiors/chairlobby01.mdl'.
[22:40:56	]Old Man Lev has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/chairlobby01.mdl'.
[22:40:56	]Old Man Lev has used a context menu option with the name: ixusableentitycreate
[22:40:58	]Old Man Lev used command '/ActSit 5'.
[22:40:59	]Old Man Lev used command '/ExitAct'.
[22:41:00	]Old Man Lev used command '/ActSit 6'.
[22:41:02	]Old Man Lev used command '/ExitAct'.
[22:41:17	]Old Man Lev has spawned 'models/props/cs_office/computer.mdl'.
[22:41:19	]Old Man Lev has spawned 'models/props/de_nuke/hr_nuke/nuke_computer/nuke_supercomputer_01.mdl'.
[22:41:26	]Old Man Lev has spawned 'models/willardnetworks/props/willard_computer.mdl'.
[22:41:34	]Old Man Lev has used a context menu option with the name: skin
[22:41:36	]Old Man Lev has used a context menu option with the name: skin
[22:41:45	]Old Man Lev has spawned 'models/props/cs_office/computer.mdl'.
[22:42:02	]Old Man Lev has enabled persistence for 'models/props/cs_office/computer.mdl'.
[22:42:02	]Old Man Lev has used a context menu option with the name: persist
[22:42:07	]Old Man Lev used command '/ShowEdicts'.
[22:42:20	]Old Man Lev used command '/ActSit 6'.
[22:42:40	]Old Man Lev used command '/ExitAct'.
[22:42:41	]Old Man Lev entered observer.
[22:43:16	]Old Man Lev exited observer at their location.
[22:43:20	]Old Man Lev entered observer.
[22:43:28	]Old Man Lev has spawned a 'Entity [558][ix_forcefield]'.
[22:43:29	]Old Man Lev has spawned a 'Entity [921][ix_forcefield]'.
[22:43:30	]Old Man Lev has spawned a 'Entity [894][ix_forcefield]'.
[22:43:32	]Old Man Lev has spawned a 'Entity [906][ix_forcefield]'.
[22:43:35	]Old Man Lev exited observer at their location.
[22:43:46	]Old Man Lev entered observer.
[22:43:47	]Old Man Lev has spawned a 'Entity [918][ix_forcefield]'.
[22:43:49	]Old Man Lev has spawned a 'Entity [918][ix_forcefield]'.
[22:43:51	]Old Man Lev has spawned a 'Entity [661][ix_forcefield]'.
[22:43:54	]Old Man Lev has spawned a 'Entity [923][ix_forcefield]'.
[22:43:56	]Old Man Lev has spawned a 'Entity [768][ix_forcefield]'.
[22:43:57	]Old Man Lev has spawned a 'Entity [923][ix_forcefield]'.
[22:44:00	]Old Man Lev has spawned a 'Entity [894][ix_forcefield]'.
[22:44:01	]Old Man Lev has spawned a 'Entity [901][ix_forcefield]'.
[22:44:02	]Old Man Lev has spawned a 'Entity [913][ix_forcefield]'.
[22:44:04	]Old Man Lev has spawned a 'Entity [534][ix_forcefield]'.
[22:44:06	]Old Man Lev has spawned a 'Entity [913][ix_forcefield]'.
[22:44:08	]Old Man Lev has spawned a 'Entity [702][ix_forcefield]'.
[22:44:17	]Old Man Lev exited observer at their location.
[22:44:51	]Old Man Lev entered observer.
[22:45:12	]Old Man Lev exited observer at their location.
[22:45:18	]Old Man Lev has spawned a 'Entity [906][ix_terminal]'.
[22:45:30	]Old Man Lev has spawned a 'Entity [916][ix_pickupterminal]'.
[22:45:40	]Old Man Lev entered observer.
[22:45:46	]Old Man Lev exited observer at their location.
[22:45:56	]Old Man Lev entered observer.
[22:46:04	]Old Man Lev exited observer at their location.
[22:46:08	]Old Man Lev has spawned a 'Entity [558][ix_terminal]'.
[22:46:13	]Old Man Lev entered observer.
[22:46:17	]Old Man Lev exited observer at their location.
[22:46:18	]Old Man Lev entered observer.
[22:46:19	]Old Man Lev exited observer at their location.
[22:46:28	]Old Man Lev has spawned a 'Entity [901][ix_pickupterminal]'.
[22:46:42	]Old Man Lev entered observer.
[22:54:25	]Old Man Lev exited observer at their location.
[22:54:27	]Old Man Lev entered observer.
[22:54:28	]Old Man Lev exited observer at their location.
[22:54:29	]Old Man Lev entered observer.
[22:54:36	]Old Man Lev exited observer at their location.
[22:54:50	]Old Man Lev entered observer.
[22:54:52	]Old Man Lev exited observer at their location.
[22:54:55	]Old Man Lev entered observer.
[22:54:57	]Old Man Lev exited observer at their location.
[22:55:00	]Old Man Lev has spawned 'models/props_interiors/sofa01.mdl'.
[22:55:03	]Old Man Lev has spawned 'models/props_interiors/sofa02.mdl'.
[22:55:05	]Old Man Lev entered observer.
[22:55:07	]Old Man Lev has spawned 'models/props_interiors/sofa02.mdl'.
[22:55:08	]Old Man Lev has spawned 'models/props_interiors/sofa01.mdl'.
[22:55:10	]Old Man Lev exited observer at their location.
[22:55:12	]Old Man Lev entered observer.
[22:55:13	]Old Man Lev exited observer at their location.
[22:55:14	]Old Man Lev has spawned 'models/props_interiors/sofa02.mdl'.
[22:55:19	]Old Man Lev has enabled persistence for 'models/props_interiors/sofa02.mdl'.
[22:55:19	]Old Man Lev has used a context menu option with the name: persist
[22:55:20	]Old Man Lev entered observer.
[22:55:24	]Old Man Lev exited observer at their location.
[22:55:27	]Old Man Lev has spawned 'models/props_interiors/bookcasehutch01.mdl'.
[22:55:36	]Old Man Lev has spawned 'models/props_interiors/table_console.mdl'.
[22:55:42	]Old Man Lev entered observer.
[22:55:43	]Old Man Lev exited observer at their location.
[22:55:46	]Old Man Lev has enabled persistence for 'models/props_interiors/table_console.mdl'.
[22:55:46	]Old Man Lev has used a context menu option with the name: persist
[22:55:47	]Old Man Lev has enabled persistence for 'models/props_interiors/bookcasehutch01.mdl'.
[22:55:47	]Old Man Lev has used a context menu option with the name: persist
[22:55:50	]Old Man Lev has spawned 'models/props_interiors/books02.mdl'.
[22:56:01	]Freudeka has connected.
[22:56:02	]Old Man Lev entered observer.
[22:56:06	]Old Man Lev exited observer at their location.
[22:56:07	]Old Man Lev has spawned 'models/props_interiors/clipboardholder01.mdl'.
[22:56:26	]Old Man Lev has enabled persistence for 'models/props_interiors/clipboardholder01.mdl'.
[22:56:26	]Old Man Lev has used a context menu option with the name: persist
[22:56:30	]Old Man Lev entered observer.
[22:56:48	]Old Man Lev exited observer at their location.
[22:57:13	]Freudeka loaded the character 'Freudeka'
[22:57:18	]Freudeka is fully healed.
[22:57:18	]Old Man Lev has spawned 'models/props_unique/airport/phone_booth_airport.mdl'.
[22:57:23	]Old Man Lev has spawned 'models/props_urban/ashtray_stand001.mdl'.
[22:57:24	]Freudeka entered observer.
[22:57:26	]Old Man Lev entered observer.
[22:57:29	]Old Man Lev exited observer at their location.
[22:57:34	]Old Man Lev has used a context menu option with the name: remove
[22:57:40	]Old Man Lev has spawned 'models/props_interiors/table_folding.mdl'.
[22:57:46	]Old Man Lev has spawned 'models/props_interiors/coffee_table_rectangular.mdl'.
[22:57:59	]Old Man Lev has enabled persistence for 'models/props_interiors/coffee_table_rectangular.mdl'.
[22:57:59	]Old Man Lev has used a context menu option with the name: persist
[22:58:13	]Old Man Lev has spawned 'models/props_interiors/trashcan01.mdl'.
[22:58:27	]Old Man Lev created a 'Metal Trash Can' container.
[22:58:27	]Old Man Lev has used a context menu option with the name: wncontainer_create
[22:58:30	]Old Man Lev opened the 'Metal Trash Can' #101272 container.
[22:58:32	]Old Man Lev closed the 'Metal Trash Can' #101272 container.
[22:58:33	]Freudeka used command '/Staff so where do the slums start on this map?'.
[22:58:35	]Old Man Lev entered observer.
[22:58:42	]Old Man Lev exited observer at their location.
[22:58:44	]Freudeka exited observer at their location.
[22:58:45	]Old Man Lev used command '/Staff Here'.
[22:59:03	]Freudeka used command '/Staff got it. phew, for a sec i thought the combine checkpoints were to the slums'.
[22:59:07	]Freudeka used command '/Staff would have been tiny'.
[22:59:08	]Freudeka entered observer.
[22:59:11	]Old Man Lev entered observer.
[22:59:12	]Freudeka exited observer at their location.
[22:59:14	]Freudeka entered observer.
[22:59:18	]Freudeka exited observer at their location.
[22:59:27	]Freudeka entered observer.
[22:59:28	]Freudeka exited observer at their location.
[22:59:28	]Old Man Lev exited observer at their location.
[22:59:30	]Freudeka entered observer.
[22:59:32	]Freudeka exited observer at their location.
[22:59:32	]Old Man Lev used command '/Staff Lab is here'.
[22:59:34	]Freudeka entered observer.
[22:59:37	]Freudeka exited observer at their location.
[22:59:39	]Freudeka entered observer.
[22:59:39	]Freudeka exited observer at their location.
[22:59:40	]Freudeka entered observer.
[22:59:40	]Freudeka exited observer at their location.
[22:59:42	]Freudeka entered observer.
[22:59:42	]Freudeka exited observer at their location.
[22:59:56	]Freudeka entered observer.
[22:59:57	]Freudeka exited observer at their location.
[23:00:00	]Freudeka entered observer.
[23:00:01	]Freudeka exited observer at their location.
[23:00:11	]Freudeka entered observer.
[23:00:11	]Freudeka exited observer at their location.
[23:00:15	][IC] Old Man Lev: Office.
[23:00:28	][IC] Freudeka: Is this space able to be used however the research dpt wants, or is it a shared office?
[23:00:50	][IC] Old Man Lev: This is the shared office I posted in cmru chat- given there is no other offices otherwise.
[23:01:02	][IC] Freudeka: Gotcha, np. In that case the adjoining lab is gonna need to be alpha-class.
[23:01:07	][IC] Freudeka: Since public could be coming through it.
[23:01:12	]Freudeka entered observer.
[23:01:12	]Freudeka exited observer at their location.
[23:01:12	]Freudeka entered observer.
[23:01:13	]Freudeka exited observer at their location.
[23:01:25	][IC] Freudeka: This space, unless this is also offices.
[23:02:08	][IC] Old Man Lev: Well this place is currently Level 4 access as per the biolock, less we make one of the downstairs room an shared office instead? Since can reorganise.
[23:02:27	][IC] Freudeka: Right, uhhh lemme have a look downstairs again lol.
[23:02:35	]Freudeka entered observer.
[23:02:36	]Freudeka exited observer at their location.
[23:02:44	]Freudeka entered observer.
[23:02:45	]Freudeka exited observer at their location.
[23:02:45	]Freudeka entered observer.
[23:02:46	]Freudeka exited observer at their location.
[23:03:10	][IC] Freudeka: Hmm, shared offices dont *have* to be in a public space. Our last director's office was also in a classified location.
[23:03:14	][IC] Freudeka: So it probably doesnt matter.
[23:03:19	][IC] Freudeka: In which case uhhh.
[23:03:31	][IC] Old Man Lev: Hmm, yeah.
[23:03:39	][IC] Old Man Lev: Atm upstairs is level 4-5 access card level.
[23:03:45	][IC] Old Man Lev: Here is level 3.
[23:03:57	][IC] Freudeka: I have a feeling i want to make this lab the OMEGA one, the adjoining door is very good for privacy and can be used like a containment chamber.
[23:04:01	]Freudeka entered observer.
[23:04:02	]Freudeka exited observer at their location.
[23:04:08	]Freudeka entered observer.
[23:04:09	]Old Man Lev has used a context menu option with the name: door_lockunlock
[23:04:09	]Freudeka exited observer at their location.
[23:04:21	][IC] Old Man Lev: Could do.
[23:04:22	][IC] Freudeka: Cool doors btw lol.
