[06:41:36	]TRL has connected.
[15:12:12	]teeeeeeeeee exited observer at their location.
[15:12:13	]teeeeeeeeee entered observer.
[15:12:14	]teeeeeeeeee exited observer at their location.
[15:12:16	]teeeeeeeeee entered observer.
[15:12:17	]Vahh'Brun-Nox has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[15:12:32	]teeeeeeeeee exited observer at their location.
[15:12:33	]teeeeeeeeee entered observer.
[15:12:33	]teeeeeeeeee exited observer at their location.
[15:12:34	]teeeeeeeeee entered observer.
[15:12:35	]teeeeeeeeee exited observer at their location.
[15:12:36	]teeeeeeeeee entered observer.
[15:12:36	]teeeeeeeeee exited observer at their location.
[15:12:38	]teeeeeeeeee entered observer.
[15:12:38	]teeeeeeeeee exited observer at their location.
[15:12:39	]teeeeeeeeee entered observer.
[15:12:40	]teeeeeeeeee exited observer at their location.
[15:12:42	]teeeeeeeeee entered observer.
[15:12:42	]teeeeeeeeee exited observer at their location.
[15:12:43	]teeeeeeeeee entered observer.
[15:12:43	]teeeeeeeeee exited observer at their location.
[15:12:45	]teeeeeeeeee entered observer.
[15:12:45	]teeeeeeeeee exited observer at their location.
[15:12:47	]teeeeeeeeee entered observer.
[15:12:47	]teeeeeeeeee exited observer at their location.
[15:12:48	]teeeeeeeeee entered observer.
[15:12:50	]teeeeeeeeee exited observer at their location.
[15:12:51	]teeeeeeeeee entered observer.
[15:12:52	]teeeeeeeeee exited observer at their location.
[15:12:53	]teeeeeeeeee entered observer.
[15:12:54	]teeeeeeeeee exited observer at their location.
[15:12:55	]teeeeeeeeee entered observer.
[15:12:55	]teeeeeeeeee exited observer at their location.
[15:12:57	]teeeeeeeeee entered observer.
[15:12:57	]teeeeeeeeee exited observer at their location.
[15:12:58	]teeeeeeeeee entered observer.
[15:12:58	]teeeeeeeeee exited observer at their location.
[15:13:00	]teeeeeeeeee entered observer.
[15:13:00	]teeeeeeeeee exited observer at their location.
[15:13:01	]teeeeeeeeee entered observer.
[15:13:01	]teeeeeeeeee exited observer at their location.
[15:13:02	]teeeeeeeeee entered observer.
[15:14:16	]teeeeeeeeee exited observer at their location.
[15:14:18	]teeeeeeeeee entered observer.
[15:14:18	]teeeeeeeeee exited observer at their location.
[15:14:19	]teeeeeeeeee entered observer.
[15:14:19	]teeeeeeeeee exited observer at their location.
[15:14:20	]teeeeeeeeee entered observer.
[15:14:21	]teeeeeeeeee exited observer at their location.
[15:14:22	]teeeeeeeeee entered observer.
[15:14:22	]teeeeeeeeee exited observer at their location.
[15:14:24	]teeeeeeeeee entered observer.
[15:14:25	]teeeeeeeeee exited observer at their location.
[15:14:26	]teeeeeeeeee entered observer.
[15:14:50	]teeeeeeeeee exited observer at their location.
[15:14:50	]teeeeeeeeee entered observer.
[15:14:52	]Vahh'Brun-Nox entered observer.
[15:14:53	]teeeeeeeeee exited observer at their location.
[15:14:54	]teeeeeeeeee entered observer.
[15:14:55	]teeeeeeeeee exited observer at their location.
[15:14:56	]teeeeeeeeee entered observer.
[15:14:56	]teeeeeeeeee exited observer at their location.
[15:14:57	]teeeeeeeeee entered observer.
[15:14:58	]teeeeeeeeee exited observer at their location.
[15:14:59	]teeeeeeeeee entered observer.
[15:15:00	]teeeeeeeeee exited observer at their location.
[15:15:00	]teeeeeeeeee entered observer.
[15:15:01	]teeeeeeeeee exited observer at their location.
[15:15:02	]teeeeeeeeee entered observer.
[15:15:02	]teeeeeeeeee exited observer at their location.
[15:15:04	]teeeeeeeeee entered observer.
[15:15:06	]teeeeeeeeee exited observer at their location.
[15:15:07	]teeeeeeeeee entered observer.
[15:15:07	]teeeeeeeeee exited observer at their location.
[15:15:09	]teeeeeeeeee entered observer.
[15:15:09	]teeeeeeeeee exited observer at their location.
[15:15:10	]teeeeeeeeee entered observer.
[15:15:11	]Vahh'Brun-Nox exited observer at their location.
[15:15:11	]teeeeeeeeee exited observer at their location.
[15:15:13	]teeeeeeeeee entered observer.
[15:15:13	]teeeeeeeeee exited observer at their location.
[15:15:15	]teeeeeeeeee entered observer.
[15:15:17	]teeeeeeeeee exited observer at their location.
[15:15:17	]teeeeeeeeee entered observer.
[15:15:18	]teeeeeeeeee exited observer at their location.
[15:15:19	]teeeeeeeeee entered observer.
[15:15:21	]teeeeeeeeee exited observer at their location.
[15:15:22	]teeeeeeeeee entered observer.
[15:15:22	][OOC] Vahh'Brun-Nox: did you see the /modelanims command yet?
[15:15:22	]teeeeeeeeee exited observer at their location.
[15:15:24	]teeeeeeeeee entered observer.
[15:15:25	]Vahh'Brun-Nox used command '/modelAnims'.
[15:15:28	][OOC] teeeeeeeeee: ?
[15:15:33	]teeeeeeeeee exited observer at their location.
[15:15:37	][OOC] Vahh'Brun-Nox: mostly for event characters with custom models if they need to use anims
[15:15:39	]Vahh'Brun-Nox used command '/modelAnims'.
[15:15:57	]teeeeeeeeee used command '/modelAnims stand4'.
[15:16:23	][IC] teeeeeeeeee: Nice.
[15:16:25	][IC] Vahh'Brun-Nox: NOICE.
[15:16:30	][IC] teeeeeeeeee: Bien.
[15:16:33	][IC] Vahh'Brun-Nox: Muy bien.
[15:16:43	][IC] teeeeeeeeee: No abla espagnol.
[15:17:03	]Vahh'Brun-Nox has hit teeeeeeeeee dealing 34 damage (CritChance was 0.00).
[15:17:03	]teeeeeeeeee has taken 34 damage from Vahh'Brun-Nox.
[15:17:03	][VORT] Vahh'Brun-Nox has damaged teeeeeeeeee, dealing 58.2 with vortbeam
[15:17:20	]teeeeeeeeee has hit Vahh'Brun-Nox dealing 38 damage (CritChance was 0.00).
[15:17:20	]Vahh'Brun-Nox has taken 38 damage from teeeeeeeeee.
[15:17:20	][VORT] teeeeeeeeee has damaged Vahh'Brun-Nox, dealing 64.5 with vortbeam
[15:17:32	]teeeeeeeeee has hit Vahh'Brun-Nox dealing 38 damage (CritChance was 0.00).
[15:17:32	]Vahh'Brun-Nox has taken 38 damage from teeeeeeeeee.
[15:17:32	][VORT] teeeeeeeeee has damaged Vahh'Brun-Nox, dealing 64.5 with vortbeam
[15:17:34	]Vahh'Brun-Nox has hit teeeeeeeeee dealing 34 damage (CritChance was 0.00).
[15:17:34	]teeeeeeeeee has taken 34 damage from Vahh'Brun-Nox.
[15:17:34	][VORT] Vahh'Brun-Nox has damaged teeeeeeeeee, dealing 58.2 with vortbeam
[15:17:35	]teeeeeeeeee has hit Vahh'Brun-Nox dealing 38 damage (CritChance was 0.00).
[15:17:35	]Vahh'Brun-Nox has taken 38 damage from teeeeeeeeee.
[15:17:35	][VORT] teeeeeeeeee has damaged Vahh'Brun-Nox, dealing 64.5 with vortbeam
[15:17:38	]teeeeeeeeee has hit Vahh'Brun-Nox dealing 38 damage (CritChance was 0.00).
[15:17:38	]Vahh'Brun-Nox has taken 38 damage from teeeeeeeeee.
[15:17:38	][VORT] teeeeeeeeee has damaged Vahh'Brun-Nox, dealing 64.5 with vortbeam
[15:17:44	]teeeeeeeeee has hit Vahh'Brun-Nox dealing 38 damage (CritChance was 0.00).
[15:17:44	]Vahh'Brun-Nox has taken 38 damage from teeeeeeeeee.
[15:17:44	][VORT] teeeeeeeeee has damaged Vahh'Brun-Nox, dealing 64.5 with vortbeam
[15:17:49	]teeeeeeeeee entered observer.
[15:17:50	]teeeeeeeeee exited observer at their location.
[15:18:21	][IC] Vahh'Brun-Nox: Get stuck.
[15:18:22	]teeeeeeeeee used command '/SetVortalEnergy teee 100'.
[15:18:28	]teeeeeeeeee entered observer.
[15:18:30	]teeeeeeeeee exited observer at their location.
[15:18:30	]teeeeeeeeee entered observer.
[15:18:31	]teeeeeeeeee exited observer at their location.
[15:18:32	]teeeeeeeeee entered observer.
[15:18:32	]teeeeeeeeee exited observer at their location.
[15:18:34	]teeeeeeeeee entered observer.
[15:18:36	]teeeeeeeeee exited observer at their location.
[15:18:37	]teeeeeeeeee entered observer.
[15:18:39	]teeeeeeeeee exited observer at their location.
[15:18:39	]teeeeeeeeee entered observer.
[15:18:42	]teeeeeeeeee exited observer at their location.
[15:18:43	]teeeeeeeeee entered observer.
[15:18:44	]teeeeeeeeee exited observer at their location.
[15:18:45	]teeeeeeeeee entered observer.
[15:18:46	]teeeeeeeeee exited observer at their location.
[15:18:47	]teeeeeeeeee entered observer.
[15:18:47	]teeeeeeeeee exited observer at their location.
[15:18:48	]teeeeeeeeee entered observer.
[15:18:48	]teeeeeeeeee exited observer at their location.
[15:18:49	]teeeeeeeeee entered observer.
[15:18:50	]teeeeeeeeee exited observer at their location.
[15:18:51	]teeeeeeeeee entered observer.
[15:18:53	]teeeeeeeeee exited observer at their location.
[15:18:54	]teeeeeeeeee entered observer.
[15:18:54	]Mango (STEAM_0:0:544539350) has disconnected.
[15:18:56	]teeeeeeeeee exited observer at their location.
[15:18:57	]teeeeeeeeee entered observer.
[15:18:59	]Commissar_Krieger (STEAM_0:1:221347812) has disconnected.
[17:07:35	]Commissar_Krieger has connected.
[17:10:28	]Commissar_Krieger loaded the character 'Sevastyan Kravchenko'
[17:10:29	]Sevastyan Kravchenko has taken 85 damage from worldspawn.
[17:10:42	]Sevastyan Kravchenko entered observer.
[17:10:43	]Sevastyan Kravchenko is fully healed.
[17:10:44	]Sevastyan Kravchenko exited observer at their location.
[17:10:48	]Sevastyan Kravchenko has given himself a gen_mp7.
[17:10:48	]Sevastyan Kravchenko has gained a 'MP7A1' #2690753.
[17:10:54	]Sevastyan Kravchenko has given himself a magazine_mp.
[17:10:54	]Sevastyan Kravchenko has gained a '30rnd MP Magazine' #2690754.
[17:11:01	]Sevastyan Kravchenko has given himself a bullets_smg1.
[17:11:01	]Sevastyan Kravchenko has gained a 'Sub-machinegun Bullets' #2690755.
[17:11:03	]Sevastyan Kravchenko ran 'combine' on item '30rnd MP Magazine' (#2690754)
[17:11:04	]Sevastyan Kravchenko ran 'Equip' on item 'MP7A1' (#2690753)
[17:11:05	]Sevastyan Kravchenko has lost a '30rnd MP Magazine' #2690754.
[17:11:14	]Sevastyan Kravchenko has spawned a 'NPC [5814][npc_antlionguard]'.
[17:11:15	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:15	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:16	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:16	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:16	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:16	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:16	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has critically hit npc_antlionguard dealing 8 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:11:17	]Sevastyan Kravchenko has hit npc_antlionguard dealing 6 damage (CritChance was 0.51).
[17:12:14	]Sevastyan Kravchenko entered observer.
[17:13:10	]Sevastyan Kravchenko exited observer at their location.
[17:13:11	]Sevastyan Kravchenko entered observer.
[17:13:19	]Sevastyan Kravchenko exited observer at their location.
[17:13:20	]Sevastyan Kravchenko entered observer.
[17:13:28	]Sevastyan Kravchenko exited observer at their location.
[17:13:29	]Sevastyan Kravchenko entered observer.
[17:13:31	]Sevastyan Kravchenko exited observer at their location.
[17:13:32	]Sevastyan Kravchenko entered observer.
[17:13:34	]Sevastyan Kravchenko exited observer at their location.
[17:13:35	]Sevastyan Kravchenko entered observer.
[17:13:38	]Sevastyan Kravchenko exited observer at their location.
[17:13:38	]Sevastyan Kravchenko entered observer.
[17:13:40	]Sevastyan Kravchenko exited observer at their location.
[17:13:41	]Sevastyan Kravchenko entered observer.
[17:13:41	]Sevastyan Kravchenko exited observer at their location.
[17:13:42	]Sevastyan Kravchenko entered observer.
[17:13:43	]Sevastyan Kravchenko exited observer at their location.
[17:13:44	]Sevastyan Kravchenko entered observer.
[17:13:44	]Sevastyan Kravchenko exited observer at their location.
[17:13:46	]Sevastyan Kravchenko entered observer.
[17:13:46	]Sevastyan Kravchenko exited observer at their location.
[17:13:48	]Sevastyan Kravchenko entered observer.
[17:13:48	]Sevastyan Kravchenko exited observer at their location.
[17:13:49	]Sevastyan Kravchenko entered observer.
[17:13:49	]Sevastyan Kravchenko exited observer at their location.
[17:13:50	]Sevastyan Kravchenko entered observer.
[17:13:50	]Sevastyan Kravchenko exited observer at their location.
[17:13:52	]Sevastyan Kravchenko entered observer.
[17:13:53	]Sevastyan Kravchenko exited observer at their location.
[17:13:54	]Sevastyan Kravchenko entered observer.
[17:16:42	]Sevastyan Kravchenko exited observer at their location.
[17:16:44	]Sevastyan Kravchenko entered observer.
[17:16:46	]Sevastyan Kravchenko exited observer at their location.
[17:16:47	]Sevastyan Kravchenko entered observer.
[17:16:48	]Sevastyan Kravchenko exited observer at their location.
[17:16:49	]Sevastyan Kravchenko entered observer.
[17:16:50	]Sevastyan Kravchenko exited observer at their location.
[17:16:52	]Sevastyan Kravchenko entered observer.
[17:16:52	]Sevastyan Kravchenko exited observer at their location.
[17:16:53	]Sevastyan Kravchenko entered observer.
[17:16:54	]Sevastyan Kravchenko exited observer at their location.
[17:16:56	]Sevastyan Kravchenko entered observer.
[17:16:56	]Sevastyan Kravchenko exited observer at their location.
[17:16:58	]Sevastyan Kravchenko entered observer.
[17:17:03	]Sevastyan Kravchenko exited observer at their location.
[17:17:04	]Sevastyan Kravchenko entered observer.
[17:17:04	]Sevastyan Kravchenko exited observer at their location.
[17:17:06	]Sevastyan Kravchenko entered observer.
[17:17:14	]Sevastyan Kravchenko exited observer at their location.
[17:17:15	]Sevastyan Kravchenko entered observer.
[17:18:16	]Sevastyan Kravchenko exited observer at their location.
[17:18:18	]Sevastyan Kravchenko has taken 3 damage from worldspawn.
[17:18:18	]Sevastyan Kravchenko entered observer.
[17:18:21	]Sevastyan Kravchenko exited observer at their location.
[17:18:22	]Sevastyan Kravchenko entered observer.
[17:18:24	]Sevastyan Kravchenko exited observer at their location.
[17:18:25	]Sevastyan Kravchenko entered observer.
[17:18:26	]Sevastyan Kravchenko exited observer at their location.
[17:18:27	]Sevastyan Kravchenko entered observer.
[17:18:28	]Sevastyan Kravchenko exited observer at their location.
[17:18:29	]Sevastyan Kravchenko entered observer.
[17:18:30	]Sevastyan Kravchenko exited observer at their location.
[17:18:31	]Sevastyan Kravchenko entered observer.
[17:18:32	]Sevastyan Kravchenko exited observer at their location.
[17:18:33	]Sevastyan Kravchenko entered observer.
[17:18:33	]Sevastyan Kravchenko exited observer at their location.
[17:18:35	]Sevastyan Kravchenko entered observer.
[17:18:42	]Sevastyan Kravchenko exited observer at their location.
[17:18:43	]Sevastyan Kravchenko entered observer.
[17:18:44	]Sevastyan Kravchenko exited observer at their location.
[17:18:46	]Sevastyan Kravchenko entered observer.
[17:18:46	]Sevastyan Kravchenko exited observer at their location.
[17:18:47	]Sevastyan Kravchenko entered observer.
[17:21:18	]Sevastyan Kravchenko exited observer at their location.
[17:21:20	]Sevastyan Kravchenko entered observer.
[17:21:21	]Sevastyan Kravchenko exited observer at their location.
[17:21:22	]Sevastyan Kravchenko entered observer.
[17:21:22	]Sevastyan Kravchenko exited observer at their location.
[17:21:24	]Sevastyan Kravchenko entered observer.
[17:21:26	]Sevastyan Kravchenko exited observer at their location.
[17:21:27	]Sevastyan Kravchenko entered observer.
[17:21:28	]Sevastyan Kravchenko exited observer at their location.
[17:21:29	]Sevastyan Kravchenko entered observer.
[17:21:31	]Sevastyan Kravchenko exited observer at their location.
[17:21:32	]Sevastyan Kravchenko entered observer.
[17:21:33	]Sevastyan Kravchenko exited observer at their location.
[17:21:35	]Sevastyan Kravchenko entered observer.
[17:21:36	]Sevastyan Kravchenko exited observer at their location.
[17:21:36	]Sevastyan Kravchenko entered observer.
[17:22:43	]Commissar_Krieger (STEAM_0:1:221347812) has disconnected.
[19:10:41	]Divine has connected.
[19:12:55	]Divine (STEAM_0:0:63629212) has disconnected.
[22:35:49	]Commissar_Krieger has connected.
[22:44:51	]Commissar_Krieger loaded the character 'Christian Dumas'
[22:44:56	]Christian Dumas is fully healed.
[22:44:59	]Christian Dumas entered observer.
[22:45:10	]Christian Dumas exited observer at their location.
[22:45:12	]Christian Dumas entered observer.
[22:45:13	]Christian Dumas exited observer at their location.
[22:45:17	]Christian Dumas entered observer.
[22:45:21	]Christian Dumas exited observer at their location.
[22:45:22	]Christian Dumas entered observer.
[22:45:23	]Christian Dumas exited observer at their location.
[22:45:24	]Christian Dumas entered observer.
[22:45:41	]Christian Dumas exited observer at their location.
[22:45:43	]Christian Dumas entered observer.
[22:45:51	]Christian Dumas exited observer at their location.
[22:45:52	]Christian Dumas entered observer.
[22:45:57	]Christian Dumas exited observer at their location.
[22:45:59	]Christian Dumas entered observer.
[22:45:59	]Christian Dumas exited observer at their location.
[22:46:02	]Christian Dumas entered observer.
[22:46:08	]Christian Dumas exited observer at their location.
[22:46:10	]Christian Dumas entered observer.
[22:46:15	]Christian Dumas exited observer at their location.
[22:46:19	]Christian Dumas entered observer.
[22:46:20	]Christian Dumas exited observer at their location.
[22:46:23	]Christian Dumas entered observer.
[22:46:39	]Christian Dumas exited observer at their location.
[22:46:43	]Christian Dumas entered observer.
[22:46:43	]Christian Dumas exited observer at their location.
[22:46:44	]Christian Dumas entered observer.
[22:46:45	]Christian Dumas exited observer at their location.
[22:46:48	]Christian Dumas was knocked unconscious and is bleeding out.
[22:46:48	]Christian Dumas entered observer.
[22:46:49	]Christian Dumas used command '/CharGetUp'.
[22:46:49	]Christian Dumas exited observer at their location.
[22:46:56	]Christian Dumas is fully healed.
[22:46:57	]Christian Dumas entered observer.
[22:47:25	]Christian Dumas has fired a toolgun with the name: remover
[22:47:26	]Christian Dumas has fired a toolgun with the name: remover
[22:47:27	]Christian Dumas has fired a toolgun with the name: remover
[22:47:30	]Christian Dumas exited observer at their location.
[22:47:35	]Christian Dumas entered observer.
[22:47:37	]Christian Dumas exited observer at their location.
[22:47:40	]Christian Dumas entered observer.
[22:47:40	]Christian Dumas exited observer at their location.
[22:47:44	]Christian Dumas entered observer.
[22:47:44	]Christian Dumas exited observer at their location.
[22:47:47	]Christian Dumas entered observer.
[22:47:48	]Christian Dumas exited observer at their location.
[22:47:51	]Christian Dumas entered observer.
[22:47:52	]Christian Dumas exited observer at their location.
[22:47:55	]Christian Dumas entered observer.
[22:47:57	]Christian Dumas exited observer at their location.
[22:47:59	]Christian Dumas entered observer.
[22:48:00	]Christian Dumas exited observer at their location.
[22:48:13	]Christian Dumas entered observer.
[22:48:15	]Christian Dumas exited observer at their location.
[22:48:26	]Christian Dumas entered observer.
[22:48:29	]Christian Dumas exited observer at their location.
[22:48:32	]Christian Dumas entered observer.
[22:48:33	]Christian Dumas exited observer at their location.
[22:48:36	]Christian Dumas entered observer.
[22:48:37	]Christian Dumas exited observer at their location.
[22:48:41	]Christian Dumas entered observer.
[22:48:41	]Christian Dumas exited observer at their location.
[22:48:44	]Christian Dumas entered observer.
[22:48:45	]Christian Dumas exited observer at their location.
[22:48:50	]Christian Dumas entered observer.
[22:48:55	]Christian Dumas exited observer at their location.
[22:48:58	]Christian Dumas entered observer.
[22:48:59	]Christian Dumas exited observer at their location.
[22:49:01	]Christian Dumas entered observer.
[22:49:09	]Christian Dumas exited observer at their location.
[22:49:12	]Christian Dumas entered observer.
[22:49:13	]Christian Dumas exited observer at their location.
[22:49:16	]Christian Dumas entered observer.
[22:49:18	]Christian Dumas exited observer at their location.
[22:49:21	]Christian Dumas entered observer.
[22:49:21	]Christian Dumas exited observer at their location.
[22:49:23	]Christian Dumas entered observer.
[22:49:24	]Christian Dumas exited observer at their location.
[22:49:27	]Christian Dumas entered observer.
[22:49:28	]Christian Dumas exited observer at their location.
[22:49:31	]Christian Dumas entered observer.
[22:49:31	]Christian Dumas exited observer at their location.
[22:49:34	]Christian Dumas entered observer.
[22:49:35	]Christian Dumas exited observer at their location.
[22:49:38	]Christian Dumas entered observer.
[22:49:38	]Christian Dumas exited observer at their location.
[22:49:42	]Christian Dumas entered observer.
[22:49:44	]Christian Dumas exited observer at their location.
[22:49:47	]Christian Dumas entered observer.
[22:49:47	]Christian Dumas exited observer at their location.
[22:49:51	]Christian Dumas entered observer.
[22:49:52	]Christian Dumas exited observer at their location.
[22:49:55	]Christian Dumas entered observer.
[22:49:57	]Christian Dumas exited observer at their location.
[22:49:58	]Christian Dumas entered observer.
[22:50:14	]Christian Dumas exited observer at their location.
[22:50:18	]Christian Dumas entered observer.
[22:50:19	]Christian Dumas exited observer at their location.
[22:50:22	]Christian Dumas entered observer.
[22:50:23	]Christian Dumas exited observer at their location.
[22:50:26	]Christian Dumas entered observer.
[22:50:28	]Christian Dumas exited observer at their location.
[22:50:31	]Christian Dumas entered observer.
[22:50:32	]Christian Dumas exited observer at their location.
[22:50:36	]Christian Dumas entered observer.
[22:50:36	]Christian Dumas exited observer at their location.
[22:50:40	]Christian Dumas entered observer.
[22:50:41	]Christian Dumas exited observer at their location.
[22:50:43	]Christian Dumas entered observer.
[22:50:44	]Christian Dumas exited observer at their location.
[22:50:47	]Christian Dumas entered observer.
[22:50:48	]Christian Dumas exited observer at their location.
[22:50:51	]Christian Dumas entered observer.
[22:51:04	]Christian Dumas exited observer at their location.
[22:51:06	]Christian Dumas entered observer.
[22:51:06	]Christian Dumas exited observer at their location.
[22:51:09	]Christian Dumas entered observer.
[22:51:10	]Christian Dumas exited observer at their location.
[22:51:12	]Christian Dumas entered observer.
[22:51:14	]Christian Dumas exited observer at their location.
[22:51:16	]Christian Dumas entered observer.
[22:51:17	]Christian Dumas exited observer at their location.
[22:51:21	]Christian Dumas entered observer.
[22:51:21	]Christian Dumas exited observer at their location.
[22:51:25	]Christian Dumas entered observer.
[22:51:25	]Christian Dumas exited observer at their location.
[22:51:28	]Christian Dumas entered observer.
[22:51:29	]Christian Dumas exited observer at their location.
[22:51:33	]Christian Dumas entered observer.
[22:51:33	]Christian Dumas exited observer at their location.
[22:51:36	]Christian Dumas entered observer.
[22:51:38	]Christian Dumas exited observer at their location.
[22:51:41	]Christian Dumas entered observer.
[22:51:41	]Christian Dumas exited observer at their location.
[22:51:45	]Christian Dumas entered observer.
[22:51:45	]Christian Dumas exited observer at their location.
[22:51:49	]Christian Dumas entered observer.
[22:51:49	]Christian Dumas exited observer at their location.
[22:51:51	]Christian Dumas entered observer.
[22:51:52	]Christian Dumas exited observer at their location.
[22:51:55	]Christian Dumas entered observer.
[22:57:21	]Christian Dumas has gone afk.
[23:00:41	]Christian Dumas is no longer afk. Total time spent AFK: 495
[23:02:06	]Commissar_Krieger (STEAM_0:1:221347812) has disconnected.
[23:21:34	]ramen has connected.
[23:22:23	]ramen loaded the character 'Gilbert Haggenmacher'
[23:22:28	]Gilbert Haggenmacher is fully healed.
[23:23:17	]Gilbert Haggenmacher used command '/ListColors'.
[23:23:36	]Gilbert Haggenmacher used command '/CharDesc'.
[23:25:02	]ramen (STEAM_0:0:426186854) has disconnected.
