[02:43:32	]garry has connected.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:42	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:42	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:43	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:43	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:44	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:44	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:45	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong is fully healed.
[20:58:45	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:45	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:45	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:46	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]S10/OWS.GHOST-06 has given himself a ar2ammo.
[20:58:47	]S10/OWS.GHOST-06 has gained a 'Pulse-Rifle Energy' #1660974.
[20:58:47	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:47	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]S10/OWS.GHOST-06 has given himself a ar2ammo.
[20:58:48	]S10/OWS.GHOST-06 has gained a 'Pulse-Rifle Energy' #1660975.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:48	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]S10/OWS.GHOST-06 has given himself a ar2ammo.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]S10/OWS.GHOST-06 has gained a 'Pulse-Rifle Energy' #1660976.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:49	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:50	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:50	][VORT] Xi-Gong has damaged npc_vj_stalker_z, dealing 999 with vortadvancedbeam
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong is fully healed.
[20:58:50	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]S10/OWS.GHOST-06 ran 'use' on item 'Pulse-Rifle Energy' (#1660976)
[20:58:50	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:50	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:58:50	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:51	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:52	]Xi-Gong has taken 1 damage from entityflame.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:52	]Xi-Gong has taken 1 damage from entityflame.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 1 damage from entityflame.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:58:52	]Xi-Gong has taken 1 damage from entityflame.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:52	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 1 damage from entityflame.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 1 damage from entityflame.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 1 damage from entityflame.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 1 damage from entityflame.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:53	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:54	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:54	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:54	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:54	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:55	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:55	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:55	]Xi-Gong is fully healed.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:55	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:55	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:56	]Xi-Gong has taken 20 damage from Overwatch Assassin.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:56	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:58:56	][VORT] Xi-Gong has damaged npc_vj_overwatch_assassin_z, dealing 999 with vortadvancedbeam
[20:58:56	][VORT] Xi-Gong has damaged npc_vj_overwatch_assassin_z, dealing 999 with vortadvancedbeam
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:56	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:56	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:57	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:57	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:57	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:58	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:58	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:59	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:58:59	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:59	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:59	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:59	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:59	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:58:59	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:58:59	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:00	]Xi-Gong is fully healed.
[20:59:00	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:00	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:00	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:01	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:01	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:01	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:01	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:01	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:01	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:02	]S10/OWS.GHOST-06 ran 'EquipUn' on item 'AR-2' (#1660973)
[20:59:02	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:59:03	]S10/OWS.GHOST-06 ran 'Equip' on item 'AR-2' (#1660973)
[20:59:03	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:03	][VORT] Xi-Gong has damaged npc_vj_overwatch_soldier_z, dealing 999 with vortadvancedbeam
[20:59:03	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:04	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:05	]Xi-Gong is fully healed.
[20:59:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:05	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:05	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:05	]Xi-Gong has taken 1 damage from entityflame.
[20:59:06	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:06	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:06	]Xi-Gong has taken 1 damage from entityflame.
[20:59:06	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:06	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:06	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:06	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:06	]Xi-Gong has taken 1 damage from entityflame.
[20:59:06	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:06	]Xi-Gong has taken 1 damage from entityflame.
[20:59:06	]Xi-Gong has taken 1 damage from entityflame.
[20:59:06	]Xi-Gong has taken 1 damage from entityflame.
[20:59:07	]Xi-Gong has taken 24 damage from Overwatch Shotgunner.
[20:59:07	]Xi-Gong has taken 1 damage from entityflame.
[20:59:07	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:07	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:07	]Xi-Gong has taken 1 damage from entityflame.
[20:59:07	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:07	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:07	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:07	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:07	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:07	][VORT] Xi-Gong has damaged npc_vj_stalker_z, dealing 999 with vortbeam
[20:59:08	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:08	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:08	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:08	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:59:08	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:08	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:08	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:09	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:09	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:09	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:09	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:59:09	]Xi-Gong has taken 5 damage from Overwatch Assassin.
[20:59:09	]Xi-Gong has taken 2 damage from Combine Stalker.
