[13:27:13	]Ozzekiel has connected.
[18:37:44	][OOC] vortivort: channel energy i believe
[18:37:48	]vortivort exited observer at their location.
[18:37:50	][OOC] 1231 3123: notified you about everything I saw
[18:37:51	][OOC] THE VORTICOCK: yeah, what does it do?
[18:37:57	][OOC] 1231 3123: opens the lock
[18:38:00	][OOC] vortivort: well it opens the lock and heals
[18:38:01	][OOC] THE VORTICOCK: ...makes sense
[18:38:03	]1231 3123 exited observer at their location.
[18:38:03	]1231 3123 entered observer.
[18:38:04	]1231 3123 exited observer at their location.
[18:38:04	]1231 3123 entered observer.
[18:38:04	]1231 3123 exited observer at their location.
[18:38:05	]THE VORTICOCK has spawned a 'NPC [422][npc_antlionguard]'.
[18:38:05	]1231 3123 entered observer.
[18:38:06	]THE VORTICOCK has spawned a 'NPC [428][npc_antlionguard]'.
[18:38:07	]1231 3123 exited observer at their location.
[18:38:12	]THE VORTICOCK has spawned a 'NPC [429][npc_antlionguard]'.
[18:38:12	]1231 3123 has given himself a combinelock.
[18:38:12	]1231 3123 has gained a 'Combine Lock' #1650162.
[18:38:15	]1231 3123 ran 'Place' on item 'Combine Lock' (#1650162)
[18:38:19	]THE VORTICOCK has spawned a 'NPC [422][npc_fastzombie]'.
[18:38:27	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:38:28	]1231 3123 has given himself a lockbreacher.
[18:38:28	]1231 3123 has gained a 'Combine Lock Breacher' #1650163.
[18:38:30	]THE VORTICOCK has spawned a 'NPC [422][npc_fastzombie]'.
[18:38:31	]THE VORTICOCK has taken 5 damage from npc_fastzombie.
[18:38:32	]THE VORTICOCK is fully healed.
[18:38:33	]1231 3123 ran 'Place' on item 'Combine Lock Breacher' (#1650163)
[18:38:40	]THE VORTICOCK entered observer.
[18:38:45	]THE VORTICOCK exited observer at their location.
[18:38:47	]THE VORTICOCK has spawned a 'NPC [424][npc_fastzombie]'.
[18:38:47	]THE VORTICOCK has spawned a 'NPC [430][npc_fastzombie]'.
[18:38:48	]THE VORTICOCK has spawned a 'NPC [437][npc_fastzombie]'.
[18:38:49	]THE VORTICOCK has taken 5 damage from npc_fastzombie.
[18:38:52	]THE VORTICOCK is fully healed.
[18:38:52	]1231 3123 has given himself a pda.
[18:38:52	]1231 3123 has gained a 'Combine PDA' #1650164.
[18:38:53	]1231 3123 ran 'Equip' on item 'Combine PDA' (#1650164)
[18:38:56	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:38:56	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:38:57	]THE VORTICOCK is fully healed.
[18:39:01	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:01	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:01	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:02	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:02	]THE VORTICOCK is fully healed.
[18:39:04	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:04	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:07	]THE VORTICOCK is fully healed.
[18:39:10	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:10	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:39:12	]THE VORTICOCK is fully healed.
[18:39:46	][OOC] THE VORTICOCK: u can shoot beams through the shield
[18:39:53	]1231 3123 entered observer.
[18:39:59	]vortivort entered observer.
[18:40:00	]vortivort exited observer at their location.
[18:40:06	]vortivort ran SAM command 'goto' with arguments: 'cock'
[18:40:07	]vortivort entered observer.
[18:40:08	]vortivort exited observer at their location.
[18:40:08	]vortivort entered observer.
[18:40:09	]vortivort exited observer at their location.
[18:40:13	][IC] vortivort: Through this shield?
[18:40:15	]THE VORTICOCK has spawned a 'NPC [424][npc_zombie]'.
[18:40:17	][IC] THE VORTICOCK: Yes.
[18:40:24	]THE VORTICOCK has taken 96 damage from vortivort.
[18:40:26	][IC] vortivort: Yes.
[18:40:27	]THE VORTICOCK is fully healed.
[18:40:28	][IC] THE VORTICOCK: Also u can't spawn NPCs with it up.
[18:40:31	]THE VORTICOCK has spawned a 'NPC [424][npc_zombie]'.
[18:40:31	][IC] vortivort: Yeap.
[18:40:38	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:40:42	]1231 3123 has taken 96 damage from vortivort.
[18:40:42	]THE VORTICOCK has taken 96 damage from vortivort.
[18:40:44	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:40:44	][IC] THE VORTICOCK: GAHHHH.
[18:40:45	]1231 3123 is fully healed.
[18:40:47	]THE VORTICOCK is fully healed.
[18:40:47	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:40:48	]THE VORTICOCK has spawned a 'NPC [424][npc_zombie]'.
[18:40:50	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:40:54	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:40:57	]1231 3123 exited observer at their location.
[18:40:58	][IC] THE VORTICOCK: Why can't I get it up.
[18:40:58	]1231 3123 entered observer.
[18:40:59	]1231 3123 exited observer at their location.
[18:41:00	]1231 3123 entered observer.
[18:41:06	]THE VORTICOCK has spawned a 'NPC [424][npc_zombie]'.
[18:41:13	][IC] vortivort: Vort energy prob?
[18:41:17	][IC] THE VORTICOCK: Oh right.
[18:41:20	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:41:24	]THE VORTICOCK has spawned a 'NPC [424][npc_zombie]'.
[18:41:25	]THE VORTICOCK has spawned a 'NPC [445][npc_zombie]'.
[18:41:25	]THE VORTICOCK has spawned a 'NPC [446][npc_zombie]'.
[18:41:36	]vortivort has taken 10 damage from npc_zombie.
[18:41:39	]vortivort is fully healed.
[18:41:41	][OOC] vortivort: you should do a bit more smarter
[18:41:58	]vortivort used command '/CharGiveFlag ^ q'.
[18:41:58	]vortivort has taken 10 damage from npc_zombie.
[18:41:59	]vortivort is fully healed.
[18:42:13	][IC] THE VORTICOCK: But yeah.
[18:42:17	]vortivort has spawned a 'NPC [424][npc_zombie]'.
[18:42:21	][IC] THE VORTICOCK: U can straight up shoot things through the shield.
[18:42:26	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:42:42	]1231 3123 exited observer at their location.
[18:42:46	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:42:48	]THE VORTICOCK has spawned a 'NPC [422][npc_barnacle]'.
[18:42:49	]THE VORTICOCK has spawned a 'NPC [430][npc_barnacle]'.
[18:42:57	]1231 3123 used command '/SetVortalEnergy ^ 5115251515'.
[18:43:14	][IC] THE VORTICOCK: Hitreg is weird tho.
[18:43:20	][IC] vortivort: Because.
[18:43:27	][IC] vortivort: You're not shooting things through the shield.
[18:43:30	][IC] THE VORTICOCK: I am!
[18:43:31	][IC] vortivort: You're shooting IN the shield.
[18:43:35	][IC] vortivort: And its hitting stuff.
[18:43:37	][IC] vortivort: By AOE.
[18:43:46	][IC] THE VORTICOCK: I hit things from range tho.
[18:43:48	][IC] vortivort: No.
[18:43:50	][IC] vortivort: You dont.
[18:43:59	]THE VORTICOCK has spawned a 'NPC [422][npc_zombie]'.
[18:44:22	][OOC] vortivort: as i said
[18:44:28	][OOC] THE VORTICOCK: ok idfk what's going on 
[18:44:31	]vortivort has gained a 'Raw Headcrab Meat' #1650165.
[18:44:33	]vortivort entered observer.
[18:44:37	]vortivort exited observer at their location.
[18:44:38	]vortivort entered observer.
[18:44:38	]vortivort exited observer at their location.
[18:44:40	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:44:42	][OOC] 1231 3123: that's it probably
[18:44:59	][OOC] vortivort: you cant
[18:45:12	]kawasaniac (STEAM_0:1:219693994) has disconnected.
[18:45:25	]THE VORTICOCK has gained a 'Raw Headcrab Meat' #1650166.
[18:45:29	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:45:31	][IC] vortivort: So!!
[18:45:34	][IC] vortivort: Vorts are very cool now.
[18:45:37	][IC] THE VORTICOCK: Yes I see.
[18:45:40	]THE VORTICOCK has spawned a 'NPC [422][npc_zombie]'.
[18:46:36	]vortivort entered observer.
[18:46:44	]vortivort exited observer at their location.
[18:46:58	]vortivort entered observer.
[18:47:01	]vortivort exited observer at their location.
[18:47:11	]THE VORTICOCK used command '/CharTakeFlag VORTICOCK pet'.
[18:47:27	]THE VORTICOCK entered observer.
[18:47:28	]vortivort entered observer.
[18:47:28	]THE VORTICOCK exited observer at their location.
[18:47:30	]THE VORTICOCK entered observer.
[18:47:36	]THE VORTICOCK exited observer at their location.
[18:47:38	]THE VORTICOCK entered observer.
[18:47:39	]vortivort exited observer at their location.
[18:47:39	]THE VORTICOCK exited observer at their location.
[18:47:40	]THE VORTICOCK entered observer.
[18:47:43	]THE VORTICOCK exited observer at their location.
[18:47:45	]THE VORTICOCK has taken 109 damage from worldspawn.
[18:47:46	]THE VORTICOCK entered observer.
[18:47:47	]THE VORTICOCK is fully healed.
[18:49:11	]THE VORTICOCK exited observer at their location.
[18:49:12	]THE VORTICOCK entered observer.
[18:49:15	]THE VORTICOCK exited observer at their location.
[18:49:17	]THE VORTICOCK entered observer.
[18:49:18	]THE VORTICOCK exited observer at their location.
[18:49:20	]THE VORTICOCK entered observer.
[18:49:21	]THE VORTICOCK exited observer at their location.
[18:49:24	]THE VORTICOCK entered observer.
[18:49:25	]THE VORTICOCK exited observer at their location.
[18:49:25	]THE VORTICOCK entered observer.
[18:49:27	]THE VORTICOCK exited observer at their location.
[18:49:28	]THE VORTICOCK entered observer.
[18:52:46	]THE VORTICOCK exited observer at their location.
[18:52:50	]THE VORTICOCK has spawned a 'NPC [423][npc_poisonzombie]'.
[18:53:41	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:53:56	]THE VORTICOCK has spawned a 'NPC [423][npc_zombie]'.
[18:53:57	]THE VORTICOCK has spawned a 'NPC [425][npc_zombie]'.
[18:53:58	]THE VORTICOCK has spawned a 'NPC [426][npc_zombie]'.
[18:54:00	]THE VORTICOCK has spawned a 'NPC [427][npc_zombie]'.
[18:54:01	]THE VORTICOCK has spawned a 'NPC [439][npc_zombie]'.
[18:54:03	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:03	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:03	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:04	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:04	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:04	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:04	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:05	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:05	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:06	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:06	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:06	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:06	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:07	]THE VORTICOCK is fully healed.
[18:54:07	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:08	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:08	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:08	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:08	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:54:12	]THE VORTICOCK is fully healed.
[18:54:12	]THE VORTICOCK has spawned a 'NPC [423][npc_zombie]'.
[18:54:27	]vortivort entered observer.
[18:54:29	]THE VORTICOCK has spawned a 'NPC [423][npc_fastzombie]'.
[18:54:30	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:54:30	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:54:31	]vortivort has taken 40 damage from THE VORTICOCK.
[18:54:32	]THE VORTICOCK is fully healed.
[18:54:32	]vortivort exited observer at their location.
[18:54:34	]vortivort is fully healed.
[18:54:34	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:54:35	]THE VORTICOCK has taken 3 damage from npc_fastzombie.
[18:54:37	]THE VORTICOCK is fully healed.
[18:54:44	]THE VORTICOCK has spawned a 'NPC [423][npc_headcrab]'.
[18:54:44	]THE VORTICOCK has spawned a 'NPC [427][npc_headcrab]'.
[18:54:45	]THE VORTICOCK has spawned a 'NPC [439][npc_headcrab]'.
[18:54:45	]THE VORTICOCK has spawned a 'NPC [447][npc_headcrab]'.
[18:54:45	]THE VORTICOCK has spawned a 'NPC [448][npc_headcrab]'.
[18:54:45	]THE VORTICOCK has spawned a 'NPC [449][npc_headcrab]'.
[18:54:45	]THE VORTICOCK has spawned a 'NPC [450][npc_headcrab]'.
[18:54:45	]THE VORTICOCK has spawned a 'NPC [451][npc_headcrab]'.
[18:54:46	]THE VORTICOCK has spawned a 'NPC [452][npc_headcrab]'.
[18:54:46	]THE VORTICOCK has spawned a 'NPC [454][npc_headcrab]'.
[18:54:46	]THE VORTICOCK has spawned a 'NPC [455][npc_headcrab]'.
[18:54:46	]THE VORTICOCK has spawned a 'NPC [456][npc_headcrab]'.
[18:54:47	]THE VORTICOCK has taken 5 damage from npc_headcrab.
[18:54:47	]THE VORTICOCK has taken 5 damage from npc_headcrab.
[18:54:47	]THE VORTICOCK has taken 5 damage from npc_headcrab.
[18:54:48	]THE VORTICOCK has taken 5 damage from npc_headcrab.
[18:54:52	]THE VORTICOCK is fully healed.
[18:54:59	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:55:11	]vortivort has spawned 'models/props_borealis/door_wheel001a.mdl'.
[18:55:38	]vortivort has gained a 'Raw Headcrab Meat' #1650167.
[18:55:49	]THE VORTICOCK has given himself a vortigaunt_torso_vest.
[18:55:49	]THE VORTICOCK has gained a 'Vortigaunt Kevlar' #1650168.
[18:55:54	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:55:58	][IC] vortivort: What the hell.
[18:56:03	][IC] vortivort: Never seen this one before.
[18:56:07	][IC] THE VORTICOCK: I look badass.
[18:56:13	]THE VORTICOCK has spawned a 'NPC [427][npc_headcrab]'.
[18:56:14	]vortivort has taken 5 damage from npc_headcrab.
[18:56:14	]vortivort is fully healed.
[18:56:27	]vortivort has given himself a vortigaunt_torso_hoodie.
[18:56:27	]vortivort has gained a 'Vortigaunt Hoodie' #1650169.
[18:56:27	]vortivort has given himself a vortigaunt_torso_sweater.
[18:56:27	]vortivort has gained a 'Vortigaunt Sweater' #1650170.
[18:56:28	]THE VORTICOCK has spawned a 'NPC [427][npc_zombie]'.
[18:56:29	]vortivort has given himself a vortigaunt_torso_vest.
[18:56:29	]vortivort has gained a 'Vortigaunt Kevlar' #1650171.
[18:56:32	]vortivort has given himself a vortigaunt_torso_doc2.
[18:56:32	]vortivort has gained a 'Vortigaunt Labcoat' #1650172.
[18:56:33	]vortivort has given himself a vortigaunt_head_helmet.
[18:56:33	]vortivort has gained a 'Vortigaunt Helmet' #1650173.
[18:56:36	]vortivort has given himself a vortigaunt_trousers_dark.
[18:56:36	]vortivort has gained a 'Vortigaunt Dark Trousers' #1650174.
[18:56:37	]vortivort has given himself a vortigaunt_head_fedora.
[18:56:37	]vortivort has gained a 'Vortigaunt Fedora' #1650175.
[18:56:44	]vortivort has given himself a vortigaunt_torso_light2.
[18:56:44	]vortivort has gained a 'Makeshift Vortigaunt Covering' #1650176.
[18:57:14	]THE VORTICOCK used command '/SetVortalEnergy VORTICOCK 10000000000000000'.
[18:57:20	]THE VORTICOCK has taken 40 damage from vortivort.
[18:57:22	]THE VORTICOCK is fully healed.
[18:57:34	]THE VORTICOCK has given himself a ing_xen_extract.
[18:57:34	]THE VORTICOCK has gained a 'Antlion Extract' #1650177.
[18:57:34	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:57:45	]vortivort ran 'Consume' on item 'Extract Concoction' (#1650119)
[18:57:45	]vortivort has wasted a level 15 long boost in Strength (current: 1; target: 15).
[18:57:45	]vortivort has wasted a level 15 long boost in Agility (current: 1; target: 15).
[18:57:45	]vortivort has wasted a level 15 long boost in Intelligence (current: 1; target: 15).
[18:57:45	]vortivort has wasted a level 15 long boost in Perception (current: 1; target: 15).
[18:57:46	]THE VORTICOCK ran 'drop' on item 'Antlion Extract' (#1650177)
[18:57:46	]THE VORTICOCK has lost a 'Antlion Extract' #1650177.
[18:57:54	][IC] THE VORTICOCK: What's the script for that.
[18:57:58	][IC] vortivort: Concotion.
[18:58:03	]vortivort has used a context menu option with the name: remove
[18:58:07	]THE VORTICOCK has given himself a xen_concoction.
[18:58:07	]THE VORTICOCK has gained a 'Extract Concoction' #1650178.
[18:58:08	]THE VORTICOCK has taken 15 damage from vortivort.
[18:58:08	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:08	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:08	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:08	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:08	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:09	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:09	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:09	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:09	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:09	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:10	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:10	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:10	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:10	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:10	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:11	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:11	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:11	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:11	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:11	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:12	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:12	]THE VORTICOCK is fully healed.
[18:58:12	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:12	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:12	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:12	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:13	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:13	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:13	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:13	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:13	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:14	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:14	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:14	]THE VORTICOCK ran 'Consume' on item 'Extract Concoction' (#1650178)
[18:58:14	]THE VORTICOCK has gained a level 15 long boost in Strength.
[18:58:14	]THE VORTICOCK has gained a level 15 long boost in Agility.
[18:58:14	]THE VORTICOCK has gained a level 15 long boost in Intelligence.
[18:58:14	]THE VORTICOCK has gained a level 15 long boost in Perception.
[18:58:14	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:14	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:14	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:15	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:15	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:15	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:15	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:15	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:16	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:16	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:16	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:16	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:16	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:17	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:17	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:17	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:17	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:17	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:18	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:18	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:18	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:18	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:18	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:19	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:19	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:19	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:19	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:19	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:21	]vortivort has taken 40 damage from THE VORTICOCK.
[18:58:24	]vortivort ran SAM command 'hp' with arguments: '^' '1249124'
[18:58:26	][IC] THE VORTICOCK: Why don't I light shit on fire.
[18:58:29	]vortivort is fully healed.
[18:58:29	]vortivort has taken 40 damage from THE VORTICOCK.
[18:58:30	][IC] vortivort: You do.
[18:58:34	][IC] THE VORTICOCK: Oh.
[18:58:34	]vortivort is fully healed.
[18:58:35	]THE VORTICOCK has taken 15 damage from vortivort.
[18:58:35	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:39	]vortivort has taken 40 damage from THE VORTICOCK.
[18:58:39	]vortivort is fully healed.
[18:58:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:43	][IC] THE VORTICOCK: Is this the wrong slam.
[18:58:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:46	][IC] vortivort: Yeah.
[18:58:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:58:48	]vortivort has taken 40 damage from THE VORTICOCK.
[18:58:48	][IC] vortivort: You need.
[18:58:49	][IC] THE VORTICOCK: I see.
[18:58:49	]vortivort is fully healed.
[18:58:49	][IC] vortivort: Pyro.
[18:58:50	][IC] vortivort: Lol.
[18:58:55	][IC] THE VORTICOCK: What's pyro.
[18:59:09	][IC] vortivort: You need level 50 to have vort pyro and advanced beam.
[18:59:14	][IC] vortivort: Vortessence i mean.
[18:59:21	]vortivort used command '/SetVortalEnergy ^ 100'.
[18:59:21	][IC] THE VORTICOCK: I do I have level 50!
[18:59:32	][IC] vortivort: Then you should reload your character if you don't have those.
[18:59:41	]Alessiodoomboy has unloaded their "THE VORTICOCK" character.
[18:59:42	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:43	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:43	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:44	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:44	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:44	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:45	]Alessiodoomboy has unloaded their "Alessiodoomboy" character.
[18:59:50	]Alessiodoomboy loaded the character 'THE VORTICOCK'
[18:59:55	]THE VORTICOCK is fully healed.
[19:00:01	][IC] vortivort: Then you should reload your character if you don't have those.
[19:00:04	][IC] vortivort: Whoops.
[19:00:05	]vortivort used command '/SetVortalEnergy ^ 100'.
[19:00:08	]THE VORTICOCK used command '/CharTakeFlag VORTICOCK pet'.
[19:00:17	]vortivort has taken 15 damage from THE VORTICOCK.
[19:00:17	]vortivort has taken 1 damage from entityflame.
[19:00:17	]vortivort has taken 1 damage from entityflame.
[19:00:18	]vortivort has taken 1 damage from entityflame.
[19:00:18	]vortivort has taken 1 damage from entityflame.
[19:00:18	]vortivort has taken 1 damage from entityflame.
[19:00:18	]vortivort has taken 1 damage from entityflame.
[19:00:18	]vortivort has taken 1 damage from entityflame.
[19:00:19	]vortivort has taken 1 damage from entityflame.
[19:00:19	]vortivort has taken 1 damage from entityflame.
