[05:50:28	]ryebredd has connected.
[23:27:46	]OCIN:AI exited observer at their location.
[23:27:49	]Manhack has spawned a 'NPC [487][npc_combine_camera]'.
[23:27:52	]Manhack has used a context menu option with the name: persist
[23:27:53	]Manhack has used a context menu option with the name: persist
[23:28:04	]Manhack has used a context menu option with the name: remove
[23:28:08	]Manhack has spawned a 'NPC [487][npc_combine_camera]'.
[23:28:08	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[23:28:14	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:23	]Manhack has spawned a 'NPC [441][npc_combine_camera]'.
[23:28:24	]Manhack has spawned a 'NPC [488][npc_combine_camera]'.
[23:28:26	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/health_charger001.mdl'.
[23:28:31	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/suit_charger001.mdl'.
[23:28:44	]Manhack has spawned a 'NPC [443][npc_combine_camera]'.
[23:28:47	]OCIN:AI has fired a toolgun with the name: stacker_improved
[23:28:47	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:49	]OCIN:AI has fired a toolgun with the name: stacker_improved
[23:28:49	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:50	]OCIN:AI has fired a toolgun with the name: stacker_improved
[23:28:50	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:51	]OCIN:AI has fired a toolgun with the name: stacker_improved
[23:28:51	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:52	]OCIN:AI has fired a toolgun with the name: stacker_improved
[23:28:52	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:54	]OCIN:AI has fired a toolgun with the name: stacker_improved
[23:28:54	]OCIN:AI has spawned 'models/props_combine/soldier_bed.mdl'.
[23:28:55	]Manhack has spawned a 'NPC [580][npc_combine_camera]'.
[23:28:56	]Manhack has spawned a 'NPC [596][npc_combine_camera]'.
[23:28:57	]OCIN:AI has used a context menu option with the name: remove
[23:28:59	]OCIN:AI has used a context menu option with the name: remove
[23:29:00	]OCIN:AI has used a context menu option with the name: remove
[23:29:07	]Manhack has spawned a 'NPC [417][npc_combine_camera]'.
[23:29:20	]Manhack has used a context menu option with the name: persist
[23:29:23	]Manhack has used a context menu option with the name: persist
[23:29:25	]OCIN:AI has enabled persistence for 'models/props_combine/soldier_bed.mdl'.
[23:29:25	]OCIN:AI has used a context menu option with the name: persist
[23:29:25	]OCIN:AI has enabled persistence for 'models/props_combine/soldier_bed.mdl'.
[23:29:25	]OCIN:AI has used a context menu option with the name: persist
[23:29:26	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_smallmonitor001.mdl'.
[23:29:26	]Manhack has used a context menu option with the name: persist
[23:29:26	]OCIN:AI has enabled persistence for 'models/props_combine/soldier_bed.mdl'.
[23:29:26	]OCIN:AI has used a context menu option with the name: persist
[23:29:27	]OCIN:AI has enabled persistence for 'models/props_combine/soldier_bed.mdl'.
[23:29:27	]OCIN:AI has used a context menu option with the name: persist
[23:29:43	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/breenconsole.mdl'.
[23:29:48	]OCIN:AI entered observer.
[23:29:50	]OCIN:AI exited observer at their location.
[23:29:55	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combinebutton.mdl'.
[23:30:02	]Manhack has spawned 'models/props_combine/combine_bridge_b.mdl'.
[23:30:07	][IC] OCIN:AI: Complete sentencing at will.
[23:30:09	]OCIN:AI entered observer.
[23:30:11	]OCIN:AI used command '/I COMPLETE SENTENCING2'.
[23:30:14	]Manhack has spawned 'models/props_combine/combine_bridge.mdl'.
[23:30:19	]Manhack has fired a toolgun with the name: nocollideworld
[23:30:29	]Manhack has enabled persistence for 'models/props_combine/combine_bridge.mdl'.
[23:30:29	]Manhack has used a context menu option with the name: persist
[23:30:35	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_intmonitor003.mdl'.
[23:30:39	]Manhack has fired a toolgun with the name: ladder
[23:30:40	]Manhack has fired a toolgun with the name: ladder
[23:30:41	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_interface001.mdl'.
[23:30:42	]Manhack has used a context menu option with the name: ladder_persist
[23:30:42	]Manhack exited observer at their location.
[23:30:45	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_interface002.mdl'.
[23:30:49	]Manhack entered observer.
[23:30:50	]Manhack exited observer at their location.
[23:30:50	]Manhack entered observer.
[23:30:51	]Manhack exited observer at their location.
[23:30:56	]Manhack entered observer.
[23:31:02	]Frank Mazzarelli is no longer afk. Total time spent AFK: 655
[23:31:07	]Manhack has fired a toolgun with the name: ladder
[23:31:08	]Manhack has fired a toolgun with the name: ladder
[23:31:08	]Frank Mazzarelli entered observer.
[23:31:09	]Manhack exited observer at their location.
[23:31:09	]Frank Mazzarelli exited observer at their location.
[23:31:10	]Manhack has used a context menu option with the name: ladder_persist
[23:31:14	]Frank Mazzarelli entered observer.
[23:31:14	]Manhack entered observer.
[23:31:19	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/completesentencingatwill.wav 300'.
[23:31:21	]Frank Mazzarelli exited observer at their location.
[23:31:25	]Manhack has spawned a 'NPC [605][npc_combine_camera]'.
[23:31:26	]Manhack has spawned a 'NPC [615][npc_combine_camera]'.
[23:31:30	]Manhack has used a context menu option with the name: persist
[23:31:33	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combine_intmonitor001.mdl'.
[23:31:33	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:34	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combine_smallmonitor001.mdl'.
[23:31:34	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:35	]Frank Mazzarelli entered observer.
[23:31:35	]Frank Mazzarelli exited observer at their location.
[23:31:36	]Manhack has spawned a 'NPC [600][npc_combine_camera]'.
[23:31:36	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/breenconsole.mdl'.
[23:31:36	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:37	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combinebutton.mdl'.
[23:31:37	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:38	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combine_interface002.mdl'.
[23:31:38	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:38	]Manhack has spawned a 'NPC [600][npc_combine_camera]'.
[23:31:39	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combine_intmonitor003.mdl'.
[23:31:39	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:41	]Manhack has used a context menu option with the name: persist
[23:31:43	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/health_charger001.mdl'.
[23:31:43	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:44	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/suit_charger001.mdl'.
[23:31:44	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:31:50	]S10/EOW.RAZOR-09 has spawned 'models/Items/ammocrate_grenade.mdl'.
[23:31:53	]S10/EOW.RAZOR-09 has spawned 'models/Items/ammocrate_smg1.mdl'.
[23:31:55	]OCIN:AI exited observer at their location.
[23:31:55	]S10/EOW.RAZOR-09 has spawned 'models/Items/ammoCrate_Rockets.mdl'.
[23:31:58	]S10/EOW.RAZOR-09 has spawned 'models/Items/ammocrate_ar2.mdl'.
[23:32:07	]Manhack exited observer at their location.
[23:32:08	]Manhack entered observer.
[23:32:12	]Frank Mazzarelli has used a context menu option with the name: remove
[23:32:12	]Manhack exited observer at their location.
[23:32:15	]Manhack entered observer.
[23:32:16	]Frank Mazzarelli entered observer.
[23:32:18	]Frank Mazzarelli exited observer at their location.
[23:32:23	]OCIN:AI entered observer.
[23:32:24	]S10/EOW.RAZOR-09 has spawned 'models/Items/item_item_crate.mdl'.
[23:32:25	]Frank Mazzarelli has used a context menu option with the name: rb655_func_movelinear_open
[23:32:27	]Manhack has spawned 'models/props_combine/combine_booth_med01a.mdl'.
[23:32:31	]Frank Mazzarelli has used a context menu option with the name: rb655_func_movelinear_close
[23:32:32	]Manhack has fired a toolgun with the name: nocollideworld
[23:32:34	]S10/EOW.RAZOR-09 has enabled persistence for 'models/items/ammocrate_grenade.mdl'.
[23:32:34	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:32:35	]S10/EOW.RAZOR-09 has enabled persistence for 'models/items/ammocrate_ar2.mdl'.
[23:32:35	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:32:40	]Manhack exited observer at their location.
[23:32:42	]Manhack entered observer.
[23:32:43	]Frank Mazzarelli entered observer.
[23:32:45	]Frank Mazzarelli exited observer at their location.
[23:32:47	][OOC] Frank Mazzarelli: ahfuck
[23:32:47	]Manhack has enabled persistence for 'models/props_combine/combine_booth_med01a.mdl'.
[23:32:47	]Manhack has used a context menu option with the name: persist
[23:32:53	]Manhack has fired a toolgun with the name: ladder
[23:32:53	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:53	]Manhack has fired a toolgun with the name: ladder
[23:32:55	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:56	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:57	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:57	]Manhack has fired a toolgun with the name: ladder
[23:32:57	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:57	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_intwallunit.mdl'.
[23:32:58	]Manhack has fired a toolgun with the name: ladder
[23:32:58	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:59	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:32:59	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:33:00	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:33:00	]Manhack has fired a toolgun with the name: ladder
[23:33:01	]Manhack has fired a toolgun with the name: ladder
[23:33:01	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:33:01	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:33:02	]Manhack exited observer at their location.
[23:33:02	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attention.wav 300'.
[23:33:02	]Manhack entered observer.
[23:33:03	]Manhack exited observer at their location.
[23:33:03	]Manhack entered observer.
[23:33:04	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combine_intwallunit.mdl'.
[23:33:04	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:33:08	]Manhack exited observer at their location.
[23:33:11	]S10/EOW.RAZOR-09 has used a context menu option with the name: keepupright
[23:33:13	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attentionyouhavebeenchargedwith.wav 300'.
[23:33:14	]S10/EOW.RAZOR-09 has used a context menu option with the name: keepupright
[23:33:15	]S10/EOW.RAZOR-09 has used a context menu option with the name: keepupright
[23:33:15	]Manhack has used a context menu option with the name: ladder_persist
[23:33:18	]Manhack entered observer.
[23:33:23	]OCIN:AI used command '/PlaySound npc/overwatch/radiovoice/attemptedcrime27.wav 300'.
[23:33:29	]Manhack has used a context menu option with the name: remove
[23:33:34	]Manhack has fired a toolgun with the name: ladder
[23:33:34	]Manhack has fired a toolgun with the name: ladder
[23:33:37	]Manhack has fired a toolgun with the name: ladder
[23:33:37	]Manhack has fired a toolgun with the name: ladder
[23:33:39	][IC] OCIN:AI: Attention attention; you have been charged with 27; attempted crime.
[23:33:39	]S10/EOW.RAZOR-09 entered observer.
[23:33:39	]Manhack has fired a toolgun with the name: ladder
[23:33:40	]Manhack has fired a toolgun with the name: ladder
[23:33:42	]Manhack exited observer at their location.
[23:33:44	]Manhack has used a context menu option with the name: ladder_persist
[23:33:45	]S10/EOW.RAZOR-09 used the 'Overwatch Armory' vendor.
[23:33:45	][OOC] Frank Mazzarelli: i deleted a prop that was actually a secret door, will it come back when map is reloaded?
[23:33:46	]Manhack entered observer.
[23:33:48	]Frank Mazzarelli entered observer.
[23:33:49	]S10/EOW.RAZOR-09 ran SAM command 'goto' with arguments: 'man'
[23:33:50	]Frank Mazzarelli exited observer at their location.
[23:33:52	][IC] OCIN:AI: Attention; you have been charged with 27; attempted crime.
[23:33:56	]Manhack exited observer at their location.
[23:33:59	]S10/EOW.RAZOR-09 exited observer at their location.
[23:34:00	]S10/EOW.RAZOR-09 entered observer.
[23:34:10	]Manhack entered observer.
[23:34:11	]S10/EOW.RAZOR-09 exited observer at their location.
[23:34:13	]Frank Mazzarelli entered observer.
[23:34:16	][IC] OCIN:AI: Attention; you have been charged with 243; assault on protection-team.
[23:34:17	]Manhack has fired a toolgun with the name: remover
[23:34:19	]Manhack has fired a toolgun with the name: remover
[23:34:19	]Frank Mazzarelli exited observer at their location.
[23:34:20	]Frank Mazzarelli entered observer.
[23:34:21	]S10/EOW.RAZOR-09 entered observer.
[23:34:24	]Frank Mazzarelli exited observer at their location.
[23:34:24	]Manhack has disabled persistence for 'models/props_combine/combine_bridge.mdl'.
[23:34:24	]Manhack has used a context menu option with the name: persist_end
[23:34:31	]Manhack has fired a toolgun with the name: nocollideworld
[23:34:31	]OCIN:AI exited observer at their location.
[23:34:32	]Manhack has fired a toolgun with the name: nocollideworld
[23:34:33	]Frank Mazzarelli has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[23:34:34	]OCIN:AI entered observer.
[23:34:37	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:34:48	]Manhack exited observer at their location.
[23:34:51	]Manhack entered observer.
[23:34:52	]Manhack exited observer at their location.
[23:34:54	]Manhack entered observer.
[23:34:58	]S10/EOW.RAZOR-09 exited observer at their location.
[23:35:00	]S10/EOW.RAZOR-09 entered observer.
[23:35:02	]S10/EOW.RAZOR-09 exited observer at their location.
[23:35:04	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[23:35:04	]Manhack has used a context menu option with the name: remove
[23:35:06	]Manhack has disabled persistence for 'models/props_combine/combine_booth_med01a.mdl'.
[23:35:06	]Manhack has used a context menu option with the name: persist_end
[23:35:08	]Manhack has enabled persistence for 'models/props_combine/combine_booth_med01a.mdl'.
[23:35:08	]Manhack has used a context menu option with the name: persist
[23:35:08	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:35:08	]Manhack exited observer at their location.
[23:35:11	]S10/EOW.RAZOR-09 entered observer.
[23:35:13	]Manhack entered observer.
[23:35:14	]S10/EOW.RAZOR-09 exited observer at their location.
[23:35:14	]Manhack has fired a toolgun with the name: ladder
[23:35:15	]Manhack has fired a toolgun with the name: ladder
[23:35:16	]Manhack exited observer at their location.
[23:35:18	]Manhack has used a context menu option with the name: ladder_persist
[23:35:19	]S10/EOW.RAZOR-09 entered observer.
[23:35:22	]Manhack entered observer.
[23:35:25	]Manhack has fired a toolgun with the name: nocollideworld
[23:35:26	]S10/EOW.RAZOR-09 exited observer at their location.
[23:35:27	]Manhack exited observer at their location.
[23:35:28	]Manhack entered observer.
[23:35:31	]S10/EOW.RAZOR-09 entered observer.
[23:35:32	]Manhack exited observer at their location.
[23:35:35	]Manhack entered observer.
[23:35:36	]Frank Mazzarelli has spawned 'models/props_furniture/kitchen_countertop1.mdl'.
[23:35:38	]Frank Mazzarelli has spawned 'models/props/cs_office/cabinet_kitchen01.mdl'.
[23:35:39	]Manhack exited observer at their location.
[23:35:40	]Manhack entered observer.
[23:35:46	]S10/EOW.RAZOR-09 exited observer at their location.
[23:35:46	]Manhack has fired a toolgun with the name: ladder
[23:35:47	]Manhack has fired a toolgun with the name: ladder
[23:35:47	]S10/EOW.RAZOR-09 entered observer.
[23:35:47	]Manhack exited observer at their location.
[23:35:49	]Manhack has used a context menu option with the name: ladder_persist
[23:35:57	]Frank Mazzarelli has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[23:36:08	]Manhack entered observer.
[23:36:09	]Manhack exited observer at their location.
[23:36:09	]Frank Mazzarelli has spawned 'models/props_c17/furniturefridge001a.mdl'.
[23:36:14	]Manhack entered observer.
[23:36:15	]Manhack exited observer at their location.
[23:36:16	]Frank Mazzarelli has enabled persistence for 'models/props_wasteland/kitchen_fridge001a.mdl'.
[23:36:16	]Frank Mazzarelli has used a context menu option with the name: persist
[23:36:18	]Frank Mazzarelli created a 'Refrigerator' container.
[23:36:18	]Frank Mazzarelli has used a context menu option with the name: wncontainer_create
[23:36:18	]S10/EOW.RAZOR-09 exited observer at their location.
[23:36:19	]Manhack entered observer.
[23:36:19	]S10/EOW.RAZOR-09 entered observer.
[23:36:20	]Manhack exited observer at their location.
[23:36:21	]Frank Mazzarelli has set the 'Refrigerator' container (#71552) to private, owned by 'character[11547]'.
[23:36:21	]Frank Mazzarelli has used a context menu option with the name: wncontainer_setprivate
[23:36:22	]Manhack entered observer.
[23:36:22	]S10/EOW.RAZOR-09 exited observer at their location.
[23:36:22	]Manhack exited observer at their location.
[23:36:23	]Frank Mazzarelli has enabled persistence for 'models/props_wasteland/kitchen_shelf001a.mdl'.
[23:36:23	]Frank Mazzarelli has used a context menu option with the name: persist
[23:36:24	]S10/EOW.RAZOR-09 entered observer.
[23:36:24	]Manhack entered observer.
[23:36:25	]Manhack exited observer at their location.
[23:36:25	]Manhack entered observer.
[23:36:25	]S10/EOW.RAZOR-09 exited observer at their location.
[23:36:26	]S10/EOW.RAZOR-09 entered observer.
[23:36:27	]S10/EOW.RAZOR-09 exited observer at their location.
[23:36:32	]Frank Mazzarelli has spawned 'models/props_furniture/kitchen_vent1.mdl'.
[23:36:33	]Manhack exited observer at their location.
[23:36:39	]Manhack entered observer.
[23:36:41	]Manhack exited observer at their location.
[23:36:46	]Manhack entered observer.
[23:36:48	]Manhack exited observer at their location.
[23:36:48	]Frank Mazzarelli has used a context menu option with the name: remove
[23:36:51	]S10/EOW.RAZOR-09 entered observer.
[23:36:54	]S10/EOW.RAZOR-09 exited observer at their location.
[23:37:06	]Manhack entered observer.
[23:37:06	]Frank Mazzarelli has spawned 'models/props/gg_tibet/oven_small01.mdl'.
[23:37:08	]Manhack exited observer at their location.
[23:37:10	]Frank Mazzarelli has spawned 'models/willardnetworks/skills/oven_shit.mdl'.
[23:37:23	]Frank Mazzarelli has spawned 'models/props_interiors/stove03_industrial.mdl'.
[23:37:26	]Frank Mazzarelli has spawned 'models/props_wasteland/kitchen_stove001a.mdl'.
[23:37:45	]Frank Mazzarelli has enabled persistence for 'models/props_furniture/kitchen_vent1.mdl'.
[23:37:45	]Frank Mazzarelli has used a context menu option with the name: persist
[23:37:47	]Manhack entered observer.
[23:37:49	]Frank Mazzarelli has used a context menu option with the name: remove
[23:38:01	]Manhack exited observer at their location.
[23:38:01	]Manhack entered observer.
[23:38:07	]Frank Mazzarelli entered observer.
[23:38:09	]Frank Mazzarelli exited observer at their location.
[23:38:09	]Frank Mazzarelli entered observer.
[23:38:09	]Frank Mazzarelli exited observer at their location.
[23:38:09	]S10/EOW.RAZOR-09 entered observer.
[23:38:21	]Manhack exited observer at their location.
[23:38:22	]Frank Mazzarelli used command '/ToggleGM'.
[23:38:23	]Manhack entered observer.
[23:38:23	]Manhack exited observer at their location.
[23:38:24	]Manhack entered observer.
[23:38:24	]Frank Mazzarelli used command '/ToggleGM'.
[23:38:24	]S10:SCN-8 used command '/CharSetName OCIN:AI S10:SCN-8'.
[23:38:26	]Manhack exited observer at their location.
[23:38:27	]S10:SCN-8 exited observer at their location.
[23:38:27	]Manhack entered observer.
[23:38:30	]S10:SCN-8 ran SAM command 'slay' with arguments: '^'
[23:38:31	]Jei (STEAM_0:1:108198228) has disconnected.
[23:38:36	]Manhack exited observer at their location.
[23:38:38	]Frank Mazzarelli has spawned 'models/props_wasteland/kitchen_stove001a.mdl'.
[23:38:42	]S10/EOW.RAZOR-09 exited observer at their location.
[23:38:44	]Frank Mazzarelli has enabled persistence for 'models/props_wasteland/kitchen_stove001a.mdl'.
[23:38:44	]Frank Mazzarelli has used a context menu option with the name: persist
[23:38:44	]Frank Mazzarelli entered observer.
[23:38:45	]S10/EOW.RAZOR-09 entered observer.
[23:38:45	]Frank Mazzarelli exited observer at their location.
[23:38:46	]Frank Mazzarelli entered observer.
[23:38:47	]Frank Mazzarelli exited observer at their location.
[23:38:47	]Frank Mazzarelli entered observer.
[23:38:51	]Frank Mazzarelli exited observer at their location.
[23:38:52	]Manhack entered observer.
[23:39:00	]S10/EOW.RAZOR-09 exited observer at their location.
[23:39:05	]Frank Mazzarelli has spawned 'models/items/item_item_crate.mdl'.
[23:39:06	]Manhack exited observer at their location.
[23:39:06	]Manhack entered observer.
[23:39:10	]Frank Mazzarelli has spawned 'models/items/item_item_crate.mdl'.
[23:39:13	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[23:39:15	]Frank Mazzarelli created a 'Item Crate' container.
[23:39:15	]Frank Mazzarelli has used a context menu option with the name: wncontainer_create
[23:39:16	]Frank Mazzarelli created a 'Item Crate' container.
[23:39:16	]Frank Mazzarelli has used a context menu option with the name: wncontainer_create
[23:39:30	]Frank Mazzarelli entered observer.
[23:39:32	]Frank Mazzarelli exited observer at their location.
[23:39:42	]Frank Mazzarelli has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[23:39:52	]Frank Mazzarelli has spawned 'models/props_wasteland/kitchen_shelf002a.mdl'.
[23:40:27	]Jei has connected.
[23:40:43	]Frank Mazzarelli entered observer.
[23:40:44	]Frank Mazzarelli exited observer at their location.
[23:40:51	]S10/EOW.RAZOR-09 entered observer.
[23:40:52	]Frank Mazzarelli entered observer.
[23:40:53	]Frank Mazzarelli exited observer at their location.
[23:40:54	]Manhack exited observer at their location.
[23:40:55	]Manhack entered observer.
[23:40:57	]Manhack exited observer at their location.
[23:40:58	]Manhack entered observer.
[23:41:08	]Frank Mazzarelli has spawned 'models/props_c17/furnituretable001a_static.mdl'.
[23:41:17	]Jei loaded the character 'S10:SCN-8'
[23:41:19	]Manhack exited observer at their location.
[23:41:23	]Frank Mazzarelli has spawned 'models/nova/chair_wood01.mdl'.
[23:41:23	]S10/EOW.RAZOR-09 exited observer at their location.
[23:41:27	]Manhack entered observer.
[23:41:31	]Frank Mazzarelli has spawned 'models/nova/chair_wood01.mdl'.
[23:41:36	]S10/EOW.RAZOR-09 has enabled persistence for 'models/props_combine/combine_barricade_short02a.mdl'.
[23:41:36	]S10/EOW.RAZOR-09 has used a context menu option with the name: persist
[23:41:39	]S10/EOW.RAZOR-09 entered observer.
[23:41:39	]Manhack exited observer at their location.
[23:41:40	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/nova/chair_wood01.mdl'.
[23:41:40	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:41:41	]Frank Mazzarelli has enabled persistence for 'models/props_c17/furnituretable001a_static.mdl'.
[23:41:41	]Frank Mazzarelli has used a context menu option with the name: persist
[23:41:41	]S10/EOW.RAZOR-09 exited observer at their location.
[23:41:42	]Frank Mazzarelli has enabled persistence for 'models/nova/chair_wood01.mdl'.
[23:41:42	]Frank Mazzarelli has used a context menu option with the name: persist
[23:41:42	]Manhack entered observer.
[23:41:43	]Manhack exited observer at their location.
[23:41:44	]Manhack entered observer.
[23:41:45	]Manhack exited observer at their location.
[23:41:47	]Frank Mazzarelli has spawned 'models/props_junk/garbage_cerealbox01a.mdl'.
[23:41:52	]S10:SCN-8 used command '/ToggleGM'.
[23:41:52	]S10/EOW.RAZOR-09 entered observer.
[23:41:57	]S10/EOW.RAZOR-09 exited observer at their location.
[23:42:01	]S10/EOW.RAZOR-09 entered observer.
[23:42:01	]Frank Mazzarelli has enabled persistence for 'models/props_junk/garbage_cerealbox01a.mdl'.
[23:42:01	]Frank Mazzarelli has used a context menu option with the name: persist
[23:42:08	]Frank Mazzarelli has spawned 'models/props/de_dust/hr_dust/dust_garbage_container/dust_trash_bag_pile.mdl'.
[23:42:11	]Frank Mazzarelli has enabled persistence for 'models/props/de_dust/hr_dust/dust_garbage_container/dust_trash_bag_pile.mdl'.
[23:42:11	]Frank Mazzarelli has used a context menu option with the name: persist
[23:42:17	]Manhack used command '/CharFallOver 1'.
[23:42:17	]Manhack has taken 50 damage from worldspawn.
[23:42:19	]Manhack used command '/CharGetUp'.
[23:42:22	]Frank Mazzarelli has spawned 'models/props_street/trashbin01.mdl'.
[23:42:30	]Manhack has taken 14 damage from worldspawn.
[23:42:30	]S10:SCN-8 used command '/Dispatch CHARGED CAPITAL MALCOMPLIANCE'.
[23:42:32	]Manhack entered observer.
[23:42:32	]Frank Mazzarelli has spawned 'models/props/cs_office/trash_can.mdl'.
[23:42:40	]Frank Mazzarelli has enabled persistence for 'models/props/cs_office/trash_can.mdl'.
[23:42:40	]Frank Mazzarelli has used a context menu option with the name: persist
[23:42:40	]S10/EOW.RAZOR-09 exited observer at their location.
[23:42:41	]Frank Mazzarelli created a 'Small Trash Bin' container.
[23:42:41	]Frank Mazzarelli has used a context menu option with the name: wncontainer_create
[23:42:42	]S10/EOW.RAZOR-09 entered observer.
[23:42:52	]Frank Mazzarelli has spawned 'models/props_street/trashbin01.mdl'.
[23:42:56	]Manhack exited observer at their location.
[23:42:56	]Manhack was knocked unconscious and is bleeding out.
[23:42:57	]Frank Mazzarelli created a 'Trash Bin' container.
[23:42:57	]Frank Mazzarelli has used a context menu option with the name: wncontainer_create
[23:43:06	]S10/EOW.RAZOR-09 exited observer at their location.
[23:43:07	][IC] S10/EOW.RAZOR-09: <:: Dead. ::>
[23:43:08	]Manhack ran SAM command 'respawn' with arguments: 'manhack'
[23:43:09	]Manhack is fully healed.
[23:43:15	]Frank Mazzarelli has spawned 'models/props_junk/trashcluster01a.mdl'.
[23:43:16	]Manhack used command '/DarwinAward manhack'.
[23:43:22	]Imperator RAD-X (STEAM_0:0:13089494) has disconnected.
[23:43:29	]Frank Mazzarelli entered observer.
[23:43:31	]Frank Mazzarelli exited observer at their location.
[23:43:33	][OOC] Frank Mazzarelli: hmm
[23:43:41	]S10:SCN-8 used command '/Dispatch CONCURRENT DEPLOYMENT'.
[23:43:49	]Frank Mazzarelli has used a context menu option with the name: skin
[23:43:50	]Frank Mazzarelli has used a context menu option with the name: skin
[23:43:51	]Frank Mazzarelli has enabled persistence for 'models/props_junk/trashcluster01a.mdl'.
[23:43:51	]Frank Mazzarelli has used a context menu option with the name: persist
[23:43:54	]Frank Mazzarelli has disabled persistence for 'models/props_junk/trashcluster01a.mdl'.
[23:43:54	]Frank Mazzarelli has used a context menu option with the name: persist_end
[23:43:54	]Frank Mazzarelli entered observer.
[23:43:58	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:44:01	]S10/EOW.RAZOR-09 entered observer.
[23:44:02	]Frank Mazzarelli has enabled persistence for 'models/props_junk/trashcluster01a.mdl'.
[23:44:02	]Frank Mazzarelli has used a context menu option with the name: persist
[23:44:04	]Frank Mazzarelli exited observer at their location.
[23:44:10	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:44:10	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:44:49	]S10/EOW.RAZOR-09 exited observer at their location.
[23:44:50	]S10/EOW.RAZOR-09 entered observer.
