[00:00:20	][IC] Mar'Eyoo: Stop typing.
[02:59:37	]Walker has gained a 'Light Machinegun Bullets' #1657379.
[02:59:38	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655507.
[02:59:38	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655506.
[02:59:40	]Walker ran 'take' on item 'Light Machinegun Bullets' (#1657377)
[02:59:40	]Walker has gained a 'Light Machinegun Bullets' #1657377.
[02:59:41	]Randy Cole used command '/SC TAC'.
[02:59:42	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[02:59:44	]Randy Cole used command '/Radio status'.
[02:59:46	]Galungae ran SAM command 'respawn' with arguments: ''
[02:59:47	]Galungae entered observer.
[02:59:48	]C17:RCT.YELLO-83 used command '/SC tac-3'.
[02:59:49	]Galungae is fully healed.
[02:59:49	]Walker ran SAM command 'goto' with arguments: 'jen'
[02:59:53	][IC] Randy Cole: <:: Status. ::>
[02:59:53	][IC] C17:RCT.YELLO-83: <:: Ready weapons hostiles inbound. ::>
[02:59:54	][IC] Jenifer Maesroe: Hi.
[02:59:55	]Galungae exited observer at their location.
[02:59:55	]Galungae used command '/ToggleRaise'.
[02:59:58	][IC] Walker: <:: Hi. ::>
[02:59:58	][IC] Randy Cole: <:: Copy that. ::>
[03:00:01	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:01	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:01	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:01	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:01	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:01	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:01	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:01	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:04	][IC] Randy Cole: <:: 11-99; officer needs assistance! ::>
[03:00:05	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:05	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:05	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:13	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:00:18	]Randy Cole used command '/SC TAC-5'.
[03:00:22	][IC] Walker: <:: J. MAESROE designtated APEX 1. ::>
[03:00:27	]Randy Cole used command '/Radio report status'.
[03:00:27	]Galungae has used a context menu option with the name: rb655_door_open
[03:00:29	]Galungae entered observer.
[03:00:30	][IC] Jenifer Maesroe: APEX?
[03:00:31	]Galungae exited observer at their location.
[03:00:38	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:38	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:38	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:00:38	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:00:38	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:38	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:38	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:38	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:00:38	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:00:38	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:00:38	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:00:38	]Galungae was knocked unconscious and is bleeding out.
[03:00:40	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655506.
[03:00:40	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655507.
[03:00:41	]Galungae ran SAM command 'respawn' with arguments: ''
[03:00:41	]Galungae entered observer.
[03:00:44	]Galungae is fully healed.
[03:00:44	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:00:44	][IC] Jenifer Maesroe: Do you mean STAR-1?
[03:00:45	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655506)
[03:00:46	]Galungae exited observer at their location.
[03:00:48	]Galungae has spawned 'models/props_junk/cardboard_box003a.mdl'.
[03:00:48	]Galungae used command '/ToggleRaise'.
[03:00:49	]C17:RCT.YELLO-83 has gained level 16 in the Speed skill.
[03:00:50	][IC] Walker: <:: Negative. ::>
[03:00:53	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:00:55	]Randy Cole used command '/Radio 10-99'.
[03:00:55	][IC] Jenifer Maesroe: Huh.
[03:00:57	]Galungae entered observer.
[03:00:58	]Galungae exited observer at their location.
[03:00:59	]Randy Cole has gained a '6rnd M1014 Rounds' #1657271.
[03:00:59	]Randy Cole has lost a '6rnd M1014 Rounds' #1657270.
[03:01:01	][IC] Jenifer Maesroe: *Alright*.
[03:01:03	]Randy Cole used command '/Radio move it'.
[03:01:10	]Walker used command '/SC tac-5'.
[03:01:10	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:01:12	]Randy Cole has gained a '6rnd M1014 Rounds' #1657270.
[03:01:12	]Randy Cole has lost a '6rnd M1014 Rounds' #1657242.
[03:01:16	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:01:16	]Walker used command '/Radio Report'.
[03:01:21	]C17:RCT.YELLO-83 used command '/Radio READY WEAPONS2'.
[03:01:22	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:01:25	]C17:RCT.YELLO-83 used command '/SC tac-5'.
[03:01:26	]Randy Cole used command '/Radio cp overrun'.
[03:01:29	]Randy Cole has taken 150 damage from Galungae.
[03:01:29	]Randy Cole has critically hit Galungae dealing 9 damage (CritChance was 0.84).
[03:01:29	]Galungae has taken 9 damage from Randy Cole.
[03:01:29	]Randy Cole has gained level 30 in the Guns skill.
[03:01:29	]Randy Cole has critically hit Galungae dealing 9 damage (CritChance was 0.84).
[03:01:29	]Galungae has taken 9 damage from Randy Cole.
[03:01:29	]Randy Cole has critically hit Galungae dealing 9 damage (CritChance was 0.84).
[03:01:29	]Galungae has taken 9 damage from Randy Cole.
[03:01:31	]Randy Cole has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 6 damage from Randy Cole.
[03:01:31	]Randy Cole has critically hit Galungae dealing 9 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 9 damage from Randy Cole.
[03:01:31	]Randy Cole has critically hit Galungae dealing 9 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 9 damage from Randy Cole.
[03:01:31	]Randy Cole has gained a '6rnd M1014 Rounds' #1657242.
[03:01:31	]Randy Cole was knocked unconscious and is bleeding out.
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:31	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:31	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:31	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:32	]C17:RCT.YELLO-83 has critically hit Randy Cole in the right leg dealing 0 damage (CritChance was 0.84).
[03:01:32	]C17:RCT.YELLO-83 has hit Randy Cole in the right leg dealing 5 damage (CritChance was 0.84).
[03:01:32	]Randy Cole was killed while bleeding out.
[03:01:32	]C17:RCT.YELLO-83 has killed Randy Cole with player.
[03:01:32	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:32	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:32	]Walker used command '/Radio Ripcord'.
[03:01:34	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655507.
[03:01:34	]C17:RCT.YELLO-83 was knocked unconscious and is bleeding out.
[03:01:37	]Nesh (STEAM_0:1:545569447) has disconnected.
[03:01:42	]Walker used command '/SC tac-3'.
[03:01:45	]Galungae ran SAM command 'hp' with arguments: '*' '200'
[03:01:45	]C17:RCT.YELLO-83 is no longer unconscious from critical wounds.
[03:01:45	]C17:RCT.YELLO-83 is fully healed.
[03:01:49	]Galungae is fully healed.
[03:01:49	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:01:49	]Walker is fully healed.
[03:01:51	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:01:51	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:01:51	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:01:51	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:01:51	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:01:51	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:01:51	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:01:51	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:01:51	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:01:51	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:01:52	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655506.
[03:01:57	]C17:RCT.YELLO-83 was killed while bleeding out.
[03:01:57	]Galungae has killed C17:RCT.YELLO-83 with prop_physics.
[03:02:01	]C17:RCT.YELLO-83 ran 'Equip' on item 'Abzats Heavy Shotgun' (#1655497)
[03:02:02	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[03:02:02	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655506.
[03:02:02	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655504.
[03:02:04	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[03:02:05	]Galungae ran SAM command 'hp' with arguments: '*' '200'
[03:02:05	]C17:RCT.YELLO-83 ran 'combine' on item 'Buckshot Shotgun Shells' (#1657359)
[03:02:06	]C17:RCT.YELLO-83 ran 'combine' on item 'Buckshot Shotgun Shells' (#1657218)
[03:02:09	]Galungae is fully healed.
[03:02:11	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[03:02:13	]C17:RCT.YELLO-83 has gained 0 chips.
[03:02:13	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657383.
[03:02:13	]C17:RCT.YELLO-83 has gained 0 chips.
[03:02:13	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657384.
[03:02:15	][IC] Walker: <:: Stay alert, report sight line. ::>
[03:02:17	]Galungae entered observer.
[03:02:21	]Galungae exited observer at their location.
[03:02:23	][IC] Jenifer Maesroe: Right-O.
[03:02:29	]Galungae has used a context menu option with the name: rb655_door_open
[03:02:41	]Galungae has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[03:02:46	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.76).
[03:02:46	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:02:47	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.79).
[03:02:47	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.79).
[03:02:47	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.79).
[03:02:47	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:02:47	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.79).
[03:02:47	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.79).
[03:02:47	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:02:48	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.80).
[03:02:48	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:02:49	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.78).
[03:02:49	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:02:50	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.78).
[03:02:50	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:02:50	]Galungae has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:02:52	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.79).
[03:02:52	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:02:52	][IC] Walker: <:: No viscon. ::>
[03:02:55	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655504.
[03:02:55	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655507.
[03:02:57	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655504)
[03:02:59	][IC] Jenifer Maesroe: Copy that.
[03:03:03	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:03:08	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:08	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:08	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:03:08	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:03:08	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has hit Galungae dealing 0 damage (CritChance was 0.84).
[03:03:09	]C17:RCT.YELLO-83 has hit Galungae dealing 6 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 6 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has hit Galungae dealing 0 damage (CritChance was 0.84).
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 0 damage (CritChance was 0.84).
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:09	]C17:RCT.YELLO-83 has critically hit Galungae dealing 10 damage (CritChance was 0.84).
[03:03:09	]Galungae has taken 10 damage from C17:RCT.YELLO-83.
[03:03:13	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:03:14	]Jenifer Maesroe has used a context menu option with the name: rb655_breakable_break
[03:03:14	]Walker has taken 79 damage from prop_physics.
[03:03:14	]Jenifer Maesroe has taken 50 damage from prop_physics.
[03:03:14	]Walker is fully healed.
[03:03:18	]Jenifer Maesroe is fully healed.
[03:03:24	][IC] Walker: <:: Bodypack holding! ::>
[03:03:28	]Galungae has spawned 'models/props_junk/sawblade001a.mdl'.
[03:03:29	]Jenifer Maesroe entered observer.
[03:03:32	]Galungae entered observer.
[03:03:32	][IC] C17:RCT.YELLO-83: <:: BLADE. Is final team unit backup. ::>
[03:03:33	]Galungae exited observer at their location.
[03:03:37	]C17:RCT.YELLO-83 used command '/Radio BLADE; FINAL BACKUP'.
[03:03:38	]Galungae entered observer.
[03:03:40	]C17:RCT.YELLO-83 has gained a '20rnd Abzats-magazine' #1655507.
[03:03:40	]C17:RCT.YELLO-83 has lost a '20rnd Abzats-magazine' #1655506.
[03:03:43	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[03:03:43	]Galungae used command '/ToggleRaise'.
[03:03:44	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[03:03:46	]Galungae has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[03:03:47	]Galungae exited observer at their location.
[03:03:48	]Walker used command '/Radio Copy.'.
[03:03:48	]C17:RCT.YELLO-83 has taken 101 damage from Galungae.
[03:03:49	]Galungae destroyed a '30rnd MP-magazine' #1657340.
[03:03:49	]Galungae destroyed a '30rnd MP-magazine' #1657341.
[03:03:49	]Galungae destroyed a '30rnd MP-magazine' #1657342.
[03:03:49	]Galungae destroyed a '30rnd MP-magazine' #1657337.
[03:03:49	]Galungae destroyed a '30rnd MP-magazine' #1657339.
[03:03:49	]Galungae destroyed a 'Rifle Bullets' #1657345.
[03:03:49	]Galungae destroyed a 'Rifle Bullets' #1657343.
[03:03:49	]Galungae destroyed a 'Rifle Bullets' #1657346.
[03:03:49	]Galungae destroyed a 'Rifle Bullets' #1657347.
[03:03:49	]Galungae destroyed a 'Assault Rifle Bullets' #1657348.
[03:03:49	]Galungae destroyed a 'Rifle Bullets' #1657344.
[03:03:49	]Galungae destroyed a 'SCAR-H' #1656418.
[03:03:49	]Galungae destroyed a 'Buckshot Shotgun Shells' #1656499.
[03:03:49	]Galungae destroyed a 'Combine PDA' #1656081.
[03:03:49	]Galungae destroyed a 'Bandage Roll' #1192854.
[03:03:49	]Galungae destroyed a 'Combine Filter' #1183578.
[03:03:49	]Galungae destroyed a 'Handheld Radio' #1650984.
[03:03:49	]Galungae destroyed a '17rnd Usp-magazine' #1640431.
[03:03:49	]Galungae destroyed a 'Combine Filter' #1183577.
[03:03:49	]Galungae destroyed a '8rnd 870-magazine' #1654114.
[03:03:49	]Galungae destroyed a 'Book' #1034971.
[03:03:49	]Galungae destroyed a 'Assault Rifle Bullets' #1656483.
[03:03:49	]Galungae destroyed a 'Assault Rifle Bullets' #1656480.
[03:03:49	]Galungae destroyed a 'Suitcase' #1656600.
[03:03:49	]Galungae destroyed a 'CP Uniform' #1656082.
[03:03:49	]Galungae destroyed a 'Buckshot Shotgun Shells' #1656414.
[03:03:49	]Galungae destroyed a 'Buckshot Shotgun Shells' #1655607.
[03:03:49	]Galungae destroyed a 'Buckshot Shotgun Shells' #1657326.
[03:03:49	]Galungae destroyed a '25rnd Ump-magazine' #1636752.
[03:03:49	]Galungae destroyed a '8rnd 870-magazine' #1654113.
[03:03:49	]Galungae destroyed a 'Crowbar' #1024774.
[03:03:49	]Galungae destroyed a 'Zippo Lighter' #1154331.
[03:03:50	]Galungae has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[03:03:50	]Galungae was knocked unconscious and is bleeding out.
[03:03:54	]Galungae ran SAM command 'hp' with arguments: '*' '200'
[03:03:55	]C17:RCT.YELLO-83 is fully healed.
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:56	]C17:RCT.YELLO-83 has hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:56	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:56	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:56	]C17:RCT.YELLO-83 has hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:56	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:56	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]Jenifer Maesroe exited observer at their location.
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]C17:RCT.YELLO-83 has hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:57	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:57	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]Galungae entered observer.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has hit Galungae in the left leg dealing 5 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 5 damage from C17:RCT.YELLO-83.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 9 damage (CritChance was 0.84).
[03:03:58	]Galungae has taken 9 damage from C17:RCT.YELLO-83.
[03:03:58	]Galungae used command '/CharGetUp'.
[03:03:58	]C17:RCT.YELLO-83 has critically hit Galungae in the left leg dealing 0 damage (CritChance was 0.84).
