[11:59:25	]Rabithunter has connected.
[21:12:13	]Jesus Lambsteak has gained a 'Potato Crackers' #2444.
[21:12:32	][IC] Jesus Lambsteak: Pass me a pistol or some shit.
[21:12:34	][Y] asdasdas: Let me know if oyu need something and dont have it!
[21:12:41	]citizen willard networks :))) ran 'take' on item 'Suitcase' (#2425)
[21:12:41	]citizen willard networks :))) has gained a 'Suitcase' #2425.
[21:12:44	]citizen willard networks :))) ran 'Equip' on item 'Suitcase' (#2425)
[21:12:46	]citizen willard networks :))) ran 'drop' on item 'Suitcase' (#2425)
[21:12:48	]citizen willard networks :))) ran 'EquipUn' on item 'Suitcase' (#2425)
[21:12:49	]asdasdas has spawned a usp.
[21:12:49	]citizen willard networks :))) ran 'drop' on item 'Suitcase' (#2425)
[21:12:49	]citizen willard networks :))) has lost a 'Suitcase' #2425.
[21:12:51	]Jesus Lambsteak ran 'take' on item 'USP-45' (#2452)
[21:12:51	]Jesus Lambsteak has gained a 'USP-45' #2452.
[21:12:52	]citizen willard networks :))) opened the 'Large Metal Cabinet' #164 container.
[21:12:56	]citizen willard networks :))) has gained a 'Resin' #2153 from a container with the name 'Large Metal Cabinet' #164.
[21:12:57	]citizen willard networks :))) has gained a 'Resin' #2101 from a container with the name 'Large Metal Cabinet' #164.
[21:12:58	]citizen willard networks :))) closed the 'Large Metal Cabinet' #164 container.
[21:12:59	]citizen willard networks :))) opened the 'Large Metal Cabinet' #165 container.
[21:13:00	]Jesus Lambsteak ran 'drop' on item 'USP-45' (#2452)
[21:13:00	]Jesus Lambsteak has lost a 'USP-45' #2452.
[21:13:01	]citizen willard networks :))) closed the 'Large Metal Cabinet' #165 container.
[21:13:03	]citizen willard networks :))) opened the 'Large Metal Cabinet' #166 container.
[21:13:06	]citizen willard networks :))) closed the 'Large Metal Cabinet' #166 container.
[21:13:07	]citizen willard networks :))) opened the 'Large Metal Cabinet' #167 container.
[21:13:08	][Y] asdasdas: Any bugs let me know please.
[21:13:10	]Jesus Lambsteak ran 'take' on item 'USP-45' (#2452)
[21:13:10	]Jesus Lambsteak has gained a 'USP-45' #2452.
[21:13:10	]citizen willard networks :))) closed the 'Large Metal Cabinet' #167 container.
[21:13:11	]citizen willard networks :))) opened the 'Large Metal Cabinet' #168 container.
[21:13:11	]Jesus Lambsteak ran 'drop' on item 'USP-45' (#2452)
[21:13:11	]Jesus Lambsteak has lost a 'USP-45' #2452.
[21:13:14	]citizen willard networks :))) closed the 'Large Metal Cabinet' #168 container.
[21:13:16	]Jesus Lambsteak ran 'take' on item 'USP-45' (#2452)
[21:13:16	]Jesus Lambsteak has gained a 'USP-45' #2452.
[21:13:16	][Y] citizen willard networks :))): Yes king.
[21:13:17	]citizen willard networks :))) opened the 'Large Metal Cabinet' #169 container.
[21:13:20	]Jesus Lambsteak ran 'drop' on item 'USP-45' (#2452)
[21:13:20	]Jesus Lambsteak has lost a 'USP-45' #2452.
[21:13:22	]citizen willard networks :))) has gained a 'Data-Disc' #760 from a container with the name 'Large Metal Cabinet' #169.
[21:13:23	]citizen willard networks :))) has gained a 'Data-Disc' #768 from a container with the name 'Large Metal Cabinet' #169.
[21:13:23	]citizen willard networks :))) has gained a 'Data-Disc' #774 from a container with the name 'Large Metal Cabinet' #169.
[21:13:24	]citizen willard networks :))) has gained a 'Data-Disc' #766 from a container with the name 'Large Metal Cabinet' #169.
[21:13:25	]citizen willard networks :))) closed the 'Large Metal Cabinet' #169 container.
[21:13:26	]citizen willard networks :))) opened the 'Large Metal Cabinet' #170 container.
[21:13:29	]citizen willard networks :))) has gained a 'Combine Battery' #701 from a container with the name 'Large Metal Cabinet' #170.
[21:13:29	]citizen willard networks :))) has gained a 'Combine Battery' #705 from a container with the name 'Large Metal Cabinet' #170.
[21:13:30	]citizen willard networks :))) has gained a 'Combine Battery' #732 from a container with the name 'Large Metal Cabinet' #170.
[21:13:30	]citizen willard networks :))) has gained a 'Combine Battery' #703 from a container with the name 'Large Metal Cabinet' #170.
[21:13:31	]citizen willard networks :))) has transferred a 'Combine Battery' #703 to a container with the name 'Large Metal Cabinet' #170.
[21:13:32	]citizen willard networks :))) closed the 'Large Metal Cabinet' #170 container.
[21:13:37	]Jesus Lambsteak ran 'drop' on item 'Flashlight' (#2426)
[21:13:37	]Jesus Lambsteak has lost a 'Flashlight' #2426.
[21:13:39	]Jesus Lambsteak ran 'take' on item 'USP-45' (#2452)
[21:13:39	]Jesus Lambsteak has gained a 'USP-45' #2452.
[21:13:47	][IC] citizen willard networks :))): That's so cool.
[21:13:53	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#761)
[21:13:53	]Jesus Lambsteak has gained a 'Data-Disc' #761.
[21:13:57	][IC] Jesus Lambsteak: Hm.
[21:14:00	][IC] citizen willard networks :))): Where do I put the disc?
[21:14:07	][IC] Jesus Lambsteak: Im guessing you cant encode a disc with a firearm anymore.
[21:14:16	][IC] asdasdas: Im guessing ont.
[21:14:19	][IC] asdasdas: If it didnt work.
[21:14:21	][IC] Jesus Lambsteak: Yup.
[21:14:30	][IC] asdasdas: Try making all the bio stuff.
[21:14:32	][IC] Jesus Lambsteak: Choose the ones with an actual working battery.
[21:14:37	][IC] asdasdas: There is a lot of new things.
[21:14:44	][IC] citizen willard networks :))): Hey.
[21:14:45	]asdasdas has used a context menu option with the name: remove
[21:14:46	]asdasdas has used a context menu option with the name: remove
[21:14:48	][IC] citizen willard networks :))): Wjere do I put the disc?
[21:14:54	][IC] citizen willard networks :))): In the encoder thing.
[21:14:56	]Jesus Lambsteak ran 'drop' on item 'USP-45' (#2452)
[21:14:56	]Jesus Lambsteak has lost a 'USP-45' #2452.
[21:14:59	]asdasdas has spawned a 'Entity [211][ix_fabricator]'.
[21:15:03	]asdasdas has used a context menu option with the name: remove
[21:15:06	]asdasdas has spawned a 'Entity [222][ix_fabricator]'.
[21:15:20	]asdasdas has used a context menu option with the name: remove
[21:15:25	]Jesus Lambsteak opened the 'Large Metal Cabinet' #169 container.
[21:15:27	]Jesus Lambsteak closed the 'Large Metal Cabinet' #169 container.
[21:15:27	]Jesus Lambsteak opened the 'Large Metal Cabinet' #168 container.
[21:15:29	]Jesus Lambsteak closed the 'Large Metal Cabinet' #168 container.
[21:15:29	]Jesus Lambsteak opened the 'Large Metal Cabinet' #170 container.
[21:15:31	]Jesus Lambsteak has gained a 'Combine Battery' #704 from a container with the name 'Large Metal Cabinet' #170.
[21:15:31	]Jesus Lambsteak closed the 'Large Metal Cabinet' #170 container.
[21:15:36	]Jesus Lambsteak ran 'drop' on item 'Combine Battery' (#704)
[21:15:36	]Jesus Lambsteak has lost a 'Combine Battery' #704.
[21:15:39	]citizen willard networks :))) ran 'drop' on item 'Data-Disc' (#760)
[21:15:39	]citizen willard networks :))) has lost a 'Data-Disc' #760.
[21:15:41	]citizen willard networks :))) ran 'drop' on item 'Data-Disc' (#766)
[21:15:41	]citizen willard networks :))) has lost a 'Data-Disc' #766.
[21:15:54	]citizen willard networks :))) ran 'take' on item 'Data-Disc' (#766)
[21:15:54	]citizen willard networks :))) has gained a 'Data-Disc' #766.
[21:16:03	]citizen willard networks :))) ran 'drop' on item 'Combine Battery' (#701)
[21:16:03	]citizen willard networks :))) has lost a 'Combine Battery' #701.
[21:16:15	][IC] Jesus Lambsteak: Yippee Metropolice supplies!
[21:16:31	][IC] citizen willard networks :))): Can I get like a gun or something.
[21:16:33	]Jesus Lambsteak ran 'take' on item 'Metropolice Supplements' (#2453)
[21:16:33	]Jesus Lambsteak has gained a 'Metropolice Supplements' #2453.
[21:16:40	]Jesus Lambsteak ran 'Consume' on item 'Metropolice Supplements' (#2453)
[21:16:40	]Jesus Lambsteak has gained a level 3 long boost in Strength.
[21:16:42	]Jesus Lambsteak ran 'take' on item 'USP-45' (#2452)
[21:16:42	]Jesus Lambsteak has gained a 'USP-45' #2452.
[21:16:47	][IC] Jesus Lambsteak: You cant biocode it.
[21:16:55	][IC] Jesus Lambsteak: I wanna try a knife / crowbar tho.
[21:17:01	]citizen willard networks :))) ran 'take' on item 'Water Valve' (#610)
[21:17:01	]citizen willard networks :))) has gained a 'Water Valve' #610.
[21:17:05	]citizen willard networks :))) ran 'Place' on item 'Water Valve' (#610)
[21:17:05	]citizen willard networks :))) has lost a 'Water Valve' #610.
[21:17:21	]citizen willard networks :))) has performed the 'Harvest Plant' action, gaining 250 experience in cooking.
[21:17:21	]citizen willard networks :))) has gained a 'Watermelon' #2454.
[21:17:21	]citizen willard networks :))) has gained a 'Watermelon' #2455.
[21:17:21	]citizen willard networks :))) has gained a 'Watermelon' #2456.
[21:17:31	][IC] Jesus Lambsteak: Hey can you pass me a weapon knife / axe crowbar whatever.
[21:17:34	]citizen willard networks :))) ran 'Consume' on item 'Watermelon' (#2456)
[21:17:35	]citizen willard networks :))) ran 'Consume' on item 'Watermelon' (#2454)
[21:17:38	][IC] asdasdas: Sure.
[21:17:45	]asdasdas has spawned a pickaxe.
[21:17:45	]asdasdas has spawned a sledgehammer.
[21:17:46	]asdasdas has spawned a spade.
[21:17:47	]asdasdas has spawned a fireaxe.
[21:17:51	]Jesus Lambsteak ran 'take' on item 'Pickaxe' (#2457)
[21:17:54	]Jesus Lambsteak ran 'take' on item 'Pickaxe' (#2457)
[21:17:54	]Jesus Lambsteak has gained a 'Pickaxe' #2457.
[21:17:59	]citizen willard networks :))) ran 'drop' on item 'Watermelon' (#2455)
[21:17:59	]citizen willard networks :))) has lost a 'Watermelon' #2455.
[21:18:02	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#761)
[21:18:02	]Jesus Lambsteak has lost a 'Data-Disc' #761.
[21:18:12	]citizen willard networks :))) ran 'drop' on item 'Combine Battery' (#732)
[21:18:12	]citizen willard networks :))) has lost a 'Combine Battery' #732.
[21:18:12	][Y] asdasdas: Bio items cannot be encoded btw.
[21:18:34	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#761)
[21:18:34	]Jesus Lambsteak has gained a 'Data-Disc' #761.
[21:18:36	][IC] citizen willard networks :))): Woah.
[21:18:37	]Jesus Lambsteak opened the 'Large Metal Cabinet' #169 container.
[21:18:39	]Jesus Lambsteak has gained a 'Data-Disc' #769 from a container with the name 'Large Metal Cabinet' #169.
[21:18:40	]Jesus Lambsteak closed the 'Large Metal Cabinet' #169 container.
[21:18:43	][IC] citizen willard networks :))): My watermelon :*(.
[21:18:46	]citizen willard networks :))) ran 'take' on item 'Biopaste' (#2461)
[21:18:46	]citizen willard networks :))) has gained a 'Biopaste' #2461.
[21:18:49	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#769)
[21:18:49	]Jesus Lambsteak has lost a 'Data-Disc' #769.
[21:18:50	]citizen willard networks :))) ran 'drop' on item 'Biopaste' (#2461)
[21:18:50	]citizen willard networks :))) has lost a 'Biopaste' #2461.
[21:18:52	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#761)
[21:18:52	]Jesus Lambsteak has lost a 'Data-Disc' #761.
[21:19:02	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#761)
[21:19:02	]Jesus Lambsteak has gained a 'Data-Disc' #761.
[21:19:06	]Jesus Lambsteak ran 'drop' on item 'Pickaxe' (#2457)
[21:19:06	]Jesus Lambsteak has lost a 'Pickaxe' #2457.
[21:19:10	]citizen willard networks :))) ran 'take' on item 'Biopaste' (#2461)
[21:19:10	]citizen willard networks :))) has gained a 'Biopaste' #2461.
[21:19:14	]citizen willard networks :))) ran 'take' on item 'Fire Axe' (#2460)
[21:19:17	]citizen willard networks :))) ran 'take' on item 'Fire Axe' (#2460)
[21:19:17	]citizen willard networks :))) has gained a 'Fire Axe' #2460.
[21:19:21	]citizen willard networks :))) ran 'Equip' on item 'Fire Axe' (#2460)
[21:19:25	][IC] Jesus Lambsteak: Yo.
[21:19:28	][IC] Jesus Lambsteak: Press the button for me.
[21:19:39	][IC] citizen willard networks :))): It says the terminal is occupied.
[21:19:42	][IC] Jesus Lambsteak: Oh.
[21:19:44	][IC] Jesus Lambsteak: You do it then.
[21:20:01	][IC] Jesus Lambsteak: Cool.
[21:20:04	][IC] citizen willard networks :))): Wtf.
[21:20:06	][IC] Jesus Lambsteak: So you can do weapons but not guns.
[21:20:10	][IC] Jesus Lambsteak: Thats wack.
[21:20:14	]Jesus Lambsteak ran 'take' on item 'Data-Disc' (#769)
[21:20:14	]Jesus Lambsteak has gained a 'Data-Disc' #769.
[21:20:19	]Jesus Lambsteak ran 'Equip' on item 'USP-45' (#2452)
[21:20:24	][IC] citizen willard networks :))): Well the Combine wouldn't want you duplicating their shit.
[21:20:27	][IC] citizen willard networks :))): Especially their guns.
[21:20:32	][IC] Jesus Lambsteak: Hmmm what about other guns.
[21:20:33	]citizen willard networks :))) ran 'take' on item 'Data-Disc' (#760)
[21:20:33	]citizen willard networks :))) has gained a 'Data-Disc' #760.
[21:20:39	]citizen willard networks :))) ran 'drop' on item 'Data-Disc' (#766)
[21:20:39	]citizen willard networks :))) has lost a 'Data-Disc' #766.
[21:20:40	][IC] Jesus Lambsteak: Hey pass me an ar , ak , mp5 and a shotgun.
[21:20:44	][IC] Jesus Lambsteak: Or basically any fuckin gun.
[21:20:45	][IC] Jesus Lambsteak: On earth.
[21:20:46	][IC] asdasdas: Might need other reasin.
[21:20:50	]citizen willard networks :))) ran 'drop' on item 'Combine Battery' (#705)
[21:20:50	]citizen willard networks :))) has lost a 'Combine Battery' #705.
[21:20:50	]asdasdas has spawned a akm.
[21:20:50	]asdasdas has spawned a pulse.
[21:20:51	]asdasdas has spawned a fiveseven.
[21:20:51	]asdasdas has spawned a msboltrifle.
[21:20:53	]asdasdas has spawned a 870.
[21:20:54	]asdasdas has spawned a mp5a3.
[21:20:54	]asdasdas has spawned a mp7a1.
[21:20:55	][IC] Jesus Lambsteak: Thank you.
[21:20:55	]asdasdas has spawned a oldrevolver.
[21:20:56	]asdasdas has spawned a rpg.
[21:20:56	]asdasdas has spawned a sg556.
[21:20:57	]asdasdas has spawned a pulsecarbine.
[21:20:57	]asdasdas has spawned a scout.
[21:20:59	][IC] Jesus Lambsteak: Yoooooo.
[21:21:00	]asdasdas has spawned a msballrifle.
[21:21:02	]Jesus Lambsteak opened the 'Large Metal Cabinet' #169 container.
[21:21:04	]Jesus Lambsteak has gained a 'Data-Disc' #804 from a container with the name 'Large Metal Cabinet' #169.
[21:21:04	]Jesus Lambsteak has gained a 'Data-Disc' #775 from a container with the name 'Large Metal Cabinet' #169.
[21:21:04	]Jesus Lambsteak has gained a 'Data-Disc' #771 from a container with the name 'Large Metal Cabinet' #169.
[21:21:05	]Jesus Lambsteak has gained a 'Data-Disc' #777 from a container with the name 'Large Metal Cabinet' #169.
[21:21:05	]citizen willard networks :))) ran 'take' on item 'SR-1A' (#2472)
[21:21:05	]citizen willard networks :))) has gained a 'SR-1A' #2472.
[21:21:06	]Jesus Lambsteak ran 'drop' on item 'USP-45' (#2452)
[21:21:06	]Jesus Lambsteak has lost a 'USP-45' #2452.
[21:21:07	]citizen willard networks :))) ran 'Equip' on item 'SR-1A' (#2472)
[21:21:13	]asdasdas opened the 'Large Metal Cabinet' #170 container.
[21:21:15	]asdasdas closed the 'Large Metal Cabinet' #170 container.
[21:21:15	]Jesus Lambsteak closed the 'Large Metal Cabinet' #169 container.
[21:21:16	]asdasdas opened the 'Large Metal Cabinet' #169 container.
[21:21:19	]asdasdas closed the 'Large Metal Cabinet' #169 container.
[21:21:23	][IC] Jesus Lambsteak: Al,right il need you to hold the weapons.
[21:21:25	][IC] Jesus Lambsteak: In the.
[21:21:28	][IC] Jesus Lambsteak: Disc terminal.
[21:21:29	][IC] citizen willard networks :))): BANG!
[21:21:31	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#777)
[21:21:31	]Jesus Lambsteak has lost a 'Data-Disc' #777.
[21:21:42	][IC] citizen willard networks :))): Nope.
[21:21:52	][IC] citizen willard networks :))): Try the Tikhar.
[21:21:57	][IC] citizen willard networks :))): Or that.
[21:22:26	]citizen willard networks :))) has taken 10 damage from ix_item.
[21:22:27	][IC] Jesus Lambsteak: Real.
[21:22:30	]citizen willard networks :))) ran 'Equip' on item 'Light Grey Armband' (#2448)
[21:22:31	]citizen willard networks :))) ran 'drop' on item 'Light Grey Armband' (#2448)
[21:22:31	]citizen willard networks :))) has lost a 'Light Grey Armband' #2448.
[21:22:35	]Jesus Lambsteak ran 'take' on item 'RPG-7' (#2470)
[21:22:35	]Jesus Lambsteak has gained a 'RPG-7' #2470.
[21:22:36	]Jesus Lambsteak ran 'Equip' on item 'RPG-7' (#2470)
[21:22:44	][IC] Jesus Lambsteak: I am the honoured one.
[21:22:49	][IC] Jesus Lambsteak: Imaginery technique : Willard.
[21:22:55	][IC] Jesus Lambsteak: I wonder.
[21:22:59	][IC] Jesus Lambsteak: How about management cards.
[21:22:59	][IC] citizen willard networks :))): Nah, I'd win.
[21:23:02	]Jesus Lambsteak ran 'drop' on item 'CWU Management Access Keycard' (#2429)
[21:23:02	]Jesus Lambsteak has lost a 'CWU Management Access Keycard' #2429.
[21:23:05	]citizen willard networks :))) ran 'take' on item 'USP-45' (#2452)
[21:23:07	]citizen willard networks :))) ran 'EquipUn' on item 'SR-1A' (#2472)
[21:23:10	]citizen willard networks :))) ran 'drop' on item 'SR-1A' (#2472)
[21:23:10	]citizen willard networks :))) has lost a 'SR-1A' #2472.
[21:23:14	]citizen willard networks :))) ran 'take' on item 'AR-2' (#2463)
[21:23:14	]citizen willard networks :))) has gained a 'AR-2' #2463.
[21:23:17	]citizen willard networks :))) ran 'Equip' on item 'AR-2' (#2463)
[21:23:29	]Jesus Lambsteak ran 'take' on item 'CWU Management Access Keycard' (#2429)
[21:23:29	]Jesus Lambsteak has gained a 'CWU Management Access Keycard' #2429.
[21:23:33	]citizen willard networks :))) ran 'drop' on item 'AR-2' (#2463)
[21:23:33	]citizen willard networks :))) has lost a 'AR-2' #2463.
[21:23:37	]asdasdas ran SAM command 'noclip' with arguments: ''
[21:23:39	]asdasdas ran SAM command 'noclip' with arguments: ''
[21:23:50	]citizen willard networks :))) ran 'drop' on item 'Biopaste' (#2461)
[21:23:50	]citizen willard networks :))) has lost a 'Biopaste' #2461.
[21:24:06	][IC] Jesus Lambsteak: Pass me CMRU, CWU passes without having em binded.
[21:24:11	][IC] Jesus Lambsteak: Gotcha check what i can / cant.
[21:24:16	]citizen willard networks :))) ran 'take' on item 'Data-Disc' (#777)
[21:24:16	]citizen willard networks :))) has gained a 'Data-Disc' #777.
[21:24:19	]asdasdas has spawned a cmru_card.
[21:24:20	]asdasdas has spawned a cwu_card.
[21:24:23	]Jesus Lambsteak ran 'take' on item 'CWU Member Access Keycard' (#2476)
[21:24:23	]Jesus Lambsteak has gained a 'CWU Member Access Keycard' #2476.
[21:24:24	]Jesus Lambsteak ran 'take' on item 'CMRU Level 1 Access Keycard' (#2475)
[21:24:24	]Jesus Lambsteak has gained a 'CMRU Level 1 Access Keycard' #2475.
[21:24:36	][IC] citizen willard networks :))): So what exactly does all this stuff do? Is there like an announcement or a forum post I can read about this.
[21:24:37	]Jesus Lambsteak ran 'drop' on item 'CWU Member Access Keycard' (#2476)
[21:24:37	]Jesus Lambsteak has lost a 'CWU Member Access Keycard' #2476.
[21:24:49	][IC] asdasdas: I think a guide is being written, though im unsure atm.
[21:24:50	]citizen willard networks :))) used command '/CharDesc'.
[21:24:54	][IC] asdasdas: Need a run through?
[21:24:57	][IC] Jesus Lambsteak: Disc encodes the weapon / tool to a disc.
[21:24:58	][IC] citizen willard networks :))): Sure.
[21:25:03	][IC] asdasdas: This is the encoder.
[21:25:05	][IC] Jesus Lambsteak: Which you can fabricate at a fabricator.
[21:25:07	][IC] asdasdas: Using the discs.
[21:25:21	]Jesus Lambsteak ran 'Equip' on item 'Suitcase' (#2450)
[21:25:22	]Jesus Lambsteak ran 'EquipUn' on item 'Suitcase' (#2450)
[21:25:22	]Jesus Lambsteak ran 'Equip' on item 'Suitcase' (#2450)
[21:25:23	][IC] asdasdas: You can encode items onto the discs for use with the fabricators.
[21:25:23	]Jesus Lambsteak ran 'EquipUn' on item 'Suitcase' (#2450)
[21:25:32	][IC] asdasdas: This is a fabricator.
[21:25:36	]Jesus Lambsteak ran 'drop' on item 'Suitcase' (#2450)
[21:25:36	]Jesus Lambsteak has lost a 'Suitcase' #2450.
[21:25:36	]Jesus Lambsteak has lost a 'Biopaste' #2431.
[21:25:36	]Jesus Lambsteak has lost a 'Resin' #2447.
[21:25:36	]Jesus Lambsteak has lost a 'CMRU Level 1 Access Keycard' #2475.
[21:25:36	]Jesus Lambsteak has lost a 'Data-Disc' #769.
[21:25:36	]Jesus Lambsteak has lost a 'Resin' #2443.
[21:25:36	]Jesus Lambsteak has lost a 'Resin' #2442.
[21:25:36	]Jesus Lambsteak has lost a 'Potato Crackers' #2444.
[21:25:36	]Jesus Lambsteak has lost a 'Resin' #2435.
[21:25:42	][IC] asdasdas: Makes things from discs/bio paste.
[21:25:42	]Jesus Lambsteak ran 'take' on item 'CWU Member Access Keycard' (#2476)
[21:25:42	]Jesus Lambsteak has gained a 'CWU Member Access Keycard' #2476.
[21:25:46	][IC] asdasdas: Resin.
[21:25:47	]citizen willard networks :))) ran 'drop' on item 'Data-Disc' (#774)
[21:25:47	]citizen willard networks :))) has lost a 'Data-Disc' #774.
[21:25:49	][IC] asdasdas: Advanced resin.
[21:25:53	]citizen willard networks :))) ran 'take' on item 'Data-Disc' (#774)
[21:25:53	]citizen willard networks :))) has gained a 'Data-Disc' #774.
[21:25:57	][IC] asdasdas: Uses batteries.
[21:25:59	][IC] citizen willard networks :))): Wait a second.
[21:26:11	][IC] citizen willard networks :))): Nvm.
[21:26:15	][IC] Jesus Lambsteak: Cool i can hog two fabricators.
[21:26:16	][IC] Jesus Lambsteak: At once.
[21:26:19	][IC] asdasdas: Aye lol.
[21:26:25	][IC] Jesus Lambsteak: Make that 3.
[21:26:39	]citizen willard networks :))) ran 'drop' on item 'Fire Axe' (#2460)
[21:26:39	]citizen willard networks :))) has lost a 'Fire Axe' #2460.
[21:26:42	]citizen willard networks :))) opened the 'Large Metal Cabinet' #166 container.
[21:26:43	]citizen willard networks :))) has gained a 'Biopaste' #1549 from a container with the name 'Large Metal Cabinet' #166.
[21:26:44	]citizen willard networks :))) has gained a 'Biopaste' #1553 from a container with the name 'Large Metal Cabinet' #166.
[21:26:44	]citizen willard networks :))) has gained a 'Biopaste' #1521 from a container with the name 'Large Metal Cabinet' #166.
[21:26:45	]citizen willard networks :))) has gained a 'Biopaste' #1561 from a container with the name 'Large Metal Cabinet' #166.
[21:26:46	]citizen willard networks :))) has gained a 'Resin' #1647 from a container with the name 'Large Metal Cabinet' #166.
[21:26:46	]citizen willard networks :))) has gained a 'Resin' #1619 from a container with the name 'Large Metal Cabinet' #166.
[21:26:47	]citizen willard networks :))) closed the 'Large Metal Cabinet' #166 container.
[21:26:53	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#761)
[21:26:53	]Jesus Lambsteak has lost a 'Data-Disc' #761.
[21:27:03	]Jesus Lambsteak opened the 'Large Metal Cabinet' #166 container.
[21:27:05	]Jesus Lambsteak has gained a 'Resin' #1615 from a container with the name 'Large Metal Cabinet' #166.
[21:27:06	]Jesus Lambsteak closed the 'Large Metal Cabinet' #166 container.
[21:27:16	][IC] citizen willard networks :))): It farted.
[21:27:19	][IC] asdasdas: Nice.
[21:27:22	][IC] citizen willard networks :))): Nice.
[21:27:28	]citizen willard networks :))) ran 'take' on item 'Apple' (#2477)
[21:27:28	]citizen willard networks :))) has gained a 'Apple' #2477.
[21:27:28	][IC] Jesus Lambsteak: Pass me t3 armours or whatever CP uniforms / OTA.
[21:27:37	][IC] Jesus Lambsteak: (obviously OTA cant be used but whatevs).
[21:27:39	]asdasdas has spawned a uniform_ocs.
[21:27:39	]asdasdas has spawned a uniform_ofc.
[21:27:40	]asdasdas has spawned a uniform_cp_com.
[21:27:40	]asdasdas has spawned a uniform_cp.
[21:27:40	]asdasdas has spawned a uniform_com.
[21:27:41	]asdasdas has spawned a broken_otauniform.
[21:27:41	]asdasdas has spawned a broken_cpuniform.
[21:27:42	]Jesus Lambsteak ran 'take' on item 'CP Command Uniform' (#2480)
[21:27:42	]Jesus Lambsteak has gained a 'CP Command Uniform' #2480.
[21:27:43	][IC] Jesus Lambsteak: Bless.
[21:27:44	]asdasdas has spawned a uniform_ord.
[21:27:44	]asdasdas has spawned a uniform_owg.
[21:27:44	]asdasdas has spawned a uniform_eow.
[21:27:45	]asdasdas has spawned a uniform_charger.
[21:27:45	]asdasdas has spawned a uniform_owc.
[21:27:45	]asdasdas has spawned a uniform_suppressor.
[21:27:46	]asdasdas has spawned a uniform_ota.
[21:27:46	]Jesus Lambsteak ran 'take' on item 'Containment Uniform' (#2478)
[21:27:46	]Jesus Lambsteak has gained a 'Containment Uniform' #2478.
[21:27:46	]asdasdas has spawned a uniform_s24.
[21:27:47	]Jesus Lambsteak ran 'take' on item 'Broken CP Uniform' (#2484)
[21:27:47	]Jesus Lambsteak has gained a 'Broken CP Uniform' #2484.
[21:27:49	]Jesus Lambsteak ran 'take' on item 'OTA Elite Uniform' (#2487)
[21:27:49	]Jesus Lambsteak has gained a 'OTA Elite Uniform' #2487.
[21:27:57	]Jesus Lambsteak ran 'drop' on item 'Data-Disc' (#771)
[21:27:57	]Jesus Lambsteak has lost a 'Data-Disc' #771.
[21:28:04	]Jesus Lambsteak ran 'drop' on item 'Containment Uniform' (#2478)
[21:28:04	]Jesus Lambsteak has lost a 'Containment Uniform' #2478.
[21:28:15	]citizen willard networks :))) ran 'take' on item 'Broken OTA Uniform' (#2483)
[21:28:15	]citizen willard networks :))) has gained a 'Broken OTA Uniform' #2483.
[21:28:17	]citizen willard networks :))) ran 'take' on item 'OTA Uniform' (#2491)
[21:28:17	]citizen willard networks :))) has gained a 'OTA Uniform' #2491.
[21:28:24	][Y] Jesus Lambsteak: Yo CWU guy come hold the CP uniforms for me.
[21:28:29	][IC] citizen willard networks :))): Overwatch overwatch.
[21:28:32	][IC] citizen willard networks :))): Kill rebels.
[21:28:32	][IC] asdasdas: Haha.
[21:28:34	]Jesus Lambsteak ran 'take' on item 'Containment Uniform' (#2478)
[21:28:34	]Jesus Lambsteak has gained a 'Containment Uniform' #2478.
[21:28:36	]Jesus Lambsteak ran 'drop' on item 'Containment Uniform' (#2478)
[21:28:36	]Jesus Lambsteak has lost a 'Containment Uniform' #2478.
[21:28:41	][IC] Jesus Lambsteak: Stuff it in there.
[21:28:41	]asdasdas ran 'take' on item 'Red Worker's Jacket' (#2493)
[21:28:41	]asdasdas has gained a 'Red Worker's Jacket' #2493.
[21:28:55	][IC] Jesus Lambsteak: Shame.
[21:28:56	]asdasdas opened the 'Large Metal Cabinet' #169 container.
[21:28:57	]Jesus Lambsteak ran 'take' on item 'Containment Uniform' (#2478)
[21:28:57	]Jesus Lambsteak has gained a 'Containment Uniform' #2478.
[21:28:57	]asdasdas closed the 'Large Metal Cabinet' #169 container.
[21:28:58	]asdasdas opened the 'Large Metal Cabinet' #168 container.
[21:29:00	]asdasdas has gained a 'Biopaste' #955 from a container with the name 'Large Metal Cabinet' #168.
[21:29:01	]asdasdas has gained a 'Biopaste' #971 from a container with the name 'Large Metal Cabinet' #168.
[21:29:01	]citizen willard networks :))) ran 'drop' on item 'Broken OTA Uniform' (#2483)
[21:29:01	]citizen willard networks :))) has lost a 'Broken OTA Uniform' #2483.
[21:29:01	]asdasdas has gained a 'Biopaste' #999 from a container with the name 'Large Metal Cabinet' #168.
[21:29:01	]asdasdas has gained a 'Biopaste' #959 from a container with the name 'Large Metal Cabinet' #168.
[21:29:01	][IC] Jesus Lambsteak: No armour but clothes yes.
