[01:48:17	]'Sevens' has connected.
[21:13:38	]Eric Bayer has closed fedoraheimer's inventory.
[21:13:40	][IC] fedoraheimer: Overwatch assault issue.
[21:13:41	]Varos Atkins has spawned a expo_battery.
[21:13:41	]Eric Bayer is admin-searching fedoraheimer's inventory.
[21:13:41	]Eric Bayer has used a context menu option with the name: ixviewinventory
[21:13:44	]Eric Bayer has closed fedoraheimer's inventory.
[21:13:45	]Varos Atkins has used a context menu option with the name: rb655_dissolve
[21:13:46	]Varos Atkins has spawned a junk_battery.
[21:13:47	]env_entity_dissolver destroyed a 'Car Battery (Full)' #2051218.
[21:13:47	]fedoraheimer used command '/CharGiveItem ^ magazine_pulse_30rnd 1'.
[21:13:47	]fedoraheimer has gained a '30rnd Pulse-magazine' #2051220.
[21:13:47	][IC] Eric Bayer: Did u load the magazine n shit.
[21:13:53	]Varos Atkins has spawned a junk_battery.
[21:13:54	]Varos Atkins has spawned a junk_battery.
[21:13:54	]Varos Atkins has spawned a junk_battery.
[21:13:54	]env_entity_dissolver destroyed a 'Car Battery' #2051219.
[21:13:55	]Varos Atkins has spawned a junk_battery.
[21:13:56	]Varos Atkins has spawned a junk_battery.
[21:13:58	]fedoraheimer has given himself a ar2ammo.
[21:13:58	]fedoraheimer has gained a 'Pulse-Rifle Energy' #2051226.
[21:13:59	]fedoraheimer has given himself a ar2ammo.
[21:13:59	]fedoraheimer has gained a 'Pulse-Rifle Energy' #2051227.
[21:14:03	]env_entity_dissolver destroyed a 'Car Battery' #2051224.
[21:14:08	][IC] fedoraheimer: How do you load a magazine.
[21:14:08	]Ernest Descombes ran 'take' on item 'USP-45' (#2051228)
[21:14:08	]Ernest Descombes has gained a 'USP-45' #2051228.
[21:14:09	]env_entity_dissolver destroyed a 'Car Battery' #2051225.
[21:14:10	]fedoraheimer ran 'use' on item 'Pulse-Rifle Energy' (#2051226)
[21:14:11	]fedoraheimer ran 'use' on item 'Pulse-Rifle Energy' (#2051227)
[21:14:14	]Ernest Descombes ran 'take' on item 'Data-Disc' (#2050549)
[21:14:14	]Ernest Descombes has gained a 'Data-Disc' #2050549.
[21:14:14	]env_entity_dissolver destroyed a 'Car Battery' #2051221.
[21:14:18	][IC] fedoraheimer: Hold on.
[21:14:19	]env_entity_dissolver destroyed a 'Car Battery' #2051223.
[21:14:20	]fedoraheimer ran 'drop' on item 'Overwatch Assault Shotgun' (#2051209)
[21:14:20	]fedoraheimer has lost a 'Overwatch Assault Shotgun' #2051209.
[21:14:20	][IC] Eric Bayer: Okay so u spawn a magazine and then make sure u use the BULLETS and not the AMMO boxes.
[21:14:23	]Varos Atkins ran 'take' on item 'Combine Battery' (#2051215)
[21:14:23	]Varos Atkins has gained a 'Combine Battery' #2051215.
[21:14:28	]fedoraheimer has fired a toolgun with the name: remover
[21:14:28	]Varos Atkins ran 'drop' on item 'Combine Battery' (#2051215)
[21:14:28	]Varos Atkins has lost a 'Combine Battery' #2051215.
[21:14:29	]Varos Atkins ran 'Consume' on item 'Antlion Sandwich' (#2051208)
[21:14:29	]Varos Atkins has wasted a level 3 long boost in Strength (current: 2; target: 6).
[21:14:29	]Varos Atkins has wasted a level 1 long boost in Perception (current: 2; target: 5).
[21:14:31	][IC] fedoraheimer: Let me try to use the.
[21:14:32	][IC] fedoraheimer: Usp.
[21:14:36	]fedoraheimer ran 'drop' on item '30rnd Pulse-magazine' (#2051220)
[21:14:36	]fedoraheimer has lost a '30rnd Pulse-magazine' #2051220.
[21:14:39	]env_entity_dissolver destroyed a 'Car Battery' #2051222.
[21:14:40	]fedoraheimer ran 'Equip' on item 'USP-45' (#2051189)
[21:14:42	][IC] fedoraheimer: Ok so.
[21:14:44	][IC] fedoraheimer: USP here.
[21:14:45	]env_entity_dissolver destroyed a 'Combine Battery' #2051217.
[21:14:46	][IC] fedoraheimer: I get a.
[21:14:50	]Varos Atkins has spawned a 870.
[21:14:54	]Eric Bayer is admin-searching fedoraheimer's inventory.
[21:14:54	]Eric Bayer has used a context menu option with the name: ixviewinventory
[21:14:55	][IC] fedoraheimer: Wtf does usp use.
[21:14:55	]Eric Bayer has closed fedoraheimer's inventory.
[21:14:57	]env_entity_dissolver destroyed a 'Model 870' #2051229.
[21:15:02	]Eric Bayer has spawned a magazine_usp_15rnd.
[21:15:04	][IC] Eric Bayer: This.
[21:15:04	][OOC] Varos Atkins: i can scrap a gun to charge a battery..
[21:15:07	]Eric Bayer has spawned a bullets_pistol.
[21:15:09	][OOC] Ernest Descombes: yes you can
[21:15:09	][IC] fedoraheimer: Ah.
[21:15:10	][IC] fedoraheimer: I see.
[21:15:13	][IC] Eric Bayer: Okay and then u drag the bullets onto the magazine.
[21:15:13	][OOC] Varos Atkins: guys... crazy
[21:15:14	][OOC] Ernest Descombes: you can scrap anything to charge a battery
[21:15:15	][IC] Eric Bayer: And then the magazine onto the gun.
[21:15:16	]fedoraheimer has given himself a magazine_usp_15rnd.
[21:15:16	]fedoraheimer has gained a '17rnd Usp-magazine' #2051232.
[21:15:21	][IC] fedoraheimer: Wait.
[21:15:24	]Varos Atkins has spawned a torso_medical_kevlar.
[21:15:25	][IC] fedoraheimer: Is the ammunition section wrong now?
[21:15:28	]Varos Atkins has spawned a torso_green_kevlar_t3.
[21:15:29	]fedoraheimer has spawned a pistolammo.
[21:15:30	]env_entity_dissolver destroyed a 'Medical Medium Kevlar Uniform' #2051233.
[21:15:32	]Varos Atkins has spawned a torso_green_kevlar_t3.
[21:15:34	]env_entity_dissolver destroyed a 'Heavy Kevlar Uniform' #2051234.
[21:15:36	]Varos Atkins has spawned a torso_green_kevlar_t3.
[21:15:37	][IC] Eric Bayer: Yeah!
[21:15:37	]env_entity_dissolver destroyed a 'Heavy Kevlar Uniform' #2051236.
[21:15:38	][IC] Eric Bayer: Yeah!
[21:15:39	][IC] fedoraheimer: Bruh.
[21:15:41	][IC] Eric Bayer: Fuck off voicelines.
[21:15:42	]env_entity_dissolver destroyed a 'Heavy Kevlar Uniform' #2051237.
[21:15:44	]Varos Atkins ran 'take' on item 'Combine Battery' (#2051216)
[21:15:44	]Varos Atkins has gained a 'Combine Battery' #2051216.
[21:15:45	][OOC] Ernest Descombes: After making this USP-45 I just realized that BMD's could use these CWU Fabricators to make weapons
[21:15:46	]Varos Atkins ran 'drop' on item 'Combine Battery' (#2051216)
[21:15:46	]Varos Atkins has lost a 'Combine Battery' #2051216.
[21:15:49	][OOC] Ernest Descombes: And then sell them to people
[21:15:50	][IC] fedoraheimer: Where is the real ammo now?
[21:15:55	][IC] Eric Bayer: But i did that LOL i was like "WHY CAN'T I LOAD MAGAZINES" but i was using the fcking old ammo.
[21:15:57	][IC] Eric Bayer: Under 'bullets'.
[21:15:59	][OOC] Varos Atkins: they need cwu cards
[21:16:01	]Varos Atkins entered observer.
[21:16:01	]Varos Atkins exited observer at their location.
[21:16:02	]Varos Atkins entered observer.
[21:16:03	]Varos Atkins exited observer at their location.
[21:16:08	][OOC] Ernest Descombes: No they don't, not to use the fabricators
[21:16:10	]fedoraheimer has given himself a bullets_pistol.
[21:16:10	]fedoraheimer has gained a '9mm Pistol Bullets' #2051238.
[21:16:12	][OOC] Varos Atkins: real
[21:16:13	]fedoraheimer ran 'combine' on item '17rnd Usp-magazine' (#2051232)
[21:16:17	]fedoraheimer has lost a '17rnd Usp-magazine' #2051232.
[21:16:19	][OOC] Ernest Descombes: Or the data-disc encoders for that matter
[21:16:21	][OOC] Varos Atkins: assuming they steal what they need
[21:16:22	][IC] fedoraheimer: Omg.
[21:16:25	][OOC] Ernest Descombes: Exactly
[21:16:27	]fedoraheimer ran 'drop' on item 'USP-45' (#2051189)
[21:16:27	]fedoraheimer has lost a 'USP-45' #2051189.
[21:16:27	]Varos Atkins ran 'drop' on item '#97982's Identity Card' (#1855712)
[21:16:27	]Varos Atkins has lost a '#97982's Identity Card' #1855712.
[21:16:27	]fedoraheimer ran 'drop' on item '9mm Pistol Bullets' (#2051238)
[21:16:27	]fedoraheimer has lost a '9mm Pistol Bullets' #2051238.
[21:16:34	]fedoraheimer has given himself a assaultshotgun.
[21:16:34	]fedoraheimer has gained a 'Overwatch Assault Shotgun' #2051239.
[21:16:37	]Varos Atkins ran 'take' on item '#97982's Identity Card' (#1855712)
[21:16:37	]Varos Atkins has gained a '#97982's Identity Card' #1855712.
[21:16:37	][OOC] Eric Bayer: so if u stole a fabricator... and a data disk... u could make a rebel factory?
[21:16:40	]fedoraheimer has given himself a bullets_heavypulse.
[21:16:40	]fedoraheimer has gained a 'Heavy Pulse Rounds' #2051240.
[21:16:41	]fedoraheimer has given himself a bullets_heavypulse.
[21:16:41	]fedoraheimer has gained a 'Heavy Pulse Rounds' #2051241.
[21:16:42	]fedoraheimer has given himself a bullets_pulse.
[21:16:42	]fedoraheimer has gained a 'Pulse Rifle Bullets' #2051242.
[21:16:43	]fedoraheimer has given himself a bullets_pulse.
[21:16:43	]fedoraheimer has gained a 'Pulse Rifle Bullets' #2051243.
[21:16:44	]Varos Atkins has spawned a datadisc.
[21:16:45	][OOC] Ernest Descombes: They get rebels to steal the resin for them, the rebels give them the resin, and then the BMDs make whatever weapon they want as long as they have the disk
[21:16:48	]fedoraheimer has given himself a magazine_pulse_30rnd.
[21:16:48	]fedoraheimer has gained a '30rnd Pulse-magazine' #2051245.
[21:16:48	][OOC] Ernest Descombes: yes. yes you could
[21:16:49	]fedoraheimer has given himself a magazine_ospr_24rnd.
[21:16:49	]fedoraheimer has gained a '24rnd Heavy-Pulse Magazine' #2051246.
[21:16:50	]fedoraheimer has given himself a magazine_ospr_24rnd.
[21:16:50	]fedoraheimer has gained a '24rnd Heavy-Pulse Magazine' #2051247.
[21:16:51	]fedoraheimer has given himself a magazine_pulse_30rnd.
[21:16:51	]fedoraheimer has gained a '30rnd Pulse-magazine' #2051248.
[21:16:52	][OOC] Ernest Descombes: rebel factory. rebel workshifts.
[21:16:55	][OOC] Ernest Descombes: it's FINALLY HAPPENING
[21:16:57	]Varos Atkins has spawned a pulsecarbine.
[21:16:59	]fedoraheimer ran 'combine' on item '30rnd Pulse-magazine' (#2051245)
[21:17:00	][OOC] Eric Bayer: holy shit LETS FUCKING GOOOO
[21:17:02	]fedoraheimer ran 'combine' on item '30rnd Pulse-magazine' (#2051248)
[21:17:03	]fedoraheimer ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2051246)
[21:17:05	][OOC] Ernest Descombes: REBEL WORKSHIFTS
[21:17:06	]fedoraheimer ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2051247)
[21:17:07	]fedoraheimer ran 'Equip' on item 'Overwatch Assault Shotgun' (#2051239)
[21:17:13	][IC] fedoraheimer: Ok.
[21:17:15	]Varos Atkins has used a context menu option with the name: rb655_dissolve
[21:17:16	][IC] fedoraheimer: This doesnt use any ammo.
[21:17:17	]fedoraheimer ran 'drop' on item 'Overwatch Assault Shotgun' (#2051239)
[21:17:17	]fedoraheimer has lost a 'Overwatch Assault Shotgun' #2051239.
[21:17:17	]env_entity_dissolver destroyed a 'SR-1A' #2051249.
[21:17:18	]fedoraheimer ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#2051246)
[21:17:18	]fedoraheimer has lost a '24rnd Heavy-Pulse Magazine' #2051246.
[21:17:19	]fedoraheimer ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#2051247)
[21:17:19	]fedoraheimer has lost a '24rnd Heavy-Pulse Magazine' #2051247.
[21:17:19	]Varos Atkins has spawned a usp.
[21:17:20	][OOC] Ernest Descombes: Get the rebels to steal/smuggle resin out
[21:17:23	]fedoraheimer ran 'take' on item '24rnd Heavy-Pulse Magazine' (#2051246)
[21:17:23	]fedoraheimer has gained a '24rnd Heavy-Pulse Magazine' #2051246.
[21:17:25	]fedoraheimer ran 'take' on item '24rnd Heavy-Pulse Magazine' (#2051247)
[21:17:25	]fedoraheimer has gained a '24rnd Heavy-Pulse Magazine' #2051247.
[21:17:30	]fedoraheimer has given himself a suppressionrifle.
[21:17:30	]fedoraheimer has gained a 'OSPR2A-EXP' #2051251.
[21:17:33	]fedoraheimer ran 'Equip' on item 'OSPR2A-EXP' (#2051251)
[21:17:33	][OOC] Ernest Descombes: And then they can keep it for themselves and use it to make whatever
[21:17:33	]fedoraheimer has lost a '24rnd Heavy-Pulse Magazine' #2051247.
[21:17:39	]Varos Atkins ran 'take' on item 'Data-Disc' (#2051244)
[21:17:39	]Varos Atkins has gained a 'Data-Disc' #2051244.
[21:17:40	]Eric Bayer has used a context menu option with the name: remove
[21:17:42	]Eric Bayer has used a context menu option with the name: remove
[21:17:43	]Eric Bayer entered observer.
[21:17:43	]fedoraheimer destroyed a '9mm Pistol Bullets' #2051235.
[21:17:44	]Eric Bayer exited observer at their location.
[21:17:44	]fedoraheimer destroyed a '9mm Pistol Bullets' #2051231.
[21:17:45	]fedoraheimer destroyed a '17rnd Usp-magazine' #2051230.
[21:17:45	]fedoraheimer has gained a '24rnd Heavy-Pulse Magazine' #2051247.
[21:17:45	]fedoraheimer has lost a '24rnd Heavy-Pulse Magazine' #2051246.
[21:17:47	]Varos Atkins ran 'drop' on item 'CWU Management Access Keycard' (#1855714)
[21:17:47	]Varos Atkins has lost a 'CWU Management Access Keycard' #1855714.
[21:17:49	][OOC] Eric Bayer: that would be kinda cool..
[21:17:55	]Varos Atkins ran 'take' on item 'CWU Management Access Keycard' (#1855714)
[21:17:55	]Varos Atkins has gained a 'CWU Management Access Keycard' #1855714.
[21:17:56	]Varos Atkins ran 'drop' on item '#97982's Identity Card' (#1855712)
[21:17:56	]Varos Atkins has lost a '#97982's Identity Card' #1855712.
[21:17:58	][IC] fedoraheimer: Why did they do this then?
[21:17:59	]fedoraheimer entered observer.
[21:18:00	]fedoraheimer exited observer at their location.
[21:18:01	]fedoraheimer entered observer.
[21:18:01	][IC] Eric Bayer: Uhhh.
[21:18:01	]fedoraheimer exited observer at their location.
[21:18:04	][OOC] Ernest Descombes: We need to formalize the 'stealing from the CWU' rules
[21:18:04	]Varos Atkins ran 'take' on item '#97982's Identity Card' (#1855712)
[21:18:04	]Varos Atkins has gained a '#97982's Identity Card' #1855712.
[21:18:06	][IC] fedoraheimer: To stop ammo spam being big?
[21:18:07	][IC] Eric Bayer: It makes it better to rp.
[21:18:08	]Varos Atkins ran 'drop' on item 'Data-Disc' (#2051244)
[21:18:08	]Varos Atkins has lost a 'Data-Disc' #2051244.
[21:18:08	][IC] Eric Bayer: Yeah!
[21:18:11	][OOC] Ernest Descombes: But as a laborer, not as a worker
[21:18:17	][OOC] fedoraheimer: they need to be able to steal
[21:18:19	][IC] Eric Bayer: So like before CPs especially were stacking like 5,000 rounds LOL.
[21:18:25	][IC] fedoraheimer: Yeah XD.
[21:18:35	][OOC] Eric Bayer: LOL good luck stealing from CWU
[21:18:37	][OOC] Varos Atkins: idk how they r gonna steal if they are searched before and after :skull:
[21:18:38	][OOC] Ernest Descombes: I think people would do it more if they had stuff to steal - I've had it done before where when they were searched they made agility checks against perception checks to see if the person searching caught it
[21:18:43	][OOC] Varos Atkins: cwu guys have eys like eagles
[21:18:55	][OOC] fedoraheimer: just bomb the CWU
[21:18:56	][OOC] Eric Bayer: CWU r silly i watched them call CPs because some guy had a chocolate bar (luxury item)
[21:19:00	][OOC] Ernest Descombes: No that's the thing, if they /me and are like 'I'm trying to hide this thing in particular'
[21:19:07	][OOC] Varos Atkins: thats just a dumb worker
[21:19:07	][OOC] Ernest Descombes: You can do that
[21:19:18	][OOC] Eric Bayer: yes but its most of them
[21:19:18	]Varos Atkins has spawned a clawhammer.
[21:19:26	][OOC] Eric Bayer: /me pats u down finding ur hidden item...
[21:19:28	]Eric Bayer entered observer.
[21:19:29	]Eric Bayer exited observer at their location.
[21:19:29	][OOC] Ernest Descombes: Just get a GM and agility/perception check
[21:19:30	]Eric Bayer entered observer.
[21:19:30	]Eric Bayer exited observer at their location.
[21:19:30	]Eric Bayer entered observer.
[21:19:31	]Eric Bayer exited observer at their location.
[21:19:32	]Eric Bayer entered observer.
[21:19:32	]Eric Bayer exited observer at their location.
[21:19:32	]fedoraheimer entered observer.
[21:19:33	]fedoraheimer exited observer at their location.
[21:19:34	]Eric Bayer entered observer.
[21:19:34	]fedoraheimer entered observer.
[21:19:34	]Eric Bayer exited observer at their location.
[21:19:35	]fedoraheimer exited observer at their location.
[21:19:36	]Eric Bayer entered observer.
[21:19:36	]fedoraheimer entered observer.
[21:19:36	]Eric Bayer exited observer at their location.
[21:19:36	][OOC] Ernest Descombes: That's why you get a GM, kapp :trollge:
[21:19:37	]fedoraheimer exited observer at their location.
[21:19:37	]fedoraheimer entered observer.
[21:19:37	]Eric Bayer entered observer.
[21:19:38	]Eric Bayer exited observer at their location.
[21:19:39	]fedoraheimer exited observer at their location.
[21:19:39	]Eric Bayer entered observer.
[21:19:39	]fedoraheimer entered observer.
[21:19:39	]Eric Bayer exited observer at their location.
[21:19:40	]fedoraheimer exited observer at their location.
[21:19:40	]Eric Bayer entered observer.
[21:19:41	]Varos Atkins ran 'take' on item 'Resin' (#2051253)
[21:19:41	]Varos Atkins has gained a 'Resin' #2051253.
[21:19:41	]Eric Bayer exited observer at their location.
[21:19:43	]Eric Bayer entered observer.
[21:19:43	]Eric Bayer exited observer at their location.
[21:19:45	]Eric Bayer entered observer.
[21:19:45	]Eric Bayer exited observer at their location.
[21:19:51	][OOC] Ernest Descombes: If someone tried to steal from the CWU I would GM them every time
[21:19:52	]Varos Atkins has spawned a fruit_apple.
[21:19:56	][OOC] fedoraheimer: imagine if there was a mechanic where some of your inventory items could get hidden
[21:19:57	][OOC] Eric Bayer: that would make CWU mald so hard
[21:19:58	][OOC] Eric Bayer: based
[21:19:59	]Eric Bayer entered observer.
[21:19:59	]Eric Bayer exited observer at their location.
[21:20:00	]Eric Bayer entered observer.
[21:20:01	]Eric Bayer exited observer at their location.
[21:20:02	]Eric Bayer entered observer.
[21:20:02	]Eric Bayer exited observer at their location.
[21:20:03	]Eric Bayer entered observer.
[21:20:04	]Eric Bayer exited observer at their location.
[21:20:05	]Eric Bayer entered observer.
[21:20:05	]Eric Bayer exited observer at their location.
[21:20:06	]Eric Bayer entered observer.
[21:20:06	][OOC] Ernest Descombes: That'd be cool, idk how it would work though
[21:20:06	]Eric Bayer exited observer at their location.
[21:20:07	]Eric Bayer entered observer.
[21:20:08	]Eric Bayer exited observer at their location.
[21:20:08	]Eric Bayer entered observer.
[21:20:08	]Eric Bayer exited observer at their location.
[21:20:10	]Eric Bayer entered observer.
[21:20:10	]Eric Bayer exited observer at their location.
[21:20:11	]Eric Bayer entered observer.
[21:20:11	][OOC] Varos Atkins: i cant wait for the forum post... why cant rebels steal the machines..
[21:20:11	]Eric Bayer exited observer at their location.
[21:20:12	]Eric Bayer entered observer.
[21:20:12	]Eric Bayer exited observer at their location.
[21:20:14	]Eric Bayer has taken 0 damage from worldspawn.
[21:20:14	]Eric Bayer entered observer.
[21:20:14	]Eric Bayer exited observer at their location.
[21:20:17	][OOC] fedoraheimer: for example, your smuggling is level 30
[21:20:17	]Eric Bayer is fully healed.
[21:20:23	][OOC] Ernest Descombes: OH THAT'D BE AWESOME
[21:20:24	][OOC] Ernest Descombes: WAIT
[21:20:28	][OOC] Ernest Descombes: HOLY SHIT FEDORA THAT'S GENIUS
[21:20:30	]Eric Bayer entered observer.
[21:20:30	]Eric Bayer exited observer at their location.
[21:20:31	]Eric Bayer entered observer.
[21:20:31	]Eric Bayer exited observer at their location.
[21:20:32	]Eric Bayer entered observer.
[21:20:32	]Eric Bayer exited observer at their location.
[21:20:32	]Varos Atkins rolled 11 out of 100 (+0 from Smuggling).
[21:20:32	]Varos Atkins used command '/SkillRoll smuggling'.
[21:20:32	]Eric Bayer entered observer.
[21:20:33	]Eric Bayer exited observer at their location.
[21:20:36	][OOC] Varos Atkins: skill roll smuggling
[21:20:42	][OOC] Ernest Descombes: i mean you could do that
[21:20:42	][OOC] Eric Bayer: like 90% sure this has been suggested and approved/denied already
[21:20:43	]Eric Bayer entered observer.
[21:20:43	]Eric Bayer exited observer at their location.
[21:20:44	]Eric Bayer entered observer.
[21:20:44	]Eric Bayer exited observer at their location.
[21:20:44	]Eric Bayer entered observer.
[21:20:45	]Eric Bayer exited observer at their location.
[21:20:46	]Eric Bayer entered observer.
[21:20:46	]Eric Bayer exited observer at their location.
[21:20:48	][OOC] Ernest Descombes: Really? Let me go look
[21:20:48	]Eric Bayer entered observer.
[21:20:48	]Eric Bayer exited observer at their location.
[21:20:49	]Eric Bayer entered observer.
[21:20:50	]Eric Bayer exited observer at their location.
[21:20:50	][OOC] fedoraheimer: get me the forums post NOW
[21:20:51	]Eric Bayer entered observer.
[21:20:51	]Eric Bayer exited observer at their location.
[21:21:02	][OOC] Eric Bayer: it's been talked abt before but idk where it went if it was suggested officially
[21:21:02	]Eric Bayer entered observer.
[21:21:03	]Eric Bayer exited observer at their location.
[21:21:03	]Eric Bayer entered observer.
[21:21:04	]Eric Bayer exited observer at their location.
[21:21:05	]Eric Bayer entered observer.
[21:21:05	]Eric Bayer exited observer at their location.
[21:21:07	]Eric Bayer entered observer.
[21:21:07	]Eric Bayer exited observer at their location.
[21:21:08	]Eric Bayer entered observer.
[21:21:08	]Eric Bayer exited observer at their location.
[21:21:09	]Eric Bayer entered observer.
[21:21:09	]Varos Atkins ran 'take' on item 'Biopaste' (#2051255)
[21:21:09	]Varos Atkins has gained a 'Biopaste' #2051255.
[21:21:09	]Eric Bayer exited observer at their location.
[21:21:11	]Eric Bayer entered observer.
[21:21:11	]Varos Atkins ran 'take' on item 'Data-Disc' (#2051244)
[21:21:11	]Varos Atkins has gained a 'Data-Disc' #2051244.
[21:21:11	]Eric Bayer exited observer at their location.
[21:21:16	][OOC] Eric Bayer: this is like... over a year ago
[21:21:17	]Eric Bayer entered observer.
[21:21:17	]Eric Bayer exited observer at their location.
[21:21:21	][OOC] Ernest Descombes: You can only hide so much
[21:21:22	]Eric Bayer entered observer.
[21:21:23	]Eric Bayer exited observer at their location.
[21:21:24	]Eric Bayer entered observer.
[21:21:24	]Eric Bayer exited observer at their location.
[21:21:25	]Eric Bayer entered observer.
[21:21:25	]Eric Bayer exited observer at their location.
[21:21:26	]Eric Bayer entered observer.
[21:21:26	]Eric Bayer exited observer at their location.
[21:21:28	]Eric Bayer entered observer.
[21:21:28	]Eric Bayer exited observer at their location.
[21:21:28	]Eric Bayer entered observer.
[21:21:29	]Eric Bayer exited observer at their location.
[21:21:30	]Eric Bayer entered observer.
[21:21:30	]Eric Bayer exited observer at their location.
[21:21:31	]Eric Bayer entered observer.
[21:21:31	]Eric Bayer exited observer at their location.
[21:21:31	]Eric Bayer entered observer.
[21:21:31	]Eric Bayer exited observer at their location.
[21:21:33	]Eric Bayer entered observer.
[21:21:33	]Eric Bayer exited observer at their location.
[21:21:33	][OOC] Ernest Descombes: If it is made a thing - maybe you have like a 'secret inventory' of stuff that you're able to hide
[21:21:35	]Eric Bayer entered observer.
[21:21:36	][OOC] fedoraheimer: thing is, you won't be able to hide an AK
[21:21:36	]Eric Bayer exited observer at their location.
[21:21:36	][OOC] Varos Atkins: everything is possible however lets first see how this system works with the cwu when its actually introduced
[21:21:37	]Eric Bayer entered observer.
[21:21:38	]Eric Bayer exited observer at their location.
[21:21:38	]Eric Bayer entered observer.
[21:21:39	]Eric Bayer exited observer at their location.
[21:21:39	]Eric Bayer entered observer.
[21:21:40	]Eric Bayer exited observer at their location.
[21:21:41	]Eric Bayer entered observer.
[21:21:42	]Eric Bayer exited observer at their location.
[21:21:42	]Eric Bayer entered observer.
[21:21:43	]Eric Bayer exited observer at their location.
[21:21:43	]Eric Bayer entered observer.
[21:21:44	]Eric Bayer exited observer at their location.
[21:21:45	]Eric Bayer entered observer.
[21:21:45	]Eric Bayer exited observer at their location.
[21:21:46	]Eric Bayer entered observer.
[21:21:47	]Eric Bayer exited observer at their location.
[21:21:47	]Eric Bayer entered observer.
[21:21:48	]Eric Bayer exited observer at their location.
[21:21:49	]Eric Bayer entered observer.
[21:21:49	]Eric Bayer exited observer at their location.
[21:21:51	]Varos Atkins has spawned a luxury_pinepizza.
[21:21:51	]Eric Bayer entered observer.
[21:21:51	]Eric Bayer exited observer at their location.
[21:21:53	]Eric Bayer entered observer.
[21:21:53	]Eric Bayer exited observer at their location.
[21:21:54	]Eric Bayer entered observer.
[21:21:54	]Eric Bayer exited observer at their location.
[21:21:55	]Eric Bayer entered observer.
[21:21:56	]Eric Bayer exited observer at their location.
[21:21:56	]Eric Bayer entered observer.
[21:21:56	]Eric Bayer exited observer at their location.
[21:21:57	]Eric Bayer entered observer.
[21:21:58	][OOC] fedoraheimer: tbh, this is more about patting down then anything
[21:21:58	]Eric Bayer exited observer at their location.
[21:21:59	]Eric Bayer entered observer.
[21:21:59	]Eric Bayer exited observer at their location.
[21:21:59	][OOC] Ernest Descombes: Exactly, like it's 3x2 vertical so you can hide like a hatchet or a cleaver or a USp in there
[21:22:01	]Eric Bayer entered observer.
[21:22:02	]Eric Bayer exited observer at their location.
[21:22:02	]Eric Bayer entered observer.
[21:22:03	]Eric Bayer exited observer at their location.
[21:22:03	]Eric Bayer entered observer.
[21:22:03	]Eric Bayer exited observer at their location.
[21:22:05	]Eric Bayer entered observer.
[21:22:05	]Eric Bayer exited observer at their location.
[21:22:06	]Eric Bayer entered observer.
[21:22:07	]Eric Bayer exited observer at their location.
[21:22:13	][OOC] Eric Bayer: i think a USP is too much
[21:22:14	]Eric Bayer entered observer.
[21:22:14	]Eric Bayer exited observer at their location.
[21:22:15	]Eric Bayer entered observer.
[21:22:15	]Eric Bayer exited observer at their location.
[21:22:15	]Varos Atkins has spawned a rappel_gear.
[21:22:17	]Varos Atkins ran 'take' on item 'Rappel Gear' (#2051257)
[21:22:17	]Varos Atkins has gained a 'Rappel Gear' #2051257.
[21:22:18	][OOC] Eric Bayer: though.. idk..
[21:22:18	]Eric Bayer entered observer.
[21:22:18	]Eric Bayer exited observer at their location.
[21:22:19	]Varos Atkins ran 'take' on item 'Biopaste' (#2051258)
[21:22:19	]Varos Atkins has gained a 'Biopaste' #2051258.
[21:22:19	]Eric Bayer entered observer.
[21:22:19	]Eric Bayer exited observer at their location.
[21:22:20	]Eric Bayer entered observer.
[21:22:21	]Varos Atkins ran 'Equip' on item 'Rappel Gear' (#2051257)
[21:22:21	]Eric Bayer exited observer at their location.
[21:22:23	]Eric Bayer entered observer.
[21:22:23	]Eric Bayer exited observer at their location.
[21:22:25	]Eric Bayer entered observer.
[21:22:25	][OOC] fedoraheimer: the secret inv is you hiding it up ur ass
[21:22:25	]Eric Bayer exited observer at their location.
[21:22:26	]Eric Bayer entered observer.
[21:22:26	]Eric Bayer exited observer at their location.
[21:22:26	][OOC] fedoraheimer: lmao
[21:22:26	][OOC] Ernest Descombes: I mean smuggling guns into workshifts are something people have never-
[21:22:27	]Eric Bayer entered observer.
[21:22:28	]Eric Bayer exited observer at their location.
[21:22:29	]Eric Bayer entered observer.
[21:22:29	]Eric Bayer exited observer at their location.
[21:22:30	]Eric Bayer entered observer.
[21:22:31	]Eric Bayer exited observer at their location.
[21:22:31	]Eric Bayer entered observer.
[21:22:32	]Eric Bayer exited observer at their location.
[21:22:32	][OOC] Ernest Descombes: KAPP DON'T YOU LEAD THE WORKSHIFT SHOOTERS
[21:22:33	]Eric Bayer entered observer.
[21:22:33	]Eric Bayer exited observer at their location.
[21:22:38	]Varos Atkins entered observer.
[21:22:40	]Varos Atkins exited observer at their location.
[21:22:43	]Varos Atkins entered observer.
[21:22:44	][OOC] Eric Bayer: THAT WAS SO LONG AGO OK THAT WAS ON TERRANOVA
[21:22:44	]Eric Bayer entered observer.
[21:22:45	]Eric Bayer exited observer at their location.
