[02:35:45	]Fractures has connected.
[03:22:16	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655713)
[03:22:16	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655713.
[03:22:16	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655712)
[03:22:16	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655712.
[03:22:16	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655714)
[03:22:16	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655714.
[03:22:16	]S10/APF.ICE-20 ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1655706)
[03:22:16	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655706.
[03:22:17	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655719)
[03:22:17	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655719.
[03:22:17	]S10/APF.ICE-20 ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1655705)
[03:22:17	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655705.
[03:22:17	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655718)
[03:22:17	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655718.
[03:22:18	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655717)
[03:22:18	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655717.
[03:22:18	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655716)
[03:22:18	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655716.
[03:22:18	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655700)
[03:22:18	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655700.
[03:22:18	]S10/APF.ICE-20 ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1655709)
[03:22:18	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655709.
[03:22:19	]S10/APF.ICE-20 ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1655708)
[03:22:19	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655708.
[03:22:19	]S10/APF.ICE-20 ran 'drop' on item 'Heavy Pulse Rounds' (#1655699)
[03:22:19	]S10/APF.ICE-20 has lost a 'Heavy Pulse Rounds' #1655699.
[03:22:21	]Crash test dummy has spawned 'models/props/de_nuke/crate_large.mdl'.
[03:22:27	][OOC] S10/APF.ICE-20: i'll use the PS2
[03:22:28	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:22:32	]Crash test dummy has spawned 'models/props/de_nuke/crate_extralarge.mdl'.
[03:22:32	]S10/APF.ICE-20 has gained 0 chips.
[03:22:32	]S10/APF.ICE-20 has gained a 'AR-2' #1655721.
[03:22:34	]Crash test dummy has spawned 'models/props/de_nuke/crate_extrasmall.mdl'.
[03:22:37	]S10/APF.ICE-20 has gained 0 chips.
[03:22:37	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655722.
[03:22:37	]S10/APF.ICE-20 has gained 0 chips.
[03:22:37	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655723.
[03:22:38	]S10/APF.ICE-20 has gained 0 chips.
[03:22:38	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655724.
[03:22:38	]S10/APF.ICE-20 has gained 0 chips.
[03:22:38	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655725.
[03:22:38	]S10/APF.ICE-20 has gained 0 chips.
[03:22:38	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655726.
[03:22:39	]S10/APF.ICE-20 has gained 0 chips.
[03:22:39	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655727.
[03:22:39	]S10/APF.ICE-20 has gained 0 chips.
[03:22:39	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655728.
[03:22:40	]S10/APF.ICE-20 has gained 0 chips.
[03:22:40	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655729.
[03:22:40	]S10/APF.ICE-20 has gained 0 chips.
[03:22:40	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655730.
[03:22:43	]S10/APF.ICE-20 has gained 0 chips.
[03:22:43	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655731.
[03:22:43	]S10/APF.ICE-20 has gained 0 chips.
[03:22:43	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655732.
[03:22:44	]S10/APF.ICE-20 has gained 0 chips.
[03:22:44	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655733.
[03:22:47	]S10/APF.ICE-20 has gained 0 chips.
[03:22:47	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655734.
[03:22:48	]S10/APF.ICE-20 has gained 0 chips.
[03:22:48	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655735.
[03:22:48	]S10/APF.ICE-20 has gained 0 chips.
[03:22:48	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655736.
[03:22:49	]S10/APF.ICE-20 has gained 0 chips.
[03:22:49	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[03:22:51	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:22:51	]S10/APF.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655731)
[03:22:52	]S10/APF.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655733)
[03:22:52	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:22:53	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:22:53	]S10/APF.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655732)
[03:22:53	]S10/APF.ICE-20 ran 'drop' on item 'Incendiary Grenade' (#1652000)
[03:22:53	]S10/APF.ICE-20 has lost a 'Incendiary Grenade' #1652000.
[03:22:54	]Crash test dummy used command '/ToggleRaise'.
[03:22:57	]S10/APF.ICE-20 ran 'drop' on item 'OTA Suppressor Uniform' (#1655688)
[03:22:57	]S10/APF.ICE-20 has lost a 'OTA Suppressor Uniform' #1655688.
[03:22:57	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:23:00	]Crash test dummy has critically hit S10/APF.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:23:00	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:23:01	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:23:07	]Crash test dummy has critically hit S10/APF.ICE-20 in the right arm dealing 9 damage (CritChance was 0.73).
[03:23:07	]S10/APF.ICE-20 has taken 9 damage from Crash test dummy.
[03:23:08	]Crash test dummy has critically hit S10/APF.ICE-20 in the right arm dealing 9 damage (CritChance was 0.73).
[03:23:08	]S10/APF.ICE-20 was knocked unconscious and is bleeding out.
[03:23:08	]S10/APF.ICE-20 has gained 0 chips.
[03:23:08	]S10/APF.ICE-20 has gained a 'OTA Suppressor Uniform' #1655738.
[03:23:10	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:23:17	]Crash test dummy destroyed a '24rnd Heavy-Pulse Magazine' #1655705.
[03:23:17	]Crash test dummy destroyed a '24rnd Heavy-Pulse Magazine' #1655707.
[03:23:17	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655715.
[03:23:17	]Crash test dummy destroyed a '24rnd Heavy-Pulse Magazine' #1655708.
[03:23:17	]Crash test dummy destroyed a '24rnd Heavy-Pulse Magazine' #1655709.
[03:23:18	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655712.
[03:23:18	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655719.
[03:23:18	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655699.
[03:23:18	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655700.
[03:23:18	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655713.
[03:23:19	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655714.
[03:23:20	]Crash test dummy destroyed a '24rnd Heavy-Pulse Magazine' #1655706.
[03:23:20	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655718.
[03:23:21	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:23:21	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:23:24	]S10/APF.ICE-20 was just killed due to: accepting their death
[03:23:27	]Crash test dummy destroyed a 'Rifle Bullets' #1655684.
[03:23:27	]Crash test dummy destroyed a 'Pulse Rifle Bullets' #1655737.
[03:23:28	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655716.
[03:23:29	]S10/APF.ICE-20 used command '/Radio apf'.
[03:23:29	]Crash test dummy destroyed a 'Heavy Pulse Rounds' #1655717.
[03:23:29	]Crash test dummy destroyed a 'OSPR2A-EXP' #1655692.
[03:23:36	]Crash test dummy used command '/ToggleRaise'.
[03:23:41	][IC] S10/APF.ICE-20: <:: Ready. ::>
[03:23:43	]S10/APF.ICE-20 ran 'Equip' on item 'AR-2' (#1655721)
[03:23:43	][IC] Crash test dummy: <:: Use regular OTA guns. ::>
[03:23:44	]S10/APF.ICE-20 used command '/ToggleRaise'.
[03:23:46	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:23:51	]S10/APF.ICE-20 has gained 0 chips.
[03:23:51	]S10/APF.ICE-20 has gained a 'Pulse Rifle Bullets' #1655739.
[03:23:53	][IC] Crash test dummy: <:: Stuff you'd normally deploy with. ::>
[03:23:54	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655733.
[03:23:55	][IC] S10/APF.ICE-20: <:: Ready. ::>
[03:23:59	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:24:01	]Crash test dummy used the 'John Doe' vendor.
[03:24:03	]Crash test dummy has gained 0 chips.
[03:24:03	]Crash test dummy has gained a 'Rifle Bullets' #1655740.
[03:24:03	]Crash test dummy has gained 0 chips.
[03:24:03	]Crash test dummy has gained a 'Rifle Bullets' #1655741.
[03:24:04	]Crash test dummy has gained 0 chips.
[03:24:04	]Crash test dummy has gained a 'Rifle Bullets' #1655742.
[03:24:06	][IC] S10/APF.ICE-20: <:: APF is engaged and firing. ::>
[03:24:08	][OOC] Crash test dummy: r
[03:24:14	][IC] S10/APF.ICE-20: <:: APF is engaged and firing. ::>
[03:24:24	]Crash test dummy used command '/Radio WEAPON OFF'.
[03:24:25	]Crash test dummy used command '/ToggleRaise'.
[03:24:28	]S10/APF.ICE-20 used command '/Radio FIRING7'.
[03:24:36	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655733.
[03:24:36	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655732.
[03:24:49	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.21).
[03:24:49	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:24:49	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:24:49	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:24:50	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:24:50	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:24:50	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:24:50	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:24:50	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:24:50	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.21).
[03:24:50	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:24:50	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:24:50	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:24:50	]S10/APF.ICE-20 has hit Crash test dummy dealing 13 damage (CritChance was 0.66).
[03:24:50	]Crash test dummy has taken 13 damage from S10/APF.ICE-20.
[03:24:50	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 13 damage (CritChance was 0.66).
[03:24:50	]Crash test dummy has taken 13 damage from S10/APF.ICE-20.
[03:24:51	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:24:51	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:24:52	]S10/APF.ICE-20 is fully healed.
[03:24:54	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655732.
[03:24:54	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655731.
[03:24:55	]Crash test dummy is fully healed.
[03:24:56	][IC] S10/APF.ICE-20: <:: Engaged and firing. ::>
[03:24:58	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 12 damage (CritChance was 0.66).
[03:24:58	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:24:58	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 12 damage (CritChance was 0.66).
[03:24:58	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:24:59	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 12 damage (CritChance was 0.66).
[03:24:59	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:24:59	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 0 damage (CritChance was 0.66).
[03:24:59	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 12 damage (CritChance was 0.66).
[03:24:59	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:24:59	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 12 damage (CritChance was 0.66).
[03:24:59	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:24:59	]S10/APF.ICE-20 has hit Crash test dummy dealing 12 damage (CritChance was 0.66).
[03:24:59	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:25:00	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 13 damage (CritChance was 1.01).
[03:25:00	]Crash test dummy has taken 12 damage from S10/APF.ICE-20.
[03:25:01	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655731.
[03:25:01	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655732.
[03:25:01	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:25:01	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:25:02	]S10/APF.ICE-20 is fully healed.
[03:25:06	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:06	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:06	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:25:06	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:25:06	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:06	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:25:06	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:25:07	]S10/APF.ICE-20 is fully healed.
[03:25:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.21).
[03:25:08	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:25:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.21).
[03:25:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.21).
[03:25:08	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:25:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.84).
[03:25:08	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:25:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.84).
[03:25:08	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:25:09	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 5 damage (CritChance was 0.84).
[03:25:09	]S10/APF.ICE-20 has taken 4 damage from Crash test dummy.
[03:25:09	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:25:09	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[03:25:18	]S10/APF.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655733)
[03:25:19	]S10/APF.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655731)
[03:25:19	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655732.
[03:25:19	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655733.
[03:25:26	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 13 damage (CritChance was 0.99).
[03:25:26	]Crash test dummy has taken 13 damage from S10/APF.ICE-20.
[03:25:26	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.84).
[03:25:26	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:25:27	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.84).
[03:25:27	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.84).
[03:25:27	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655733.
[03:25:27	]S10/APF.ICE-20 was knocked unconscious and is bleeding out.
[03:25:29	][Y] S10/APF.ICE-20: <:: DAMN. ::>
[03:25:32	][IC] S10/APF.ICE-20: <:: That SHIT SLAPS. ::>
[03:25:37	][IC] S10/APF.ICE-20: <:: Is that the G3? ::>
[03:25:38	][IC] Crash test dummy: <:: Not so easy when you're ignoring all my armor, huh. ::>
[03:25:40	][IC] Crash test dummy: <:: Yeah. ::>
[03:25:43	][IC] Crash test dummy: <:: Same mods I have on MAIN. ::>
[03:25:48	][IC] S10/APF.ICE-20: <:: Fuck we gotta FUCKING SHOTCOP. ::>
[03:25:51	][IC] S10/APF.ICE-20: <:: With that shit. ::>
[03:25:59	][IC] S10/APF.ICE-20: <:: It slap hard. ::>
[03:26:06	]S10/APF.ICE-20 was just killed due to: accepting their death
[03:26:07	][IC] Crash test dummy: <:: Agreed.. ::>
[03:26:12	][OOC] S10/APF.ICE-20: give me one G3
[03:26:34	]S10/APF.ICE-20 has spawned 'models/props_junk/metalgascan.mdl'.
[03:26:39	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[03:26:39	]Crash test dummy has lost a '20rnd DMR-magazine' #1652267.
[03:26:42	][OOC] S10/APF.ICE-20: give me one G3
[03:26:44	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001a.mdl'.
[03:26:47	][OOC] Crash test dummy: I can't
[03:26:49	][OOC] Crash test dummy: no perms
[03:26:50	]Crash test dummy has gained a '20rnd DMR-magazine' #1652267.
[03:26:50	]Crash test dummy was knocked unconscious and is bleeding out.
[03:26:52	][IC] Crash test dummy: <:: Whore. ::>
[03:26:53	][OOC] S10/APF.ICE-20: you die then
[03:27:07	]Crash test dummy was just killed due to: accepting their death
[03:27:08	]Crash test dummy used command '/CharGetUp'.
[03:27:09	]Crash test dummy used command '/CharGetUp'.
[03:27:10	]Crash test dummy used command '/CharGetUp'.
[03:27:13	]Crash test dummy used command '/CharGetUp'.
[03:27:13	]Crash test dummy used command '/CharGetUp'.
[03:27:25	][OOC] Crash test dummy: Oh
[03:27:26	]S10/APF.ICE-20 ran 'Equip' on item 'AR-2' (#1655721)
[03:27:26	]S10/APF.ICE-20 used command '/ToggleRaise'.
[03:27:27	][OOC] Crash test dummy: here
[03:27:28	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655731.
[03:27:39	][IC] Crash test dummy: <:: Behind you. ::>
[03:27:46	][IC] S10/APF.ICE-20: <:: Hm? ::>
[03:27:48	][IC] Crash test dummy: <:: Where did it.. ::>
[03:27:52	][IC] Crash test dummy: <:: THROUGH THE FUCKING MAP;. ::>
[03:27:54	][IC] Crash test dummy: <:: REEEEE. ::>
[03:27:58	][IC] S10/APF.ICE-20: <:: What happened? ::>
[03:28:06	][IC] Crash test dummy: <:: There we go. ::>
[03:28:09	]Crash test dummy has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:28:11	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655731.
[03:28:11	]S10/APF.ICE-20 was knocked unconscious and is bleeding out.
[03:28:13	][IC] S10/APF.ICE-20: <:: Hoe. ::>
[03:28:14	][IC] Crash test dummy: <:: Bitch. ::>
[03:28:16	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:17	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:18	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:19	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:20	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:21	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:22	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:23	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:24	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:26	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:27	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:27	]S10/APF.ICE-20 was just killed due to: accepting their death
[03:28:31	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:37	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:28:40	]Crash test dummy ran 'Repair' on item 'Containment Uniform' (#1655689)
[03:28:45	]Crash test dummy has taken 5 damage from S10/APF.ICE-20.
[03:28:54	]Crash test dummy has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:28:56	]S10/APF.ICE-20 was knocked unconscious and is bleeding out.
[03:29:04	][IC] Crash test dummy: You can't out prop kill me.
[03:29:08	][IC] S10/APF.ICE-20: <:: Ys i can. ::>
[03:29:13	][IC] Crash test dummy: I'm a master minge, forged through 10 years of GMOD.
[03:29:14	]S10/APF.ICE-20 was just killed due to: accepting their death
[03:29:19	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[03:29:21	]Crash test dummy used command '/ToggleRaise'.
[03:29:26	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.21).
[03:29:26	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:29:27	]S10/APF.ICE-20 is fully healed.
[03:29:28	]Crash test dummy has taken 5 damage from prop_physics.
[03:29:33	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:29:34	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:29:34	]Crash test dummy was knocked unconscious and is bleeding out.
[03:29:35	]Crash test dummy used command '/CharGetUp'.
[03:29:49	]Crash test dummy was just killed due to: accepting their death
[03:29:56	][OOC] Crash test dummy: Go through the TP doors
[03:30:05	]Crash test dummy has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:30:10	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:30:13	]Crash test dummy has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:30:23	]Crash test dummy has warped from Vorts - Box to Vorts - Slums.
[03:30:30	]S10/APF.ICE-20 has warped from Vorts - Box to Vorts - Slums.
[03:30:31	]Crash test dummy has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:30:36	]S10/APF.ICE-20 was knocked unconscious and is bleeding out.
[03:30:39	][IC] S10/APF.ICE-20: <:: YOU BITCH. ::>
[03:30:40	][IC] Crash test dummy: <:: HAHAHAHA. ::>
[03:30:49	]Crash test dummy used command '/CharSearch'.
[03:30:51	][IC] S10/APF.ICE-20: <:: Haha. ::>
[03:30:52	]Crash test dummy ran 'drop' on item 'AR-2' (#1655721)
[03:30:52	]S10/APF.ICE-20 has lost a 'AR-2' #1655721.
[03:30:53	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655726)
[03:30:53	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655726.
[03:30:53	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655727)
[03:30:53	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655727.
[03:30:53	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655728)
[03:30:53	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655728.
[03:30:54	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655729)
[03:30:54	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655729.
[03:30:54	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655739)
[03:30:54	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655739.
[03:30:54	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655734)
[03:30:54	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655734.
[03:30:54	][IC] S10/APF.ICE-20: <:: Im coming for you. ::>
[03:30:54	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655725)
[03:30:54	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655725.
[03:30:55	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655724)
[03:30:55	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655724.
[03:30:55	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655722)
[03:30:55	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655722.
[03:30:55	]Crash test dummy ran 'drop' on item 'Pulse Rifle Bullets' (#1655723)
[03:30:55	]S10/APF.ICE-20 has lost a 'Pulse Rifle Bullets' #1655723.
[03:30:55	]S10/APF.ICE-20 was just killed due to: accepting their death
[03:30:59	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[03:31:00	]Crash test dummy used command '/ToggleRaise'.
[03:31:01	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:31:07	]Crash test dummy destroyed a 'AR-2' #1655721.
[03:31:07	]S10/APF.ICE-20 has warped from Vorts - Box to Vorts - Slums.
[03:31:09	]Crash test dummy destroyed a 'Pulse Rifle Bullets' #1655725.
[03:31:10	]Crash test dummy destroyed a 'Pulse Rifle Bullets' #1655722.
[03:31:11	]Crash test dummy destroyed a 'Pulse Rifle Bullets' #1655729.
[03:31:12	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:31:17	]Crash test dummy has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:31:18	][IC] S10/APF.ICE-20: <:: Haha. ::>
[03:31:20	][IC] S10/APF.ICE-20: <:: Haha. ::>
[03:31:25	][IC] S10/APF.ICE-20: <:: You can come out now! ::>
