[00:00:03	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[23:20:49	]Nazariy Svyatopolk Kozlov has taken 42 damage from Mii "parents got" Amputado.
[23:20:51	]Nazariy Svyatopolk Kozlov has taken 57 damage from Mii "parents got" Amputado.
[23:20:51	]Nazariy Svyatopolk Kozlov has taken 57 damage from Mii "parents got" Amputado.
[23:20:56	]C24:RL.GOMEZ-99 has critically hit C24: i2.MCNULTY-19 in the chest dealing 27 damage (CritChance was 1.01).
[23:20:56	]C24: i2.MCNULTY-19 was knocked unconscious and is bleeding out.
[23:20:59	]C24:RL.GOMEZ-99 used command '/Radio OWNED'.
[23:21:00	]Nazariy Svyatopolk Kozlov has taken 259 damage from Mii "parents got" Amputado.
[23:21:02	]C24: i2.MCNULTY-19 ran SAM command 'slay' with arguments: 'Mcnulty'
[23:21:03	]Mii "parents got" Amputado entered observer.
[23:21:05	]C24: i2.MCNULTY-19 entered observer.
[23:21:05	][IC] C24:RCT.YELLO-11: <:: Your wife doesn't like me, does she? ::>
[23:21:07	]Conspicuous Charles has critically hit John Jonhston in the right arm dealing 1 damage (CritChance was 1.01).
[23:21:07	]John Jonhston has taken 1 damage from Conspicuous Charles.
[23:21:07	]C24:i5.COURIER-06 is fully healed.
[23:21:15	]C24: i2.MCNULTY-19 used command '/Radio ur lucky... fedora got me low...'.
[23:21:22	]Mii "parents got" Amputado was knocked unconscious and is bleeding out.
[23:21:24	]Nazariy Svyatopolk Kozlov entered observer.
[23:21:24	]Nazariy Svyatopolk Kozlov exited observer at their location.
[23:21:25	]Nazariy Svyatopolk Kozlov entered observer.
[23:21:26	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the left leg dealing 7 damage (CritChance was 1.01).
[23:21:26	]C24:i5.COURIER-06 has taken 7 damage from C24:RL.GOMEZ-99.
[23:21:26	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the stomach dealing 0 damage (CritChance was 1.01).
[23:21:26	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the left arm dealing 7 damage (CritChance was 1.01).
[23:21:26	]C24:i5.COURIER-06 has taken 7 damage from C24:RL.GOMEZ-99.
[23:21:27	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the right arm dealing 7 damage (CritChance was 1.01).
[23:21:27	]C24:i5.COURIER-06 has taken 7 damage from C24:RL.GOMEZ-99.
[23:21:27	]C24:i5.COURIER-06 has critically hit C24:RL.GOMEZ-99 in the chest dealing 8 damage (CritChance was 1.01).
[23:21:27	]C24:RL.GOMEZ-99 has taken 8 damage from C24:i5.COURIER-06.
[23:21:27	]Nazariy Svyatopolk Kozlov is fully healed.
[23:21:27	]C24:i5.COURIER-06 has critically hit C24:RL.GOMEZ-99 in the right arm dealing 2 damage (CritChance was 1.01).
[23:21:27	]C24:RL.GOMEZ-99 has taken 2 damage from C24:i5.COURIER-06.
[23:21:28	][IC] Mii "parents got" Amputado: !respwn ^.
[23:21:30	][IC] Mii "parents got" Amputado: !respwan ^.
[23:21:32	]C24:i5.COURIER-06 ran 'use' on item 'Bandage Roll' (#2538615)
[23:21:32	]C24:i5.COURIER-06 has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[23:21:32	]C24:i5.COURIER-06 was bandaged by C24:i5.COURIER-06 for 15 HP.
[23:21:33	]Mii "parents got" Amputado ran SAM command 'respawn' with arguments: '^'
[23:21:35	][ME] C24:i5.COURIER-06: bandage
[23:21:36	]Mii "parents got" Amputado is fully healed.
[23:21:37	]C24:RL.GOMEZ-99 has critically hit Mii "parents got" Amputado in the head dealing 27 damage (CritChance was 1.01).
[23:21:37	]Mii "parents got" Amputado was knocked unconscious and is bleeding out.
[23:21:38	]Nazariy Svyatopolk Kozlov exited observer at their location.
[23:21:38	]Mii "parents got" Amputado ran SAM command 'respawn' with arguments: '^'
[23:21:39	]C24:RL.GOMEZ-99 has critically hit Mii "parents got" Amputado in the head dealing 27 damage (CritChance was 1.01).
[23:21:39	]Mii "parents got" Amputado has taken 27 damage from C24:RL.GOMEZ-99.
[23:21:44	]Nazariy Svyatopolk Kozlov has hit John Jonhston in the right arm dealing 2 damage (CritChance was 0.87).
[23:21:44	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:44	]Nazariy Svyatopolk Kozlov has hit John Jonhston in the right arm dealing 2 damage (CritChance was 0.87).
[23:21:44	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 0 damage (CritChance was 0.87).
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:45	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:45	]Nazariy Svyatopolk Kozlov has hit John Jonhston in the left arm dealing 0 damage (CritChance was 0.87).
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 0 damage (CritChance was 0.87).
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 0 damage (CritChance was 0.87).
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:45	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 0 damage (CritChance was 0.87).
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 7 damage (CritChance was 0.87).
[23:21:45	]John Jonhston has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:21:45	]John Jonhston has gained level 15 in the Guns skill.
[23:21:45	]John Jonhston has critically hit Nazariy Svyatopolk Kozlov in the chest dealing 12 damage (CritChance was 0.90).
[23:21:45	]Nazariy Svyatopolk Kozlov has taken 12 damage from John Jonhston.
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the stomach dealing 7 damage (CritChance was 0.87).
[23:21:45	]John Jonhston has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:21:45	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the right arm dealing 2 damage (CritChance was 0.87).
[23:21:45	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has hit John Jonhston in the right arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the right arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]John Jonhston has hit Nazariy Svyatopolk Kozlov in the chest dealing 7 damage (CritChance was 0.87).
[23:21:46	]Nazariy Svyatopolk Kozlov has taken 7 damage from John Jonhston.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 7 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the stomach dealing 0 damage (CritChance was 0.87).
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the stomach dealing 0 damage (CritChance was 0.87).
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 0 damage (CritChance was 0.87).
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the left arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the right arm dealing 0 damage (CritChance was 0.87).
[23:21:46	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the right arm dealing 2 damage (CritChance was 0.87).
[23:21:46	]John Jonhston has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:21:46	]John Jonhston has critically hit Nazariy Svyatopolk Kozlov in the left arm dealing 3 damage (CritChance was 0.86).
[23:21:46	]Nazariy Svyatopolk Kozlov has taken 3 damage from John Jonhston.
[23:21:46	]Mii "parents got" Amputado used command '/ToggleRaise'.
[23:21:46	]John Jonhston has gained level 16 in the Guns skill.
[23:21:46	]John Jonhston has critically hit Nazariy Svyatopolk Kozlov in the left arm dealing 3 damage (CritChance was 0.86).
[23:21:46	]Nazariy Svyatopolk Kozlov has taken 3 damage from John Jonhston.
[23:21:47	]John Jonhston has hit Nazariy Svyatopolk Kozlov in the chest dealing 7 damage (CritChance was 0.87).
[23:21:47	]Nazariy Svyatopolk Kozlov has taken 7 damage from John Jonhston.
[23:21:47	]Nazariy Svyatopolk Kozlov is fully healed.
[23:21:47	]John Jonhston has critically hit Nazariy Svyatopolk Kozlov in the chest dealing 12 damage (CritChance was 0.87).
[23:21:47	]Nazariy Svyatopolk Kozlov has taken 12 damage from John Jonhston.
[23:21:47	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 7 damage (CritChance was 0.87).
[23:21:47	]John Jonhston has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:21:47	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 7 damage (CritChance was 0.87).
[23:21:47	]John Jonhston has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:21:47	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 7 damage (CritChance was 0.87).
[23:21:47	]John Jonhston has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:21:47	]Nazariy Svyatopolk Kozlov has critically hit John Jonhston in the chest dealing 7 damage (CritChance was 0.87).
[23:21:47	]John Jonhston was knocked unconscious and is bleeding out.
[23:21:48	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the left leg dealing 0 damage (CritChance was 1.01).
[23:21:48	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the stomach dealing 12 damage (CritChance was 1.01).
[23:21:48	]Nazariy Svyatopolk Kozlov has taken 12 damage from Conspicuous Charles.
[23:21:49	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the left leg dealing 3 damage (CritChance was 1.01).
[23:21:49	]Nazariy Svyatopolk Kozlov has taken 3 damage from Conspicuous Charles.
[23:21:52	]Nazariy Svyatopolk Kozlov is fully healed.
[23:22:00	]C24: i2.MCNULTY-19 used command '/Radio Okay I go now'.
[23:22:02	]C24: i2.MCNULTY-19 used command '/Radio Byee!!!'.
[23:22:03	][OOC] C24:RL.GOMEZ-99: how many left
[23:22:05	]John Jonhston was just killed due to: accepting their death
[23:22:05	]C24:RL.GOMEZ-99 used command '/Radio bye allessia'.
[23:22:07	]C24:RCT.YELLO-11 used command '/Radio bye!!'.
[23:22:07	][OOC] C24: i2.MCNULTY-19: goodbye chat
[23:22:09	]Nazariy Svyatopolk Kozlov ran SAM command 'hp' with arguments: '^' '50'
[23:22:12	][OOC] C24:i5.COURIER-06: me
[23:22:13	][OOC] Nazariy Svyatopolk Kozlov: Kill
[23:22:14	]Alessiodoomboy (STEAM_0:0:197504616) has disconnected.
[23:22:17	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the stomach dealing 7 damage (CritChance was 0.09).
[23:22:17	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:17	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the stomach dealing 4 damage (CritChance was 0.09).
[23:22:17	]Conspicuous Charles has taken 4 damage from Nazariy Svyatopolk Kozlov.
[23:22:17	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the right leg dealing 2 damage (CritChance was 0.09).
[23:22:17	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:17	]Conspicuous Charles is fully healed.
[23:22:17	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.87).
[23:22:17	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.87).
[23:22:17	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.87).
[23:22:17	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:17	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the stomach dealing 7 damage (CritChance was 0.87).
[23:22:17	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:17	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the stomach dealing 12 damage (CritChance was 1.01).
[23:22:17	]Nazariy Svyatopolk Kozlov has taken 12 damage from Conspicuous Charles.
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the right leg dealing 2 damage (CritChance was 0.85).
[23:22:18	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the head dealing 0 damage (CritChance was 0.85).
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the head dealing 0 damage (CritChance was 0.85).
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the head dealing 0 damage (CritChance was 0.85).
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the head dealing 0 damage (CritChance was 0.85).
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the head dealing 7 damage (CritChance was 0.85).
[23:22:18	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the stomach dealing 7 damage (CritChance was 0.85).
[23:22:18	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.85).
[23:22:18	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.85).
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 7 damage (CritChance was 0.85).
[23:22:18	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:18	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the stomach dealing 12 damage (CritChance was 1.01).
[23:22:18	]Nazariy Svyatopolk Kozlov has taken 12 damage from Conspicuous Charles.
[23:22:18	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'Helsing Bolt Rifle' (#2687800)
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the right leg dealing 2 damage (CritChance was 0.84).
[23:22:18	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.84).
[23:22:18	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 7 damage (CritChance was 0.84).
[23:22:18	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.84).
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.84).
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.84).
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.84).
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 7 damage (CritChance was 0.84).
[23:22:19	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:19	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the stomach dealing 12 damage (CritChance was 1.01).
[23:22:19	]Nazariy Svyatopolk Kozlov has taken 12 damage from Conspicuous Charles.
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.83).
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.83).
[23:22:19	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:19	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the chest dealing 0 damage (CritChance was 1.01).
[23:22:19	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the left arm dealing 3 damage (CritChance was 1.01).
[23:22:19	]Nazariy Svyatopolk Kozlov has taken 3 damage from Conspicuous Charles.
[23:22:19	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Duplet' (#2687795)
[23:22:19	]Conspicuous Charles has critically hit Nazariy Svyatopolk Kozlov in the left leg dealing 3 damage (CritChance was 1.01).
[23:22:19	]Nazariy Svyatopolk Kozlov has taken 3 damage from Conspicuous Charles.
[23:22:19	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the right leg dealing 2 damage (CritChance was 0.82).
[23:22:19	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:19	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.82).
[23:22:20	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.82).
[23:22:20	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:20	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the stomach dealing 4 damage (CritChance was 0.82).
[23:22:20	]Conspicuous Charles has taken 4 damage from Nazariy Svyatopolk Kozlov.
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.82).
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.82).
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.82).
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.82).
[23:22:20	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.82).
[23:22:20	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 7 damage (CritChance was 0.82).
[23:22:20	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:21	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.82).
[23:22:21	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.82).
[23:22:21	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.82).
[23:22:21	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 7 damage (CritChance was 0.82).
[23:22:21	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:21	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the chest dealing 0 damage (CritChance was 0.82).
[23:22:21	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.82).
[23:22:21	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:21	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.82).
[23:22:21	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:21	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the stomach dealing 7 damage (CritChance was 0.82).
[23:22:21	]Conspicuous Charles has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:22:21	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the stomach dealing 4 damage (CritChance was 0.82).
[23:22:21	]Conspicuous Charles has taken 4 damage from Nazariy Svyatopolk Kozlov.
[23:22:22	]RAHHH (STEAM_0:0:218309191) has disconnected.
[23:22:22	][IC] C24:RCT.YELLO-11: <:: Your wife doesn't like me, does she? ::>
[23:22:27	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the right leg dealing 2 damage (CritChance was 0.82).
[23:22:27	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:28	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left leg dealing 2 damage (CritChance was 0.82).
[23:22:28	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:28	]Nazariy Svyatopolk Kozlov has hit Conspicuous Charles in the right leg dealing 0 damage (CritChance was 0.82).
[23:22:28	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 0 damage (CritChance was 0.82).
[23:22:28	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the left arm dealing 2 damage (CritChance was 0.82).
[23:22:28	]Conspicuous Charles has taken 1 damage from Nazariy Svyatopolk Kozlov.
[23:22:28	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the right arm dealing 2 damage (CritChance was 0.82).
[23:22:28	]Conspicuous Charles has taken 2 damage from Nazariy Svyatopolk Kozlov.
[23:22:28	]Nazariy Svyatopolk Kozlov has critically hit Conspicuous Charles in the stomach dealing 7 damage (CritChance was 0.82).
[23:22:28	]Conspicuous Charles was knocked unconscious and is bleeding out.
[23:22:35	][IC] Conspicuous Charles: My fucking ak stopped firing fuck me.
[23:22:36	][OOC] C24:RL.GOMEZ-99: wyat
[23:22:36	][IC] Conspicuous Charles: ???
[23:22:38	]Mii "parents got" Amputado entered observer.
[23:22:38	][IC] Conspicuous Charles: !kill Charles.
[23:22:39	]Mii "parents got" Amputado entered observer.
[23:22:41	]Conspicuous Charles ran SAM command 'slay' with arguments: 'Charles'
[23:22:43	][OOC] C24:i5.COURIER-06: hoki, meet in lobby?
[23:22:44	][IC] Nazariy Svyatopolk Kozlov: Fail.
[23:22:44	]Conspicuous Charles entered observer.
[23:22:46	]Mii "parents got" Amputado exited observer at their location.
[23:22:48	][OOC] C24:i5.COURIER-06: plaza i mean
[23:22:48	][OOC] C24:RL.GOMEZ-99: yes
[23:22:51	]Mii "parents got" Amputado is fully healed.
[23:23:02	]Nazariy Svyatopolk Kozlov has used a context menu option with the name: ixforcefieldstartmalfunction
[23:23:18	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'Duplet' (#2687795)
[23:23:18	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Helsing Bolt Rifle' (#2687800)
[23:23:18	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[23:23:24	]Nazariy Svyatopolk Kozlov has critically hit C24:i5.COURIER-06 in the right leg dealing 7 damage (CritChance was 0.62).
[23:23:24	]C24:i5.COURIER-06 has taken 7 damage from Nazariy Svyatopolk Kozlov.
[23:23:25	]C24:i5.COURIER-06 has critically hit Nazariy Svyatopolk Kozlov in the right arm dealing 2 damage (CritChance was 1.01).
[23:23:25	]Nazariy Svyatopolk Kozlov has taken 2 damage from C24:i5.COURIER-06.
[23:23:34	]C24:i5.COURIER-06 has critically hit Nazariy Svyatopolk Kozlov in the head dealing 0 damage (CritChance was 1.01).
[23:23:34	]C24:i5.COURIER-06 has critically hit Nazariy Svyatopolk Kozlov in the head dealing 8 damage (CritChance was 1.01).
[23:23:34	]Nazariy Svyatopolk Kozlov was knocked unconscious and is bleeding out.
[23:23:39	][OOC] Nazariy Svyatopolk Kozlov: sadge
[23:23:42	]Nazariy Svyatopolk Kozlov ran SAM command 'slay' with arguments: '^'
[23:23:44	]Nazariy Svyatopolk Kozlov entered observer.
[23:23:48	][OOC] C24:i5.COURIER-06: that was u?
[23:23:51	][OOC] Nazariy Svyatopolk Kozlov: Yes
[23:23:53	][OOC] C24:i5.COURIER-06: epic
[23:23:56	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the chest dealing 27 damage (CritChance was 1.01).
[23:23:56	]C24:i5.COURIER-06 has taken 27 damage from C24:RL.GOMEZ-99.
[23:23:57	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the stomach dealing 27 damage (CritChance was 1.01).
[23:23:57	]C24:i5.COURIER-06 has taken 27 damage from C24:RL.GOMEZ-99.
[23:24:00	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:00	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6460][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6485][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6492][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6512][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6527][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6531][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6534][npc_zombie]'.
[23:24:01	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:01	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6541][npc_zombie]'.
[23:24:02	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:02	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6542][npc_zombie]'.
[23:24:02	]Nazariy Svyatopolk Kozlov has fired a toolgun with the name: creator
[23:24:02	]Nazariy Svyatopolk Kozlov has spawned a 'NPC [6543][npc_zombie]'.
[23:24:02	]C24:RL.GOMEZ-99 has critically hit C24:i5.COURIER-06 in the left arm dealing 7 damage (CritChance was 1.01).
