[10:30:34	]thc has connected.
[22:40:15	]Merlinsclaw exited observer at their location.
[22:40:16	]Merlinsclaw entered observer.
[22:40:16	]Merlinsclaw exited observer at their location.
[22:40:17	]Merlinsclaw entered observer.
[22:40:17	]Merlinsclaw exited observer at their location.
[22:40:18	]Merlinsclaw entered observer.
[22:40:19	]Merlinsclaw exited observer at their location.
[22:40:20	]Merlinsclaw entered observer.
[22:40:20	]Merlinsclaw exited observer at their location.
[22:40:20	]Merlinsclaw entered observer.
[22:40:21	]Merlinsclaw exited observer at their location.
[22:40:22	]Merlinsclaw entered observer.
[22:40:25	]Merlinsclaw exited observer at their location.
[22:40:26	]Merlinsclaw entered observer.
[22:40:26	]Merlinsclaw exited observer at their location.
[22:40:28	]Merlinsclaw entered observer.
[22:40:32	]Merlinsclaw exited observer at their location.
[22:40:33	]Merlinsclaw entered observer.
[22:40:34	]Merlinsclaw exited observer at their location.
[22:40:35	]Merlinsclaw entered observer.
[22:40:40	]Jon Hoodfella has enabled persistence for 'models/props/coop_kashbah/sick_bed/instrument_table_cloth.mdl'.
[22:40:40	]Jon Hoodfella has used a context menu option with the name: persist
[22:40:41	]Jon Hoodfella has enabled persistence for 'models/props/coop_kashbah/sick_bed/instrument_table.mdl'.
[22:40:41	]Jon Hoodfella has used a context menu option with the name: persist
[22:40:42	]Jon Hoodfella has enabled persistence for 'models/props/coop_kashbah/sick_bed/hospital_bucket.mdl'.
[22:40:42	]Jon Hoodfella has used a context menu option with the name: persist
[22:40:44	]Jon Hoodfella exited observer at their location.
[22:40:45	]Goodman has spawned 'models/props_vehicles/truck003a.mdl'.
[22:40:47	]Merlinsclaw exited observer at their location.
[22:40:48	]Merlinsclaw entered observer.
[22:40:48	]Merlinsclaw exited observer at their location.
[22:40:49	]Merlinsclaw entered observer.
[22:40:50	]Merlinsclaw exited observer at their location.
[22:40:50	]Jon Hoodfella has spawned 'models/props_downtown/bedding_pile_02.mdl'.
[22:40:52	]Merlinsclaw entered observer.
[22:40:55	]Jon Hoodfella has spawned 'models/props/de_tides/flowerbed.mdl'.
[22:40:57	]Goodman has spawned 'models/props_vehicles/car004a_physics.mdl'.
[22:40:57	]Jon Hoodfella entered observer.
[22:41:00	]Merlinsclaw exited observer at their location.
[22:41:00	]Merlinsclaw entered observer.
[22:41:00	]Jon Hoodfella exited observer at their location.
[22:41:01	]Merlinsclaw exited observer at their location.
[22:41:02	]Jon Hoodfella entered observer.
[22:41:03	]Goodman exited observer at their location.
[22:41:03	]Merlinsclaw entered observer.
[22:41:03	]Jon Hoodfella has spawned 'models/props/de_tides/flowerbed.mdl'.
[22:41:04	]Merlinsclaw exited observer at their location.
[22:41:06	]Merlinsclaw entered observer.
[22:41:06	]Merlinsclaw exited observer at their location.
[22:41:08	]Merlinsclaw entered observer.
[22:41:09	]Jon Hoodfella exited observer at their location.
[22:41:09	]Merlinsclaw exited observer at their location.
[22:41:11	]Merlinsclaw entered observer.
[22:41:13	]Merlinsclaw exited observer at their location.
[22:41:13	]Jon Hoodfella entered observer.
[22:41:13	]Merlinsclaw entered observer.
[22:41:14	]Merlinsclaw exited observer at their location.
[22:41:14	]Merlinsclaw entered observer.
[22:41:23	]Merlinsclaw exited observer at their location.
[22:41:23	]Merlinsclaw entered observer.
[22:41:23	]Goodman entered observer.
[22:41:26	]Merlinsclaw exited observer at their location.
[22:41:26	]Merlinsclaw entered observer.
[22:41:39	]Goodman exited observer at their location.
[22:41:41	]Goodman entered observer.
[22:41:49	]Merlinsclaw exited observer at their location.
[22:41:50	]Merlinsclaw entered observer.
[22:41:52	]Merlinsclaw exited observer at their location.
[22:41:53	]Merlinsclaw entered observer.
[22:42:02	]Michael Brians has gone afk.
[22:42:09	]Jon Hoodfella has spawned 'models/props_combine/pipes01_cluster02a.mdl'.
[22:42:13	]Jon Hoodfella has spawned 'models/props_combine/stasisvortex.mdl'.
[22:42:17	]Merlinsclaw exited observer at their location.
[22:42:17	]Merlinsclaw entered observer.
[22:42:24	]Jon Hoodfella has spawned 'models/props_combine/breenwindow.mdl'.
[22:42:59	]Jon Hoodfella has spawned 'models/props_combine/portalspire.mdl'.
[22:43:03	]Jon Hoodfella has spawned 'models/props_combine/portalskydome.mdl'.
[22:43:07	]Jon Hoodfella has spawned 'models/props_combine/podframe.mdl'.
[22:43:29	]Merlinsclaw has spawned a 'Entity [1350][ix_basiccontainer]'.
[22:43:32	]Merlinsclaw has spawned a 'Entity [1351][ix_advancedcontainer]'.
[22:43:34	]Merlinsclaw has spawned a 'Entity [1350][ix_infestationcontainer]'.
[22:43:36	]Merlinsclaw has spawned a 'Entity [1351][ix_supplycontainer]'.
[22:43:37	]Merlinsclaw has spawned a 'Entity [1350][ix_militarycontainer]'.
[22:43:42	]Merlinsclaw exited observer at their location.
[22:43:42	]Merlinsclaw entered observer.
[22:43:43	]Merlinsclaw exited observer at their location.
[22:43:43	]Merlinsclaw entered observer.
[22:43:44	]Merlinsclaw exited observer at their location.
[22:43:47	]Merlinsclaw entered observer.
[22:43:53	]Merlinsclaw exited observer at their location.
[22:43:53	]Merlinsclaw entered observer.
[22:44:00	]Merlinsclaw has spawned a 'Entity [1351][ix_supplycontainer]'.
[22:44:00	]Merlinsclaw exited observer at their location.
[22:44:01	]Goodman exited observer at their location.
[22:44:07	]Merlinsclaw has fired a toolgun with the name: colour
[22:44:14	]Jon Hoodfella exited observer at their location.
[22:44:15	]Jon Hoodfella entered observer.
[22:44:15	]Jon Hoodfella exited observer at their location.
[22:44:16	]Merlinsclaw entered observer.
[22:44:18	]Merlinsclaw has spawned 'models/props_vehicles/car003a_physics.mdl'.
[22:44:21	]Merlinsclaw has spawned 'models/props_vehicles/car003a_physics.mdl'.
[22:44:22	]Merlinsclaw exited observer at their location.
[22:44:25	]Merlinsclaw has spawned a 'Entity [736][ix_advancedcontainer]'.
[22:44:26	]Merlinsclaw has spawned a 'Entity [1351][ix_basiccontainer]'.
[22:44:28	]Merlinsclaw has spawned a 'Entity [736][ix_supplycontainer]'.
[22:44:32	]Merlinsclaw has spawned a 'Entity [1351][ix_advancedcontainer]'.
[22:44:33	]Merlinsclaw has spawned a 'Entity [736][ix_basiccontainer]'.
[22:44:36	]Merlinsclaw has spawned a 'Entity [1351][ix_cmbcontainer]'.
[22:44:38	]Merlinsclaw has spawned a 'Entity [736][ix_infestationcontainer]'.
[22:44:39	]Merlinsclaw has spawned a 'Entity [1351][ix_supplycontainer]'.
[22:44:40	]Merlinsclaw has spawned a 'Entity [736][ix_militarycontainer]'.
[22:44:41	]Merlinsclaw has spawned a 'Entity [1351][ix_supplycontainer]'.
[22:44:45	]Goodman used command '/CharSetModel Goodman npc_monk'.
[22:44:45	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:44:54	]Jon Hoodfella entered observer.
[22:44:56	]Merlinsclaw has fired a toolgun with the name: colour
[22:45:05	]Merlinsclaw entered observer.
[22:45:09	]Merlinsclaw exited observer at their location.
[22:45:10	]Merlinsclaw entered observer.
[22:45:12	]Merlinsclaw exited observer at their location.
[22:45:13	]Merlinsclaw entered observer.
[22:45:13	]Merlinsclaw exited observer at their location.
[22:45:14	]Merlinsclaw entered observer.
[22:45:24	]Goodman has fired a toolgun with the name: camera
[22:45:26	]Jon Hoodfella exited observer at their location.
[22:45:45	]Goodman used command '/CharSetModel Goodman npc_vj_bmsz_zombiesci_nheadc'.
[22:45:50	]Jon Hoodfella has spawned 'models/props_wasteland/interior_fence002e.mdl'.
[22:45:51	]Jon Hoodfella has spawned 'models/props_wasteland/kitchen_counter001b.mdl'.
[22:45:56	]Jon Hoodfella has spawned 'models/props_wasteland/kitchen_counter001c.mdl'.
[22:45:56	]Jon Hoodfella entered observer.
[22:46:03	]Merlinsclaw exited observer at their location.
[22:46:04	]Merlinsclaw entered observer.
[22:46:04	]Goodman used command '/CharSetModel Goodman npc_magnusson'.
[22:46:05	]Jon Hoodfella exited observer at their location.
[22:46:05	]Merlinsclaw exited observer at their location.
[22:46:07	]Merlinsclaw entered observer.
[22:46:10	]Goodman entered observer.
[22:46:11	]Merlinsclaw exited observer at their location.
[22:46:12	]Merlinsclaw entered observer.
[22:46:13	]Jon Hoodfella has enabled persistence for 'models/props_wasteland/kitchen_counter001c.mdl'.
[22:46:13	]Jon Hoodfella has used a context menu option with the name: persist
[22:46:14	]Merlinsclaw exited observer at their location.
[22:46:16	]Merlinsclaw entered observer.
[22:46:17	]Merlinsclaw exited observer at their location.
[22:46:17	]Merlinsclaw entered observer.
[22:46:19	]Goodman has spawned 'models/black_mesa_vehicles/utility_truck.mdl'.
[22:46:20	]Jon Hoodfella has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[22:46:24	]Merlinsclaw exited observer at their location.
[22:46:27	]Merlinsclaw entered observer.
[22:46:31	]Jon Hoodfella has spawned 'models/props_junk/wood_crate001a.mdl'.
[22:46:32	]Jon Hoodfella has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[22:46:35	]Goodman has spawned 'models/props/de_nuke/truck_nuke.mdl'.
[22:46:39	]Jon Hoodfella has spawned 'models/props_junk/MetalBucket02a.mdl'.
[22:46:39	]Merlinsclaw exited observer at their location.
[22:46:40	]Merlinsclaw entered observer.
[22:46:41	]Merlinsclaw exited observer at their location.
[22:46:42	]Merlinsclaw entered observer.
[22:46:46	]Jon Hoodfella has enabled persistence for 'models/props_junk/wood_crate001a_damaged.mdl'.
[22:46:46	]Jon Hoodfella has used a context menu option with the name: persist
[22:46:47	]Jon Hoodfella has enabled persistence for 'models/props_junk/metalbucket02a.mdl'.
[22:46:47	]Jon Hoodfella has used a context menu option with the name: persist
[22:46:47	]Merlinsclaw exited observer at their location.
[22:46:47	]Merlinsclaw entered observer.
[22:46:48	]Jon Hoodfella has enabled persistence for 'models/props_wasteland/kitchen_shelf001a.mdl'.
[22:46:48	]Jon Hoodfella has used a context menu option with the name: persist
[22:46:50	]Jon Hoodfella entered observer.
[22:47:14	]Goodman has spawned 'models/props/de_train/utility_truck.mdl'.
[22:47:18	]Goodman has spawned 'models/black_mesa_vehicles/utility_truck.mdl'.
[22:47:19	]Merlinsclaw exited observer at their location.
[22:47:19	]Merlinsclaw entered observer.
[22:47:24	]Goodman exited observer at their location.
[22:47:24	]Merlinsclaw exited observer at their location.
[22:47:25	]Jon Hoodfella exited observer at their location.
[22:47:28	]Merlinsclaw entered observer.
[22:47:30	]Jon Hoodfella has spawned 'models/props_c17/door01_left.mdl'.
[22:47:30	]Goodman has spawned 'models/props/de_overpass/nuke_truck_florist_card.mdl'.
[22:47:31	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:47:35	]Jon Hoodfella entered observer.
[22:47:38	]Goodman entered observer.
[22:47:41	]Merlinsclaw exited observer at their location.
[22:47:45	]Merlinsclaw has spawned 'models/hunter/plates/plate1x3.mdl'.
[22:47:48	]Merlinsclaw has spawned 'models/hunter/plates/plate1x2.mdl'.
[22:47:53	]Merlinsclaw has fired a toolgun with the name: material
[22:47:54	]Jon Hoodfella exited observer at their location.
[22:47:59	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:48:04	]Jon Hoodfella entered observer.
[22:48:21	]Merlinsclaw entered observer.
[22:48:22	]Merlinsclaw exited observer at their location.
[22:48:29	]Merlinsclaw entered observer.
[22:48:33	]Jon Hoodfella exited observer at their location.
[22:48:34	]Merlinsclaw exited observer at their location.
[22:48:37	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:48:37	]Merlinsclaw has enabled persistence for 'models/hunter/plates/plate1x2.mdl'.
[22:48:41	]Merlinsclaw entered observer.
[22:48:43	]Merlinsclaw exited observer at their location.
[22:48:44	]Merlinsclaw entered observer.
[22:48:55	]Merlinsclaw exited observer at their location.
[22:48:57	]Merlinsclaw entered observer.
[22:49:00	]Merlinsclaw exited observer at their location.
[22:49:15	]Jon Hoodfella has spawned 'models/vj_blackmesa/bullsquid.mdl'.
[22:49:18	]Jon Hoodfella entered observer.
[22:49:20	]Jon Hoodfella exited observer at their location.
[22:49:21	]Jon Hoodfella has spawned 'models/gibs/humans/scientists/right_leg.mdl'.
[22:49:29	]Merlinsclaw entered observer.
[22:49:32	]Merlinsclaw exited observer at their location.
[22:49:32	]Merlinsclaw entered observer.
[22:49:34	]Merlinsclaw exited observer at their location.
[22:49:37	]Merlinsclaw entered observer.
[22:49:38	]Merlinsclaw exited observer at their location.
[22:49:39	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_grunt/legs.mdl'.
[22:49:39	]Merlinsclaw entered observer.
[22:49:44	]Merlinsclaw exited observer at their location.
[22:49:57	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[22:49:57	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_guard/legs.mdl'.
[22:50:01	]Goodman exited observer at their location.
[22:50:09	]Jon Hoodfella has spawned 'models/gibs/houndeye/left_leg.mdl'.
[22:50:15	]Goodman has fired a toolgun with the name: stacker_improved
[22:50:15	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[22:50:21	]Merlinsclaw entered observer.
[22:50:21	]Jon Hoodfella entered observer.
[22:50:22	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwalltallfree01.mdl'.
[22:50:24	]Jon Hoodfella exited observer at their location.
[22:50:27	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwallhallway.mdl'.
[22:50:32	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/bos/platform03.mdl'.
[22:50:40	]Jon Hoodfella has spawned 'models/gibs/houndeye/back_leg.mdl'.
[22:50:41	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/sandbag01.mdl'.
[22:50:45	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/gravelwall.mdl'.
[22:50:48	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/cratelarge01.mdl'.
[22:50:50	]Jon Hoodfella has spawned 'models/gibs/bullsquid/left_leg.mdl'.
[22:50:51	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/chainlink01.mdl'.
[22:50:53	]Jon Hoodfella has spawned 'models/gibs/agrunt/right_leg.mdl'.
[22:50:55	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/blocker01.mdl'.
[22:50:57	]Jon Hoodfella has spawned 'models/gibs/houndeye/torso.mdl'.
[22:50:58	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwall06.mdl'.
[22:51:12	]Jon Hoodfella has spawned 'models/gibs/houndeye/right_leg_upper.mdl'.
[22:51:15	]Jon Hoodfella has spawned 'models/gibs/agrunt/torso.mdl'.
[22:51:20	]Jon Hoodfella has spawned 'models/gibs/houndeye/torso.mdl'.
[22:51:20	]Merlinsclaw exited observer at their location.
[22:51:25	]Jon Hoodfella has spawned 'models/gibs/houndeye/left_leg.mdl'.
[22:51:32	]Merlinsclaw entered observer.
[22:51:34	]Jon Hoodfella entered observer.
[22:51:37	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[22:51:38	]Merlinsclaw exited observer at their location.
[22:51:38	]Merlinsclaw entered observer.
[22:51:40	]Jon Hoodfella exited observer at their location.
[22:51:40	]Merlinsclaw exited observer at their location.
[22:51:41	]Jon Hoodfella entered observer.
[22:51:42	]Merlinsclaw entered observer.
[22:51:42	]Merlinsclaw exited observer at their location.
[22:51:43	]Merlinsclaw entered observer.
[22:51:56	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/vaultcrate01.mdl'.
[22:51:59	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/cratelarge01.mdl'.
[22:52:05	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks01.mdl'.
[22:52:08	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/planks04.mdl'.
[22:52:12	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/woodencrate01.mdl'.
[22:52:15	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/woodencrate03.mdl'.
[22:52:15	]Jon Hoodfella has spawned 'models/vj_blackmesa/hassassin.mdl'.
[22:52:20	]Jon Hoodfella exited observer at their location.
[22:52:25	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_sci/torso.mdl'.
[22:52:25	]Goodman has fired a toolgun with the name: remover
[22:52:30	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_sci/right_arm.mdl'.
[22:52:42	]Goodman has spawned 'models/willardnetworks/food/bread_slice.mdl'.
[22:52:43	]Goodman has spawned 'models/props/cs_militia/food_stack.mdl'.
[22:52:44	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_grunt/right_arm.mdl'.
[22:52:52	]Merlinsclaw exited observer at their location.
[22:52:53	]Merlinsclaw entered observer.
[22:52:57	]Merlinsclaw exited observer at their location.
[22:52:58	]Merlinsclaw entered observer.
[22:53:00	]Jon Hoodfella entered observer.
[22:53:01	]Goodman entered observer.
[22:53:06	]Goodman exited observer at their location.
[22:53:11	]Jon Hoodfella exited observer at their location.
[22:53:15	]Jon Hoodfella has spawned 'models/gibs/humans/guard/torso.mdl'.
[22:53:16	]Merlinsclaw exited observer at their location.
[22:53:20	]Goodman has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[22:53:22	]Jon Hoodfella has spawned 'models/gibs/agrunt/torso.mdl'.
[22:53:24	]Jon Hoodfella has spawned 'models/gibs/bullsquid/head.mdl'.
[22:53:26	]Jon Hoodfella has spawned 'models/gibs/bullsquid/head.mdl'.
[22:53:29	]Merlinsclaw entered observer.
[22:53:38	]Goodman entered observer.
[22:53:38	]Goodman exited observer at their location.
[22:53:39	]Jon Hoodfella entered observer.
[22:53:43	]Goodman entered observer.
[22:53:45	]Goodman exited observer at their location.
[22:53:45	]Merlinsclaw exited observer at their location.
[22:53:46	]Goodman entered observer.
[22:53:48	]Merlinsclaw has spawned 'models/hunter/plates/plate075x075.mdl'.
[22:53:53	]Merlinsclaw entered observer.
[22:53:54	]Jon Hoodfella exited observer at their location.
[22:53:56	]Jon Hoodfella has spawned 'models/vj_blackmesa/houndeye.mdl'.
[22:54:00	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_sci/right_arm.mdl'.
[22:54:04	]Jon Hoodfella entered observer.
[22:54:14	]Jon Hoodfella exited observer at their location.
[22:54:15	]Jon Hoodfella has spawned 'models/gibs/humans/scientists/torso.mdl'.
[22:54:21	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_grunt/left_arm.mdl'.
[22:54:23	]Jon Hoodfella has spawned 'models/zombies/zombie_sci.mdl'.
[22:54:26	]Jon Hoodfella has spawned 'models/zombies/zombie_sci.mdl'.
[22:54:28	]Jon Hoodfella has spawned 'models/zombies/zombie_sci.mdl'.
[22:54:39	]Jon Hoodfella has fired a toolgun with the name: rb655_easy_bodygroup
[22:54:40	]Jon Hoodfella has fired a toolgun with the name: rb655_easy_bodygroup
[22:54:43	]Jon Hoodfella entered observer.
[22:55:37	]Jon Hoodfella has spawned 'models/props_office/pencil.mdl'.
[22:55:37	]Jon Hoodfella exited observer at their location.
[22:55:48	]Jon Hoodfella has spawned 'models/weapons/w_hornet.mdl'.
[22:55:52	]Jon Hoodfella has spawned 'models/vj_blackmesa/agrunt_an.mdl'.
[22:55:56	]Jon Hoodfella entered observer.
[22:56:17	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_sci/torso.mdl'.
[22:56:26	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_grunt/torso.mdl'.
[22:56:30	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_guard/left_arm.mdl'.
[22:56:49	]Jon Hoodfella exited observer at their location.
[22:57:17	]Jon Hoodfella has spawned 'models/gibs/zombies/zombie_guard/legs.mdl'.
[22:57:40	]Jon Hoodfella entered observer.
[22:58:11	]Jon Hoodfella exited observer at their location.
[22:58:13	]Jon Hoodfella entered observer.
[22:58:21	]Merlinsclaw exited observer at their location.
[22:58:22	]Merlinsclaw entered observer.
[22:58:23	]Merlinsclaw exited observer at their location.
[22:58:23	]Merlinsclaw entered observer.
[22:58:43	]Merlinsclaw exited observer at their location.
[22:58:43	]Merlinsclaw entered observer.
[22:58:44	]Merlinsclaw exited observer at their location.
[22:58:44	]Merlinsclaw entered observer.
[22:58:47	]Merlinsclaw exited observer at their location.
[22:58:47	]Merlinsclaw entered observer.
[22:58:48	]Merlinsclaw exited observer at their location.
[22:58:50	]Merlinsclaw entered observer.
[22:58:54	]Merlinsclaw exited observer at their location.
[22:58:54	]Merlinsclaw entered observer.
[22:58:58	]Merlinsclaw has used a context menu option with the name: remove
[22:58:59	]Merlinsclaw exited observer at their location.
[22:59:00	]Merlinsclaw entered observer.
[22:59:02	]Merlinsclaw exited observer at their location.
[22:59:02	]Merlinsclaw entered observer.
[22:59:03	]Goodman has gone afk.
[22:59:03	]Merlinsclaw exited observer at their location.
[22:59:04	]Merlinsclaw entered observer.
[22:59:04	]Merlinsclaw exited observer at their location.
[22:59:09	]Merlinsclaw entered observer.
[22:59:10	]Merlinsclaw exited observer at their location.
[22:59:10	]Merlinsclaw entered observer.
[22:59:12	]Jon Hoodfella exited observer at their location.
[22:59:14	]Jon Hoodfella entered observer.
[22:59:14	]Jon Hoodfella exited observer at their location.
[22:59:15	]Merlinsclaw (STEAM_0:1:63717084) has disconnected.
[22:59:17	]Jon Hoodfella entered observer.
[22:59:17	]Jon Hoodfella exited observer at their location.
[22:59:21	]Jon Hoodfella entered observer.
[23:01:39	]Jon Hoodfella exited observer at their location.
[23:01:42	]ZeroPants (STEAM_0:1:94990857) has disconnected.
[23:28:20	]Michael Brians is no longer afk. Total time spent AFK: 3075
[23:28:20	]Michael Brians used command '/Staff KASLFDJSDLFJ'.
[23:28:46	]Michael Brians exited observer at their location.
[23:34:12	]Michael Brians has gone afk.
[23:34:56	]Michael Brians entered observer.
[23:34:57	]Michael Brians is no longer afk. Total time spent AFK: 340
[23:35:02	]Michael Brians has enabled persistence for 'models/props/storefront.mdl'.
[23:35:02	]Michael Brians has used a context menu option with the name: persist
[23:35:04	]Michael Brians has enabled persistence for 'models/props/window_cap1.mdl'.
[23:35:04	]Michael Brians has used a context menu option with the name: persist
[23:35:05	]Michael Brians has enabled persistence for 'models/props/window_cap1.mdl'.
[23:35:05	]Michael Brians has used a context menu option with the name: persist
[23:35:10	]Michael Brians has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall06.mdl'.
[23:35:10	]Michael Brians has used a context menu option with the name: persist
[23:35:11	]Michael Brians has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[23:35:11	]Michael Brians has used a context menu option with the name: persist
[23:35:12	]Michael Brians has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwall04.mdl'.
[23:35:12	]Michael Brians has used a context menu option with the name: persist
[23:35:13	]Michael Brians has enabled persistence for 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[23:35:13	]Michael Brians has used a context menu option with the name: persist
[23:35:55	]Michael Brians exited observer at their location.
[23:35:56	]Michael Brians entered observer.
[23:36:18	]Michael Brians exited observer at their location.
[23:36:20	]Michael Brians entered observer.
[23:36:23	]Michael Brians exited observer at their location.
[23:36:26	]Michael Brians entered observer.
[23:36:57	]Michael Brians exited observer at their location.
[23:36:59	]Michael Brians entered observer.
[23:36:59	]Michael Brians exited observer at their location.
[23:37:00	]Michael Brians entered observer.
[23:37:01	]Michael Brians exited observer at their location.
[23:37:04	]Michael Brians entered observer.
[23:37:08	]Michael Brians exited observer at their location.
[23:37:10	]Michael Brians entered observer.
[23:37:15	]Michael Brians exited observer at their location.
[23:37:16	]Michael Brians entered observer.
[23:37:29	]Michael Brians exited observer at their location.
[23:37:29	]Michael Brians entered observer.
[23:37:36	]Michael Brians exited observer at their location.
[23:37:43	]Michael Brians entered observer.
[23:37:50	]Michael Brians exited observer at their location.
[23:37:53	]Michael Brians entered observer.
[23:37:57	]Michael Brians exited observer at their location.
[23:37:58	]Michael Brians entered observer.
[23:38:10	]Michael Brians exited observer at their location.
[23:38:13	]Michael Brians entered observer.
[23:39:11	]Michael Brians exited observer at their location.
[23:39:11	]Michael Brians entered observer.
[23:39:24	]Michael Brians exited observer at their location.
[23:39:28	]Michael Brians entered observer.
[23:39:39	]Michael Brians exited observer at their location.
[23:39:40	]Michael Brians entered observer.
[23:39:47	]Michael Brians exited observer at their location.
[23:39:52	]Michael Brians entered observer.
[23:39:54	]Michael Brians exited observer at their location.
[23:40:02	]Michael Brians entered observer.
[23:40:20	]Michael Brians exited observer at their location.
[23:40:31	]Michael Brians entered observer.
[23:40:34	]Michael Brians exited observer at their location.
[23:41:14	]Michael Brians entered observer.
[23:43:08	]Michael Brians exited observer at their location.
[23:43:12	]Michael Brians entered observer.
[23:43:15	]Michael Brians exited observer at their location.
[23:43:19	]Michael Brians entered observer.
[23:43:25	]Michael Brians exited observer at their location.
[23:43:26	]Michael Brians entered observer.
[23:43:54	]Michael Brians exited observer at their location.
[23:43:56	]Imperator RAD-X (STEAM_0:0:13089494) has disconnected.
