[00:00:00	]Raptorian - S10/K'A'N:WOLF-85 used command '/Radio unit is down'.
[00:47:48	]Raptorian - S10/K'A'N:WOLF-85 has gained a 'Empty Health Vial' #2049936.
[00:47:49	]Moses McVortal ran 'Place' on item 'Breaching Charge' (#2049850)
[00:47:49	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:47:50	]Moses McVortal ran 'take' on item 'Breaching Charge' (#2049850)
[00:47:50	]Moses McVortal has gained a 'Breaching Charge' #2049850.
[00:47:50	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: HELIX. ::>
[00:47:51	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Frag Grenade' (#2049799)
[00:47:51	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049807.
[00:47:51	]Raptorian - S10/K'A'N:WOLF-85 has lost a '24rnd Heavy-Pulse Magazine' #2049811.
[00:47:52	][VORTSHOUT] VADIM - SPEAR-78: GET YOUR FILTHY HANDS OFF MY BROADCAST DEVICE YOU GREENSKIN
[00:47:52	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:47:53	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/Broadcast we're coming babe'.
[00:47:53	][IC] VADIM - SPEAR-78: <:: 16 hp. ::>
[00:47:55	]Su'Kma'Ba'Lez used command '/Broadcast No doubt overcompensating'.
[00:47:55	]VADIM - SPEAR-78 is no longer unconscious from critical wounds.
[00:47:56	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'give' on item 'Health Kit' (#2049929)
[00:47:56	]ULTIMA- S10/EOW.SKULLFUCK-1000 has performed the 'Use Health Kit' action, gaining 31 experience in medicine.
[00:47:56	]ULTIMA- S10/EOW.SKULLFUCK-1000 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:47:56	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by ULTIMA- S10/EOW.SKULLFUCK-1000 for 75 HP.
[00:48:00	]Moses McVortal has taken 6 damage from worldspawn.
[00:48:00	]VADIM - SPEAR-78 has lost a '30rnd Pulse-magazine' #2048973.
[00:48:01	][IC] Moses McVortal: Ow.
[00:48:02	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Empty Health Vial' (#2049936)
[00:48:02	]Raptorian - S10/K'A'N:WOLF-85 has lost a 'Empty Health Vial' #2049936.
[00:48:05	][IC] Moses McVortal: Ow.
[00:48:07	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Flash Grenade' (#2049635)
[00:48:07	]Raptorian - S10/K'A'N:WOLF-85 has lost a 'Flash Grenade' #2049635.
[00:48:10	]VADIM - SPEAR-78 ran 'Repair' on item 'OTA Uniform' (#2049199)
[00:48:12	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/ToggleRaise'.
[00:48:14	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Incendiary Grenade' (#2048954)
[00:48:14	]Raptorian - S10/K'A'N:WOLF-85 has lost a 'Incendiary Grenade' #2048954.
[00:48:15	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:48:15	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/ToggleRaise'.
[00:48:15	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio destroyer this way'.
[00:48:16	]VADIM - SPEAR-78 ran 'Equip' on item 'Frag Grenade' (#2049772)
[00:48:16	]PURPLE - S10/EOW.NIGHTMARE-0420 is no longer unconscious from critical wounds.
[00:48:17	]Raptorian - S10/K'A'N:WOLF-85 ran 'Repair' on item 'OTA Elite Uniform' (#2049783)
[00:48:20	]PURPLE - S10/EOW.NIGHTMARE-0420 has lost a '24rnd Heavy-Pulse Magazine' #2049874.
[00:48:21	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/ToggleRaise'.
[00:48:23	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio spear this way'.
[00:48:25	]ULTIMA- S10/EOW.SKULLFUCK-1000 has taken 96 damage from Moses McVortal.
[00:48:25	][VORT] Moses McVortal has damaged ULTIMA- S10/EOW.SKULLFUCK-1000, dealing 96 with vortbeam
[00:48:25	]Moses McVortal has taken 4 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:25	]I'Hat'ETe'Ngu has taken 6 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:25	]Moses McVortal has taken 7 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:26	]I'Hat'ETe'Ngu has taken 3 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:26	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2049875)
[00:48:27	]Raptorian - S10/K'A'N:WOLF-85 ran 'use' on item 'Adrenaline' (#2049683)
[00:48:27	]Raptorian - S10/K'A'N:WOLF-85 extended their level 4 short boost in Agility.
[00:48:28	][Y] Moses McVortal: AHAHH!
[00:48:29	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2049878)
[00:48:30	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2049879)
[00:48:30	]I'Hat'ETe'Ngu has taken 6 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:30	][IC] ULTIMA- S10/EOW.SKULLFUCK-1000: <:: Ow. ::>
[00:48:30	]I'Hat'ETe'Ngu has taken 4 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:31	]I'Hat'ETe'Ngu has taken 5 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:31	][Y] Moses McVortal: EOW is DOWN!
[00:48:31	]I'Hat'ETe'Ngu has taken 4 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:31	]I'Hat'ETe'Ngu has taken 5 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:31	]I'Hat'ETe'Ngu has taken 6 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:31	]I'Hat'ETe'Ngu has taken 5 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:32	]I'Hat'ETe'Ngu has taken 7 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:32	]I'Hat'ETe'Ngu has taken 7 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:32	]I'Hat'ETe'Ngu has taken 3 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:33	]Su'Kma'Ba'Lez used command '/Broadcast This is an epic Dub for the vortikind'.
[00:48:33	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'use' on item 'Morphine' (#2049927)
[00:48:33	]ULTIMA- S10/EOW.SKULLFUCK-1000 has performed the 'Use Morphine' action, gaining 80 experience in medicine.
[00:48:33	]ULTIMA- S10/EOW.SKULLFUCK-1000 has gained a level 4 short boost in Strength.
[00:48:34	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'use' on item 'Health Vial' (#2049931)
[00:48:34	]ULTIMA- S10/EOW.SKULLFUCK-1000 has performed the 'Use Health Vial' action, gaining 86 experience in medicine.
[00:48:34	]ULTIMA- S10/EOW.SKULLFUCK-1000 was disinfected by ULTIMA- S10/EOW.SKULLFUCK-1000 for 120 seconds.
[00:48:34	]ULTIMA- S10/EOW.SKULLFUCK-1000 was bandaged by ULTIMA- S10/EOW.SKULLFUCK-1000 for 50 HP.
[00:48:35	]VADIM - SPEAR-78 ran 'use' on item 'Health Syringe' (#2049781)
[00:48:35	]VADIM - SPEAR-78 tried to disinfect VADIM - SPEAR-78 but the wound was already clean.
[00:48:35	]VADIM - SPEAR-78 was bandaged by VADIM - SPEAR-78 for 30 HP.
[00:48:36	]VADIM - SPEAR-78 ran 'use' on item 'Morphine' (#2049766)
[00:48:36	]VADIM - SPEAR-78 extended their level 4 short boost in Strength.
[00:48:37	][IC] ULTIMA- S10/EOW.SKULLFUCK-1000: <:: 1 up. ::>
[00:48:37	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/ToggleRaise'.
[00:48:38	]PURPLE - S10/EOW.NIGHTMARE-0420 has critically hit Moses McVortal dealing 27 damage (CritChance was 0.97).
[00:48:38	]Moses McVortal has taken 27 damage from PURPLE - S10/EOW.NIGHTMARE-0420.
[00:48:38	]PURPLE - S10/EOW.NIGHTMARE-0420 has critically hit Moses McVortal dealing 27 damage (CritChance was 0.97).
[00:48:38	]Moses McVortal has taken 27 damage from PURPLE - S10/EOW.NIGHTMARE-0420.
[00:48:38	]Tamara Lahtizer was just killed due to: accepting their death
[00:48:39	]PURPLE - S10/EOW.NIGHTMARE-0420 has critically hit Moses McVortal dealing 10 damage (CritChance was 0.97).
[00:48:39	]Moses McVortal has taken 10 damage from PURPLE - S10/EOW.NIGHTMARE-0420.
[00:48:40	]Moses McVortal has taken 7 damage from worldspawn.
[00:48:40	]PURPLE - S10/EOW.NIGHTMARE-0420 has critically hit Moses McVortal dealing 17 damage (CritChance was 0.97).
[00:48:40	]Moses McVortal has taken 16 damage from PURPLE - S10/EOW.NIGHTMARE-0420.
[00:48:40	]PURPLE - S10/EOW.NIGHTMARE-0420 has gained a '24rnd Heavy-Pulse Magazine' #2049874.
[00:48:40	]PURPLE - S10/EOW.NIGHTMARE-0420 was knocked unconscious and is bleeding out.
[00:48:40	][VORT] I'Hat'ETe'Ngu has damaged PURPLE - S10/EOW.NIGHTMARE-0420, dealing 64.5 with vortbeam
[00:48:41	][VORT] Moses McVortal has damaged PURPLE - S10/EOW.NIGHTMARE-0420, dealing 89.7 with vortbeam
[00:48:42	]ULTIMA- S10/EOW.SKULLFUCK-1000 has critically hit I'Hat'ETe'Ngu dealing 27 damage (CritChance was 0.94).
[00:48:42	]I'Hat'ETe'Ngu has taken 27 damage from ULTIMA- S10/EOW.SKULLFUCK-1000.
[00:48:45	][VORT] I'Hat'ETe'Ngu has damaged PURPLE - S10/EOW.NIGHTMARE-0420, dealing 61.8 with vortbeam
[00:48:46	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:48:46	]ULTIMA- S10/EOW.SKULLFUCK-1000 has gained a '24rnd Heavy-Pulse Magazine' #2048587.
[00:48:46	]ULTIMA- S10/EOW.SKULLFUCK-1000 has lost a '24rnd Heavy-Pulse Magazine' #2048137.
[00:48:46	]Vill'um was knocked unconscious and is bleeding out.
[00:48:46	][VORT] Moses McVortal has damaged Vill'um dealing 588.7 with vortadvancedbeam
[00:48:46	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049811.
[00:48:46	]Raptorian - S10/K'A'N:WOLF-85 was knocked unconscious and is bleeding out.
[00:48:46	][VORT] Moses McVortal has damaged Raptorian - S10/K'A'N:WOLF-85 dealing 588.7 with vortadvancedbeam
[00:48:48	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:48:49	][IC] Vill'um: Ow.
[00:48:51	]ULTIMA- S10/EOW.SKULLFUCK-1000 has gained level 47 in the Speed skill.
[00:48:53	]Vill'um ran SAM command 'hp' with arguments: '^' '200'
[00:48:53	]Vill'um entered observer.
[00:48:54	]ULTIMA- S10/EOW.SKULLFUCK-1000 has critically hit Moses McVortal dealing 27 damage (CritChance was 0.99).
[00:48:54	]Moses McVortal was knocked unconscious and is bleeding out.
[00:48:55	]Raptorian - S10/K'A'N:WOLF-85 used command '/D how many ADVANCED BEAMS IS THERE GONNA BE!!'.
[00:48:56	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:48:56	][VORT] I'Hat'ETe'Ngu has damaged Raptorian - S10/K'A'N:WOLF-85, dealing 61.8 with vortbeam
[00:48:56	]Vill'um is no longer unconscious from critical wounds.
[00:48:56	]Vill'um is fully healed.
[00:48:57	]ULTIMA- S10/EOW.SKULLFUCK-1000 has critically hit I'Hat'ETe'Ngu dealing 0 damage (CritChance was 1.01).
[00:48:57	]ULTIMA- S10/EOW.SKULLFUCK-1000 has critically hit I'Hat'ETe'Ngu dealing 27 damage (CritChance was 1.01).
[00:48:57	]I'Hat'ETe'Ngu was knocked unconscious and is bleeding out.
[00:48:57	][IC] Moses McVortal: Ow.
[00:48:58	]ULTIMA- S10/EOW.SKULLFUCK-1000 has gained a '24rnd Heavy-Pulse Magazine' #2048137.
[00:48:58	]ULTIMA- S10/EOW.SKULLFUCK-1000 has lost a '24rnd Heavy-Pulse Magazine' #2048136.
[00:48:58	]Vill'um entered observer.
[00:48:58	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:49:01	]Scook has gained level 39 in the Speed skill.
[00:49:02	]Vill'um used command '/CharStopBleedout ^'.
[00:49:03	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:49:04	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/D guys wtf'.
[00:49:04	][IC] Moses McVortal: Ow.
[00:49:05	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:49:07	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio whoops'.
[00:49:08	][IC] Moses McVortal: Pain.
[00:49:09	][IC] Moses McVortal: Hurt.
[00:49:11	]PURPLE - S10/EOW.NIGHTMARE-0420 is no longer unconscious from critical wounds.
[00:49:12	][IC] Moses McVortal: I have a brain injury.
[00:49:15	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'give' on item 'Morphine' (#2049927)
[00:49:15	]Raptorian - S10/K'A'N:WOLF-85 has gained a level 4 short boost in Strength.
[00:49:15	]PURPLE - S10/EOW.NIGHTMARE-0420 has lost a '24rnd Heavy-Pulse Magazine' #2049879.
[00:49:15	][IC] Moses McVortal: My brain is injured!
[00:49:16	]Raptorian - S10/K'A'N:WOLF-85 is no longer unconscious from critical wounds.
[00:49:17	]I'Hat'ETe'Ngu ran SAM command 'asay' with arguments: 'Medical items are bugged, they only healed me for like 20 hp lmao'
[00:49:19	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'use' on item 'Health Kit' (#2049929)
[00:49:19	]ULTIMA- S10/EOW.SKULLFUCK-1000 has performed the 'Use Health Kit' action, gaining 45 experience in medicine.
[00:49:19	]ULTIMA- S10/EOW.SKULLFUCK-1000 was disinfected by ULTIMA- S10/EOW.SKULLFUCK-1000 for 210 seconds.
[00:49:19	]ULTIMA- S10/EOW.SKULLFUCK-1000 was bandaged by ULTIMA- S10/EOW.SKULLFUCK-1000 for 75 HP.
[00:49:19	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'use' on item 'Health Syringe' (#2049474)
[00:49:19	]PURPLE - S10/EOW.NIGHTMARE-0420 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:49:19	]PURPLE - S10/EOW.NIGHTMARE-0420's bleeding was stopped by PURPLE - S10/EOW.NIGHTMARE-0420.
[00:49:19	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by PURPLE - S10/EOW.NIGHTMARE-0420 for 32 HP.
[00:49:20	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'use' on item 'Health Syringe' (#2049474)
[00:49:20	]PURPLE - S10/EOW.NIGHTMARE-0420 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:49:20	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by PURPLE - S10/EOW.NIGHTMARE-0420 for 32 HP.
[00:49:21	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'use' on item 'Health Syringe' (#2049474)
[00:49:21	]PURPLE - S10/EOW.NIGHTMARE-0420 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:49:21	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by PURPLE - S10/EOW.NIGHTMARE-0420 for 32 HP.
[00:49:22	][IC] ULTIMA- S10/EOW.SKULLFUCK-1000: <:: Go up. ::>
[00:49:23	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Radio helix and get up here'.
[00:49:24	]VADIM - SPEAR-78 used command '/Radio helix'.
[00:49:24	]Raptorian - S10/K'A'N:WOLF-85 ran 'Repair' on item 'OTA Elite Uniform' (#2049783)
[00:49:28	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2048137)
[00:49:29	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2048587)
[00:49:30	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2048587)
[00:49:30	]Raptorian - S10/K'A'N:WOLF-85 ran 'use' on item 'Health Vial' (#2049656)
[00:49:30	]Raptorian - S10/K'A'N:WOLF-85 was disinfected by Raptorian - S10/K'A'N:WOLF-85 for 379 seconds.
[00:49:30	]Raptorian - S10/K'A'N:WOLF-85's bleeding was stopped by Raptorian - S10/K'A'N:WOLF-85.
[00:49:30	]Raptorian - S10/K'A'N:WOLF-85 was bandaged by Raptorian - S10/K'A'N:WOLF-85 for 62 HP.
[00:49:30	]Maine - S10/K'A'N.DESTROYER-70 ran 'EquipUn' on item 'Incendiary Grenade' (#2049698)
[00:49:30	]Maine - S10/K'A'N.DESTROYER-70 ran 'Equip' on item 'Flash Grenade' (#2048707)
[00:49:31	]Scook has taken 4 damage from Combine Turret.
[00:49:31	][OOC] Tamara Lahtizer: I just froze hard
[00:49:32	]VADIM - SPEAR-78 used command '/Radio prepare for final assault'.
[00:49:32	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:49:33	]Raptorian - S10/K'A'N:WOLF-85 has lost a '24rnd Heavy-Pulse Magazine' #2049811.
[00:49:36	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/Radio consul office'.
[00:49:38	]Scook ran 'Equip' on item 'Sledge Hammer' (#1927062)
[00:49:38	][OOC] VADIM - SPEAR-78: the ota booter is in full effect
[00:49:39	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/ToggleRaise'.
[00:49:40	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'Repair' on item 'OTA Elite Uniform' (#2049798)
[00:49:40	]Su'Kma'Ba'Lez used command '/Broadcast It appears we are uncertain of how to operate this cah meta'.
[00:49:40	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'Equip' on item 'Frag Grenade' (#2049846)
[00:49:43	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/ToggleRaise'.
[00:49:44	]Moses McVortal was just killed due to: accepting their death
[00:49:48	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Equip' on item 'Flash Grenade' (#2049801)
[00:49:50	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/ToggleRaise'.
[00:49:53	][Y] Moses McVortal: We have lost all dear to us. That sharp spur of hope has not dulled to this day. For once the lesser master lay defeated, we knew the greater must also fall in time. What seems to you a seems to you a sacrifice is merely, to us, an oscillation. We do not fear the interval of darkness. If not, your sacrifice shall not be forgotten. We have endured these chafing bonds for eons, yet a single moment of further servitude seems intolerable, now attack!
[00:49:56	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'combine' on item 'Large Bag' (#2047968)
[00:49:58	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'Repair' on item 'OTA Elite Uniform' (#2049784)
[00:49:58	]Su'Kma'Ba'Lez used command '/Broadcast Cahmera* Excuses pidgeon in my throat.'.
[00:49:59	]Scook has critically hit npc_vj_combine_turret_z dealing 105 damage (CritChance was 1.00).
[00:49:59	]Tamara Lahtizer ran 'take' on item 'Heavy Kevlar Uniform' (#2014507)
[00:49:59	]Tamara Lahtizer has gained a 'Heavy Kevlar Uniform' #2014507.
[00:50:00	]VADIM - SPEAR-78 used command '/Radio spacing'.
[00:50:01	]Tamara Lahtizer ran 'drop' on item 'Brown Trench Coat' (#2049140)
[00:50:01	]Tamara Lahtizer has lost a 'Brown Trench Coat' #2049140.
[00:50:01	]Scook has critically hit npc_vj_combine_turret_z dealing 105 damage (CritChance was 1.00).
[00:50:04	]Scook has critically hit npc_vj_combine_turret_z dealing 105 damage (CritChance was 1.00).
[00:50:10	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'use' on item 'Health Vial' (#2049931)
[00:50:10	]ULTIMA- S10/EOW.SKULLFUCK-1000 tried to disinfect ULTIMA- S10/EOW.SKULLFUCK-1000 but the wound was already clean.
[00:50:10	]ULTIMA- S10/EOW.SKULLFUCK-1000 was bandaged by ULTIMA- S10/EOW.SKULLFUCK-1000 for 50 HP.
[00:50:10	]ULTIMA- S10/EOW.SKULLFUCK-1000 has gained a 'Empty Health Vial' #2049937.
[00:50:11	]ULTIMA- S10/EOW.SKULLFUCK-1000 ran 'drop' on item 'Empty Health Vial' (#2049937)
[00:50:11	]ULTIMA- S10/EOW.SKULLFUCK-1000 has lost a 'Empty Health Vial' #2049937.
[00:50:11	]Tamara Lahtizer ran 'combine' on item '60rnd OTAR-magazine' (#2049893)
[00:50:12	]Tamara Lahtizer ran 'combine' on item '60rnd OTAR-magazine' (#2049892)
[00:50:13	]Tamara Lahtizer ran 'combine' on item '60rnd OTAR-magazine' (#2049890)
[00:50:13	]Tamara Lahtizer ran 'combine' on item '60rnd OTAR-magazine' (#2049892)
[00:50:15	]Tamara Lahtizer ran 'combine' on item '60rnd OTAR-magazine' (#2049891)
[00:50:15	]Tamara Lahtizer ran 'combine' on item '60rnd OTAR-magazine' (#2049891)
[00:50:17	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/Radio the elevator o the left'.
[00:50:17	][IC] Raptorian - S10/K'A'N:WOLF-85: <:: How. ::>
[00:50:20	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/Radio is the office'.
[00:50:20	]Vill'um ran SAM command 'hp' with arguments: 'STEAM_0:0:58605803' '200'
[00:50:21	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:50:25	]Su'Kma'Ba'Lez is fully healed.
[00:50:25	]VADIM - SPEAR-78 used command '/Radio send it up empty'.
[00:50:26	]Su'Kma'Ba'Lez entered observer.
[00:50:36	]Vill'um exited observer at their location.
[00:50:37	]Su'Kma'Ba'Lez exited observer at their location.
[00:50:39	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/D can we spawn a ragdoll or a prop for memes'.
[00:50:45	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'use' on item 'Health Syringe' (#2049473)
[00:50:45	]PURPLE - S10/EOW.NIGHTMARE-0420 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:50:45	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by PURPLE - S10/EOW.NIGHTMARE-0420 for 32 HP.
[00:50:45	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'use' on item 'Health Syringe' (#2049473)
[00:50:45	]PURPLE - S10/EOW.NIGHTMARE-0420 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:50:45	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by PURPLE - S10/EOW.NIGHTMARE-0420 for 32 HP.
[00:50:46	][OOC] Tamara Lahtizer: OSITR holds 60 rounds?? Huh.. good to know going forward
[00:50:47	]PURPLE - S10/EOW.NIGHTMARE-0420 ran 'use' on item 'Health Syringe' (#2049473)
[00:50:47	]PURPLE - S10/EOW.NIGHTMARE-0420 tried to disinfect PURPLE - S10/EOW.NIGHTMARE-0420 but the wound was already clean.
[00:50:47	]PURPLE - S10/EOW.NIGHTMARE-0420 was bandaged by PURPLE - S10/EOW.NIGHTMARE-0420 for 32 HP.
[00:50:48	]Tamara Lahtizer ran 'Equip' on item 'OSITR' (#2049876)
[00:50:49	][Y] Milkman - S10/ORD.K'A'N:VIGGAKILLA-10: <:: Copy that... No sector containment, no confirmation on target one vector... Waiting for secondary parameter codes. ::>
[00:50:54	][OOC] ULTIMA- S10/EOW.SKULLFUCK-1000: didnt as
[00:50:58	]Maine - S10/K'A'N.DESTROYER-70 used command '/D i knew we should've just covered the elevator. there were so many ways this could go wrong.'.
[00:50:59	]Tamara Lahtizer has lost a '60rnd OTAR-magazine' #2049893.
[00:50:59	]I'Hat'ETe'Ngu ran SAM command 'asay' with arguments: 'Need a /heal... my medical items are NOT working'
[00:51:03	][OOC] Moses McVortal: kill all
[00:51:06	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D ITS JOEVER!!'.
[00:51:07	]Raptorian - S10/K'A'N:WOLF-85 used command '/D relax this is for fun'.
[00:51:07	]PURPLE - S10/EOW.NIGHTMARE-0420 used command '/D I blame ultima'.
[00:51:09	]Su'Kma'Ba'Lez entered observer.
[00:51:12	]ULTIMA- S10/EOW.SKULLFUCK-1000 used command '/D wtf guys..'.
[00:51:13	]PURPLE - S10/EOW.NIGHTMARE-0420 has critically hit Vill'um dealing 27 damage (CritChance was 1.01).
[00:51:13	]Vill'um has taken 27 damage from PURPLE - S10/EOW.NIGHTMARE-0420.
[00:51:13	]Tamara Lahtizer used command '/ToggleRaise'.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has hit Vill'um dealing 0 damage (CritChance was 0.84).
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has hit Vill'um dealing 6 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has critically hit Vill'um dealing 9 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:51:13	]Maine - S10/K'A'N.DESTROYER-70 has hit Vill'um dealing 6 damage (CritChance was 0.84).
[00:51:13	]Vill'um has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
