[18:03:44	]Kappatalist has connected.
[20:51:41	]Razi Oliver used command '/LinkComplete <C1O6HSNP5Jt5>'.
[20:51:56	]Razi Oliver used command '/LinkComplete C1O6HSNP5Jt5'.
[20:53:26	][IC] Razi Oliver: Admin.
[20:54:08	]Razi Oliver used command '/PrintStaffList'.
[20:55:47	]Razi Oliver ran 'use' on item 'Surgical Kit' (#2050032)
[20:55:47	]Razi Oliver has performed the 'Use Surgical Kit' action, gaining 109 experience in medicine.
[20:55:47	]Razi Oliver was disinfected by Razi Oliver for 379 seconds.
[20:55:47	]Razi Oliver was bandaged by Razi Oliver for 80 HP.
[20:56:26	]Razi Oliver ran 'drop' on item 'Small Bag' (#2048871)
[20:56:26	]Razi Oliver has lost a 'Small Bag' #2048871.
[20:56:54	]Razi Oliver opened the 'Sewers - Hex Connector Stash' stash.
[20:57:14	]Razi Oliver closed the 'Sewers - Hex Connector Stash' stash.
[20:57:17	]Razi Oliver opened the 'Sewers - Hex Connector Stash' stash.
[20:57:21	]Razi Oliver closed the 'Sewers - Hex Connector Stash' stash.
[20:57:31	]Razi Oliver opened the 'Large Crate' #101277 container.
[20:57:33	]Razi Oliver closed the 'Large Crate' #101277 container.
[20:57:38	]Razi Oliver ran 'Use' on item 'Refinery' (#2046508)
[20:57:47	]Razi Oliver has warped from Underground-Outlands to Outlands-Underground.
[20:58:01	]Razi Oliver has warped from Outlands-Underground to Underground-Outlands.
[20:58:11	]Razi Oliver opened the 'Medium File Cabinet' #101276 container.
[20:58:12	]Razi Oliver closed the 'Medium File Cabinet' #101276 container.
[20:59:56	]Razi Oliver is fully healed.
[21:01:35	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:35	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:37	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:37	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:40	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:40	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:41	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:41	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:43	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:43	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:45	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:45	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:48	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:49	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:50	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:50	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:53	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:53	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:54	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:01:54	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:01:58	]Razi Oliver opened the 'Paper Tray' #101273 container.
[21:02:00	]Razi Oliver closed the 'Paper Tray' #101273 container.
[21:03:34	]Razi Oliver has gained level 27 in the Speed skill.
[21:04:31	]Razi Oliver has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[21:04:44	]Razi Oliver ran 'take' on item 'Ration' (#2050054)
[21:04:44	]Razi Oliver has gained a 'Ration' #2050054.
[21:05:11	]Razi Oliver opened the 'Crate' #101471 container.
[21:05:23	]Razi Oliver ran 'drop' on item 'AKM' (#2050025)
[21:05:23	]Razi Oliver has lost a 'AKM' #2050025.
[21:05:24	]Razi Oliver ran 'drop' on item '30rnd AK-magazine' (#2050026)
[21:05:24	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[21:05:25	]Razi Oliver has gained a 'MP5A3' #2034756 from a container with the name 'Crate' #101471.
[21:05:27	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047648 from a container with the name 'Crate' #101471.
[21:05:27	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047652 from a container with the name 'Crate' #101471.
[21:05:28	]Razi Oliver has gained a '30rnd MP-magazine' #2047767 from a container with the name 'Crate' #101471.
[21:05:29	]Razi Oliver has gained a '30rnd MP-magazine' #2047770 from a container with the name 'Crate' #101471.
[21:05:29	]Razi Oliver closed the 'Crate' #101471 container.
[21:05:34	]Razi Oliver ran 'drop' on item 'First Aid Kit' (#2050033)
[21:05:34	]Razi Oliver has lost a 'First Aid Kit' #2050033.
[21:05:39	]Razi Oliver ran 'take' on item 'First Aid Kit' (#2050033)
[21:05:39	]Razi Oliver has gained a 'First Aid Kit' #2050033.
[21:05:40	]Razi Oliver opened the 'Crate' #101471 container.
[21:05:42	]Razi Oliver has gained a '30rnd MP-magazine' #2047768 from a container with the name 'Crate' #101471.
[21:05:43	]Razi Oliver has gained a '30rnd MP-magazine' #2047657 from a container with the name 'Crate' #101471.
[21:05:43	]Razi Oliver has gained a '30rnd MP-magazine' #2047654 from a container with the name 'Crate' #101471.
[21:05:43	]Razi Oliver has gained a '30rnd MP-magazine' #2047656 from a container with the name 'Crate' #101471.
[21:05:44	]Razi Oliver has gained a '30rnd MP-magazine' #2034759 from a container with the name 'Crate' #101471.
[21:05:49	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047669 from a container with the name 'Crate' #101471.
[21:05:49	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047688 from a container with the name 'Crate' #101471.
[21:05:50	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047650 from a container with the name 'Crate' #101471.
[21:05:50	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047807 from a container with the name 'Crate' #101471.
[21:05:50	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047812 from a container with the name 'Crate' #101471.
[21:05:51	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047812 to a container with the name 'Crate' #101471.
[21:05:52	]Razi Oliver has gained a 'Sub-machinegun Bullets' #2047812 from a container with the name 'Crate' #101471.
[21:06:01	]Razi Oliver closed the 'Crate' #101471 container.
[21:06:11	]Razi Oliver ran 'Equip' on item 'MP5A3' (#2034756)
[21:06:13	]Razi Oliver has lost a '30rnd MP-magazine' #2047768.
[21:06:13	]Razi Oliver has gained a '30rnd MP-magazine' #2047655.
[21:06:35	]Razi Oliver has gained a '30rnd MP-magazine' #2047768.
[21:06:35	]Razi Oliver has lost a '30rnd MP-magazine' #2047767.
[21:06:38	]Razi Oliver opened the 'Crate' #101471 container.
[21:06:42	]Razi Oliver ran 'EquipUn' on item 'MP5A3' (#2034756)
[21:06:42	]Razi Oliver has gained a '30rnd MP-magazine' #2047767.
[21:06:43	]Razi Oliver has transferred a 'MP5A3' #2034756 to a container with the name 'Crate' #101471.
[21:06:45	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047648 to a container with the name 'Crate' #101471.
[21:06:45	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047652 to a container with the name 'Crate' #101471.
[21:06:45	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047669 to a container with the name 'Crate' #101471.
[21:06:45	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047688 to a container with the name 'Crate' #101471.
[21:06:46	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047650 to a container with the name 'Crate' #101471.
[21:06:46	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047807 to a container with the name 'Crate' #101471.
[21:06:46	]Razi Oliver has transferred a 'Sub-machinegun Bullets' #2047812 to a container with the name 'Crate' #101471.
[21:06:47	]Razi Oliver has transferred a '30rnd MP-magazine' #2047770 to a container with the name 'Crate' #101471.
[21:06:47	]Razi Oliver has transferred a '30rnd MP-magazine' #2047767 to a container with the name 'Crate' #101471.
[21:06:47	]Razi Oliver has transferred a '30rnd MP-magazine' #2047657 to a container with the name 'Crate' #101471.
[21:06:48	]Razi Oliver has transferred a '30rnd MP-magazine' #2047655 to a container with the name 'Crate' #101471.
[21:06:48	]Razi Oliver has transferred a '30rnd MP-magazine' #2034759 to a container with the name 'Crate' #101471.
[21:06:48	]Razi Oliver has transferred a '30rnd MP-magazine' #2047654 to a container with the name 'Crate' #101471.
[21:06:51	]Razi Oliver closed the 'Crate' #101471 container.
[21:06:52	]Razi Oliver opened the 'Crate' #101471 container.
[21:06:52	]Razi Oliver closed the 'Crate' #101471 container.
[21:06:53	]Razi Oliver ran 'take' on item '30rnd AK-magazine' (#2050026)
[21:06:53	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[21:06:55	]Razi Oliver ran 'take' on item 'AKM' (#2050025)
[21:06:55	]Razi Oliver has gained a 'AKM' #2050025.
[21:06:55	]Razi Oliver opened the 'Crate' #101471 container.
[21:07:03	]Razi Oliver ran 'combine' on item 'Sub-machinegun Bullets' (#2047810)
[21:07:06	]Razi Oliver ran 'combine' on item 'Sub-machinegun Bullets' (#2047808)
[21:07:10	]Razi Oliver has transferred a 'AKM' #2050025 to a container with the name 'Crate' #101471.
[21:07:14	]Razi Oliver has gained a '17rnd Usp-magazine' #1642823 from a container with the name 'Crate' #101471.
[21:07:17	]Razi Oliver has transferred a '30rnd AK-magazine' #2050026 to a container with the name 'Crate' #101471.
[21:07:18	]Razi Oliver closed the 'Crate' #101471 container.
[21:21:01	]Razi Oliver has gone afk.
[21:25:44	]delo (STEAM_0:1:96149868) has disconnected (timed out).
[21:55:17	]delo has connected.
[21:56:14	]delo loaded the character 'Razi Oliver'
[21:56:44	]Razi Oliver used command '/PrintStaffList'.
[21:56:47	]delo has unloaded their "Razi Oliver" character.
[21:57:02	]delo loaded the character 'Razi Oliver'
[21:58:57	]Razi Oliver used command '/ToggleFlight'.
[21:59:26	]Razi Oliver has taken 8 damage from worldspawn.
[21:59:28	]Razi Oliver has taken 8 damage from worldspawn.
[21:59:30	]Razi Oliver has taken 8 damage from worldspawn.
[21:59:46	]Razi Oliver ran 'Open' on item 'Ration' (#2050054)
[21:59:46	]Razi Oliver has gained a 'Artificial Paste' #2050055.
[21:59:46	]Razi Oliver has gained a 'Breen's Water' #2050056.
[21:59:46	]Razi Oliver has gained a '15 Credits Coupon' #2050057.
[21:59:50	]Razi Oliver ran 'use' on item 'Bandage Roll' (#1478185)
[21:59:50	]Razi Oliver has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[21:59:50	]Razi Oliver was bandaged by Razi Oliver for 18 HP.
[22:00:12	]Razi Oliver has gained level 28 in the Speed skill.
[22:02:41	]Razi Oliver has spawned 'models/xqm/jetbody3_s3.mdl'.
[22:02:53	]Razi Oliver has spawned 'models/deadbodies/bodieshall128.mdl'.
[22:03:17	]Razi Oliver has spawned 'models/props_c17/BriefCase001a.mdl'.
[22:03:46	]Razi Oliver opened the 'Crate' #101375 container.
[22:03:48	]Razi Oliver closed the 'Crate' #101375 container.
[22:04:20	]Razi Oliver has spawned 'models/props_c17/streetsign002b.mdl'.
[22:04:29	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:04:35	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:04:38	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:04:42	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:04:46	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:04:51	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:04:56	]Razi Oliver has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[22:05:05	]Razi Oliver ran 'take' on item 'Hatchet' (#2050024)
[22:05:05	]Razi Oliver has gained a 'Hatchet' #2050024.
[22:05:11	]Razi Oliver ran 'SetMaxDurability' on item 'Hatchet' (#2050024)
[22:05:18	]Razi Oliver ran 'SetMaxDurability' on item 'Hatchet' (#2050024)
[22:05:23	]Razi Oliver ran 'SetDurability' on item 'Hatchet' (#2050024)
[22:05:35	]Razi Oliver ran 'SetMaxDurability' on item 'Hatchet' (#2050024)
[22:05:44	]Razi Oliver ran 'Equip' on item 'Hatchet' (#2050024)
[22:08:52	]Razi Oliver used command '/LinkRemove'.
[22:09:44	]Tony The Tiger has connected.
[22:10:15	]Razi Oliver used command '/LinkAccount https://willard.network/forums/account/account-details'.
[22:10:29	]Razi Oliver used command '/LinkAccount https://willard.network/forums/members/delo1127.4083/'.
[22:10:43	]Tony The Tiger loaded the character 'S10:SCN-9'
[22:10:55	]Razi Oliver used command '/LinkComplete gv6WxLEQiDSH'.
[22:11:00	]S10:SCN-9 used command '/ToggleGM'.
[22:11:15	]S10:SCN-9 used command '/CharGiveItem s10 wireless_microphone'.
[22:11:15	]S10:SCN-9 has gained a 'Wireless Microphone' #2050058.
[22:11:31	]Razi Oliver used command '/PrintStaffList'.
[22:11:31	]S10:SCN-9 used command '/LocalBroadcast test 5000'.
[22:12:19	]S10:SCN-9 used command '/LocalBroadcast apply 500'.
[22:12:58	]Tony The Tiger loaded the character 'C24:RL.UNION-61'
[22:13:03	]C24:RL.UNION-61 is fully healed.
[22:13:14	]C24:RL.UNION-61 used command '/ToggleRaise'.
[22:13:20	]C24:RL.UNION-61 used command '/ToggleRaise'.
[22:13:24	]C24:RL.UNION-61 has lost a '20rnd FiveSeven-magazine' #1776680.
[22:13:24	]C24:RL.UNION-61 has gained a '20rnd FiveSeven-magazine' #1776681.
[22:13:24	]C24:RL.UNION-61 entered observer.
[22:14:02	]C24:RL.UNION-61 exited observer at their location.
[22:14:23	][IC] C24:RL.UNION-61: <:: Hi. ::>
[22:14:26	][IC] Razi Oliver: Hello.
[22:14:30	][IC] C24:RL.UNION-61: <:: What u doing cuz? ::>
[22:14:37	][IC] Razi Oliver: Just looking around.
[22:14:44	][IC] C24:RL.UNION-61: <:: Thats crazy. ::>
[22:14:46	][IC] C24:RL.UNION-61: <:: Want a car? ::>
[22:14:50	][IC] Razi Oliver: Umms sure.
[22:14:54	]C24:RL.UNION-61 has spawned a 'Entity [4873][gmod_sent_vehicle_fphysics_base]'.
[22:14:58	]C24:RL.UNION-61 entered observer.
[22:15:01	]C24:RL.UNION-61 exited observer at their location.
[22:15:16	]C24:RL.UNION-61 entered observer.
[22:15:48	]Razi Oliver has taken 5 damage from Razi Oliver.
[22:15:56	]C24:RL.UNION-61 used command '/CharSetClass 61 Rank Leader'.
[22:16:01	]C24:RL.UNION-61 used command '/CharSetClass 61 captain'.
[22:16:09	]C24:RL.UNION-61 used command '/CharSetClass 61 ministry'.
[22:16:13	]C24:RL.UNION-61 used command '/CharSetClass 61 command'.
[22:16:20	]C24:RL.UNION-61 used command '/CharSetClass 61 Command Unit'.
[22:16:22	]Razi Oliver has taken 2 damage from Razi Oliver.
[22:16:25	]C24:RL.UNION-61 used command '/CharSetClass 61 intentionm'.
[22:16:27	]C24:RL.UNION-61 used command '/CharSetClass 61 intention'.
[22:16:30	]C24:RL.UNION-61 used command '/CharSetClass 61 i2'.
[22:16:34	]C24:RL.UNION-61 used command '/CharSetClass 61 officer'.
[22:16:38	]C24:RL.UNION-61 used command '/CharSetClass 61 rank'.
[22:16:43	]Razi Oliver has taken 2 damage from Razi Oliver.
[22:17:35	]C24:RL.UNION-61 used command '/CharSetClass 61 command'.
[22:17:37	]delo (STEAM_0:1:96149868) has disconnected.
[22:17:38	]C24:RL.UNION-61 exited observer at their location.
[22:17:58	]C24:RL.UNION-61 entered observer.
[22:17:59	]C24:RL.UNION-61 exited observer at their location.
[22:18:08	]C24:RL.UNION-61 opened the 'Crate' #101471 container.
[22:18:11	]C24:RL.UNION-61 closed the 'Crate' #101471 container.
[22:18:47	]C24:RL.UNION-61 has spawned a expo_settlementkit.
[22:18:54	]C24:RL.UNION-61 has used a context menu option with the name: rb655_dissolve
[22:18:56	]env_entity_dissolver destroyed a 'Settlment Building Kit' #2050059.
[22:19:15	]C24:RL.UNION-61 has spawned a mask_com.
[22:19:23	]C24:RL.UNION-61 ran 'take' on item 'Advanced CP Mask' (#2050060)
[22:19:23	]C24:RL.UNION-61 has gained a 'Advanced CP Mask' #2050060.
[22:19:45	]C24:RL.UNION-61 has spawned a dummy_emp.
[22:19:53	]C24:RL.UNION-61 has used a context menu option with the name: rb655_dissolve
[22:19:55	]env_entity_dissolver destroyed a 'Improved EMP Device' #2050061.
[22:19:56	]C24:RL.UNION-61 has spawned a dummy_largebomb.
[22:20:05	]C24:RL.UNION-61 has used a context menu option with the name: rb655_dissolve
[22:20:06	]C24:RL.UNION-61 has spawned a dummy_biolock_expar2.
[22:20:07	]env_entity_dissolver destroyed a 'Large Bomb' #2050062.
[22:20:08	]C24:RL.UNION-61 ran 'take' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[22:20:09	]C24:RL.UNION-61 ran 'EquipUn' on item 'MP5A3' (#1809404)
[22:20:09	]C24:RL.UNION-61 has gained a '30rnd MP-magazine' #1809406.
[22:20:22	]C24:RL.UNION-61 ran 'take' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[22:20:22	]C24:RL.UNION-61 has gained a 'Odd Combine Rifle (Biolocked)' #2050063.
[22:20:24	]C24:RL.UNION-61 ran 'Unlock' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[22:20:33	]C24:RL.UNION-61 has spawned a rpg.
[22:20:36	]C24:RL.UNION-61 has spawned a rocketammo.
[22:20:45	]C24:RL.UNION-61 ran 'drop' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[22:20:45	]C24:RL.UNION-61 has lost a 'Odd Combine Rifle (Biolocked)' #2050063.
[22:20:46	]C24:RL.UNION-61 ran 'take' on item 'RPG-7' (#2050064)
[22:20:46	]C24:RL.UNION-61 has gained a 'RPG-7' #2050064.
[22:20:50	]C24:RL.UNION-61 ran 'take' on item 'RPG Missile' (#2050065)
[22:20:56	]C24:RL.UNION-61 ran 'take' on item 'RPG Missile' (#2050065)
[22:21:05	]C24:RL.UNION-61 ran 'take' on item 'RPG Missile' (#2050065)
[22:21:05	]C24:RL.UNION-61 has gained a 'RPG Missile' #2050065.
[22:21:07	]C24:RL.UNION-61 ran 'use' on item 'RPG Missile' (#2050065)
[22:21:08	]C24:RL.UNION-61 ran 'Equip' on item 'RPG-7' (#2050064)
[22:21:10	]C24:RL.UNION-61 used command '/ToggleRaise'.
[22:21:19	]C24:RL.UNION-61 used command '/ToggleRaise'.
[22:21:51	]C24:RL.UNION-61 ran 'EquipUn' on item 'Combine PDA' (#1776612)
[22:21:53	]C24:RL.UNION-61 ran 'EquipUn' on item 'RPG-7' (#2050064)
[22:21:54	]C24:RL.UNION-61 ran 'Equip' on item 'RPG-7' (#2050064)
[22:21:55	]C24:RL.UNION-61 ran 'drop' on item 'RPG-7' (#2050064)
[22:21:55	]C24:RL.UNION-61 has lost a 'RPG-7' #2050064.
[22:21:57	]C24:RL.UNION-61 has spawned a rappel_gear.
[22:21:58	]C24:RL.UNION-61 ran 'take' on item 'Rappel Gear' (#2050066)
[22:21:58	]C24:RL.UNION-61 has gained a 'Rappel Gear' #2050066.
[22:21:59	]C24:RL.UNION-61 ran 'Equip' on item 'Rappel Gear' (#2050066)
[22:22:00	]C24:RL.UNION-61 entered observer.
[22:22:02	]C24:RL.UNION-61 ran 'EquipUn' on item 'Stunstick' (#1776677)
[22:22:02	]C24:RL.UNION-61 ran 'Equip' on item 'Rappel Gear' (#2050066)
[22:22:03	]C24:RL.UNION-61 ran 'Equip' on item 'Stunstick' (#1776677)
[22:22:04	]C24:RL.UNION-61 exited observer at their location.
[22:22:06	]C24:RL.UNION-61 entered observer.
[22:22:07	]C24:RL.UNION-61 exited observer at their location.
[22:22:13	]C24:RL.UNION-61 entered observer.
[22:22:14	]C24:RL.UNION-61 exited observer at their location.
[22:22:22	]C24:RL.UNION-61 entered observer.
[22:22:24	]C24:RL.UNION-61 exited observer at their location.
[22:22:28	]C24:RL.UNION-61 entered observer.
[22:22:30	]C24:RL.UNION-61 exited observer at their location.
[22:22:40	]C24:RL.UNION-61 entered observer.
[22:22:42	]C24:RL.UNION-61 exited observer at their location.
[22:22:44	]C24:RL.UNION-61 entered observer.
[22:22:45	]C24:RL.UNION-61 exited observer at their location.
[22:22:46	]C24:RL.UNION-61 entered observer.
[22:22:46	]C24:RL.UNION-61 exited observer at their location.
[22:22:56	]C24:RL.UNION-61 entered observer.
[22:23:06	]Tony The Tiger (STEAM_0:0:49210697) has disconnected.
[23:38:34	]delo has connected.
[23:39:17	]delo loaded the character 'Razi Oliver'
[23:39:34	]Razi Oliver used command '/PrintStaffList'.
[23:40:17	]Razi Oliver has gained level 29 in the Speed skill.
[23:40:24	]Razi Oliver has spawned 'models/props_c17/utilitypole02b.mdl'.
[23:40:36	]Razi Oliver has spawned 'models/props_interiors/Furniture_Vanity01a.mdl'.
[23:40:45	]Razi Oliver has spawned 'models/props_interiors/Furniture_Vanity01a.mdl'.
[23:40:55	]Razi Oliver has taken 10 damage from prop_physics.
[23:41:22	]Razi Oliver has gained level 1 in the Melee skill.
[23:45:56	]Razi Oliver has taken 5 damage from trigger_hurt.
[23:45:56	]Razi Oliver has taken 5 damage from trigger_hurt.
[23:46:39	]Razi Oliver ran 'use' on item 'Bandage Roll' (#1478185)
[23:46:39	]Razi Oliver has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[23:46:39	]Razi Oliver was bandaged by Razi Oliver for 18 HP.
[23:47:45	]Razi Oliver has gained level 30 in the Speed skill.
[23:54:37	]Razi Oliver ran 'take' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:54:43	]Razi Oliver ran 'take' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:54:46	]Razi Oliver ran 'take' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:54:46	]Razi Oliver has gained a 'Odd Combine Rifle (Biolocked)' #2050063.
[23:54:53	]Razi Oliver ran 'Unlock' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:54:56	]Razi Oliver ran 'Unlock' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:54:57	]Razi Oliver opened the 'Crate' #101471 container.
[23:55:02	]Razi Oliver closed the 'Crate' #101471 container.
[23:55:08	]Razi Oliver ran 'drop' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:55:08	]Razi Oliver has lost a 'Odd Combine Rifle (Biolocked)' #2050063.
[23:55:10	]Razi Oliver ran 'take' on item 'RPG-7' (#2050064)
[23:55:14	]Razi Oliver ran 'EquipUn' on item 'Hatchet' (#2050024)
[23:55:17	]Razi Oliver ran 'take' on item 'RPG-7' (#2050064)
[23:55:17	]Razi Oliver has gained a 'RPG-7' #2050064.
[23:55:20	]Razi Oliver ran 'Equip' on item 'RPG-7' (#2050064)
[23:55:44	]Razi Oliver ran 'drop' on item 'RPG-7' (#2050064)
[23:55:44	]Razi Oliver has lost a 'RPG-7' #2050064.
[23:55:47	]Razi Oliver ran 'take' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:55:47	]Razi Oliver has gained a 'Odd Combine Rifle (Biolocked)' #2050063.
[23:55:55	]Razi Oliver ran 'Unlock' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:55:57	]Razi Oliver opened the 'Crate' #101471 container.
[23:56:02	]Razi Oliver closed the 'Crate' #101471 container.
[23:56:37	]Razi Oliver ran 'Unlock' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:56:50	]Razi Oliver used command '/ActSit 3'.
[23:56:52	]Razi Oliver used command '/ExitAct'.
[23:56:57	]Razi Oliver used command '/ActSit'.
[23:56:59	]Razi Oliver used command '/ExitAct'.
[23:57:05	]Razi Oliver used command '/ActSit'.
[23:57:32	]Razi Oliver ran 'drop' on item 'Odd Combine Rifle (Biolocked)' (#2050063)
[23:57:32	]Razi Oliver has lost a 'Odd Combine Rifle (Biolocked)' #2050063.
[23:57:52	]Razi Oliver used command '/PrintStaffList'.
[23:57:55	]Razi Oliver used command '/Help'.
[23:58:14	][OOC] Razi Oliver: /////h
