[14:30:47	]garry has connected.
[21:59:45	]S10/OWS.GHOST-11 has critically hit C17:RCT.YELLO-10 in the head dealing 17 damage (CritChance was 1.01).
[21:59:45	]C17:RCT.YELLO-10 has taken 17 damage from S10/OWS.GHOST-11.
[21:59:45	]S10/OWS.GHOST-11 has critically hit C17:RCT.YELLO-10 in the left leg dealing 4 damage (CritChance was 1.01).
[21:59:45	]C17:RCT.YELLO-10 has taken 4 damage from S10/OWS.GHOST-11.
[21:59:47	]C17:RCT.YELLO-10 entered observer.
[21:59:48	]thc loaded the character 'S10/ORD.PHANTOM-69'
[21:59:52	]John Pierre Vievve ran SAM command 'respawn' with arguments: 'pi'
[22:00:00	][IC] S10/OWS.GHOST-11: <:: Real. ::>
[22:00:01	]S10/ORD.PHANTOM-69 used command '/PrintStaffList'.
[22:00:03	]John Pierre Vievve ran 'take' on item 'Assault Rifle Bullets' (#1659853)
[22:00:03	]John Pierre Vievve has gained a 'Assault Rifle Bullets' #1659853.
[22:00:03	]C17:RCT.YELLO-10 exited observer at their location.
[22:00:04	]John Pierre Vievve ran 'take' on item 'Assault Rifle Bullets' (#1659872)
[22:00:04	]John Pierre Vievve has gained a 'Assault Rifle Bullets' #1659872.
[22:00:05	]John Pierre Vievve ran 'take' on item 'Assault Rifle Bullets' (#1659871)
[22:00:05	]John Pierre Vievve has gained a 'Assault Rifle Bullets' #1659871.
[22:00:06	]C17:RCT.YELLO-10 ran SAM command 'hp' with arguments: 'yello' '200'
[22:00:06	]John Pierre Vievve ran 'take' on item 'Assault Rifle Bullets' (#1659877)
[22:00:06	]John Pierre Vievve has gained a 'Assault Rifle Bullets' #1659877.
[22:00:06	][OOC] S10/OWS.GHOST-76: you cant hit any other prop to say or standing position
[22:00:08	]C17:RCT.YELLO-10 is fully healed.
[22:00:09	]John Pierre Vievve entered observer.
[22:00:09	]S10/ORD.PHANTOM-69 entered observer.
[22:00:13	][IC] C17:RCT.YELLO-10: <:: Once you hit the ground it stops. ::>
[22:00:14	]John Pierre Vievve has spawned 'models/props_c17/oildrum001.mdl'.
[22:00:15	][OOC] S10/OWS.GHOST-76: so holding W or S or whatever is better
[22:00:18	]S10/OWS.GHOST-76 entered observer.
[22:00:19	][IC] C17:RCT.YELLO-10: <:: Yea just hold w. ::>
[22:00:20	]John Pierre Vievve exited observer at their location.
[22:00:22	]S10/OWS.GHOST-76 exited observer at their location.
[22:00:22	]John Pierre Vievve entered observer.
[22:00:27	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #1659981.
[22:00:27	]C17:RCT.YELLO-10 has lost a '30rnd MP-magazine' #1659979.
[22:00:28	]S10/OWS.GHOST-11 used command '/ToggleRaise'.
[22:00:30	]John Pierre Vievve has spawned 'models/props_wasteland/cargo_container01b.mdl'.
[22:00:30	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-76 in the right arm dealing 4 damage (CritChance was 0.71).
[22:00:30	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:30	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the right arm dealing 0 damage (CritChance was 0.71).
[22:00:30	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the right leg dealing 4 damage (CritChance was 0.71).
[22:00:30	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:30	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-11 in the left leg dealing 4 damage (CritChance was 0.18).
[22:00:30	]S10/OWS.GHOST-11 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:30	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the right leg dealing 4 damage (CritChance was 0.71).
[22:00:30	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:31	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the right arm dealing 4 damage (CritChance was 0.71).
[22:00:31	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:31	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-76 in the right arm dealing 4 damage (CritChance was 0.71).
[22:00:31	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:31	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the left leg dealing 4 damage (CritChance was 0.71).
[22:00:31	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:31	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-11 in the left leg dealing 3 damage (CritChance was 0.18).
[22:00:31	]S10/OWS.GHOST-11 has taken 2 damage from C17:RCT.YELLO-10.
[22:00:31	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the head dealing 16 damage (CritChance was 0.71).
[22:00:31	]S10/OWS.GHOST-76 has taken 16 damage from C17:RCT.YELLO-10.
[22:00:31	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the stomach dealing 15 damage (CritChance was 0.71).
[22:00:31	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:32	]S10/OWS.GHOST-11 has gained a '60rnd OTAR-magazine' #1659845.
[22:00:32	]S10/OWS.GHOST-11 was knocked unconscious and is bleeding out.
[22:00:33	]S10/OWS.GHOST-76 is fully healed.
[22:00:36	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #1659979.
[22:00:36	]C17:RCT.YELLO-10 has lost a '30rnd MP-magazine' #1659978.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the left leg dealing 4 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the stomach dealing 15 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-76 in the stomach dealing 9 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 9 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the chest dealing 15 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the left arm dealing 4 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-76 in the stomach dealing 9 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 9 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the stomach dealing 15 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the left leg dealing 4 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the left leg dealing 4 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 4 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-76 in the stomach dealing 9 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 9 damage from C17:RCT.YELLO-10.
[22:00:41	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the stomach dealing 15 damage (CritChance was 0.71).
[22:00:41	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:42	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the chest dealing 15 damage (CritChance was 0.71).
[22:00:42	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:42	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the chest dealing 15 damage (CritChance was 0.71).
[22:00:42	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:42	]C17:RCT.YELLO-10 has critically hit S10/OWS.GHOST-76 in the chest dealing 15 damage (CritChance was 0.71).
[22:00:42	]S10/OWS.GHOST-76 has taken 15 damage from C17:RCT.YELLO-10.
[22:00:43	]S10/OWS.GHOST-76 is fully healed.
[22:00:43	]C17:RCT.YELLO-10 entered observer.
[22:00:43	][OOC] S10/OWS.GHOST-11: what did i die to wtf
[22:00:44	]S10/OWS.GHOST-76 entered observer.
[22:00:45	]S10/OWS.GHOST-11 used command '/CharGetUp'.
[22:00:46	]C17:RCT.YELLO-10 exited observer at their location.
[22:00:51	][OOC] C17:RCT.YELLO-10: a fuckin
[22:00:52	]S10/OWS.GHOST-76 exited observer at their location.
[22:00:53	][OOC] C17:RCT.YELLO-10: storage crate
[22:00:55	]C17:RCT.YELLO-10 has taken 10 damage from John Pierre Vievve.
[22:00:55	]S10/ORD.PHANTOM-69 used command '/PrintStaffList'.
[22:00:55	]C17:RCT.YELLO-10 entered observer.
[22:00:58	]C17:RCT.YELLO-10 is fully healed.
[22:01:02	][OOC] S10/OWS.GHOST-11: lmao
[22:01:08	]John Pierre Vievve exited observer at their location.
[22:01:08	]C17:RCT.YELLO-10 exited observer at their location.
[22:01:09	]John Pierre Vievve entered observer.
[22:01:09	]C17:RCT.YELLO-10 has gained a '30rnd MP-magazine' #1659978.
[22:01:09	]C17:RCT.YELLO-10 was knocked unconscious and is bleeding out.
[22:01:10	]John Pierre Vievve exited observer at their location.
[22:01:14	]C17:RCT.YELLO-10 ran SAM command 'respawn' with arguments: 'yello'
[22:01:18	]C17:RCT.YELLO-10 is fully healed.
[22:01:18	]C17:RCT.YELLO-10 ran SAM command 'hp' with arguments: 'yello' '200'
[22:01:20	]C17:RCT.YELLO-10 entered observer.
[22:01:23	]John Pierre Vievve has spawned 'models/props_c17/oildrum001.mdl'.
[22:01:33	]S10/OWS.GHOST-76 entered observer.
[22:01:34	]John Pierre Vievve entered observer.
[22:01:36	]John Pierre Vievve exited observer at their location.
[22:01:37	]S10/OWS.GHOST-76 exited observer at their location.
[22:01:39	]John Pierre Vievve entered observer.
[22:01:40	]John Pierre Vievve exited observer at their location.
[22:01:40	]John Pierre Vievve entered observer.
[22:01:40	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:40	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:01:41	]John Pierre Vievve exited observer at their location.
[22:01:42	]S10/OWS.GHOST-76 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:01:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:48	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:01:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:48	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:01:50	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:50	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:01:50	]John Pierre Vievve was knocked unconscious and is bleeding out.
[22:01:51	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:51	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:01:51	]S10/OWS.GHOST-11 used command '/CharGetUp'.
[22:01:52	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:01:52	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:01:52	]John Pierre Vievve ran SAM command 'respawn' with arguments: 'pi'
[22:01:53	]John Pierre Vievve entered observer.
[22:01:57	]John Pierre Vievve exited observer at their location.
[22:01:58	]S10/OWS.GHOST-76 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:02:01	]S10/OWS.GHOST-76 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:02:05	]thc (STEAM_0:1:709534478) has disconnected.
[22:02:09	]S10/OWS.GHOST-76 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:02:14	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:14	]C17:RCT.YELLO-10 has spawned 'models/props_lab/blastdoor001a.mdl'.
[22:02:17	]John Pierre Vievve was knocked unconscious and is bleeding out.
[22:02:18	]S10/OWS.GHOST-76 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:02:22	]John Pierre Vievve ran SAM command 'respawn' with arguments: 'pi'
[22:02:23	]S10/OWS.GHOST-11 was just killed due to: accepting their death
[22:02:24	]John Pierre Vievve used command '/CharGetUp'.
[22:02:25	]John Pierre Vievve entered observer.
[22:02:26	]John Pierre Vievve used command '/CharGetUp'.
[22:02:29	]John Pierre Vievve exited observer at their location.
[22:02:30	]John Pierre Vievve entered observer.
[22:02:30	]John Pierre Vievve exited observer at their location.
[22:02:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:31	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:34	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[22:02:35	]S10/OWS.GHOST-11 has gained 0 chips.
[22:02:35	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1660001.
[22:02:36	]S10/OWS.GHOST-11 has gained 0 chips.
[22:02:36	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1660002.
[22:02:37	]S10/OWS.GHOST-76 has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[22:02:38	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:38	]C17:RCT.YELLO-10 has spawned 'models/props_junk/wood_crate002a.mdl'.
[22:02:39	]S10/OWS.GHOST-11 ran 'combine' on item '60rnd OTAR-magazine' (#1659845)
[22:02:41	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:41	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:41	]S10/OWS.GHOST-76 has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[22:02:41	]S10/OWS.GHOST-11 ran 'drop' on item 'Assault Rifle Bullets' (#1660001)
[22:02:41	]S10/OWS.GHOST-11 has lost a 'Assault Rifle Bullets' #1660001.
[22:02:41	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[22:02:42	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:42	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:43	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:43	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:44	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[22:02:44	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:44	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:44	]S10/OWS.GHOST-11 has gained 0 chips.
[22:02:44	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1660003.
[22:02:44	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:44	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:45	]S10/OWS.GHOST-11 has gained 0 chips.
[22:02:45	]S10/OWS.GHOST-11 has gained a 'Assault Rifle Bullets' #1660004.
[22:02:45	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:45	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:45	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:45	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:02:45	]John Pierre Vievve entered observer.
[22:02:46	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:46	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:46	]S10/OWS.GHOST-76 has spawned 'models/props_c17/gravestone004a.mdl'.
[22:02:47	]S10/OWS.GHOST-11 ran 'Equip' on item 'Rappel Gear' (#1660000)
[22:02:47	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:47	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:48	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:49	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:49	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:50	]John Pierre Vievve exited observer at their location.
[22:02:56	]S10/OWS.GHOST-76 entered observer.
[22:02:56	]S10/OWS.GHOST-76 exited observer at their location.
[22:02:57	]S10/OWS.GHOST-76 entered observer.
[22:02:57	]S10/OWS.GHOST-76 exited observer at their location.
[22:02:58	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:58	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:02:59	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:59	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:02:59	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:01	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:01	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:02	]S10/OWS.GHOST-76 has taken 500 damage from prop_physics.
[22:03:02	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:02	]S10/OWS.GHOST-76 has taken 5 damage from prop_physics.
[22:03:02	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:02	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:03	]S10/OWS.GHOST-76 is fully healed.
[22:03:03	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:03	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:04	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:04	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:05	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:05	]S10/OWS.GHOST-76 has taken 500 damage from prop_physics.
[22:03:06	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:06	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:06	]S10/OWS.GHOST-76 has taken 20 damage from prop_physics.
[22:03:06	]S10/OWS.GHOST-76 has taken 10 damage from prop_physics.
[22:03:06	]John Pierre Vievve was knocked unconscious and is bleeding out.
[22:03:06	]S10/OWS.GHOST-76 has taken 200 damage from worldspawn.
[22:03:07	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:07	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:08	]S10/OWS.GHOST-76 has taken 200 damage from worldspawn.
[22:03:08	]S10/OWS.GHOST-76 is fully healed.
[22:03:10	]S10/OWS.GHOST-76 has taken 500 damage from prop_physics.
[22:03:10	]S10/OWS.GHOST-76 has taken 200 damage from worldspawn.
[22:03:10	]S10/OWS.GHOST-76 has taken 200 damage from worldspawn.
[22:03:10	]S10/OWS.GHOST-76 has taken 50 damage from prop_physics.
[22:03:10	]S10/OWS.GHOST-76 has taken 10 damage from prop_physics.
[22:03:10	]S10/OWS.GHOST-76 has taken 200 damage from worldspawn.
[22:03:10	]S10/OWS.GHOST-76 has taken 10 damage from prop_physics.
[22:03:11	]John Pierre Vievve ran SAM command 'respawn' with arguments: 'pi'
[22:03:13	]S10/OWS.GHOST-76 is fully healed.
[22:03:14	]S10/OWS.GHOST-76 has used a context menu option with the name: rb655_breakable_break
[22:03:14	]S10/OWS.GHOST-76 has taken 87 damage from prop_physics.
[22:03:14	]John Pierre Vievve was knocked unconscious and is bleeding out.
[22:03:17	]S10/OWS.GHOST-11 ran 'Equip' on item 'OSITR' (#1659816)
[22:03:17	]John Pierre Vievve ran SAM command 'respawn' with arguments: 'pi'
[22:03:18	]S10/OWS.GHOST-76 is fully healed.
[22:03:18	]John Pierre Vievve entered observer.
[22:03:19	]S10/OWS.GHOST-11 has lost a '60rnd OTAR-magazine' #1659845.
[22:03:22	]S10/OWS.GHOST-76 entered observer.
[22:03:23	]John Pierre Vievve exited observer at their location.
[22:03:24	]C17:RCT.YELLO-10 exited observer at their location.
[22:03:25	]C17:RCT.YELLO-10 entered observer.
[22:03:26	]S10/OWS.GHOST-11 has gained level 41 in the Speed skill.
[22:03:26	]S10/OWS.GHOST-76 exited observer at their location.
[22:03:27	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:27	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:28	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:28	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:28	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:29	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:29	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:29	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:29	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:29	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:30	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:31	]S10/OWS.GHOST-76 entered observer.
[22:03:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:31	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:31	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:32	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:32	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:32	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:32	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:33	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:33	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:33	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:33	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:33	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:34	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:34	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:34	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:34	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:34	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:34	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:35	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:35	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:35	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:36	]John Pierre Vievve was knocked unconscious and is bleeding out.
[22:03:36	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:36	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:37	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:37	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:37	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:38	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:38	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:39	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:39	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:39	]C17:RCT.YELLO-10 has spawned 'models/props_combine/breendesk.mdl'.
[22:03:39	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:39	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:44	]John Pierre Vievve ran SAM command 'respawn' with arguments: 'pi'
[22:03:46	]John Pierre Vievve entered observer.
[22:03:46	]S10/OWS.GHOST-11 used command '/ToggleRaise'.
[22:03:47	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:47	]C17:RCT.YELLO-10 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:03:47	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:48	]C17:RCT.YELLO-10 has spawned 'models/props_borealis/bluebarrel001.mdl'.
[22:03:48	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
[22:03:48	]S10/OWS.GHOST-76 has spawned 'models/props_c17/oildrum001.mdl'.
[22:03:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:48	]C17:RCT.YELLO-10 has fired a toolgun with the name: creator
[22:03:49	]S10/OWS.GHOST-76 has fired a toolgun with the name: creator
