[01:44:24	]Garratz has connected.
[02:55:40	]C17:RCT.YELLO-10 has spawned a bullets_smg1.
[02:55:41	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:55:41	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047508.
[02:55:42	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:55:42	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047509.
[02:55:42	]C17:RCT.YELLO-10 ran 'take' on item 'Sub-machinegun Bullets' (#2047507)
[02:55:42	]C17:RCT.YELLO-10 has gained a 'Sub-machinegun Bullets' #2047507.
[02:55:42	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:55:42	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047510.
[02:55:43	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:55:43	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047511.
[02:55:44	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:55:44	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047512.
[02:55:44	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:55:44	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047513.
[02:55:46	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047485)
[02:55:48	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047506)
[02:55:49	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047505)
[02:55:50	]Pathfinder has used a context menu option with the name: remove
[02:55:50	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047504)
[02:55:50	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047503)
[02:55:53	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047484.
[02:55:53	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[02:55:56	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047484)
[02:55:57	]C17:RCT.YELLO-10 ran 'combine' on item '30rnd MP-magazine' (#2047474)
[02:56:00	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:56:00	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047514.
[02:56:00	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:56:00	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047515.
[02:56:01	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:56:01	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047516.
[02:56:01	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:56:01	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047517.
[02:56:02	]S10/OWS.GHOST-75 has given himself a bullets_heavypulse.
[02:56:02	]S10/OWS.GHOST-75 has gained a 'Heavy Pulse Rounds' #2047518.
[02:56:06	]C17:RCT.YELLO-10 has lost a '30rnd MP-magazine' #2047474.
[02:56:31	]S10/OWS.GHOST-75 has spawned a 'NPC [4728][npc_antlion]'.
[02:56:31	]S10/OWS.GHOST-75 has critically hit npc_antlion dealing 27 damage (CritChance was 0.85).
[02:56:32	]C17:RCT.YELLO-10 has taken 5 damage from npc_antlion.
[02:56:32	]S10/OWS.GHOST-75 has hit npc_antlion dealing 17 damage (CritChance was 0.85).
[02:56:35	][IC] C17:RCT.YELLO-10: Oh god!
[02:56:36	]C17:RCT.YELLO-10 is fully healed.
[02:56:44	][IC] C17:RCT.YELLO-10: Callum, Luca is gonna join the CPs.
[02:56:51	][IC] S10/OWS.GHOST-75: <:: No. ::>
[02:56:55	]C17:RCT.YELLO-10 used command '/ActCheer'.
[02:56:56	][IC] S10/OWS.GHOST-75: <:: God, never again. ::>
[02:57:02	][IC] C17:RCT.YELLO-10: You didn't like it?
[02:57:02	][IC] S10/OWS.GHOST-75: <:: Too much hassle in CPs. ::>
[02:57:12	][IC] S10/OWS.GHOST-75: <:: TOO much drama regarding rebels. ::>
[02:57:16	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[02:57:16	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047505.
[02:57:22	]S10/OWS.GHOST-75 has spawned a 'NPC [4767][npc_poisonzombie]'.
[02:57:23	]S10/OWS.GHOST-75 has gained level 14 in the Guns skill.
[02:57:23	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie dealing 0 damage (CritChance was 0.85).
[02:57:23	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie dealing 27 damage (CritChance was 0.86).
[02:57:23	]S10/OWS.GHOST-75 has gained level 15 in the Guns skill.
[02:57:23	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie dealing 0 damage (CritChance was 0.86).
[02:57:23	]S10/OWS.GHOST-75 has hit npc_poisonzombie dealing 17 damage (CritChance was 0.87).
[02:57:23	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.87).
[02:57:23	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.87).
[02:57:23	]S10/OWS.GHOST-75 has gained level 16 in the Guns skill.
[02:57:23	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 29 damage (CritChance was 0.87).
[02:57:24	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.87).
[02:57:24	]S10/OWS.GHOST-75 has gained level 17 in the Guns skill.
[02:57:24	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 29 damage (CritChance was 0.87).
[02:57:24	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.88).
[02:57:24	]S10/OWS.GHOST-75 has critically hit npc_poisonzombie in the head dealing 29 damage (CritChance was 0.88).
[02:57:24	]S10/OWS.GHOST-75 has gained level 18 in the Guns skill.
[02:57:24	]S10/OWS.GHOST-75 has critically hit npc_headcrab_poison dealing 27 damage (CritChance was 0.88).
[02:57:25	][IC] C17:RCT.YELLO-10: Having to write an essay on a rebels pk appeal?
[02:57:25	]S10/OWS.GHOST-75 has hit npc_headcrab_poison dealing 17 damage (CritChance was 0.89).
[02:57:31	][IC] S10/OWS.GHOST-75: <:: No. ::>
[02:57:44	]Pathfinder used command '/ActStand 4'.
[02:57:48	][IC] S10/OWS.GHOST-75: <:: Having to deal with the amount of bullshit. ::>
[02:57:54	][IC] S10/OWS.GHOST-75: <:: I honestly prefer civ RP. ::>
[02:57:55	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047505.
[02:57:55	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047504.
[02:57:55	]Rabithunter (STEAM_0:1:22394854) has disconnected (timed out).
[02:58:05	][IC] S10/OWS.GHOST-75: <:: He took all the dirt he needed on me. ::>
[02:58:06	][IC] S10/OWS.GHOST-75: <:: And left. ::>
[02:58:07	][IC] S10/OWS.GHOST-75: <:: Wow. ::>
[02:58:15	][IC] S10/OWS.GHOST-75: <:: Oh. ::>
[02:58:17	][IC] S10/OWS.GHOST-75: <:: Cya. ::>
[02:58:26	]S10/OWS.GHOST-75 has spawned a 'NPC [4686][npc_antlionguard]'.
[02:58:26	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047504.
[02:58:26	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047503.
[02:58:28	]C17:RCT.YELLO-10 has taken 20 damage from npc_antlionguard.
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.89).
[02:58:31	]S10/OWS.GHOST-75 has gained level 19 in the Guns skill.
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.89).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.90).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.90).
[02:58:31	]S10/OWS.GHOST-75 has gained level 20 in the Guns skill.
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.90).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.91).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.91).
[02:58:31	]C17:RCT.YELLO-10 is fully healed.
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.91).
[02:58:31	]S10/OWS.GHOST-75 has gained level 21 in the Guns skill.
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.91).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.92).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.92).
[02:58:31	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.92).
[02:58:32	]C17:RCT.YELLO-10 has taken 20 damage from npc_antlionguard.
[02:58:34	]S10/OWS.GHOST-75 has gained level 22 in the Guns skill.
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.92).
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.92).
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.92).
[02:58:34	]S10/OWS.GHOST-75 has hit npc_antlionguard dealing 17 damage (CritChance was 0.92).
[02:58:34	]S10/OWS.GHOST-75 has gained level 23 in the Guns skill.
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.92).
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.93).
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.93).
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.93).
[02:58:34	]S10/OWS.GHOST-75 has gained level 24 in the Guns skill.
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.93).
[02:58:34	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.94).
[02:58:36	]C17:RCT.YELLO-10 is fully healed.
[02:58:36	]S10/OWS.GHOST-75 has taken 10 damage from npc_antlionguard.
[02:58:36	]S10/OWS.GHOST-75 has taken 10 damage from npc_antlionguard.
[02:58:37	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.94).
[02:58:37	]Lucaa (STEAM_0:1:460171975) has disconnected (timed out).
[02:58:37	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.94).
[02:58:37	]S10/OWS.GHOST-75 has gained level 25 in the Guns skill.
[02:58:37	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.94).
[02:58:37	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.95).
[02:58:38	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.95).
[02:58:38	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.95).
[02:58:38	]S10/OWS.GHOST-75 has gained level 26 in the Guns skill.
[02:58:38	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.95).
[02:58:38	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.96).
[02:58:38	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.96).
[02:58:38	]S10/OWS.GHOST-75 is fully healed.
[02:58:39	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047503.
[02:58:39	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047504.
[02:58:43	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.96).
[02:58:43	]S10/OWS.GHOST-75 has gained level 27 in the Guns skill.
[02:58:43	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 1 damage (CritChance was 0.96).
[02:58:43	]S10/OWS.GHOST-75 has critically hit npc_antlionguard dealing 27 damage (CritChance was 0.97).
[02:58:59	]S10/OWS.GHOST-75 entered observer.
[02:59:02	]S10/OWS.GHOST-75 exited observer at their location.
[02:59:17	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047504.
[02:59:17	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047485.
[02:59:51	]S10/OWS.GHOST-75 has spawned a tool_repair.
[02:59:52	]S10/OWS.GHOST-75 ran 'take' on item 'Repair Plating' (#2047519)
[02:59:52	]S10/OWS.GHOST-75 has gained a 'Repair Plating' #2047519.
[02:59:57	]S10/OWS.GHOST-75 ran 'SetMaxDurability' on item 'Repair Plating' (#2047519)
[02:59:59	]S10/OWS.GHOST-75 ran 'SetDurability' on item 'Repair Plating' (#2047519)
[03:00:06	]S10/OWS.GHOST-75 ran 'SetMaxDurability' on item 'Repair Plating' (#2047519)
[03:00:09	]S10/OWS.GHOST-75 ran 'SetDurability' on item 'Repair Plating' (#2047519)
[03:00:16	]S10/OWS.GHOST-75 ran 'Repair' on item 'Containment Uniform' (#2047498)
[03:00:18	]S10/OWS.GHOST-75 ran 'drop' on item 'Containment Uniform' (#2047498)
[03:00:18	]S10/OWS.GHOST-75 has lost a 'Containment Uniform' #2047498.
[03:00:19	]S10/OWS.GHOST-75 ran 'take' on item 'Containment Uniform' (#2047498)
[03:00:19	]S10/OWS.GHOST-75 has gained a 'Containment Uniform' #2047498.
[03:00:28	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047503)
[03:00:29	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047506)
[03:00:46	]S10/OWS.GHOST-75 has given himself a health_kit.
[03:00:46	]S10/OWS.GHOST-75 has gained a 'Health Kit' #2047520.
[03:01:02	]S10/OWS.GHOST-75 has spawned a 'NPC [2937][npc_gman]'.
[03:01:03	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047485.
[03:01:03	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:01:07	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 8 damage (CritChance was 0.97).
[03:01:07	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 7 damage (CritChance was 0.97).
[03:01:07	]S10/OWS.GHOST-75 has gained level 28 in the Guns skill.
[03:01:07	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 6 damage (CritChance was 0.97).
[03:01:07	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 5 damage (CritChance was 0.97).
[03:01:07	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 5 damage (CritChance was 0.97).
[03:01:07	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 4 damage (CritChance was 0.97).
[03:01:08	]S10/OWS.GHOST-75 has gained level 29 in the Guns skill.
[03:01:08	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 3 damage (CritChance was 0.97).
[03:01:08	]S10/OWS.GHOST-75 has hit npc_gman in the head dealing 1 damage (CritChance was 0.98).
[03:01:11	]S10/OWS.GHOST-75 has spawned a 'NPC [2937][npc_gman]'.
[03:01:13	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 8 damage (CritChance was 0.98).
[03:01:13	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 7 damage (CritChance was 0.98).
[03:01:13	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 6 damage (CritChance was 0.98).
[03:01:14	]S10/OWS.GHOST-75 has gained level 30 in the Guns skill.
[03:01:14	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 5 damage (CritChance was 0.98).
[03:01:14	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 7 damage (CritChance was 0.99).
[03:01:15	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 8 damage (CritChance was 0.99).
[03:01:15	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 0.99).
[03:01:15	]S10/OWS.GHOST-75 has gained level 31 in the Guns skill.
[03:01:15	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 0.99).
[03:01:16	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.00).
[03:01:16	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.00).
[03:01:16	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.00).
[03:01:16	]S10/OWS.GHOST-75 has gained level 32 in the Guns skill.
[03:01:16	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.00).
[03:01:16	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:19	]S10/OWS.GHOST-75 has spawned a 'NPC [4768][npc_gman]'.
[03:01:20	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:01:20	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047503.
[03:01:23	]S10/OWS.GHOST-75 has critically hit npc_gman in the head dealing 8 damage (CritChance was 1.01).
[03:01:24	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:24	]S10/OWS.GHOST-75 has gained level 33 in the Guns skill.
[03:01:24	]S10/OWS.GHOST-75 has critically hit npc_gman in the stomach dealing 27 damage (CritChance was 1.01).
[03:01:24	]S10/OWS.GHOST-75 has critically hit npc_gman in the right leg dealing 26 damage (CritChance was 1.01).
[03:01:26	]S10/OWS.GHOST-75 has critically hit npc_gman in the right leg dealing 26 damage (CritChance was 1.01).
[03:01:26	]S10/OWS.GHOST-75 has critically hit npc_gman in the left leg dealing 26 damage (CritChance was 1.01).
[03:01:27	]S10/OWS.GHOST-75 has gained level 34 in the Guns skill.
[03:01:27	]S10/OWS.GHOST-75 has critically hit npc_gman in the stomach dealing 27 damage (CritChance was 1.01).
[03:01:27	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:27	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:28	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:28	]S10/OWS.GHOST-75 has gained level 35 in the Guns skill.
[03:01:28	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:29	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:29	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:29	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:29	]S10/OWS.GHOST-75 has gained level 36 in the Guns skill.
[03:01:29	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:29	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:30	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:30	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:30	]S10/OWS.GHOST-75 has gained level 37 in the Guns skill.
[03:01:30	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:30	]S10/OWS.GHOST-75 has critically hit npc_gman in the chest dealing 27 damage (CritChance was 1.01).
[03:01:31	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047503.
[03:01:31	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047485.
[03:01:34	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047503)
[03:01:35	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047503)
[03:01:36	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047506)
[03:01:37	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047504)
[03:01:39	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047505)
[03:01:40	]S10/OWS.GHOST-75 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047505)
[03:01:41	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047485.
[03:01:41	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:02:00	][IC] S10/OWS.GHOST-75: <:: Antlion. ::>
[03:02:02	][IC] S10/OWS.GHOST-75: <:: Antlion! ::>
[03:02:05	][IC] S10/OWS.GHOST-75: <:: Target antlion! ::>
[03:02:06	][IC] S10/OWS.GHOST-75: <:: Contact, antlion! ::>
[03:02:08	][IC] S10/OWS.GHOST-75: <:: Antlion incoming! ::>
[03:02:10	][IC] S10/OWS.GHOST-75: <:: Contact, antlion! ::>
[03:02:12	][IC] S10/OWS.GHOST-75: <:: Viscon, antlion! ::>
[03:02:14	][IC] S10/OWS.GHOST-75: <:: Antlion here! ::>
[03:02:24	][IC] S10/OWS.GHOST-75: <:: Bouncer out! ::>
[03:02:26	][IC] S10/OWS.GHOST-75: <:: Grenade out! ::>
[03:02:27	][IC] S10/OWS.GHOST-75: <:: ...and extractor away! ::>
[03:02:30	][IC] S10/OWS.GHOST-75: <:: Bouncer, bouncer! ::>
[03:02:31	][IC] S10/OWS.GHOST-75: <:: Get down! ::>
[03:02:40	][IC] S10/OWS.GHOST-75: <:: Null. ::>
[03:02:41	][IC] S10/OWS.GHOST-75: <:: One. ::>
[03:02:59	][IC] S10/OWS.GHOST-75: <:: Almost! ::>
[03:03:02	][IC] S10/OWS.GHOST-75: <:: Almost over. ::>
[03:03:29	][IC] S10/OWS.GHOST-75: <:: Biodat critical... Expiration on, four, three, two-. ::>
[03:03:41	]S10/OWS.GHOST-75 used command '/Radio biodat critical'.
[03:03:57	]S10/OWS.GHOST-75 used command '/Radio biodat critical2'.
[03:04:11	][IC] S10/OWS.GHOST-75: <:: APF is engaged and firing. ::>
[03:05:21	]S10/OWS.GHOST-75 has spawned a 'NPC [4771][npc_breen]'.
[03:05:22	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:05:22	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047505.
[03:05:25	]S10/OWS.GHOST-75 has critically hit npc_breen in the head dealing 8 damage (CritChance was 1.01).
[03:05:29	]S10/OWS.GHOST-75 has spawned a 'NPC [2937][npc_vortigaunt]'.
[03:05:34	]S10/OWS.GHOST-75 has critically hit npc_vortigaunt dealing 27 damage (CritChance was 1.01).
[03:05:34	]S10/OWS.GHOST-75 has gained level 38 in the Guns skill.
[03:05:34	]S10/OWS.GHOST-75 has critically hit npc_vortigaunt dealing 0 damage (CritChance was 1.01).
[03:05:34	]S10/OWS.GHOST-75 has critically hit npc_vortigaunt dealing 27 damage (CritChance was 1.01).
[03:05:35	]S10/OWS.GHOST-75 has critically hit npc_vortigaunt dealing 27 damage (CritChance was 1.01).
[03:05:36	]S10/OWS.GHOST-75 has critically hit npc_vortigaunt dealing 27 damage (CritChance was 1.01).
[03:05:37	]S10/OWS.GHOST-75 has spawned a 'NPC [4805][npc_vortigaunt]'.
[03:05:48	]S10/OWS.GHOST-75 has spawned a 'NPC [4778][npc_citizen]'.
[03:05:50	]S10/OWS.GHOST-75 has spawned a 'NPC [4786][npc_citizen]'.
[03:05:56	]S10/OWS.GHOST-75 has gained level 39 in the Guns skill.
[03:05:56	]S10/OWS.GHOST-75 has critically hit npc_citizen in the head dealing 29 damage (CritChance was 1.01).
[03:06:01	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047505.
[03:06:01	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:06:16	][IC] S10/OWS.GHOST-75: <:: ...damage... Seventy... Eighty percent... Nine... Total. ::>
[03:06:25	][IC] S10/OWS.GHOST-75: <:: Hammer-wall. ::>
[03:06:40	][IC] S10/OWS.GHOST-75: <:: Get off the street now. ::>
[03:06:42	][IC] S10/OWS.GHOST-75: <:: Get off the street, now! ::>
[03:06:45	][IC] S10/OWS.GHOST-75: <:: Get off the street3. ::>
[03:06:55	][IC] S10/OWS.GHOST-75: <:: APF. ::>
[03:06:59	][IC] S10/OWS.GHOST-75: <:: APF is engaged and firing. ::>
[03:07:07	][IC] S10/OWS.GHOST-75: <:: Ordinal is engaged and firing. ::>
[03:07:41	][IC] S10/OWS.GHOST-75: <:: One, fourteen, three, six, eleven, check. Annnd all clear on Echo-4, your turn, over. ::>
[03:07:50	][IC] S10/OWS.GHOST-75: <:: Copy that. Sustaining viscon at sector kilo-three-dash-six. ::>
[03:07:54	][IC] S10/OWS.GHOST-75: <:: Transmission clear, negative on condition quicksand. Uh... Wait, no. Radials clear, over. ::>
[03:08:02	][IC] S10/OWS.GHOST-75: <:: Sector is tracking at original percent, stable. And... Still holding for transmission, over. ::>
[03:08:11	][IMP] S10/OWS.GHOST-75: What even is that language?
[03:08:19	][IC] S10/OWS.GHOST-75: <:: Overwatch is confirming sector lockdown. Anti-citizen One is... Uh, displaced and activated. Keep sightlines open and sound on. ::>
[03:08:27	][IC] S10/OWS.GHOST-75: <:: Affirmative, outbreak status is code delta-seven. Team sundown is on contact overrun. Uhh... Copy that. ::>
[03:08:33	][IC] S10/OWS.GHOST-75: <:: Negative, copy that. No sector containment. No confirmation on target one vector. Waiting for secondary parameter codes. ::>
[03:08:58	]S10/OWS.GHOST-75 has fired a toolgun with the name: camera
[03:09:22	][IC] S10/OWS.GHOST-75: <:: Roger that, sending viscerators at Apex-5. We have biotics at the perimeter. Uh... Waiting for contact, over. ::>
[03:09:30	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
[03:09:30	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047504.
[03:09:38	]Lucaa has connected.
[03:09:40	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047504.
[03:09:40	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047506.
[03:10:06	][IC] S10/OWS.GHOST-75: <:: Sector lockdown. ::>
[03:10:14	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
