[20:55:20	]M!NT has connected.
[21:56:29	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:31	]Teddy Bear has fired a toolgun with the name: creator
[21:56:31	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:33	]Teddy Bear has fired a toolgun with the name: creator
[21:56:33	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:35	]asdasdas was knocked unconscious and is bleeding out.
[21:56:36	]Teddy Bear has fired a toolgun with the name: creator
[21:56:36	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:37	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:56:37	]Teddy Bear has fired a toolgun with the name: creator
[21:56:37	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:38	]asdasdas entered observer.
[21:56:38	]Teddy Bear has fired a toolgun with the name: creator
[21:56:38	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:39	]Teddy Bear has fired a toolgun with the name: creator
[21:56:39	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:40	]Teddy Bear has fired a toolgun with the name: creator
[21:56:40	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:41	]Teddy Bear has fired a toolgun with the name: creator
[21:56:41	]asdasdas used command '/ToggleRaise'.
[21:56:41	]Teddy Bear has fired a toolgun with the name: creator
[21:56:41	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:42	]asdasdas exited observer at their location.
[21:56:47	]test was knocked unconscious and is bleeding out.
[21:56:48	]test ran SAM command 'respawn' with arguments: 'test'
[21:56:50	]Teddy Bear exited observer at their location.
[21:56:51	]test is fully healed.
[21:56:52	]test was knocked unconscious and is bleeding out.
[21:56:54	]test ran SAM command 'respawn' with arguments: 'test'
[21:56:54	]test has taken 87 damage from asdasdas.
[21:56:55	]test was knocked unconscious and is bleeding out.
[21:56:56	]test ran SAM command 'respawn' with arguments: 'test'
[21:56:57	]test entered observer.
[21:57:01	]test is fully healed.
[21:57:02	]asdasdas has taken 5 damage from Teddy Bear.
[21:57:04	]asdasdas has taken 10 damage from Teddy Bear.
[21:57:04	]asdasdas has taken 10 damage from Teddy Bear.
[21:57:07	]test has fired a toolgun with the name: creator
[21:57:07	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:08	]test has fired a toolgun with the name: creator
[21:57:08	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:08	]asdasdas was knocked unconscious and is bleeding out.
[21:57:10	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:57:11	]asdasdas entered observer.
[21:57:12	]test has fired a toolgun with the name: creator
[21:57:12	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:12	]test has fired a toolgun with the name: creator
[21:57:12	]asdasdas used command '/ToggleRaise'.
[21:57:13	]test has fired a toolgun with the name: creator
[21:57:13	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:13	]test has fired a toolgun with the name: creator
[21:57:14	]test has fired a toolgun with the name: creator
[21:57:14	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:14	]test has fired a toolgun with the name: creator
[21:57:14	]test has fired a toolgun with the name: creator
[21:57:14	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:15	]test has fired a toolgun with the name: creator
[21:57:16	]test has fired a toolgun with the name: creator
[21:57:16	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:16	]asdasdas used command '/ToggleRaise'.
[21:57:16	]test has fired a toolgun with the name: creator
[21:57:16	]test has fired a toolgun with the name: creator
[21:57:17	]test has fired a toolgun with the name: creator
[21:57:17	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:17	]test has fired a toolgun with the name: creator
[21:57:17	]asdasdas exited observer at their location.
[21:57:17	]test has fired a toolgun with the name: creator
[21:57:17	]test has fired a toolgun with the name: creator
[21:57:17	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:18	]test has fired a toolgun with the name: creator
[21:57:18	]test has fired a toolgun with the name: creator
[21:57:18	]test has fired a toolgun with the name: creator
[21:57:18	]test has fired a toolgun with the name: creator
[21:57:18	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:19	]test has fired a toolgun with the name: creator
[21:57:19	]test has fired a toolgun with the name: creator
[21:57:19	]test has fired a toolgun with the name: creator
[21:57:19	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:20	]test has fired a toolgun with the name: creator
[21:57:20	]test has fired a toolgun with the name: creator
[21:57:20	]test has fired a toolgun with the name: creator
[21:57:20	]test has fired a toolgun with the name: creator
[21:57:20	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:20	]test has fired a toolgun with the name: creator
[21:57:21	]test has fired a toolgun with the name: creator
[21:57:21	]test has fired a toolgun with the name: creator
[21:57:21	]test has fired a toolgun with the name: creator
[21:57:21	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:21	]test has fired a toolgun with the name: creator
[21:57:21	]test has fired a toolgun with the name: creator
[21:57:22	]test has fired a toolgun with the name: creator
[21:57:22	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:22	]test has fired a toolgun with the name: creator
[21:57:22	]Teddy Bear has taken 17 damage from asdasdas.
[21:57:22	]test has fired a toolgun with the name: creator
[21:57:23	]test has fired a toolgun with the name: creator
[21:57:23	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:23	]test has fired a toolgun with the name: creator
[21:57:23	]test has fired a toolgun with the name: creator
[21:57:24	]test has fired a toolgun with the name: creator
[21:57:24	]test has fired a toolgun with the name: creator
[21:57:24	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:24	]test has fired a toolgun with the name: creator
[21:57:24	]test has fired a toolgun with the name: creator
[21:57:25	]test has fired a toolgun with the name: creator
[21:57:25	]test has fired a toolgun with the name: creator
[21:57:25	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:25	]test has fired a toolgun with the name: creator
[21:57:25	]test has fired a toolgun with the name: creator
[21:57:26	]test has fired a toolgun with the name: creator
[21:57:26	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:26	]test has fired a toolgun with the name: creator
[21:57:26	]test has fired a toolgun with the name: creator
[21:57:26	]test has fired a toolgun with the name: creator
[21:57:26	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:27	]test has fired a toolgun with the name: creator
[21:57:27	]test has fired a toolgun with the name: creator
[21:57:27	]test has fired a toolgun with the name: creator
[21:57:27	]test has fired a toolgun with the name: creator
[21:57:27	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:28	]test has fired a toolgun with the name: creator
[21:57:28	]test has fired a toolgun with the name: creator
[21:57:28	]test has fired a toolgun with the name: creator
[21:57:28	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:28	]asdasdas has taken 16 damage from Teddy Bear.
[21:57:29	]test has fired a toolgun with the name: creator
[21:57:29	]test has fired a toolgun with the name: creator
[21:57:29	]test has fired a toolgun with the name: creator
[21:57:29	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:30	]test has fired a toolgun with the name: creator
[21:57:30	]test has fired a toolgun with the name: creator
[21:57:30	]test has fired a toolgun with the name: creator
[21:57:30	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:30	]test has fired a toolgun with the name: creator
[21:57:30	]test has fired a toolgun with the name: creator
[21:57:31	]test has fired a toolgun with the name: creator
[21:57:31	]test has fired a toolgun with the name: creator
[21:57:31	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:31	]test has fired a toolgun with the name: creator
[21:57:31	]test has fired a toolgun with the name: creator
[21:57:31	]test has fired a toolgun with the name: creator
[21:57:32	]test has fired a toolgun with the name: creator
[21:57:32	]test has fired a toolgun with the name: creator
[21:57:32	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:32	]test has fired a toolgun with the name: creator
[21:57:32	]test has fired a toolgun with the name: creator
[21:57:32	]test has fired a toolgun with the name: creator
[21:57:33	]test has fired a toolgun with the name: creator
[21:57:33	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:33	]test has fired a toolgun with the name: creator
[21:57:33	]test has fired a toolgun with the name: creator
[21:57:33	]test has fired a toolgun with the name: creator
[21:57:34	]test has fired a toolgun with the name: creator
[21:57:34	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:34	]test has fired a toolgun with the name: creator
[21:57:34	]test has fired a toolgun with the name: creator
[21:57:34	]test has fired a toolgun with the name: creator
[21:57:34	]test has fired a toolgun with the name: creator
[21:57:34	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:35	]test has fired a toolgun with the name: creator
[21:57:35	]test has fired a toolgun with the name: creator
[21:57:35	]test has fired a toolgun with the name: creator
[21:57:35	]test has fired a toolgun with the name: creator
[21:57:35	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:36	]test has fired a toolgun with the name: creator
[21:57:36	]test has fired a toolgun with the name: creator
[21:57:36	]test has fired a toolgun with the name: creator
[21:57:36	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:36	]test has fired a toolgun with the name: creator
[21:57:37	]test has fired a toolgun with the name: creator
[21:57:37	]test has fired a toolgun with the name: creator
[21:57:37	]test has fired a toolgun with the name: creator
[21:57:37	]test has fired a toolgun with the name: creator
[21:57:37	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:37	]test has fired a toolgun with the name: creator
[21:57:38	]test has fired a toolgun with the name: creator
[21:57:38	]test has fired a toolgun with the name: creator
[21:57:38	]test has fired a toolgun with the name: creator
[21:57:38	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:38	]test has fired a toolgun with the name: creator
[21:57:39	]test has fired a toolgun with the name: creator
[21:57:39	]test has fired a toolgun with the name: creator
[21:57:39	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:39	]test has fired a toolgun with the name: creator
[21:57:39	]test has fired a toolgun with the name: creator
[21:57:40	]test has fired a toolgun with the name: creator
[21:57:40	]test has fired a toolgun with the name: creator
[21:57:40	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:40	]test has fired a toolgun with the name: creator
[21:57:41	]test has fired a toolgun with the name: creator
[21:57:41	]asdasdas was knocked unconscious and is bleeding out.
[21:57:41	]test has fired a toolgun with the name: creator
[21:57:41	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:41	]test has fired a toolgun with the name: creator
[21:57:41	]test has fired a toolgun with the name: creator
[21:57:41	]test has fired a toolgun with the name: creator
[21:57:42	]test has fired a toolgun with the name: creator
[21:57:42	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:42	]test has fired a toolgun with the name: creator
[21:57:42	]test has fired a toolgun with the name: creator
[21:57:42	]test has fired a toolgun with the name: creator
[21:57:43	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:57:43	]test has fired a toolgun with the name: creator
[21:57:43	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:43	]test has fired a toolgun with the name: creator
[21:57:43	]asdasdas entered observer.
[21:57:43	]test has fired a toolgun with the name: creator
[21:57:43	]test has fired a toolgun with the name: creator
[21:57:44	]test has fired a toolgun with the name: creator
[21:57:44	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:44	]test has fired a toolgun with the name: creator
[21:57:44	]test has fired a toolgun with the name: creator
[21:57:44	]test has fired a toolgun with the name: creator
[21:57:45	]test has fired a toolgun with the name: creator
[21:57:45	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:45	]test has fired a toolgun with the name: creator
[21:57:45	]test has fired a toolgun with the name: creator
[21:57:45	]test has fired a toolgun with the name: creator
[21:57:45	]test has fired a toolgun with the name: creator
[21:57:45	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:46	]test has fired a toolgun with the name: creator
[21:57:46	]test has fired a toolgun with the name: creator
[21:57:46	]test has fired a toolgun with the name: creator
[21:57:46	]asdasdas exited observer at their location.
[21:57:46	]test has fired a toolgun with the name: creator
[21:57:46	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:47	]test has fired a toolgun with the name: creator
[21:57:47	]test has fired a toolgun with the name: creator
[21:57:47	]test has fired a toolgun with the name: creator
[21:57:47	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:48	]test has fired a toolgun with the name: creator
[21:57:48	]test has fired a toolgun with the name: creator
[21:57:48	]test has fired a toolgun with the name: creator
[21:57:48	]test has fired a toolgun with the name: creator
[21:57:48	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:48	]test has fired a toolgun with the name: creator
[21:57:49	]test has fired a toolgun with the name: creator
[21:57:49	]asdasdas used command '/ToggleRaise'.
[21:57:49	]test has fired a toolgun with the name: creator
[21:57:49	]test has fired a toolgun with the name: creator
[21:57:49	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:49	]test has fired a toolgun with the name: creator
[21:57:49	]test has fired a toolgun with the name: creator
[21:57:50	]test has fired a toolgun with the name: creator
[21:57:50	]test has fired a toolgun with the name: creator
[21:57:50	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:50	]test has fired a toolgun with the name: creator
[21:57:50	]test has fired a toolgun with the name: creator
[21:57:50	]test has fired a toolgun with the name: creator
[21:57:51	]test has fired a toolgun with the name: creator
[21:57:51	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:52	]test has fired a toolgun with the name: creator
[21:57:52	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:52	]test has fired a toolgun with the name: creator
[21:57:52	]test has fired a toolgun with the name: creator
[21:57:52	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:53	]asdasdas has taken 17 damage from Teddy Bear.
[21:57:53	]asdasdas has taken 2 damage from entityflame.
[21:57:54	]asdasdas has taken 0 damage from entityflame.
[21:57:54	]asdasdas has taken 14 damage from Teddy Bear.
[21:57:54	]test has fired a toolgun with the name: creator
[21:57:54	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:54	]test has fired a toolgun with the name: creator
[21:57:54	]test has fired a toolgun with the name: creator
[21:57:55	]test has fired a toolgun with the name: creator
[21:57:55	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:55	]test has fired a toolgun with the name: creator
[21:57:55	]test has fired a toolgun with the name: creator
[21:57:55	]test has fired a toolgun with the name: creator
[21:57:56	]test has fired a toolgun with the name: creator
[21:57:56	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:57	]test has fired a toolgun with the name: creator
[21:57:57	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:57	]test has fired a toolgun with the name: creator
[21:57:58	]test has fired a toolgun with the name: creator
[21:57:58	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:58	]test has fired a toolgun with the name: creator
[21:57:59	]test has fired a toolgun with the name: creator
[21:57:59	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:57:59	]asdasdas was knocked unconscious and is bleeding out.
[21:57:59	]test has fired a toolgun with the name: creator
[21:57:59	]test has fired a toolgun with the name: creator
[21:57:59	]test has fired a toolgun with the name: creator
[21:57:59	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:00	]test has fired a toolgun with the name: creator
[21:58:00	]test has fired a toolgun with the name: creator
[21:58:00	]test has fired a toolgun with the name: creator
[21:58:00	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:01	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:58:01	]asdasdas entered observer.
[21:58:01	]test has fired a toolgun with the name: creator
[21:58:01	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:02	]test has fired a toolgun with the name: creator
[21:58:03	]test has fired a toolgun with the name: creator
[21:58:03	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:03	]test has fired a toolgun with the name: creator
[21:58:04	]Teddy Bear has taken 55 damage from Teddy Bear.
[21:58:04	]test has fired a toolgun with the name: creator
[21:58:04	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:04	]test has fired a toolgun with the name: creator
[21:58:05	]test has fired a toolgun with the name: creator
[21:58:05	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:06	]Teddy Bear was knocked unconscious and is bleeding out.
[21:58:06	]test has fired a toolgun with the name: creator
[21:58:07	]test has fired a toolgun with the name: creator
[21:58:07	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:07	]test has fired a toolgun with the name: creator
[21:58:07	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:08	]test has fired a toolgun with the name: creator
[21:58:09	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:58:09	]test has fired a toolgun with the name: creator
[21:58:09	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:10	]test has fired a toolgun with the name: creator
[21:58:10	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:10	]Teddy Bear entered observer.
[21:58:12	]test has fired a toolgun with the name: creator
[21:58:12	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:13	]test has fired a toolgun with the name: creator
[21:58:13	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:14	]test has fired a toolgun with the name: creator
[21:58:14	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:14	]test has fired a toolgun with the name: creator
[21:58:15	]test has fired a toolgun with the name: creator
[21:58:15	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:16	]test has fired a toolgun with the name: creator
[21:58:19	]test has fired a toolgun with the name: creator
[21:58:19	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:20	]test has fired a toolgun with the name: creator
[21:58:20	]test has fired a toolgun with the name: creator
[21:58:20	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:21	]Teddy Bear has spawned a 'Entity [395][lvs_vehicle_spammer]'.
[21:58:21	]test has fired a toolgun with the name: creator
[21:58:21	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:22	]test has fired a toolgun with the name: creator
[21:58:22	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:23	]test has fired a toolgun with the name: creator
[21:58:23	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:23	]Teddy Bear has used a context menu option with the name: collision_on
[21:58:24	]test has fired a toolgun with the name: creator
[21:58:24	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:24	]Teddy Bear has used a context menu option with the name: collision_off
[21:58:25	]test has fired a toolgun with the name: creator
[21:58:25	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:26	]test has fired a toolgun with the name: creator
[21:58:26	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:26	]test has fired a toolgun with the name: creator
[21:58:27	]test has fired a toolgun with the name: creator
[21:58:27	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:28	]test has fired a toolgun with the name: creator
[21:58:29	]test has fired a toolgun with the name: creator
[21:58:29	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:30	]test has fired a toolgun with the name: creator
[21:58:30	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:31	]test has fired a toolgun with the name: creator
[21:58:31	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:31	]test has fired a toolgun with the name: creator
[21:58:32	]test has fired a toolgun with the name: creator
[21:58:32	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:32	]test has fired a toolgun with the name: creator
[21:58:33	]test has fired a toolgun with the name: creator
[21:58:33	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:35	]test has fired a toolgun with the name: creator
[21:58:35	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:58:36	]test has fired a toolgun with the name: creator
[21:58:43	]test exited observer at their location.
[21:58:43	]test has taken 19 damage from worldspawn.
[21:58:44	]asdasdas used command '/ToggleRaise'.
[21:58:45	]Teddy Bear has spawned a 'Entity [411][gmod_sent_vehicle_fphysics_base]'.
[21:58:49	]test has taken 1 damage from asdasdas.
[21:58:52	]Teddy Bear exited observer at their location.
[21:58:59	]test entered observer.
[21:58:59	]test exited observer at their location.
[21:59:00	]test has taken 9 damage from worldspawn.
[21:59:15	]asdasdas exited observer at their location.
[21:59:46	]asdasdas has taken 38 damage from gmod_sent_vehicle_fphysics_base.
[21:59:50	]test has taken 16 damage from gmod_sent_vehicle_fphysics_base.
[21:59:52	]asdasdas was knocked unconscious and is bleeding out.
[21:59:54	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:59:55	]asdasdas used command '/ToggleRaise'.
[22:00:00	]asdasdas was knocked unconscious and is bleeding out.
[22:00:02	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[22:00:04	]asdasdas used command '/ToggleRaise'.
[22:00:05	]test has taken 30 damage from Teddy Bear.
[22:00:05	]test was knocked unconscious and is bleeding out.
[22:00:07	]Teddy Bear entered observer.
[22:00:08	]test ran SAM command 'respawn' with arguments: 'test'
[22:00:11	]test is fully healed.
[22:00:15	]asdasdas was knocked unconscious and is bleeding out.
[22:00:16	]Teddy Bear exited observer at their location.
[22:00:17	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[22:00:18	]asdasdas was knocked unconscious and is bleeding out.
[22:00:20	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[22:00:20	]asdasdas entered observer.
[22:00:23	]asdasdas used command '/ToggleRaise'.
[22:00:29	]test has taken 5 damage from Teddy Bear.
[22:00:29	]test has taken 5 damage from Teddy Bear.
[22:00:30	]Teddy Bear was knocked unconscious and is bleeding out.
[22:00:35	]test entered observer.
[22:00:38	]asdasdas exited observer at their location.
[22:00:40	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[22:00:41	]Teddy Bear entered observer.
[22:00:44	]M!NT (STEAM_0:1:120751263) has disconnected.
[22:00:50	]Teddy Bear has fired a toolgun with the name: remover
[22:00:51	]Teddy Bear has fired a toolgun with the name: remover
[22:00:51	]Teddy Bear has fired a toolgun with the name: remover
[22:00:51	]Teddy Bear has fired a toolgun with the name: remover
[22:00:51	]Teddy Bear has fired a toolgun with the name: remover
[22:00:51	]Teddy Bear has fired a toolgun with the name: remover
[22:00:51	]Teddy Bear has fired a toolgun with the name: remover
[22:00:52	]Teddy Bear has fired a toolgun with the name: remover
[22:00:53	]Teddy Bear has fired a toolgun with the name: remover
[22:00:53	]Teddy Bear has fired a toolgun with the name: remover
[22:00:53	]Teddy Bear has fired a toolgun with the name: remover
[22:00:53	]Teddy Bear has fired a toolgun with the name: remover
[22:00:53	]Teddy Bear has fired a toolgun with the name: remover
[22:00:54	]Teddy Bear has fired a toolgun with the name: remover
[22:00:54	]Teddy Bear has fired a toolgun with the name: remover
[22:00:54	]Teddy Bear has fired a toolgun with the name: remover
[22:00:54	]Teddy Bear has fired a toolgun with the name: remover
[22:00:55	]Teddy Bear has fired a toolgun with the name: remover
[22:00:55	]Teddy Bear has fired a toolgun with the name: remover
[22:00:55	]Teddy Bear has fired a toolgun with the name: remover
[22:00:55	]Teddy Bear has fired a toolgun with the name: remover
[22:00:55	]Teddy Bear has fired a toolgun with the name: remover
[22:00:56	]Teddy Bear has fired a toolgun with the name: remover
[22:00:56	]Teddy Bear has fired a toolgun with the name: remover
[22:00:56	]Teddy Bear has fired a toolgun with the name: remover
[22:00:56	]Teddy Bear has fired a toolgun with the name: remover
[22:01:03	]Teddy Bear has spawned a 'Entity [174][gmod_sent_vehicle_fphysics_base]'.
[22:01:03	]asdasdas entered observer.
[22:01:30	]asdasdas has fired a toolgun with the name: remover
[22:01:30	]asdasdas has fired a toolgun with the name: remover
[22:01:31	]asdasdas has fired a toolgun with the name: remover
[22:01:31	]asdasdas has fired a toolgun with the name: remover
[22:01:32	]asdasdas has fired a toolgun with the name: remover
[22:01:33	]asdasdas has fired a toolgun with the name: remover
[22:01:34	]Teddy Bear exited observer at their location.
[22:01:34	]asdasdas has fired a toolgun with the name: remover
[22:01:35	]asdasdas has fired a toolgun with the name: remover
[22:01:35	]asdasdas has fired a toolgun with the name: remover
[22:01:36	]asdasdas has fired a toolgun with the name: remover
[22:01:37	]asdasdas has fired a toolgun with the name: remover
[22:01:37	]asdasdas has fired a toolgun with the name: remover
[22:01:38	]asdasdas has fired a toolgun with the name: remover
[22:01:38	]asdasdas has fired a toolgun with the name: remover
[22:01:38	]Teddy Bear entered observer.
[22:01:39	]asdasdas has fired a toolgun with the name: remover
[22:01:40	]asdasdas has fired a toolgun with the name: remover
[22:01:40	]asdasdas has fired a toolgun with the name: remover
[22:01:41	]asdasdas has fired a toolgun with the name: remover
[22:01:42	]asdasdas has fired a toolgun with the name: remover
[22:01:43	]asdasdas has fired a toolgun with the name: remover
[22:01:43	]Amazon BMD (STEAM_0:1:36030793) has disconnected.
[22:01:45	]asdasdas has fired a toolgun with the name: remover
[22:01:46	]asdasdas has fired a toolgun with the name: remover
[22:01:47	]asdasdas has fired a toolgun with the name: remover
[22:01:47	]asdasdas has fired a toolgun with the name: remover
[22:01:47	]asdasdas has fired a toolgun with the name: remover
[22:01:49	]asdasdas has fired a toolgun with the name: remover
[22:01:50	]asdasdas has fired a toolgun with the name: remover
[22:01:51	]asdasdas has fired a toolgun with the name: remover
[22:01:53	]asdasdas has fired a toolgun with the name: remover
[22:01:54	]asdasdas has fired a toolgun with the name: remover
[22:01:54	]asdasdas has fired a toolgun with the name: remover
[22:01:55	]asdasdas has fired a toolgun with the name: remover
[22:01:56	]asdasdas has fired a toolgun with the name: remover
[22:01:56	]asdasdas has fired a toolgun with the name: remover
[22:01:57	]asdasdas has fired a toolgun with the name: remover
[22:01:58	]asdasdas has fired a toolgun with the name: remover
[22:01:59	]asdasdas has fired a toolgun with the name: remover
[22:02:00	]asdasdas has fired a toolgun with the name: remover
[22:02:01	]asdasdas has fired a toolgun with the name: remover
[22:02:01	]asdasdas has fired a toolgun with the name: remover
[22:02:02	]asdasdas has fired a toolgun with the name: remover
[22:02:02	]asdasdas has fired a toolgun with the name: remover
[22:02:03	]asdasdas has fired a toolgun with the name: remover
[22:02:05	]asdasdas has fired a toolgun with the name: remover
[22:02:05	]asdasdas has fired a toolgun with the name: remover
[22:02:06	]asdasdas has fired a toolgun with the name: remover
[22:02:07	]asdasdas has fired a toolgun with the name: remover
[22:02:13	]asdasdas has fired a toolgun with the name: remover
[22:02:13	]asdasdas has fired a toolgun with the name: remover
[22:02:13	]asdasdas has fired a toolgun with the name: remover
[22:02:14	]asdasdas has fired a toolgun with the name: remover
[22:02:14	]asdasdas has fired a toolgun with the name: remover
[22:02:14	]asdasdas has fired a toolgun with the name: remover
[22:02:15	]asdasdas has fired a toolgun with the name: remover
[22:02:15	]asdasdas has fired a toolgun with the name: remover
[22:02:16	]asdasdas has fired a toolgun with the name: remover
[22:02:16	]asdasdas has fired a toolgun with the name: remover
[22:02:22	]Rabithunter (STEAM_0:1:22394854) has disconnected.
