[00:00:01	][IC] C24:i3.UNION-41: <:: LOOK AT THIS SHIT. ::>
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 14 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 14 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:16:10	][IC] C24:i5.KING-53: <:: LOL. ::>
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 6 damage (CritChance was 0.00).
[00:16:11	]C24:i3.UNION-41 has taken 6 damage from Elena Rose.
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 14 damage (CritChance was 0.00).
[00:16:11	]C24:i3.UNION-41 has taken 14 damage from Elena Rose.
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 6 damage (CritChance was 0.00).
[00:16:11	]C24:i3.UNION-41 has taken 6 damage from Elena Rose.
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:16:11	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:16:11	]C24:i3.UNION-41 was knocked unconscious and is bleeding out.
[00:16:15	][IC] C24:i3.UNION-41: <:: !resp un. ::>
[00:16:16	][IC] Elena Rose: We hate u too.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 0 damage (CritChance was 0.00).
[00:16:19	]Elena Rose has hit C24:i3.UNION-41 in the stomach dealing 12 damage (CritChance was 0.00).
[00:16:19	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:16:20	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:16:21	]C24:i3.UNION-41 has hit Elena Rose dealing 3 damage (CritChance was 0.00).
[00:16:21	]Elena Rose has taken 3 damage from C24:i3.UNION-41.
[00:16:21	]C24:i3.UNION-41 has damaged Elena Rose, dealing 5.3 with ix_hands
[00:16:21	]Elena Rose used command '/ToggleRaise'.
[00:16:23	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:16:24	]Elena Rose has hit C24:i3.UNION-41 dealing 3 damage (CritChance was 0.00).
[00:16:24	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:16:24	]Elena Rose has damaged C24:i3.UNION-41, dealing 5.0009 with ix_hands
[00:16:25	]Elena Rose has hit C24:i3.UNION-41 dealing 3 damage (CritChance was 0.00).
[00:16:25	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:16:25	]Elena Rose has damaged C24:i3.UNION-41, dealing 5.0012 with ix_hands
[00:16:26	]Elena Rose has hit C24:i3.UNION-41 dealing 3 damage (CritChance was 0.00).
[00:16:26	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:16:26	]Elena Rose has damaged C24:i3.UNION-41, dealing 5.0015 with ix_hands
[00:16:30	]C24:i3.UNION-41 has spawned a uc_tp_gang.
[00:16:31	]C24:i3.UNION-41 ran 'take' on item 'Homeboy' (#2691056)
[00:16:31	]C24:i3.UNION-41 has gained a 'Homeboy' #2691056.
[00:16:32	]Elena Rose used command '/ToggleRaise'.
[00:16:40	]C24:i3.UNION-41 has critically hit Elena Rose in the left arm dealing 6 damage (CritChance was 0.43).
[00:16:40	]Elena Rose has taken 6 damage from C24:i3.UNION-41.
[00:16:40	]C24:i3.UNION-41 has hit Elena Rose in the left arm dealing 3 damage (CritChance was 0.43).
[00:16:40	]Elena Rose has taken 3 damage from C24:i3.UNION-41.
[00:16:40	]C24:i3.UNION-41 has critically hit Elena Rose in the chest dealing 9 damage (CritChance was 0.43).
[00:16:40	]Elena Rose has taken 9 damage from C24:i3.UNION-41.
[00:16:40	]C24:i3.UNION-41 has critically hit Elena Rose in the stomach dealing 8 damage (CritChance was 0.58).
[00:16:40	]Elena Rose has taken 8 damage from C24:i3.UNION-41.
[00:16:40	]C24:i3.UNION-41 has hit Elena Rose in the chest dealing 7 damage (CritChance was 0.43).
[00:16:40	]Elena Rose has taken 7 damage from C24:i3.UNION-41.
[00:16:40	]Elena Rose used command '/ToggleRaise'.
[00:16:40	]C24:i3.UNION-41 has hit Elena Rose in the chest dealing 7 damage (CritChance was 0.43).
[00:16:40	]Elena Rose has taken 7 damage from C24:i3.UNION-41.
[00:16:41	]C24:i3.UNION-41 has hit Elena Rose in the chest dealing 7 damage (CritChance was 0.43).
[00:16:41	]Elena Rose has taken 7 damage from C24:i3.UNION-41.
[00:16:41	]C24:i3.UNION-41 has hit Elena Rose in the chest dealing 7 damage (CritChance was 0.43).
[00:16:41	]Elena Rose was knocked unconscious and is bleeding out.
[00:16:52	][IC] C24:i3.UNION-41: <:: On cuh. ::>
[00:16:55	]Elena Rose used command '/CharSearch'.
[00:16:58	]Elena Rose used command '/CharSearch'.
[00:17:02	][IC] C24:i3.UNION-41: <:: On hood on dead homies. ::>
[00:17:02	]Elena Rose used command '/CharSearch'.
[00:17:07	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:17:08	]Elena Rose used command '/ToggleRaise'.
[00:17:12	]C24:i5.KING-53 has hit C24:i3.UNION-41 in the chest dealing 12 damage (CritChance was 0.26).
[00:17:12	]C24:i3.UNION-41 has taken 12 damage from C24:i5.KING-53.
[00:17:12	]C24:i5.KING-53 has hit C24:i3.UNION-41 in the chest dealing 12 damage (CritChance was 0.26).
[00:17:12	]C24:i3.UNION-41 has taken 12 damage from C24:i5.KING-53.
[00:17:12	]C24:i5.KING-53 has critically hit C24:i3.UNION-41 in the chest dealing 15 damage (CritChance was 0.37).
[00:17:12	]C24:i3.UNION-41 has taken 15 damage from C24:i5.KING-53.
[00:17:12	]C24:i5.KING-53 has critically hit C24:i3.UNION-41 in the chest dealing 15 damage (CritChance was 0.37).
[00:17:12	]C24:i3.UNION-41 has taken 15 damage from C24:i5.KING-53.
[00:17:12	]C24:i5.KING-53 has critically hit C24:i3.UNION-41 in the right arm dealing 10 damage (CritChance was 0.37).
[00:17:12	]C24:i3.UNION-41 has taken 10 damage from C24:i5.KING-53.
[00:17:12	]C24:i5.KING-53 has hit C24:i3.UNION-41 in the right arm dealing 6 damage (CritChance was 0.37).
[00:17:12	]C24:i3.UNION-41 has taken 6 damage from C24:i5.KING-53.
[00:17:13	]Elena Rose used command '/ToggleRaise'.
[00:17:15	]Elena Rose used command '/ToggleRaise'.
[00:17:20	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 12 damage (CritChance was 0.43).
[00:17:20	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:17:20	]Elena Rose has critically hit C24:i3.UNION-41 in the chest dealing 15 damage (CritChance was 0.43).
[00:17:20	]C24:i3.UNION-41 has taken 15 damage from Elena Rose.
[00:17:20	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 12 damage (CritChance was 0.43).
[00:17:20	]C24:i3.UNION-41 has taken 12 damage from Elena Rose.
[00:17:20	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 12 damage (CritChance was 0.43).
[00:17:20	]C24:i3.UNION-41 was knocked unconscious and is bleeding out.
[00:17:22	]Elena Rose used command '/CharSearch'.
[00:17:26	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:17:29	]Elena Rose ran 'drop' on item 'RPG-7' (#2691055)
[00:17:29	]C24:i3.UNION-41 has lost a 'RPG-7' #2691055.
[00:17:30	]Elena Rose ran 'take' on item 'RPG-7' (#2691055)
[00:17:30	]Elena Rose has gained a 'RPG-7' #2691055.
[00:17:33	]Elena Rose ran 'EquipUn' on item 'Overwatch Standard-Issue Pulse Rifle' (#2691050)
[00:17:33	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:17:33	]Elena Rose ran 'Equip' on item 'RPG-7' (#2691055)
[00:17:34	]Elena Rose used command '/ToggleRaise'.
[00:17:35	]C24:i5.KING-53 ran 'drop' on item 'RPG-7' (#2691054)
[00:17:35	]C24:i5.KING-53 has lost a 'RPG-7' #2691054.
[00:17:37	]Elena Rose has hit C24:i3.UNION-41 dealing 90 damage (CritChance was 0.00).
[00:17:37	]C24:i3.UNION-41 has taken 90 damage from Elena Rose.
[00:17:37	]Elena Rose has hit C24:i5.KING-53 dealing 30 damage (CritChance was 0.00).
[00:17:37	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:17:41	]Elena Rose ran 'EquipUn' on item 'RPG-7' (#2691055)
[00:17:41	]Elena Rose ran 'Equip' on item 'RPG-7' (#2691055)
[00:17:42	]Elena Rose used command '/ToggleRaise'.
[00:17:47	]C24:i3.UNION-41 has spawned a perk_suppressorrage.
[00:17:48	]C24:i3.UNION-41 ran 'take' on item 'Suppressor's Spirit' (#2691057)
[00:17:48	]C24:i3.UNION-41 has gained a 'Suppressor's Spirit' #2691057.
[00:17:52	]Elena Rose ran 'EquipUn' on item 'RPG-7' (#2691055)
[00:17:52	]Elena Rose ran 'Equip' on item 'RPG-7' (#2691055)
[00:17:55	]Elena Rose used command '/ToggleRaise'.
[00:18:00	]C24:i3.UNION-41 has hit Elena Rose in the stomach dealing 14 damage (CritChance was 0.49).
[00:18:00	]Elena Rose has taken 14 damage from C24:i3.UNION-41.
[00:18:00	]Elena Rose has hit C24:i3.UNION-41 dealing 17 damage (CritChance was 0.00).
[00:18:00	]C24:i3.UNION-41 was knocked unconscious and is bleeding out.
[00:18:00	]Elena Rose has hit C24:i5.KING-53 dealing 12 damage (CritChance was 0.00).
[00:18:00	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:18:03	]Elena Rose ran 'EquipUn' on item 'RPG-7' (#2691055)
[00:18:03	]Elena Rose ran 'Equip' on item 'RPG-7' (#2691055)
[00:18:04	]Elena Rose used command '/ToggleRaise'.
[00:18:06	]Elena Rose used command '/ToggleRaise'.
[00:18:07	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:18:09	]Elena Rose has hit C24:i3.UNION-41 dealing 31 damage (CritChance was 0.00).
[00:18:09	]C24:i3.UNION-41 has taken 31 damage from Elena Rose.
[00:18:09	]Elena Rose has hit C24:i5.KING-53 dealing 53 damage (CritChance was 0.00).
[00:18:09	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:18:11	]Elena Rose used command '/ToggleRaise'.
[00:18:12	]C24:i3.UNION-41 has hit Elena Rose in the chest dealing 16 damage (CritChance was 0.43).
[00:18:12	]Elena Rose has taken 16 damage from C24:i3.UNION-41.
[00:18:12	]C24:i3.UNION-41 has hit Elena Rose in the right arm dealing 8 damage (CritChance was 0.43).
[00:18:12	]Elena Rose has taken 8 damage from C24:i3.UNION-41.
[00:18:12	]C24:i3.UNION-41 has critically hit Elena Rose in the right arm dealing 14 damage (CritChance was 0.43).
[00:18:12	]Elena Rose was knocked unconscious and is bleeding out.
[00:18:25	][IC] C24:i3.UNION-41: <:: Ok so. ::>
[00:18:29	][IC] C24:i3.UNION-41: <:: I guess this is just shit. ::>
[00:18:35	][IC] C24:i3.UNION-41: <:: The guns suck as always. ::>
[00:18:39	][IC] C24:i5.KING-53: <:: Meh. ::>
[00:18:44	][IC] Elena Rose: Do !jail union.
[00:18:45	][IC] C24:i3.UNION-41: <:: God dammit... ::>
[00:18:53	][IC] Elena Rose: Recorded.
[00:18:54	][IC] Elena Rose: U getting banned.
[00:18:54	][IC] C24:i3.UNION-41: <:: !burn len. ::>
[00:18:58	]Risvolto (STEAM_0:0:699895906) has disconnected.
[00:19:01	][IC] C24:i3.UNION-41: <:: OH FUCK. ::>
[00:19:04	][IC] C24:i3.UNION-41: <:: HAHAHA. ::>
[00:19:04	][IC] C24:i5.KING-53: <:: LOL. ::>
[00:19:14	][IC] C24:i3.UNION-41: <:: I gotta go get their steamid. ::>
[00:19:15	][IC] C24:i5.KING-53: <:: Dumbaaaaaaaaaass. ::>
[00:19:17	][IC] C24:i3.UNION-41: <:: 1s. ::>
[00:19:22	][IC] C24:i3.UNION-41: <:: I got web. ::>
[00:19:40	][IC] C24:i3.UNION-41: <:: Right. ::>
[00:19:42	][IC] C24:i3.UNION-41: <:: So basically. ::>
[00:19:45	][IC] C24:i3.UNION-41: <:: We can't test guns. ::>
[00:19:48	][IC] C24:i5.KING-53: <:: Yeah. ::>
[00:19:51	][IC] C24:i3.UNION-41: <:: But I can look at the stats right? ::>
[00:19:55	][IC] C24:i5.KING-53: <:: Yep. ::>
[00:19:57	][IC] C24:i3.UNION-41: <:: Like when the gun is in my inv? ::>
[00:19:58	]C24:i3.UNION-41 has taken 10 damage from ix_item.
[00:20:00	][IC] C24:i5.KING-53: <:: Yeah. ::>
[00:20:05	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:20:10	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:20:13	][IC] C24:i3.UNION-41: <:: =. ::>
[00:20:14	][IC] C24:i3.UNION-41: <:: ? ::>
[00:20:18	][IC] C24:i3.UNION-41: <:: I didnt-... ::>
[00:20:20	][IC] C24:i5.KING-53: <:: Augh! ::>
[00:20:23	][IC] C24:i3.UNION-41: <:: I didnt veen shoot you. ::>
[00:20:29	][IC] C24:i5.KING-53: <:: I killed myself with the script. ::>
[00:20:42	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:20:56	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:21:05	][IC] C24:i3.UNION-41: <:: Ok so. ::>
[00:21:07	][IC] C24:i3.UNION-41: <:: Listen. ::>
[00:21:14	][IC] C24:i3.UNION-41: <:: This is what im gonna ask in the suggest. ::>
[00:21:17	][IC] C24:i5.KING-53: <:: Ok. ::>
[00:21:24	][IC] C24:i3.UNION-41: <:: Remove spread from aimin down sights. ::>
[00:21:30	][IC] C24:i3.UNION-41: <:: So whe nyou aim down sights precision is 100%. ::>
[00:21:42	][IC] C24:i3.UNION-41: <:: INCREASE RECOIL on all rifles. ::>
[00:21:45	][IC] C24:i3.UNION-41: <:: Vertically. ::>
[00:21:55	][IC] C24:i3.UNION-41: <:: Forcing players to choose from single fire to full auto from afar. ::>
[00:22:00	][IC] C24:i3.UNION-41: <:: And stop people from LAZERING. ::>
[00:22:02	][IC] C24:i3.UNION-41: <:: Across the map. ::>
[00:22:11	][IC] C24:i3.UNION-41: <:: As for SMGs. ::>
[00:22:16	][IC] C24:i3.UNION-41: <:: Increase recoil HORIZONTALLY. ::>
[00:22:25	][IC] C24:i5.KING-53: <:: CSGO recoil patterns. ::>
[00:22:34	][IC] C24:i3.UNION-41: <:: Making bullets spread out a lot  when you're trying to shoot from afar. ::>
[00:22:48	][IC] C24:i3.UNION-41: <:: And do have spread when shooting from the hip. ::>
[00:23:10	][IC] C24:i3.UNION-41: <:: Ok. ::>
[00:23:15	][IC] C24:i3.UNION-41: <:: Im gonna go writte the app. ::>
[00:23:17	][IC] C24:i5.KING-53: <:: Ok. ::>
[00:23:20	][IC] C24:i5.KING-53: <:: Gl. ::>
[00:23:22	][IC] C24:i3.UNION-41: <:: Thanks for helping. ::>
[00:23:24	][IC] C24:i5.KING-53: <:: Im going back to main. ::>
[00:23:24	][IC] C24:i3.UNION-41: <:: <3. ::>
[00:23:26	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:23:29	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:23:32	]C24:i5.KING-53 has critically hit C24:i3.UNION-41 dealing 24 damage (CritChance was 0.36).
[00:23:32	]C24:i3.UNION-41 has taken 24 damage from C24:i5.KING-53.
[00:23:34	][IC] C24:i3.UNION-41: <:: OW. ::>
[00:23:35	]C24:i5.KING-53 has hit C24:i3.UNION-41 dealing 19 damage (CritChance was 0.36).
[00:23:35	]C24:i3.UNION-41 has taken 19 damage from C24:i5.KING-53.
[00:23:35	]C24:i3.UNION-41 was just knocked out due to: hit by stunstick owned by C24:i5.KING-53
[00:23:38	][IC] C24:i5.KING-53: <:: Haha. ::>
[00:23:38	][IC] C24:i3.UNION-41: <:: AHHHHHH. ::>
[00:23:42	][IC] C24:i3.UNION-41: <:: EH NOOOOOOOOO. ::>
[00:23:43	][IC] C24:i5.KING-53: <:: Off to brazil. ::>
[00:23:53	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:23:55	]C24:i3.UNION-41 has hit C24:i5.KING-53 dealing 9 damage (CritChance was 0.00).
[00:23:55	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:23:55	][VORT] C24:i3.UNION-41 has damaged C24:i5.KING-53 dealing 15 with vortpyro
[00:23:59	][IC] C24:i3.UNION-41: <:: Turr. ::>
[00:23:59	][IC] C24:i5.KING-53: <:: Uagh! ::>
[00:24:03	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:24:09	][IC] C24:i3.UNION-41: <:: Galanga. ::>
[00:24:10	][IC] C24:i5.KING-53: <:: Ok i go back to main now. ::>
[00:24:16	][IC] C24:i5.KING-53: <:: Hmph. ::>
[00:24:21	][IC] C24:i5.KING-53: <:: Wait. ::>
[00:24:24	][IC] C24:i3.UNION-41: <:: Hm? ::>
[00:24:30	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:24:35	][IC] C24:i5.KING-53: <:: I'm feelin' pretty good about myself today. ::>
[00:24:38	][IC] C24:i3.UNION-41: <:: LÇOL. ::>
[00:24:41	]C24:i3.UNION-41 has spawned a 'NPC [5844][npc_stalker]'.
[00:24:41	]C24:i3.UNION-41 has hit npc_stalker dealing 10 damage (CritChance was 0.00).
[00:24:41	]C24:i3.UNION-41 has hit npc_stalker dealing 10 damage (CritChance was 0.00).
[00:24:41	]C24:i3.UNION-41 has hit npc_stalker dealing 10 damage (CritChance was 0.00).
[00:24:41	]C24:i3.UNION-41 has hit npc_stalker dealing 10 damage (CritChance was 0.00).
[00:24:41	]C24:i3.UNION-41 has hit npc_stalker dealing 10 damage (CritChance was 0.00).
[00:24:44	]C24:i3.UNION-41 has spawned a 'NPC [5846][npc_combine_s]'.
[00:24:46	]C24:i3.UNION-41 has hit npc_combine_s in the head dealing 13 damage (CritChance was 0.00).
[00:24:46	]C24:i3.UNION-41 has hit npc_combine_s in the right arm dealing 24 damage (CritChance was 0.00).
[00:24:46	]C24:i3.UNION-41 has hit npc_combine_s in the head dealing 13 damage (CritChance was 0.00).
[00:24:48	]C24:i3.UNION-41 has spawned a 'NPC [5844][npc_combine_s]'.
[00:24:49	][IC] C24:i5.KING-53: <:: Ow. ::>
[00:24:50	]C24:i3.UNION-41 has hit npc_combine_s in the head dealing 13 damage (CritChance was 0.00).
[00:24:50	]C24:i3.UNION-41 has hit npc_combine_s in the head dealing 13 damage (CritChance was 0.00).
[00:24:50	]C24:i3.UNION-41 has hit npc_combine_s in the head dealing 13 damage (CritChance was 0.00).
[00:24:55	]C24:i3.UNION-41 has spawned a 'NPC [5844][npc_strider]'.
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the head dealing 12 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the head dealing 12 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the head dealing 12 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the head dealing 12 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the head dealing 12 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:24:56	]C24:i3.UNION-41 has hit npc_strider in the chest dealing 0 damage (CritChance was 0.00).
[00:25:01	][IC] C24:i5.KING-53: <:: Hmmm. ::>
[00:25:04	]C24:i3.UNION-41 has spawned a 'NPC [5844][npc_manhack]'.
[00:25:05	]C24:i3.UNION-41 has taken 4 damage from npc_manhack.
[00:25:10	][IC] C24:i5.KING-53: <:: Have u tried playing Squad 7.2 yet. ::>
[00:25:14	]C24:i3.UNION-41 has hit npc_manhack dealing 10 damage (CritChance was 0.00).
[00:25:18	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:25:20	]C24:i3.UNION-41 has hit npc_manhack dealing 5 damage (CritChance was 0.60).
[00:25:20	]C24:i3.UNION-41 has critically hit npc_manhack dealing 7 damage (CritChance was 0.60).
[00:25:20	]C24:i3.UNION-41 has critically hit npc_manhack dealing 7 damage (CritChance was 0.60).
[00:25:24	][IC] C24:i5.KING-53: <:: Ow. ::>
[00:25:30	][IC] C24:i5.KING-53: <:: Have u tried squad 7.2 yet. ::>
[00:25:31	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:25:33	][IC] C24:i3.UNION-41: <:: Nope. ::>
[00:25:36	]C24:i3.UNION-41 has spawned a 'NPC [5840][npc_combine_s]'.
[00:25:37	]C24:i3.UNION-41 has hit npc_combine_s in the head dealing 45 damage (CritChance was 0.14).
[00:25:42	][IC] C24:i5.KING-53: <:: They added quad bikes and a Stryker MGS to the US Army. ::>
[00:25:47	][IC] C24:i5.KING-53: <:: Reduced the rifle sway as well. ::>
[00:25:53	][IC] C24:i5.KING-53: <:: Map and faction voting interface. ::>
[00:25:55	][IC] C24:i3.UNION-41: <:: Thank god. ::>
[00:26:03	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:26:05	][IC] C24:i5.KING-53: <:: So u can vote for what kind of units u want. ::>
[00:26:19	][IC] C24:i5.KING-53: <:: Can be things like an airborne unit that gets light vics and more helis but no armor. ::>
[00:26:24	][IC] C24:i3.UNION-41: <:: Oh shit pog. ::>
[00:26:25	][IC] C24:i5.KING-53: <:: Or an armored unit that gets more tanks and shit. ::>
[00:26:36	][IC] C24:i3.UNION-41: <:: Dude... I'm gonna make the metal gear solid 1911. ::>
[00:26:40	][IC] C24:i5.KING-53: <:: Oh no. ::>
[00:26:57	]C24:i3.UNION-41 has spawned a ur_1911_slide_m45.
[00:26:58	]C24:i3.UNION-41 ran 'take' on item 'M45 MEUSOC 5" Slide' (#2691058)
[00:26:58	]C24:i3.UNION-41 has gained a 'M45 MEUSOC 5" Slide' #2691058.
[00:27:00	]C24:i3.UNION-41 has spawned a ur_1911_slide_m45_custom.
[00:27:01	]C24:i3.UNION-41 ran 'take' on item 'M45 MEUSOC 5" Slide w/ Custom Finish' (#2691059)
[00:27:01	]C24:i3.UNION-41 has gained a 'M45 MEUSOC 5" Slide w/ Custom Finish' #2691059.
[00:27:26	]C24:i3.UNION-41 has spawned a uc_muzzle_brake1.
[00:27:27	]C24:i3.UNION-41 ran 'take' on item 'Hammerhead Muzzle Brake' (#2691060)
[00:27:27	]C24:i3.UNION-41 has gained a 'Hammerhead Muzzle Brake' #2691060.
[00:27:33	][IC] C24:i3.UNION-41: <:: Wana try? ::>
[00:27:36	][IC] C24:i5.KING-53: <:: Ok. ::>
[00:27:38	]C24:i3.UNION-41 has fired a toolgun with the name: creator
[00:27:38	]C24:i3.UNION-41 has spawned a 'Weapon [5851][arccw_eft_1911]'.
[00:28:00	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:28:02	]C24:i3.UNION-41 has fired a toolgun with the name: creator
