[21:03:09	]Fedora has connected.
[22:41:46	][IC] C24:OTAGUY.OTA-37: <:: 11. ::>
[22:41:51	][IC] C24:RCT.YELLO-11: <:: Tats me!!!! ::>
[22:41:51	][OOC] Hank J. Wimleton: i dont understand why are my guns not critting with 50 guns lol
[22:41:53	]Gerome Gentry ran 'use' on item 'Bandage Roll' (#2688134)
[22:41:53	]Gerome Gentry has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:41:53	]Gerome Gentry was bandaged by Gerome Gentry for 17 HP.
[22:41:53	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the left leg dealing 6 damage (CritChance was 0.43).
[22:41:53	]Anders Stauning has taken 6 damage from C24.RL.KRAHSLAYER-77.
[22:41:53	]Gerome Gentry ran 'use' on item 'Bandage Roll' (#2688134)
[22:41:53	]Gerome Gentry has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:41:53	]Gerome Gentry was bandaged by Gerome Gentry for 17 HP.
[22:41:53	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the left leg dealing 6 damage (CritChance was 0.43).
[22:41:53	]Anders Stauning has taken 6 damage from C24.RL.KRAHSLAYER-77.
[22:41:53	]C24.RL.KRAHSLAYER-77 has critically hit Anders Stauning in the stomach dealing 18 damage (CritChance was 0.58).
[22:41:53	]Anders Stauning has taken 18 damage from C24.RL.KRAHSLAYER-77.
[22:41:53	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the left arm dealing 7 damage (CritChance was 0.43).
[22:41:53	]Anders Stauning has taken 7 damage from C24.RL.KRAHSLAYER-77.
[22:41:53	]C24.RL.KRAHSLAYER-77 has critically hit Anders Stauning in the left arm dealing 10 damage (CritChance was 0.43).
[22:41:53	]Anders Stauning has taken 10 damage from C24.RL.KRAHSLAYER-77.
[22:41:54	]Anders Stauning has hit C24.RL.KRAHSLAYER-77 in the left leg dealing 6 damage (CritChance was 0.09).
[22:41:54	]C24.RL.KRAHSLAYER-77 has taken 6 damage from Anders Stauning.
[22:41:54	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the stomach dealing 12 damage (CritChance was 0.58).
[22:41:54	]Anders Stauning was knocked unconscious and is bleeding out.
[22:41:54	][IC] C24:OTAGUY.OTA-37: <:: There's nothing we can do. ::>
[22:41:56	]Gerome Gentry has hit Male_07 in the right arm dealing 7 damage (CritChance was 0.43).
[22:41:56	]Male_07 has taken 7 damage from Gerome Gentry.
[22:41:56	]Gerome Gentry has hit Male_07 in the head dealing 15 damage (CritChance was 0.14).
[22:41:56	]Male_07 was knocked unconscious and is bleeding out.
[22:41:59	][IC] C24:RCT.YELLO-11: <:: Shit.. ::>
[22:42:00	]C24:OTAGUY.OTA-37 has gained level 6 in the Guns skill.
[22:42:02	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:42:03	]Pavel Artyomov was just killed due to: accepting their death
[22:42:07	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:42:11	]Hank J. Wimleton ran 'drop' on item 'PPSH-41' (#2688250)
[22:42:11	]Hank J. Wimleton has lost a 'PPSH-41' #2688250.
[22:42:11	]Anders Stauning used command '/CharStopBleedout ^'.
[22:42:13	]Hank J. Wimleton destroyed a 'PPSH-41' #2688250.
[22:42:20	][OOC] Male_07: i think i got frendly fired.
[22:42:22	][IC] C24:OTAGUY.OTA-37: <:: Pick up that can. ::>
[22:42:23	][OOC] Gerome Gentry: yea sorry
[22:42:26	]C24:i5.COURIER-06 used command '/Announce 1 v 1'.
[22:42:29	]Pavel Artyomov ran 'Repair' on item 'Medium Kevlar Uniform' (#2686945)
[22:42:29	]Repair Plating owned by Pavel Artyomov just broke due to usage.
[22:42:31	][IC] C24:OTAGUY.OTA-37: <:: Patrol, I have a failure to comply with loyalty check, tag as possible 10-103M. ::>
[22:42:31	][OOC] C24:RL.XRAY-74: LOOK OUT HOKI!!!
[22:42:31	][IC] C24:RCT.YELLO-11: <:: Your wife doesn't like me, does she? ::>
[22:42:32	][OOC] Male_07: bruh
[22:42:34	]C24.RL.KRAHSLAYER-77 has hit Anders Stauning in the right leg dealing 6 damage (CritChance was 0.43).
[22:42:34	]Anders Stauning was knocked unconscious and is bleeding out.
[22:42:36	]Guomundur  Einarsson ran 'drop' on item 'Water Bottle' (#1324612)
[22:42:36	]Guomundur  Einarsson has lost a 'Water Bottle' #1324612.
[22:42:39	][IC] C24:RCT.YELLO-11: <:: 10-4. ::>
[22:42:39	][IC] C24:OTAGUY.OTA-37: <:: Pick up that bottle. ::>
[22:42:39	][IC] Guomundur  Einarsson: Pick up that bottle.
[22:42:40	][IC] C24:RCT.YELLO-11: <:: Copy. ::>
[22:42:43	][IC] C24:OTAGUY.OTA-37: <:: Nope. ::>
[22:42:44	][IC] Guomundur  Einarsson: No.
[22:42:45	]Male_07 was just killed due to: accepting their death
[22:42:45	][ME] C24:OTAGUY.OTA-37: kills
[22:42:46	]C24.RL.KRAHSLAYER-77 has hit Gerome Gentry in the stomach dealing 12 damage (CritChance was 0.46).
[22:42:46	]Gerome Gentry has taken 12 damage from C24.RL.KRAHSLAYER-77.
[22:42:46	]C24.RL.KRAHSLAYER-77 has hit Gerome Gentry in the stomach dealing 12 damage (CritChance was 0.46).
[22:42:46	]Gerome Gentry was knocked unconscious and is bleeding out.
[22:42:48	][IC] Guomundur  Einarsson: Dies.
[22:42:49	][OOC] C24:RL.XRAY-74: maine wins
[22:42:49	][OOC] Gerome Gentry: elite
[22:42:50	][IC] C24:RCT.YELLO-11: <:: Your wife doesn't like me, does she? ::>
[22:42:50	]C24:i5.COURIER-06 used command '/Announce CP win'.
[22:42:51	]C24:RL.XRAY-74 ran SAM command 'respawn' with arguments: '*'
[22:42:52	]Anders Stauning is fully healed.
[22:42:52	]C24: i2.MCNULTY-19 entered observer.
[22:42:52	]C24:i5.COURIER-06 entered observer.
[22:42:53	][OOC] C24.RL.KRAHSLAYER-77: elite
[22:42:53	]C24:RL.XRAY-74 entered observer.
[22:42:54	]C24: i2.MCNULTY-19 exited observer at their location.
[22:42:58	]C17:RCT.YELLO-32 has spawned 'models/props_c17/gravestone_coffinpiece002a.mdl'.
[22:42:59	]Male_07 ran 'Equip' on item 'PPSH-41' (#2688237)
[22:42:59	]C24: i2.MCNULTY-19 entered observer.
[22:42:59	]C24:i5.COURIER-06 used command '/StopSong'.
[22:43:00	][IC] C24:RCT.YELLO-11: <:: Damn.. ::>
[22:43:02	][IC] C24:RCT.YELLO-11: <:: Nice swag pal. ::>
[22:43:04	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688228)
[22:43:04	][OOC] Gerome Gentry: dude fuck the mp7 i got liek 4 kills in 0.3 seconds FUCK THAT FUCKING GUN
[22:43:04	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688228)
[22:43:06	]Tamara Lahtizer used command '/ToggleRaise'.
[22:43:06	]C24:RL.XRAY-74 exited observer at their location.
[22:43:08	][MEL] Guomundur  Einarsson: griddy right foot and stuff
[22:43:09	]C24:RL.XRAY-74 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:09	][IC] Pavel Artyomov: Thanks i like your drip too.
[22:43:09	]C24: i2.MCNULTY-19 exited observer at their location.
[22:43:10	]C24:OTAGUY.OTA-37 was knocked unconscious and is bleeding out.
[22:43:10	]C24:RL.XRAY-74 has taken 50 damage from C24:RL.XRAY-74.
[22:43:12	]Gerome Gentry was knocked unconscious and is bleeding out.
[22:43:14	][IC] C24:RCT.YELLO-11: <:: WOAH!!! ::>
[22:43:14	][IC] Pavel Artyomov: Bruh.
[22:43:15	]C17:RCT.YELLO-32 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:15	]Male_07 used command '/ToggleRaise'.
[22:43:15	]C24:RL.XRAY-74 ran SAM command 'respawn' with arguments: 'otaguy'
[22:43:16	]C24:RL.XRAY-74 entered observer.
[22:43:16	][OOC] C24.RL.KRAHSLAYER-77: it kills in like .002 seconds
[22:43:17	][IC] C24:RCT.YELLO-11: <:: Prop killing.. ::>
[22:43:17	]C24.RL.KRAHSLAYER-77 has taken 10 damage from C17:RCT.YELLO-32.
[22:43:17	]C24.RL.KRAHSLAYER-77 has taken 10 damage from C17:RCT.YELLO-32.
[22:43:17	]C24:RL.XRAY-74 exited observer at their location.
[22:43:18	]C24:RL.XRAY-74 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:18	][IC] C24:RCT.YELLO-11: <:: Not cool. ::>
[22:43:19	]C17:RCT.YELLO-32 entered observer.
[22:43:19	]C24:OTAGUY.OTA-37 is fully healed.
[22:43:19	][IC] C24:RCT.YELLO-11: <:: Guys. ::>
[22:43:19	]C17:RCT.YELLO-32 exited observer at their location.
[22:43:20	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:43:20	]C24:RL.XRAY-74 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:21	]C17:RCT.YELLO-32 entered observer.
[22:43:21	]C24.RL.KRAHSLAYER-77 ran 'drop' on item 'POS Terminal' (#2526489)
[22:43:21	]C24.RL.KRAHSLAYER-77 has lost a 'POS Terminal' #2526489.
[22:43:22	]C17:RCT.YELLO-32 exited observer at their location.
[22:43:22	]C17:RCT.YELLO-32 entered observer.
[22:43:22	]C24:RL.XRAY-74 entered observer.
[22:43:23	][OOC] Hank J. Wimleton: fr lmao
[22:43:23	]C24:RL.XRAY-74 exited observer at their location.
[22:43:24	]C17:RCT.YELLO-32 exited observer at their location.
[22:43:24	]C24:RL.XRAY-74 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:24	]C24:OTAGUY.OTA-37 has gained level 7 in the Guns skill.
[22:43:24	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the head dealing 11 damage (CritChance was 0.02).
[22:43:24	]C24:RL.XRAY-74 has taken 11 damage from C24:OTAGUY.OTA-37.
[22:43:25	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the head dealing 11 damage (CritChance was 0.02).
[22:43:25	]C24:RL.XRAY-74 has taken 11 damage from C24:OTAGUY.OTA-37.
[22:43:25	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the head dealing 11 damage (CritChance was 0.02).
[22:43:25	]C24:RL.XRAY-74 has taken 11 damage from C24:OTAGUY.OTA-37.
[22:43:25	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the head dealing 11 damage (CritChance was 0.02).
[22:43:25	]C24:RL.XRAY-74 has taken 11 damage from C24:OTAGUY.OTA-37.
[22:43:25	]C17:RCT.YELLO-32 entered observer.
[22:43:26	]C17:RCT.YELLO-32 exited observer at their location.
[22:43:26	]C24:OTAGUY.OTA-37 has gained level 8 in the Guns skill.
[22:43:26	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the right arm dealing 5 damage (CritChance was 0.06).
[22:43:26	]C24:RL.XRAY-74 has taken 5 damage from C24:OTAGUY.OTA-37.
[22:43:26	]C24:RL.XRAY-74 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:27	]C24:RCT.YELLO-11 has taken 5 damage from ix_item.
[22:43:27	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the head dealing 11 damage (CritChance was 0.02).
[22:43:27	]C24:RL.XRAY-74 has taken 11 damage from C24:OTAGUY.OTA-37.
[22:43:27	]C24:OTAGUY.OTA-37 has critically hit C24:RL.XRAY-74 in the right arm dealing 8 damage (CritChance was 0.40).
[22:43:27	]C24:RL.XRAY-74 has taken 8 damage from C24:OTAGUY.OTA-37.
[22:43:27	]C24:OTAGUY.OTA-37 has gained level 9 in the Guns skill.
[22:43:27	]C24:OTAGUY.OTA-37 has hit C24:RL.XRAY-74 in the right arm dealing 5 damage (CritChance was 0.40).
[22:43:27	]C24:RL.XRAY-74 has taken 5 damage from C24:OTAGUY.OTA-37.
[22:43:27	]C24:RL.XRAY-74 entered observer.
[22:43:28	]Gerome Gentry was just killed due to: accepting their death
[22:43:29	]Tamara Lahtizer ran 'use' on item 'Bandage Roll' (#2688029)
[22:43:29	]Tamara Lahtizer has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:43:29	]Tamara Lahtizer was bandaged by Tamara Lahtizer for 19 HP.
[22:43:29	]Hank J. Wimleton ran 'Consume' on item 'Premium Breen's Water' (#2674424)
[22:43:29	][IC] C24:RCT.YELLO-11: <:: Ow. ::>
[22:43:29	]Male_07 ran 'EquipUn' on item 'PPSH-41' (#2688237)
[22:43:29	]Hank J. Wimleton has gained a 'Empty Breen's Water' #2688271.
[22:43:30	][IC] C24:OTAGUY.OTA-37: <:: WAHT. ::>
[22:43:30	]Male_07 used the 'John Doe' vendor.
[22:43:31	]C24:RL.XRAY-74 exited observer at their location.
[22:43:32	]C24:RL.XRAY-74 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:43:32	][Y] C24:OTAGUY.OTA-37: <:: NOT FAIR. ::>
[22:43:32	]Male_07 has gained 0 chips.
[22:43:34	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:43:34	]C24:RL.XRAY-74 entered observer.
[22:43:38	]Male_07 has gained 0 chips.
[22:43:38	]Male_07 has gained a 'MP7A1' #2688272.
[22:43:38	]C24:RL.XRAY-74 ran SAM command 'hp' with arguments: '*' '100'
[22:43:39	]Tamara Lahtizer is fully healed.
[22:43:40	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:43:40	]C17:RCT.YELLO-32 entered observer.
[22:43:41	]Male_07 used command '/ToggleRaise'.
[22:43:41	]C24.RL.KRAHSLAYER-77 is fully healed.
[22:43:41	]C24:RL.XRAY-74 is fully healed.
[22:43:41	]C24:RL.XRAY-74 ran SAM command 'armor' with arguments: '*' '50'
[22:43:41	]C24:RCT.YELLO-11 is fully healed.
[22:43:41	]Guomundur  Einarsson destroyed a 'Water Bottle' #1324612.
[22:43:45	]Tamara Lahtizer used command '/ToggleRaise'.
[22:43:48	][OOC] C24:i5.COURIER-06: anyone wanna do a specific test? no makeshift
[22:43:49	]C24:RL.XRAY-74 exited observer at their location.
[22:43:49	]C24:RL.XRAY-74 entered observer.
[22:43:49	]C24:RL.XRAY-74 exited observer at their location.
[22:43:50	]C24:RL.XRAY-74 entered observer.
[22:43:52	]C24:RL.XRAY-74 exited observer at their location.
[22:43:53	]C24:RL.XRAY-74 entered observer.
[22:43:53	]C24:RL.XRAY-74 exited observer at their location.
[22:43:54	]C24:RL.XRAY-74 entered observer.
[22:43:54	]C24:RL.XRAY-74 exited observer at their location.
[22:43:56	]C17:RCT.YELLO-32 exited observer at their location.
[22:43:56	][OOC] C24.RL.KRAHSLAYER-77: Pistols
[22:43:57	][OOC] Tamara Lahtizer: Capture the flag?
[22:43:57	][OOC] Male_07: revolvers
[22:44:01	]C24:RL.XRAY-74 entered observer.
[22:44:01	]C24:RL.XRAY-74 exited observer at their location.
[22:44:02	]C24:RL.XRAY-74 entered observer.
[22:44:02	]Anders Stauning entered observer.
[22:44:02	]C24:RL.XRAY-74 exited observer at their location.
[22:44:02	][OOC] Hank J. Wimleton: fuck revolvers lol
[22:44:02	][OOC] C17:RCT.YELLO-32: Fists
[22:44:03	]C24:RL.XRAY-74 entered observer.
[22:44:03	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'MP7A1' (#2688253)
[22:44:03	]C24:RL.XRAY-74 exited observer at their location.
[22:44:04	]C24:RL.XRAY-74 entered observer.
[22:44:04	]C17:RCT.YELLO-32 used the 'John Doe' vendor.
[22:44:05	]C24:RL.XRAY-74 exited observer at their location.
[22:44:05	][OOC] C24:RCT.YELLO-11: melee
[22:44:06	]Hank J. Wimleton used the 'John Doe' vendor.
[22:44:06	]C24:RL.XRAY-74 entered observer.
[22:44:06	]C24:RL.XRAY-74 exited observer at their location.
[22:44:07	]C24:OTAGUY.OTA-37 ran 'take' on item 'POS Terminal' (#2526489)
[22:44:07	]C24:OTAGUY.OTA-37 has gained a 'POS Terminal' #2526489.
[22:44:07	]C24:RL.XRAY-74 entered observer.
[22:44:07	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:44:08	]C24:RL.XRAY-74 exited observer at their location.
[22:44:08	]C24:RL.XRAY-74 entered observer.
[22:44:08	]C24:RL.XRAY-74 exited observer at their location.
[22:44:09	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:44:09	][OOC] Pavel Artyomov: time for a wild western shootout
[22:44:09	][OOC] Gerome Gentry: give everyone 1000 hp and mp7s and see how long it takes for someone to die
[22:44:09	]C24:RL.XRAY-74 entered observer.
[22:44:09	]C24:RL.XRAY-74 exited observer at their location.
[22:44:10	]C24:RL.XRAY-74 entered observer.
[22:44:10	]C17:RCT.YELLO-32 has gained 0 chips.
[22:44:10	]C17:RCT.YELLO-32 has gained a 'Tikhar Ball Rifle' #2688273.
[22:44:10	]C24:RL.XRAY-74 exited observer at their location.
[22:44:10	][OOC] C24:i5.COURIER-06: melee is broken
[22:44:12	][IC] C24:RCT.YELLO-11: <:: Hi. ::>
[22:44:12	][OOC] C24:RL.XRAY-74: melee is gone
[22:44:12	]C24:RL.XRAY-74 entered observer.
[22:44:12	]C24:RL.XRAY-74 exited observer at their location.
[22:44:13	]C17:RCT.YELLO-32 ran 'Equip' on item 'Tikhar Ball Rifle' (#2688273)
[22:44:14	]C24:RL.XRAY-74 entered observer.
[22:44:14	]C24:RL.XRAY-74 exited observer at their location.
[22:44:14	]C24:RL.XRAY-74 entered observer.
[22:44:14	]C24:RL.XRAY-74 exited observer at their location.
[22:44:15	]C24:RL.XRAY-74 entered observer.
[22:44:15	]C24:RL.XRAY-74 exited observer at their location.
[22:44:16	][OOC] C24:RCT.YELLO-11: bu- bu-
[22:44:17	]Tamara Lahtizer used the 'John Doe' vendor.
[22:44:18	][OOC] C24:RL.XRAY-74: i agree with hoki
[22:44:19	][OOC] C24.RL.KRAHSLAYER-77: pistols
[22:44:20	][OOC] Gerome Gentry: give everyone 1000 hp and mp7s and see how long it takes for someone to die
[22:44:20	][IC] C24:OTAGUY.OTA-37: <:: Run. ::>
[22:44:20	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:44:21	]C24:RL.XRAY-74 used command '/Announce 1000 hp everyone mp7'.
[22:44:22	]C24:RL.XRAY-74 entered observer.
[22:44:22	]C24:RL.XRAY-74 exited observer at their location.
[22:44:22	][IC] C24:OTAGUY.OTA-37: <:: Start. ::>
[22:44:23	]C17:RCT.YELLO-32 entered observer.
[22:44:23	]C24:RL.XRAY-74 entered observer.
[22:44:23	]C24:RL.XRAY-74 exited observer at their location.
[22:44:24	]C24:RL.XRAY-74 entered observer.
[22:44:24	]C24:RL.XRAY-74 exited observer at their location.
[22:44:24	]Gerome Gentry ran 'Equip' on item 'MP7A1' (#2688233)
[22:44:24	][IC] C24:OTAGUY.OTA-37: <:: 10. ::>
[22:44:24	]C17:RCT.YELLO-32 exited observer at their location.
[22:44:25	]Gerome Gentry used command '/ToggleRaise'.
[22:44:25	]C17:RCT.YELLO-32 entered observer.
[22:44:25	][OOC] C24:i5.COURIER-06: ngl i wanna try hoki's idea but 500 HP
[22:44:25	]C17:RCT.YELLO-32 exited observer at their location.
[22:44:25	]C24:RL.XRAY-74 entered observer.
[22:44:25	]C24:RL.XRAY-74 exited observer at their location.
[22:44:26	][IC] C24:OTAGUY.OTA-37: <:: 9. ::>
[22:44:26	]Guomundur  Einarsson ran 'EquipUn' on item 'PPSH-41' (#2688238)
[22:44:26	]C24:RL.XRAY-74 entered observer.
[22:44:26	]C24:RL.XRAY-74 exited observer at their location.
[22:44:27	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:27	]Guomundur  Einarsson ran 'EquipUn' on item 'Model 329PD' (#2688223)
[22:44:27	]C24:RL.XRAY-74 entered observer.
[22:44:27	][IC] C24:OTAGUY.OTA-37: <:: 8. ::>
[22:44:27	]Hank J. Wimleton has gained 0 chips.
[22:44:28	]Hank J. Wimleton has gained a 'MP7A1' #2688274.
[22:44:28	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:28	]C24:RL.XRAY-74 exited observer at their location.
[22:44:28	]Guomundur  Einarsson used the 'John Doe' vendor.
[22:44:28	]C24:RL.XRAY-74 entered observer.
[22:44:28	]Gerome Gentry ran 'EquipUn' on item 'MP7A1' (#2688233)
[22:44:28	]C24:RL.XRAY-74 exited observer at their location.
[22:44:29	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:29	][OOC] C24:i5.COURIER-06: 1000 hp might be too much
[22:44:29	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688228)
[22:44:29	][IC] C24:OTAGUY.OTA-37: <:: 7. ::>
[22:44:29	]Gerome Gentry ran 'Equip' on item 'MP7A1' (#2688233)
[22:44:29	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:29	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'MP7A1' (#2688253)
[22:44:30	]C24:RL.XRAY-74 has taken 2 damage from worldspawn.
[22:44:30	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688228)
[22:44:30	]Guomundur  Einarsson has gained 0 chips.
[22:44:30	]Gerome Gentry used command '/ToggleRaise'.
[22:44:30	][IC] C24:OTAGUY.OTA-37: <:: 6. ::>
[22:44:30	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:30	]C24:RL.XRAY-74 ran SAM command 'hp' with arguments: '*' '500'
[22:44:31	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:31	]C24:RL.XRAY-74 is fully healed.
[22:44:31	]C24:RL.XRAY-74 entered observer.
[22:44:31	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688228)
[22:44:31	]C24:RL.XRAY-74 exited observer at their location.
[22:44:31	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:44:31	]Guomundur  Einarsson has gained 0 chips.
[22:44:31	]Pavel Artyomov used the 'John Doe' vendor.
[22:44:32	]Gerome Gentry ran 'EquipUn' on item 'MP7A1' (#2688233)
[22:44:32	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:32	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688228)
[22:44:32	]Hank J. Wimleton used command '/ToggleRaise'.
[22:44:32	]Gerome Gentry ran 'Equip' on item 'MP7A1' (#2688233)
[22:44:32	][IC] C24:OTAGUY.OTA-37: <:: 5. ::>
[22:44:32	]Gerome Gentry used command '/ToggleRaise'.
[22:44:32	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:33	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688228)
[22:44:33	][IC] C24:OTAGUY.OTA-37: <:: 4. ::>
[22:44:33	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:34	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:44:34	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688228)
[22:44:34	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:34	]Pavel Artyomov has gained 0 chips.
[22:44:34	]Guomundur  Einarsson has gained 0 chips.
[22:44:35	]Guomundur  Einarsson has gained a 'MP7A1' #2688275.
[22:44:35	][IC] C24:OTAGUY.OTA-37: <:: 3. ::>
[22:44:35	]C17:RCT.YELLO-32 entered observer.
[22:44:35	]Tamara Lahtizer used command '/ToggleRaise'.
[22:44:35	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:36	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:36	][IC] C24:OTAGUY.OTA-37: <:: 2. ::>
[22:44:36	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:37	]C17:RCT.YELLO-32 exited observer at their location.
[22:44:37	]Gerome Gentry ran 'EquipUn' on item 'MP7A1' (#2688233)
[22:44:37	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:37	][IC] C24:OTAGUY.OTA-37: <:: 1. ::>
[22:44:37	]Gerome Gentry ran 'Equip' on item 'MP7A1' (#2688233)
[22:44:37	]Gerome Gentry used command '/ToggleRaise'.
[22:44:38	]Pavel Artyomov has gained 0 chips.
[22:44:38	]Pavel Artyomov has gained a 'MP7A1' #2688276.
[22:44:38	]C24:i5.COURIER-06 exited observer at their location.
[22:44:38	]Tamara Lahtizer has hit Guomundur  Einarsson in the left leg dealing 6 damage (CritChance was 0.08).
[22:44:38	]Guomundur  Einarsson has taken 6 damage from Tamara Lahtizer.
[22:44:38	]Tamara Lahtizer has hit Guomundur  Einarsson in the left leg dealing 6 damage (CritChance was 0.08).
[22:44:38	]Guomundur  Einarsson has taken 6 damage from Tamara Lahtizer.
[22:44:38	]Guomundur  Einarsson is fully healed.
[22:44:38	]C24:RL.XRAY-74 has given himself a gen_mp7.
[22:44:38	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:39	]Hank J. Wimleton ran 'EquipUn' on item 'MP7A1' (#2688274)
[22:44:39	]C24:OTAGUY.OTA-37 has hit C24:RCT.YELLO-11 in the right leg dealing 4 damage (CritChance was 0.06).
[22:44:39	]C24:RCT.YELLO-11 has taken 4 damage from C24:OTAGUY.OTA-37.
[22:44:39	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
[22:44:39	]C24:OTAGUY.OTA-37 has hit C24:RCT.YELLO-11 in the chest dealing 9 damage (CritChance was 0.06).
[22:44:39	]C24:RCT.YELLO-11 has taken 9 damage from C24:OTAGUY.OTA-37.
[22:44:39	]C24:OTAGUY.OTA-37 has hit C24:RCT.YELLO-11 in the chest dealing 9 damage (CritChance was 0.06).
[22:44:39	]C24:RCT.YELLO-11 has taken 9 damage from C24:OTAGUY.OTA-37.
[22:44:39	]C24:OTAGUY.OTA-37 has gained level 10 in the Guns skill.
[22:44:39	]C24:OTAGUY.OTA-37 has hit C24:RCT.YELLO-11 in the chest dealing 9 damage (CritChance was 0.06).
[22:44:39	]C24:RCT.YELLO-11 has taken 9 damage from C24:OTAGUY.OTA-37.
[22:44:39	]C24:OTAGUY.OTA-37 has critically hit C24:RCT.YELLO-11 in the chest dealing 16 damage (CritChance was 0.06).
[22:44:39	]C24:RCT.YELLO-11 has taken 16 damage from C24:OTAGUY.OTA-37.
[22:44:39	]C24:RL.XRAY-74 ran 'drop' on item 'PPSH-41' (#2688242)
[22:44:39	]C24:RL.XRAY-74 has lost a 'PPSH-41' #2688242.
[22:44:39	]C24:OTAGUY.OTA-37 has critically hit C24:RCT.YELLO-11 in the stomach dealing 13 damage (CritChance was 0.08).
[22:44:39	]C24:RCT.YELLO-11 has taken 13 damage from C24:OTAGUY.OTA-37.
[22:44:39	]C24:OTAGUY.OTA-37 has gained level 11 in the Guns skill.
[22:44:39	]C24:OTAGUY.OTA-37 has critically hit C24:RCT.YELLO-11 in the left arm dealing 8 damage (CritChance was 0.41).
[22:44:39	]C24:RCT.YELLO-11 has taken 8 damage from C24:OTAGUY.OTA-37.
[22:44:39	]C24:OTAGUY.OTA-37 has critically hit C24:RCT.YELLO-11 in the left arm dealing 8 damage (CritChance was 0.41).
[22:44:39	]C24:RCT.YELLO-11 has taken 8 damage from C24:OTAGUY.OTA-37.
[22:44:40	]Male_07 ran 'Equip' on item 'MP7A1' (#2688272)
[22:44:40	]Hank J. Wimleton ran 'Equip' on item 'MP7A1' (#2688274)
[22:44:41	]Guomundur  Einarsson ran 'Equip' on item 'MP7A1' (#2688275)
[22:44:41	]Male_07 ran 'EquipUn' on item 'MP7A1' (#2688272)
